ID:
	char_489_serum
	Developing a weapon with corrosion as a primary means of attack requires the contents of research go far beyond corrosives and customized Arts Units.
	For a weapon loaded with this corrosive, its composite materials must balance resilient makeup and good Originium Arts conductivity, another difficulty that needs overcoming.
	Not just that, but after employing a nebulizer to effectively expand this weapon's attack surface and efficiency, this realizes a probability the weapon will cause accidental harm to allies, thus needing some quick and easy means of providing a defense to allied combat units. But none of this held Operator Corroserum back from wielding knowledge in his expert fields. He rapidly produced technical prototypes for a coating able to resist this corrosive, and in a short span of time, had it realized and put into practice. He explains this technology's greatest hurdle wasn't resisting the corrosive itself, but vying to make it just as harmless to the human body, in order to directly spray it on friendly equipment, lowering the upfront cost of using this weapon.
	However, this project's manager later proposed another scenario: an enemy might just as well develop or steal this protective coating technology. Thus, he required Corroserum develop a corrosive that could get past this coating.
	And not just that, but given the possibility this new corrosive technology could also be re-engineered or stolen, there may also be a need to proceed with developing technology that could withstand this corrosive in turn...
	And following this, there might also...
	Er, maybe we can try inferring at this point why Operator Corroserum chose to trial this weapon at the project's tail end, and provisionally leave a team where he could show his true strengths for once.

	승진 자료 :
	    부식을 주 공격 수단으로 삼는 무기를 개발하려면 부식제와 커스터마이징된 아츠 유닛 이상의 것을 개발해야 한다.
	    부식제를 담을 무기 자체의 재료가 강인한 구조와 높은 오리지늄 아츠 전도성을 요구한다는 점 역시 극복해야 할 난관이다.
	    그뿐만이 아니라 무기의 타격 면적과 효율을 고려해 사용한 분무 장치 때문에 아군에게 피해를 줄 수 있으니, 아군의 장비를 보호할 신속하고 간단한 수단 역시 필요했다. 이 문제는 오퍼레이터 코로세럼의 전문 지식으로 해결 가능했는데, 얼마 지나지 않아 그는 부식을 방지할 수 있는 방어 코팅 기술의 프로토타입을 제공했으며, 단기간 내에 해당 기술을 투입할 수 있게 구현해냈다. 오퍼레이터 코로세럼이 밝히길, 이 기술의 가장 큰 문제점은 부식제를 막는 것 자체가 아니라 인체에 무해하게 만들어 아군의 장비에 직접 분사해 도입 초기에 무기를 운용하는 비용을 줄이는 것이라 한다.
	    하지만 프로젝트 책임자는 다른 가능성을 제시했다. 적 또한 이 코팅 기술을 개발하거나 기술 자체를 훔쳐 갈 수 있다는 것이었다. 그래서 책임자는 코로세럼에게 코팅 기술을 파훼할 수 있는 부식제를 개발할 것을 요구했다.
	    그뿐만 아니라 코팅기술을 파훼할 수 있는 부식제 역시 파훼 되거나 도둑맞을 수 있으니 또 그 부식제를 막을 기술을 계속 개발해야 하고……
	    그리고 그다음 역시……
	    음, 어째서 오퍼레이터 코로세럼이 프로젝트 마무리 단계에서, 그것도 자기 실력을 발휘할 수 있는 흔치 않은 프로젝트팀을 무기 테스트라는 핑계로 떠났는지 이제야 알 것 같다.
