ID:
	char_363_toddi
	We can't blame him, though; before consulting her records, neither did we know that this girl who never saw eye-to-eye with orders was once a Cyr Military College student. Though reputation-wise the school is far from level with the Victorian Royal Guard, it still stands as one of the endorsed military colleges in Victoria's borders. Toddifons studied as a specialist combat force unit, her first-year report outstanding. The College's instructors had already picked up on her temperamental flaws, but still intended to have her focus on her education, believing their decades of experience could rein in the self-ruling Vouivre. Unfortunately, once the second year revealed artillery and siege courses to her, all the old boffins' efforts were very quickly and neatly dashed. During her second year, Toddifons suggested she change to the siege artillery course, which the instructors decisively refused, and after multiple statements of 'if you won't let me take it, then I quit' did nothing, Toddifons spent three months in the library, studying through her entire preferred course solo, and then bluntly submitted her withdrawal application at her final exam. While the instructors still thought to negotiate with her, she had long since left the college, and returned back home.
	
	'It's actually very easy to figure out Toddifons' disposition. She might be rock-hard to budge, but if you treat her warmly, then in turn she won't be so... er, intense. But try to force her to do something? Hohoh, you're in for a treat. See, she's a Vouivre, AND she went to military school. Winning with her dukes is what she was trained for. 'Disobey does the burdenbeast who is compelled,' y'know. If you want her to do something, you'd better take it nice and easy.' —Operator commentary extract

	파일 자료 3 :
	    토디폰스가 로도스 아일랜드에 도착했을 당시에 그녀는 기름때가 잔뜩 묻은 작업복을 입고, 간단히 묶기만 한 채 아무런 손질도 되어있지 않은 머리를 하고 있었다. 오퍼레이터가 되기로 결정한 후, 토디폰스는 입사 당일 파격적으로 이틀 휴가를 신청하고는 당시 우리가 머물던 도시, 빅토리아의 거리를 구경하며 돌아다녔다. 이틀 후 토디폰스의 숙소에는 많은 화장품과 커다란 옷가방 두 개가 놓여 있었는데, 하나는 공방에 갈 때만 입는 작업복이 들어있었고, 다른 하나는 한창 유행하는 옷이 들어있었다. 몇 벌의 옷을 골라 코디를 해 본 토디폰스는 우리가 가장 자주 보는 그 복장을 하더니, 곧이어 그 모습 그대로 전장에 나섰다. 줄곧 토디폰스가 예쁘게 차려입고 전장에 나서는 점이 마음에 들지 않았던 외근 관리 행정 직원은, 너무 화려한 옷은 적에게 쉽게 발각될 수 있다느니 팀 전체의 분위기에 영향을 줄 수 있다느니 하는 등 여러 가지 이유를 늘어놓았으나, 네가 뭔 상관이냐는 토디폰스의 말에 말문이 막혀 버렸다. 결국 문제 해결을 위해 두 사람은 예로부터 가장 효과적이라고 알려진 분쟁 해결 방식을 사용하기로 했다. 바로 한 판 붙는 것이었다.
	    우리의 귀여운 행정 오퍼레이터는 아주 시원하게 패배했다. 2초? 아니면 3초 정도였나? 한 방에 나가떨어지더니 나중에 토디폰스와 대화할 때는 고개도 제대로 들지 못하였다.
	    그렇다고 행정 오퍼레이터를 탓할 수도 없는 게, 토디폰스의 프로필을 살펴보기 전까지는 우리도 이 복종과는 거리가 멀어 보이는 여자 아이가 씰 군사 학원 학생이었다는 사실을 몰랐기 때문이다. 그 군사 학원의 명성이 비록 빅토리아 로열 가드 스쿨과는 어깨를 나란히 할 수 없다지만, 어쨌든 빅토리아에서 인정받는 군사 학원 중 하나인 것이다. 과거 특수 작전 부대 멤버로 진학 방향을 잡은 토디폰스는 1학년 때 매우 훌륭한 성적을 거두었다. 학원의 교관들은 토디폰스의 성격에 결함이 있다는 점을 알고 있었지만, 자신들이 쌓은 수십 년 간의 경험이라면 이 제멋대로인 와이번을 제어할 수 있다고 믿고서는 토디폰스를 중점 교육 대상으로 삼기 위한 준비를 했다. 하지만 애석하게도 토디폰스가 2학년 때 포병과 공성에 관한 수업을 듣고 난 후, 나이든 교관들의 노력은 깔끔하게 무산되었다. 2학년 중간에 토디폰스는 자신의 진학 방향을 공성 포병으로 바꾸고 싶다고 제의했었다. 교관들의 완강한 반대에도 토디폰스는 여러 차례에 걸쳐 “배우지 못하게 한다면 퇴학하겠다“라는 뜻을 전했으나 아무런 효과를 보지 못했고, 이에 그녀는 3개월 동안 도서관에서 배우고 싶었던 과목들을 독학하고 기말고사 기간에 시원스레 자퇴 신청을 했다. 당시 교관들은 토디폰스와 교섭을 하고자 했으나 이미 그녀는 진작에 학원을 떠나 고향 집으로 돌아간 상태였다.
	
	    “토디폰스는 사실 굉장히 알기 쉬운 성격이지. 토디폰스는 말을 안 듣는 고집불통이지만 토디폰스에게 친절하게 대한다면 토디폰스도 네게… 그렇게 날 선 반응을 보이지 않을걸. 하지만 네가 토디폰스에게 무언가를 억지로 시키려 한다면… 후후, 그거 참 재미있겠네. 생각해봐. 토디폰스는 와이번이고, 거기에 군사 학원을 다녔지. 누구의 주먹이 더 센지 겨루는 건 토디폰스가 전문이라고. '강제로 부리는 짐승은 말을 듣지 않는다'라고 하지, 토디폰스에게 무언가 시키고 싶다면 천천히 해야 해.”——오퍼레이터 평론에서 발췌

———————————————————————————————

	档案资料四 :
	和安洁莉娜一样，我们至今仍未找出熔泉源石结晶异化的原因，但很显然，熔泉根本没把这件事放在心里，她甚至在考虑如何搭配服装能够更加突显自己肩部那片已经异化的，如她头发般火红的源石结晶。这种“豁达”的心态，让我们对其肃然起敬。
	好吧，我只是偶尔想夸夸她而已，真相的话，我想和她接触过的人都很清楚。你要问她真正在乎什么，估计只有在工坊外打扮自己和工坊内研发制作攻城武器而已了。正如之前档案所提到的，熔泉之所以会被抬来罗德岛，也是因为“灵光一闪”后在自己的房间里钻研太久低血糖晕倒所致。据我所知，至少在罗德岛，从来没有出现过什么“瓦伊凡昏倒在宿舍中”之类的事，更别提饿晕了，简直是闻所未闻，随便找个瓦伊凡饿他一个月，他都能一拳把你打倒在地，饿到晕过去，时间怕不是要以月计。
	回到档案内容，据我们所知，熔泉所在的瓦伊凡部落在维多利亚扎根已经有百年之久，熔泉这一代已经是第三代维多利亚移民，和本地的维多利亚人已经没有多大区别了。她们这个部落的瓦伊凡在维多利亚定居后，主要从事工业活动，以整个部落为单位开办工厂，接受来自所在城市、维多利亚商会甚至外国商业组织的订单。如果你从小生活在这种环境下，想必也就能够理解为什么熔泉特别在意那种巨大的攻城武器——谁还不想操纵一门巨大的工业奇迹把对面的军舰打个稀烂呢？但事实上，这种国家级别的武器并不是她所能使用的，因此，退而求其次，她为自己打造了一把微缩型便携攻城弩，跟着罗德岛四处走动，随便测试一下性能，定期维护，升级换代，这就是她所能做到的事。她知道自己所处阶层所能到达的极限，明白自己可以做到什么，哪些机会不属于自己，她会争取自己所能到达的边界，剩下的，就交给缥缈无踪的运气——
	和自己反复无常的好脾气。

	第四資料 :
	アンジェリーナのケースと同様で、トギフォンスの結晶が異化している原因を我々は未だにつかめていない。しかし、トギフォンスがそのことを全く気にしていないのは明らかである。むしろ彼女は、肩に結晶した自分の髪色と同じく燃えるように赤い源石は、どのようなコーディネートをすればより目立つのかを考えている。我々はこのような「達観」した心理状態を尊敬せずにはいられない。
	なんてな、ひさびさにやつを褒めてみたかっただけだ。真相については彼女と関わりを持ったことがある者であれば皆知っているだろう。彼女が真に関心を持つものは何かと問われば、その答えは工房の外で自分を着飾ることと、工房の内で攻城用の武器を開発・制作することしかないだろう。以前のプロファイルでも語られていたが、トギフォンスがロドスに運び込まれたそもそもの原因が、「閃いた」結果自分の部屋に研究のためにこもりっきりになってしまい、低血糖で倒れたからだったものだ。私が知る限りでは、少なくともロドスにおいて、「ヴイーヴルが宿舎で気絶した」ことなど一度もなかったはずだ。腹を空かせたあまりの昏倒などもってのほかだ、聞いたこともない。そこらへんのヴイーヴルに一ヶ月絶食させても、一発でこちらを殴り倒せるのだから、倒れるまで腹を空かせるというのなら何ヶ月かかるのやら。
	話をプロファイルに戻そう。我々が知る限り、トギフォンスのいるヴイーヴル部族は、ヴィクトリアに移住してから百年は経っているはずだ。トギフォンスの代は既に移民後第三世代であり、彼らはほとんど現地のヴィクトリア人と変わりがなくなっていた。ヴイーヴルたちはヴィクトリアに定住した後、主に工業に勤しんでおり、部族単位で工場を立ち上げて所在都市・ヴィクトリア商会ひいては外国の商業組織からの注文を受け付けていた。幼い頃からそのような環境で育まれれば、トギフォンスがあれほど巨大な攻城用武器に夢中でいることも自ずと理解できるだろう――巨大な工業的奇跡を操り、相手の軍艦をぶっ潰すということに、憧れない者などいるのだろうか？しかし現実として、そのような国家間戦争用レベルの武器を彼女が実際に使う事は不可能と言えるだろう。そのため、次善の策として、彼女は自分のために小型で取り回しやすい攻城用弩を作り上げた。それを持ってロドスについてあちこちをまわり、好きな時に性能テストを行い、定期的にメンテナンスして、改良した新型を作り続けること。それが彼女にできることである。トギフォンスは己の力量でたどり着ける限界をよく知っており、何が自分にできることか、どんな機会が決して自分のものになることがないのかを理解している。自分が至れる境地のきわまで最善を尽くしてたどり着こうと努力を怠らず、そして残るものは掴みどころのない運というものに託し――
	そして、自身の気まぐれに流れを任せるのである。

	Archive File 4 :
	As with Angelina, we haven't yet found any reason behind Originium crystal deposit differentiation, but as is clear, it simply doesn't matter to Toddifons. She even considers how to match her outfits to make even more prominent the crystals on her shoulder, as blazing red as her hair. We hold this 'open-minded' attitude of hers in high regard.
	Alright, alright, I just feel like praising her every now and then. To tell the truth, I imagine everyone who's come into contact with her before knows full well. Ask her what she genuinely cares about, and chances are it'll just be dressing up outside of the workshop, and manufacturing siege weaponry inside. Just as the records mentioned prior, Toddifons was carried here because after 'the flash of inspiration hit,' she spent too long in her room lost in research, and fainted from hypoglycemia. As best as I know, Rhodes Island at least hasn't had any 'Vouivre passing out in dorms'-type incidents, let alone by malnutrition. It's simply unheard of. You could starve any Vouivre for a month and they could still knock you flat. Odds are months would be insufficient to measure fainting by hunger.
	To return to the records, to our knowledge, Toddifons' Vouivre tribe has been rooted in Victoria for a hundred years already, her own generation being the third of Victorian citizenship, with little separating them from the locals anymore. After their tribe's Vouivre first settled in Victoria, they principally engaged in industry. The whole tribe started a factory in unison, accepting orders from the city, the Victorian Chambers of Commerce, and even foreign business organizations. If you grew up your whole life in surroundings like that, you'd surely be able to understand why Toddifons cares especially about such vast siege weaponry—who wouldn't want to ply a huge industrial marvel to smash the warships opposite to smithereens? But in reality, using such nation-grade weaponry is beyond her ability, and so the next best thing was to make a miniaturized, portable ballista, follow Rhodes Island all over, and test its performance, give it regular maintenance, upgrade and renew it—that is what's in her capability. She knows the limits of where her class may reach, understands what she can accomplish, what opportunities aren't her own. She'll strive for the boundaries of what she can do, and the rest she'll leave to undefined, trailless luck—
	—and her own fickle good temper.

	파일 자료 4 :
	    안젤리나의 경우와 마찬가지로, 우리는 아직도 토디폰스의 오리지늄 결정이 변이한 원인을 찾지 못했다. 하지만 토디폰스는 이 일을 염두에 두기는커녕, 오히려 어떻게 코디를 짜야 자신의 어깨에 있는, 자신의 머리카락처럼 붉은 오리지늄 결정을 더욱 잘 드러낼 수 있을지 고민하고 있다. 그녀의 이런 '대범한' 마음가짐에 절로 고개가 숙여진다.
	    난 그저 가끔씩 토디폰스를 칭찬해 주고 싶을 뿐이다. 사실 나는 토디폰스와 접촉한 사람이라면 모두 알고 있을 거라 생각한다. 토디폰스가 진정으로 신경 쓰는 것은 오직 공방 밖에서 자신을 꾸미는 것과 공방 안에서 공성 무기를 연구 제작하는 것일 뿐이라는 것을. 앞선 파일에 언급한 것처럼 토디폰스가 로도스 아일랜드에 실려 온 이유도 '무언가 번뜩이며 영감을 얻은' 후 방 안에서 너무 오랫동안 연구에 집중하다 보니 저혈당 증세로 기절한 것일 뿐이다. 물론 내가 아는 한, 적어도 로도스 아일랜드 내에서 '와이번이 숙소에서 기절했다'같은 일이 발생한 적은 결코 없다. 굶어서 기절했다는 건 아예 말할 필요도 없다. 이는 듣도 보도 못한 일이다. 아무 와이번이나 찾아서 한 달 굶긴다고 해도 당신을 한 방에 쓰러뜨릴 수 있을 것이다. 기절할 정도로 굶는다는 것은, 아마 월 단위로 계산해야만 가능할 것이다.
	파일 내용으로 돌아가서, 우리가 아는 바에 따르면 토디폰스가 속한 와이번 부족은 빅토리아에 자리 잡은 지 이미 백 년이 지났다. 토디폰스 세대는 빅토리아 이주민 3세대로, 이미 현지 빅토리아인과 큰 차이점을 찾을 수 없다. 토디폰스 부족의 와이번들은 빅토리아에 자리를 잡은 후 주로 산업 활동에 종사했는데, 전 부족 단위로 공장을 열어 그들이 있는 도시는 물론이거니와 빅토리아 상회와 외국 상업 조직의 주문도 받고 있다. 만약 당신이 어린 시절부터 이런 환경에서 자라났다면, 분명 토디폰스가 어째서 그런 거대한 공성 무기에 관심이 많은지 이해할 수 있을 것이다. 거대한 '공업의 기적'을 조종해 적 군함을 박살 내는 일을 거부할 수 있는 사람이 어디 있을까? 하지만 실제로 이런 국가 규모의 무기를 토디폰스가 사용할 수는 없다. 그래서 차선책으로 토디폰스는 휴대하기 편하게 축소시킨 공성 발리스타를 만든 것이다. 로도스 아일랜드와 함께 움직이며 성능을 테스트하고, 정기적으로 점검하며 업그레이드하는 것 모두 토디폰스가 할 수 있는 일이니까. 토디폰스는 자신이 속한 계급 안에서 도달할 수 있는 한계를 알고 있다. 자신이 무얼 할 수 있는지, 자신이 어떤 기회를 잡을 수 있는지도 알고 있다. 토디폰스는 자신이 도달할 수 있는 한계를 쟁취할 것이다. 남은 건 종잡을 수 없는 운과…… 자신의 변덕스러운 성질머리에 달렸다.

———————————————————————————————

	晋升资料 :
	熔泉所在的瓦伊凡部落在移民到维多利亚之前曾是一支拥有家族性质的雇佣兵团体，历史上，他们曾数次参加过对萨卡兹人的战争，积累了丰富的作战经验。然而，风水轮流转，曾经兴盛的部落被后起之秀替代，所能控制的土地也被不断蚕食，当部落无法继续在萨尔贡立足时，他们选择移民到前雇主——维多利亚的国土上重新开始生活。凭借着佣兵团时积攒下的关系与资金，他们顺利在一座工业城市立足，并用剩下的资金兴办工厂，开始了与萨尔贡时截然不同的生活。熔泉的许多亲属再也没有拿起过刀枪，取而代之的，是扳手与铁锤。
	到了熔泉这一代，浴血沙场早已比不上一份伦蒂尼姆来的大订单来得有诱惑力，但有些东西，却以一种意外的形式保持了下来。她还清楚记得，某种只有在那个小社区才被要求跳的健身操、若干摸不着头脑的礼仪习俗、还有专门给孩子们办“运动会”准备的“运动场”，里面每个项目都和正规的运动会搭不上一点关系。耳濡目染间，除了多过几个节日，多走几场仪式，多参加几次聚会，顺带打倒一大堆与她年龄相仿的瓦伊凡之外，她并不觉得自己学到了什么。即使如今，当面对萨卡兹雇佣兵，轻易找准薄弱之处将之击伤击退时，她也只是将这份功劳归功于自己精心调校的攻城弩和破城矢，而非那些古旧仪式与规训带给她的，对某些特定目标的精准直觉。
	也是啦，谁会相信这种东西呢？

	昇進資料 :
	トギフォンスが所属するヴイーヴルの部族は、ヴィクトリアに移住するまでは家庭形式の傭兵団体だった。歴史的にも、幾度か対サルカズの戦争に参加したことがあり、豊富な作戦経験を有している。しかし、浮世は回り持ちというべきか、かつて盛んだ部族は新興者にとって変わられ、支配していた土地も虫に食われるように侵略され占領されてしまった。サルゴンでの生活が維持できなくなると、彼らはかつての雇い主――ヴィクトリアの国土に移動して新たな生活を始めた。傭兵団時代に積み重ねた人間関係と資金を元に、ある工業都市で落ち着くことも叶い、残りの資金で工場を運営し、サルゴン時代とは全く異なる生活を始めるようになった。トギフォンスの親族の多くは二度と武器を手に持つことなく、代わりにスパナーやハンマーを友とした。
	トギフォンスの世代になると、戦場での奮戦の誘惑など、ロンディニウムからの大口発注に遠く及ばないものとなっていた。だが、意外にも思える形で受け継がれたものもある。トギフォンスの記憶に残っているのは、かの小さなコミュニティでのみ要求される健康体操や、若干意味不明な礼儀習俗、そして子供たちの「運動会」専用の「運動場」で用意されていた、正規の運動会とは何の関わりもないプログラムだ。潜在的な影響を受け、世間より少し多い記念日や儀式、集会を経験し、ついでに年齢の近いヴイーヴルたちを山ほど倒してきたが、それらが自身に何か教えてくれたとは、彼女は別に思っていない。今の彼女がサルカズの傭兵を相手にする時、簡単に弱みを見つけて打ち倒したり撃退したりできるのも、古い儀式や教えがもたらした特定の目標への鋭い直感ではなく、自身が丹心を込めて調整した攻城用弩や破城矢のおかげであると考えている。
	それもそのはず。あんなもの、誰が信じるというのだろうか。

	Promotion File :
	Before Toddifons' Vouivre tribe emigrated to Victoria, it was once a mercenary group with clan-like nature. Historically, they fought numerous battles against the Sarkaz, accumulating a wealth of combat experience. However, as times changed, the once-thriving tribe gave way to a rising new generation, what land it could control constantly being eaten away at, and once the tribe could no longer find footing in Sargon, they chose emigration to a former employer—and started life anew on Victoria's national soil. Relying on their saved connections and funds left over from their time as hired hands, they quickly found new footing in an industrial city, and used their remaining capital on opening up a factory, beginning to lead a life nothing alike the Sargon days. Toddifons' many relatives have never again taken up weapons, in their place grasping spanners and hammers.
	Come Toddifons' generation, the luster of war long since paled to that of great orders coming from Londinium, but some things carried on in unexpected forms. She still clearly remembers—a kind of aerobics only that little community was required to do, numbers of incomprehensible customs and etiquette, and the 'grounds' they set up especially for the children's 'sports days,' where none of the events bore any resemblance to regular competitions. She took it all in, and apart from having a few extra holidays, a few extra ceremonies, a few extra gatherings, and sending a great heaping pile of Vouivre her age down for the count, she doesn't think she learned much of anything. Even if nowadays, she sends Sarkaz mercenaries packing, striking them right where they're weak, she only gives the credit to her finely calibrated siege crossbow and her Fortcracker arrows, and not any precise intuition for certain targets that those bygone ceremonies and discipline gave her.
	And it's fair, who'd believe such a thing?

	승진 자료 :
	    토디폰스가 속한 와이번 부족은 빅토리아로 이민 오기 전에는 가족적인 성격을 띤 용병 단체였으며, 살카즈인과의 전쟁에 수차례에 걸쳐 참가해 풍부한 전투 경험을 쌓은 역사가 있다. 하지만 세상사는 돌고 도는 법이니, 과거 번창했으나 이젠 새로운 경쟁자들에게 밀려나고, 통제하던 땅 역시 끊임없이 빼앗김에 따라 더 이상 사르곤에 발을 붙일 수 없던 부족은 전 고용주인 빅토리아로 옮겨가 새로운 생활을 시작하게 되었다. 용병단 시절 쌓아올린 관계와 자금으로 어느 공업 도시에 순조롭게 자리 잡은 부족은, 남은 자금을 동원해 공장을 열고 사르곤에서 살 때와는 완전히 다른 생활을 시작했다. 토디폰스의 많은 친족들은 더는 창칼을 들지 않았고, 대신에 스패너와 망치를 들게 되었다.
	    토디폰스의 세대에 이르러 피로 물든 전장은 더 이상 런디니움이 건네주는 대량 주문만큼 매혹적이지 않게 되었으나, 몇몇 것들은 의외의 형태로 유지되었다. 그들만의 작은 공동체에서만 요구했던 에어로빅과 다소 영문을 알 수 없는 예절 관습, 그리고 아이들의 '운동회'를 위해서만 준비되었던 '운동장'까지…… 토디폰스는 각 항목이 모두 제대로 된 운동회와는 아무런 관련이 없다는 사실을 똑똑히 알고 있었다. 때문에 시간이 흐르고 난 뒤 그녀는 명절과 의식 그리고 모임에 몇 번 참가하고 또래 와이번들을 손쉽게 때려눕힌 것 외에 딱히 무언가를 배웠다는 생각이 들지 않았다. 살카즈 용병을 상대하며 쉽게 그 약점을 찾아 상대를 물리친 지금도 그녀는 그 공로를 자신이 정성껏 조율한 공성 발리스타와 포트크래커 애로우에 돌릴 뿐, 옛 의식과 규칙이 가져다준 목표를 향한 날카로운 직감에게 돌리진 않는다.
	    하긴, 누가 그런 걸 믿겠는가?
