ID:
	char_472_pasngr
	彼が言うように、クルビアを離れ、サルゴンを離れ、今ロドスに身を置く彼は、この大地のどこにいようとも、異郷の客――ただの通りすがりの部外者に過ぎないのである。

	Archive File 4 :
	Doctor, Kal'tsit, Sesa.
	Since his arrival at Rhodes Island, only these three individuals seem to have caught his attention.
	Admittedly, he is polite and meticulous in his work. But after meeting a target from the Engineering Department or returning victorious from a mission, there is no emotional change in his eyes at all.
	He does not keep secrets, except for the most crucial ones. He describes his experiences and current situation clearly and concisely to anyone who asks, as if he has the speech memorized. Not everyone can face his past with such an attitude. After the fire that brought his revenge to completion, he felt relief, but what was to come next? Where does he go after leaving behind the golden sands of Sargon?
	Passenger once described Dr. Kal'tsit as his savior. Though I never saw a hint of gratitude in his trademark smile as he said it. He clearly trusts Dr. Kal'tsit on some level, and if Kal'tsit never said another word about how they met in Sargon, he would never share anything personal about her.
	As for Sesa, Passenger is dangerously concerned with Sesa. Only a very few people, including the Doctor, know that Sesa is investigating a certain Columbian military contractor. Unfortunately, Sesa's 'incomplete revenge' fits all the elements of Passenger's attention. He is even eager to help Sesa piece together the truth. If it were not for the limitations placed on Rhodes Island Operators, it is hard to imagine what Sesa and Passenger might be able to exact on that Columbian corporation.
	The main reason why Passenger has not acted more rashly thus far is the Doctor. No matter what his feelings toward the Doctor may be, his primary interest seems to be in actions and accomplishments. He may feel some kinship with the Doctor over their unique life experiences, or he may find comfort in having a commander to give him orders and direction. Either way, we will watch this development carefully.
	As he said, he left Columbia, he left Sargon, and now he is at Rhodes Island. Wherever he is in the world, he is but a passenger—an outsider, along for the ride.

	파일 자료 4 :
	    박사와 켈시, 그리고 세사.
	    로도스 아일랜드에 도착한 패신저는 오직 이 세 사람에게만 흥미를 보였다.
	    물론 패신저는 예의 바른 사람이고, 일을 처리하는 데에 있어서 조금의 빈틈도 없다. 하지만 엔지니어링부에서 하달한 목표를 달성하거나 위험한 임무를 마치고 돌아왔을 때조차 패신저의 눈에선 감정의 기복이 전혀 느껴지지 않았다.
	    패신저는 가장 중요한 부분을 제외한 자신의 비밀을 전혀 감추지 않는다. 누구든 그에게 묻기만 한다면, 마치 미리 준비라도 한 것처럼 간결한 말투로 자신의 과거와 당시 상황에 대해 들려준다. 물론 모든 사람이 그런 태도로 자신의 과거를 마주할 수는 없는 노릇이다. 그 화재 현장에서 마지막 복수의 대상을 죽인 후에 패신저는 자신을 옥죄던 굴레에서 벗어났다. 하지만 복수를 위해 인생의 가장 빛나는 시절을 바쳐야 했던 그가 사르곤의 모래바람에서 빠져나온 후에 과연 무얼 할 수 있을 것인가?
	    패신저는 켈시가 자신을 구해준 은인이라 말했다. 그런데 패신저가 그 말을 할 당시, 나는 패신저의 트레이드 마크와 같은 미소 속에서 일말의 감사도 찾을 수 없었다. 그럼에도 불구하고 패신저는 확실히 어떤 면에선 켈시를 매우 신뢰하고 있는데, 두 사람이 어떻게 사르곤에서 만나게 되었는지에 대해서 켈시가 밝히지 않는 한, 그 역시도 켈시에 대한 이야기를 누구에게도 발설하지 않겠다는 태도를 고집하고 있다.
	    패신저가 세사에게 관심을 갖는 것은 매우 위험한 일이다. 세사가 컬럼비아의 어느 군수 기업을 조사하고 있다는 사실은 박사를 포함한 내부의 극소수 인원만이 알고 있는 사실이다. 그러나 세사에게 '마치지 못한 복수'가 있다는 사실은 패신저의 관심을 끌기에 충분했고, 심지어 그는 세사가 진상을 규합하는 것을 도와주고 진상의 여러 가능성을 암시하기도 했다. 만약 로도스 아일랜드의 오퍼레이터라는 신분적인 제약이 없었다면 세사와 패신저가 정말 그 군수 기업에 복수를 할 수도 있지 않을까 하는 생각이 든다.
	    패신저가 지금까지 과격한 행동을 하지 않은 중요한 원인은 박사에게 있다. 패신저가 박사에게 어떤 감정을 품고 있는지와는 별개로, 그는 겉으로 박사에게 흥미만을 내비칠 뿐이며, 박사가 참여하는 여러 활동에 대해선 평소보다 적극적인 모습을 보여주고 있다. 어쩌면 패신저는 어떤 관점에서 자신의 이상한 생활 태도와 박사를 겹쳐 보는 걸지도 모른다. 혹은 그저 누군가 자신에게 명령을 하고 지시 내리는 것을 받아들이는 편이 마음 편하다고 생각하거나. 어쨌든 간에 우리는 패신저를 보다 주의 깊게 관찰해야 한다.
	    패신저가 말한 것처럼, 그는 컬럼비아를 떠났고, 사르곤을 떠나 지금은 로도스 아일랜드에서 살고 있지만, 이 땅의 어느 곳에 있든 그는 이방인…… 나그네일 뿐이니까.

———————————————————————————————

	晋升资料 :
	我本来离死亡只有咫尺之遥，凯尔希给了我这个机会，老伊辛赐予了我这个能力，我对那些试图掌握我命运的人释以报复，我成功了，我以耗费了无数光阴和前途，我以毁掉命运的方式夺回了它主导权。
	现在，我该和过去做个了断，可我接下来要做什么？去哪里？
	博士，我希望你能替凯尔希告诉我。我的生命是否在矿石病的作用下所剩无几？我该如何高效地利用这零星时间，去找到让我死得其所的办法？
	毕竟现在你是我的指挥官。
	我听您的。

	昇進資料 :
	死を目前にする状況だったというのに、ケルシーさんから機会を、イシンさんから力をいただき、私の運命を掌握しようとした者たちへ復讐を仕掛けました。そして、私は成功しました。計り知れない時間と有り得たかもしれない未来を費やして、運命を壊滅させるという手段でもって主導権を奪い返しました。
	そして今、私は過去と決着をつけなければなりません。しかしこの先はどうすればいいのでしょうか？どこへ向かえばいいのでしょうか？
	ドクター、ケルシーさんに代わって教えていただきたい。私の命はすでに鉱石病によって残りわずかになっていませんか？残されたこのわずかな時間を、どのようにすれば効率的に使い、死すべき場所を見つけられるのでしょうか？
	あなた様こそが今の私の指揮官ですので。
	あなた様の仰せに従います。

	Promotion File :
	I was only a stone's throw from death. Kal'tsit gave me this opportunity, Old Isin gave me this power. I had my revenge on those who tried to control my destiny. I won. I spent countless hours and exhausted countless prospects. I took back control by annihilating fate.
	Now, it is time for me to make my break with the past. But what do I do next? Where do I go?
	Doctor, I hope you can tell me, on Kal'tsit's behalf. How much time do I have left before Oripathy takes me? How can I use this time to make my death mean something?
	You are my commander now.
	I am at your disposal.

	승진 자료 :
	    저는 원래 죽음과 가까운 거리에 있었습니다. 켈시 선생님이 제게 기회를 주었고, 이신 영감님이 제게 능력을 주었죠. 저는 저의 운명을 지배하려는 자들에게 복수했습니다. 대신 저는 무수한 시간과 저의 미래로 그 대가를 치렀고, 운명을 부수는 방식으로 그 주도권을 되찾아왔습니다.
	    이제 저는 과거와 결별해야겠습니다만, 앞으로는 어디로 가서 무얼 해야 할까요?
	박사님, 켈시 선생님을 대신해 제게 말해주시길 바랍니다. 광석병에 걸린 지금, 제 생명은 앞으로 얼마나 남았습니까? 어떻게 해야 얼마 남지 않은 시간을 효율적으로 사용해 가치 있게 죽을 수 있는 방법을 찾을 수 있는 겁니까?
	    지금은 박사님이 저의 지휘관입니다.
	    박사님의 말을 따르겠습니다.
