ID:
	char_430_fartth
	    물론 과거의 생활로 돌아간다는 건 감염자에게 있어 그저 허황된 바람에 불과하다는 사실을 저스티나 본인은 누구보다 잘 알고 있다.

———————————————————————————————

	晋升资料 :
	通常来说，远牙总是会同骑士团内的其他成员待在一起。尽管有时野鬃和灰毫的争吵会令她头痛，但就算是这样，她也会沉默地跟随同伴一起行动。比起焰尾总有种种想法，灰毫和野鬃各自有自己坚持的目标，远牙加入并留在红松骑士团的动机其实最为单纯。 
	焰尾邀请了她。她们同为感染者骑士，拥有相同的处境，并且红松骑士团接纳了她成为同伴，带给她安全感。对于一个落单离群，没有归处的人来说，并不需要更多理由了。可以说，远牙并不在乎红松骑士团今后将向什么样的方向发展，只要同伴都还在，只要她现在所拥有的这份归属还在，对于她来说就已经足够了。 
	她将不惜一切，捍卫她珍视的那些东西。

	昇進資料 :
	普段のファートゥースは、よく騎士団のメンバーたちとともにいる。ワイルドメインとアッシュロックの口論には時々頭が痛くなるが、それでも黙って仲間たちと行動を共にしている。フレイムテイルみたいにやりたいことが多いわけでも、アッシュロックやワイルドメインのように貫きたい理想があるわけでもなく、ファートゥースがレッドパイン騎士団に入り、そこに残った動機は一番単純だ。
	フレイムテイルが誘ってくれたからだ。同じ感染者騎士で、同じ境遇で、騎士団の仲間として受け入れてくれて、安心感をもたらしてくれた。一人ぼっちの、帰る場所を失った人間にとっては、これ以上の理由はいらなかった。ファートゥースは、レッドパイン騎士団が今後どのような道を進むのかに興味がない。仲間さえみんないてくれれば、今ある居場所さえ失わずにいられれば、それだけでもう十分だ。
	大切なものを護るためならば、彼女は何もかも惜しまないのだろう。

	Promotion File :
	Fartooth tends to stay with the other members of her Knightclub. Despite Wild Mane and Ashlock's quarrels giving her headaches, she continues to silently follow her companions as they work together. Compared to Flametail's overflowing ideas, and the goals Ashlock and Wild Mane hold to, Fartooth's motive for joining and staying in Pinus Sylvestris is the simplest of all.
	Flametail invited her. As Infected knights together, they stand in identical situations, and Pinus Sylvestris brought her a sense of security. For someone left out of the crowd, with nowhere to return to, no further reason could be needed. One could say that Fartooth doesn't care what sort of direction Pinus Sylvestris may head in future; so long as her companions are still there, so long as this new home remains, that is enough for her.
	She'll spare nothing, protecting all this that she treasures.

	승진 자료 :
	    대부분 시간 파투스는 기사단의 다른 동료들과 함께 있다. 가끔 와일드메인과 애쉬락의 말다툼 때문에 골머리를 앓긴 하지만, 그래도 그녀는 묵묵히 동료들과 함께 움직인다. 여러 계획을 짜는 플레임테일과 각자 자신만의 목표를 가진 애쉬락, 와일드메인에 비하면 피누스 실베스트리스 기사단에 남게 된 동기는 파투스가 가장 단순하다 할 수 있다.
	    그저 플레임테일이 그녀를 초대했기 때문이다. 동료들이 감염자 기사로서 같은 처지에 있었고, 피누스 실베스트리스 기사단은 그녀를 동료로 받아들이고 그녀에게 안정감을 제공했다. 홀로 무리를 떠나 돌아갈 곳이 없는 사람에게 다른 이유는 필요 없지 않겠는가. 파투스에게 있어 피누스 실베스트리스 기사단이 앞으로 어떤 방향으로 나아가도 상관없다. 그저 동료들이 있고, 지금 그녀가 있는 이 자리가 남아있다면 그걸로 충분하다.
	    그녀는 자신이 소중히 여기는 이것들을 지키기 위해서라면 무엇이든 할 것이다.
