ID:
	char_003_kalts
	    게다가 바벨 사업은 이제 더는 지속할 수 없어. 만약 테레시아마저 실패한다면, 대체 누가 성공할 수 있겠어?
	    이걸로 카즈델이 멸망하진 않겠지만, 우리의 사명은 바벨이 무너진 순간 함께 사라졌어. 우리는 살카즈를 단결시킬 힘을 잃은 거야.
	    그러니 우리는…… 더는 단순히 살카즈를 섬길 수 없어.
	    아니, 테레시아는 알고 있어. 테레시아는 모두 알고 있었지. 내게 이런 지시를 내린 게 테레시아니까.
	    게다가 테레시아는 우리가 이것 때문에 실패했다고 생각하지 않아. 테레시아는 베벨의 사명이 이미 끝났다고 생각하지.
	    ……
	    이해했어.
	    이제 우린 카즈델을 떠날 거야. 이 결정을 받아들일 수 없는 사람들은 그냥 보내줘.
	    모든 사람이 테레시아처럼 카즈델을 벗어날 수 있는 건 아니야. “관념은 그것이 자랄 수 있는 토양을 필요로 한다”, 씨앗이 반드시 그 고향에서 싹을 틔울 필요는 없는 법이니……
	    그래…… 광석병…… 광석병을 치료하고 처리하는 문제가 남아있었지.
	    살카즈는 너무 고통받았어. 광석병은 현재 살카즈가 겪고 있는 커다란 고통 중 하나야.
	    그래.
	    살카즈 뿐만이 아니야.
	    테레시아가 처음 말했던 것처럼 살카즈의 문제는 살카즈만의 문제가 아니었어.
	    이 문제는 당시 우리가 늘어놓은 '비현실적인' 방법 중 하나였지. 이제는 방법도 목표가 될 수 있어.
	    광석병과 그로 인해 생겨난 무서운 편견을 치료해야 해.
	    그게 우리의 새로운 목표가 될 거야. 이건 여기 있는 모두가 광석병 때문에 고통받고 있기 때문만은 아니야. 편견을 타파하는 관념은…… 그것이 자랄 수 있는 토양을 필요로 하기 때문이야.
	    불치병?
	    ……아니, 난 믿지 않아. 불치병이라니…… 분명 치료할 수 있어. 불치병이란 그저 언젠가 치료될 날을 기다리는 병일 뿐이야. 내가 반드시 증명하겠어…… 이 점에 있어서만은 그 여자가 틀린 거야.
	    이제 이 문제에 대해 첫 번째 투표를 진행할 거야.
	    ……아미야?
	    아미야는 내가 거두겠어.

———————————————————————————————

	档案资料四 :
	哎呀，怎么又搞这么严肃，我还以为又是上次那个工程的事儿......不就搞了个新面部识别警戒系统把换了涂装的Castle-3当成入侵者了吗？
	......唔，难道是底层的锅炉改造功率过高导致下水管道倒灌那事儿？不会吧......这也能被她抓到？
	不行，这回要是玩真的，我的经费就彻底完蛋了。得......得想想办法。
	唔，这是个什么地方，机房？叫我来这干什么？
	难道......不......我对罗德岛还有用吧？
	凯，凯尔希？别吓我，凯尔希，我......我身上没多少肉的——
	凯尔希？
	怎么人不在......这屏幕也太旧了吧，得给她换个新的。
	不是，这什么——863-879？622-690？
	什么？
	等等......
	......个人记录？
	凯尔希？！凯尔希！
	呃，我已经有全部权限是什么意思？我还没骇进系统呢？
	PRTS？在不在？回答我一个问题？
	等等，这个资料库的系统是单独的......这艘船上居然有和PRTS脱钩的系统？
	等等。
	这张罗德岛的结构图不对啊？上面这个空心是怎么来的？
	《第三代阻断药物理论设计》......啊？我们哪有这个等级的离心机？
	——《源石对物种与生命形态的总体性影响》？
	凯尔希？？

	第四資料 :
	もう、そんな深刻そうにして、また例のプロジェクトの件かと思ったじゃない……ちょっと新しい顔認識セキュリティシステムを作ったせいで塗装を変えたCastle-3を侵入者と誤認しちゃっただけでしょ。
	……うーん、もしかして最下層のボイラー改造で出力が高すぎて下水道が逆流しちゃった件？まさか……そんなことまで彼女にバレちゃったの？
	ダメダメ、今度こそ本気だったら、あたしの使える経費予算がパーになっちゃう。なんとか……なんとかしないと。
	あれ、ここは？エンジン室？あたしをここに呼んで何の用なんだろう？
	まさか……いやいや……あたしまだロドスにとって用済みじゃないよね？
	ケ、ケルシー？驚かさないでよね、ケルシー、あたし……あたし肉付きは良くないよ――
	ケルシー？
	いないんだ……このディスプレイ、古すぎでしょ。新しいのに替えてあげなきゃ。
	まって、なにこれ――863-879？622-690？
	なになに？
	待ってよ……
	……個人記録？
	ケルシー！？ケルシー！
	ちょ、もうあたしが全権限持ってるってどういう意味？あたしまだシステムにハッキングしてないのに？
	PRTS？いる？ちょっと質問に答えてちょうだい！
	待ってよ、このデータベースのシステムは、独立してる……この船にPRTSから独立してるシステムなんてあるの？
	待って。
	このロドスの構造図、おかしいよ？上のこの中空構造どこから来たの？
	『第三代曝露後予防薬理論設計』……はあ？うちにこんなレベルの遠心分離機があるわけないでしょ？
	――『種と生命形態に対する源石の全体的影響』？
	ケルシー？？

	Archive File 4 :
	C'mon, how have things gone critical again? Here I thought that engineering thing came back for another bite... didn't I tweak the new facial recognition warning system to treat Castle-3's new paint job as an intruder?
	...Oh, don't tell me it was the thing where the ground level boiler had its output reworked too high and made all the pipes flow backwards? Nah, couldn't be... is she gonna catch me for this again?
	Heck no, if things are serious this time, my funds are as good as dead.
	Wait, no way... no... am I even still useful to Rhodes Island?
	K—Kal'tsit? Don't spook me like this, Kal'tsit, I... I don't have that much meat on me, y'know—
	Kal'tsit?
	How come she's not in... this monitor's way too old, jeez. I gotta get her a new one.
	No, wait, what is th—863-879? 622-690?
	What?
	Hold on...
	...Personal records?
	Kal'tsit?! Kal'tsit!
	Ugh, what does 'You already have full privileges' mean? I haven't even hacked in yet, y'know?
	PRTS? You there? Can you answer me something?
	Hold up, this database system is isolated... there are systems disconnected from PRTS on this ship?
	Waitwaitwait.
	This Rhodes Island structural diagram isn't right, is it? Where'd this vacant bit up here come from?
	'Theoretical design of third-generation prophylaxis'... huh? Do we have a centrifuge of this grade anywhere?
	—'Overall impact of Originium on species and forms of life'?
	Kal'tsit??

	파일 자료 4 :
	    아이고, 왜 또 저렇게 심각한 거야. 난 또 지난번 프로젝트 때문에 그러는 줄 알았네…… 겨우 새로운 안면 인식 경계 시스템이 외부 도장을 바꾼 Castle-3을 침입자로 인식한 것뿐이잖아?
	    ……음, 설마 지난번 최하층 보일러 출력 개조가 과해서 하수도가 역류한 일 때문에? 설마…… 그것도 걸렸다고?
	    안돼, 진짜 걸린 거면 내게 할당된 경비가 완전히 끝장날 거야. 방…… 방법을 생각해야 돼.
	    음, 여긴 또 어디야, 기계실? 왜 나를 여기로 부른 거지?
	    설마…… 아니야…… 난 아직 로도스 아일랜드에 쓸모가 있겠지?
	    케, 켈시? 놀래키지 마, 켈시. 나, 난 살도 별로 없다고……
	    켈시?
	    왜 아무도 없는 거지…… 이 스크린, 너무 낡았잖아. 새걸로 바꿔줘야겠네.
	    아니, 이건 뭐야…… 863 ~ 879? 622 ~ 690?
	    뭐지?
	잠깐……
	    ……개인 기록?
	    켈시?! 켈시!
	    윽, 이미 모든 권한을 갖고 있다는 게 무슨 소리야? 난 시스템을 해킹하지 않았는데?
	    PRTS? 거기 있어? 내 질문에 대답해 줄래?
	    잠깐, 이 데이터베이스 시스템은 독립되어 있잖아…… 함선에 PRTS에 연결되어 있지 않은 시스템이 있다고?
	    잠깐.
	    이 로도스 아일랜드의 도면, 뭔가 이상한데? 위쪽에 있는 이 빈 공간은 어떻게 된 거야?
	    《3세대 차단 약물 이론 설계》 ……어? 우리한테 이런 등급의 원심기가 있었나?
	——《종족과 생물 형태에 대한 오리지늄의 총체적 영향》?
	    켈시??

———————————————————————————————

	晋升资料 :
	凯尔希：
	当你看到这封信时，想必一切已经尘埃落定。
	我只想了一会儿，就把信藏在了你的办公桌里。你如果不是安静地坐下来怀旧的话，肯定找不到这封信。
	这些话就是写给这个时候的你的。
	......还记得你教授我的那些学说吗？我可一直记得。
	你说这片大地不是无限的，它只是一颗圆球上的一摞泥土。
	你说我们的身体不是被先天造就的，我们在行走之前还爬行过。
	你说星星和我们脚下的一样，都是天轨上漂行的舟筏......
	这些话，凯尔希，我都记得。
	
	你说过，比起寻求我们行为的意义，你更想得知自身的答案；你也常问我在这艘船上寄托了什么，为什么我会这么在乎它。
	我觉得答案很幼稚，所以从来都没正面回答过你。
	......凯尔希，你的孤独我感受得到。因为你觉得自己没有同类。
	
	凯尔希，我的回答是，我希望这艘罗德岛能成为你的家。
	我也曾想过，想过与你一同亲眼见证那个未来。
	只是，孤独没有解药，流浪没有结束，绝症没法被治愈...... 
	我已经做了我能做的。我不会抱怨自己的结局。
	巴别塔的使命结束了，你们和这艘船却才刚刚起程。
	现在，去研究你最初的那个问题吧。漫漫长夜之后，罗德岛会目睹黎明。
	那个在温柔大地上航行的未来，属于你们所有人。
	
	我不是你的同类，凯尔希。我没法开解你的疑惑。
	——但我一直是你的同伴。之后依然也是。
	
	【没有落款。】
	 
	殿下曾说过，主持主舱体后续挖掘工作的正是凯尔希医生。
	而今，偶尔会看见凯尔希一个人从走道上匆匆走过，却忽然停下，用手划过墙面。
	这艘船对凯尔希而言，又意味着什么呢。

	昇進資料 :
	ケルシーへ
	あなたがこの手紙を読んでいるということは、きっと全て片付いた頃ね。
	少しだけ考えて、この手紙をあなたのデスクに隠すことにしたわ。あなたが静かに座って過去に思いを巡らせているのでなければ、きっとこの手紙を見つけることはできないわ。
	そんな懐古に浸るあなたへの手紙よ。
	……私に説いてくれたたくさんの学説を憶えているかしら？私はずっと憶えているわ。
	この大地には限りがあって、それは一つの球体の表面をわずかに覆う土でしかないと。
	私たちの身体は最初からこうだったわけではなくて、歩けるようになるまでは地を這っていたこともあると。
	あの星々は私たちの足元に広がる大地と同じように、空の軌道を進む筏であると……
	ケルシー、そんなあなたの言葉を、私はどれも憶えている。
	
	あなたは、私たちの行いに意味を見出すよりも、自身に関する答えが知りたいと言っていたわね。私がこの船にどんな想いを込めているのか、どうしてこの船をそんなに大切にしているのか、そんなことを何度も聞いてきたでしょう？
	とても幼稚な答えだったから、結局最後まではっきりと伝えられなかったわ。
	……ケルシー、あなたの孤独は私も感じていたわ。自分には同類がいないと考えていたからでしょう。
	
	ケルシー、私の答えはね、「このロドス・アイランドという船が、あなたの家になってほしいと願っていたから」なの。
	あなたと一緒に、そんな未来をこの目で見届けたいなんて考えたことだってあるわ。
	ただ、孤独に効く薬はないし、流浪の旅に終わりもない。そして死の病は治せない……
	私は自分の精一杯をやったつもりよ。この結末に不満なんてないわ。
	バベルの使命はここまでだけど、あなたたちとこの船の旅は、まだ始まったばかりよ。
	今、あなたが初めに抱いた疑問を解き明かす時なんじゃないかしら。長い長い夜の後には、ロドス・アイランドにもきっと夜明けが訪れるわ。
	暖かな大地を航行する未来は、あなたたちみんなのものなんだから。
	
	ケルシー、私はあなたの同類じゃないわ。あなたの疑問を解いてあげることもできない。
	――だけど私はあなたの味方よ、ケルシー。これまでも、これからもずっと。
	
	【署名はない。】
	
	殿下はかつて、船体主要部の後続の発掘工事を担当していたのがまさにケルシー先生だと言っていた。
	今では時々、ケルシー先生がひとりで廊下を早足で進む時にふと立ち止まり、指で壁をなぞるのを見かけることがある。
	ケルシー先生にとってのこの船は、いったいどんな意味を持つのだろうか。

	Promotion File :
	Kal'tsit:
	The moment you read this, the ending act must already be played.
	It only took a moment before I thought to hide this letter in your office desk. If you were not sitting down to reminisce in peace, I'm sure you wouldn't find this letter.
	These words are written for the you in times like this.
	...Do you still remember all those theories you taught me? I always remembered.
	You said the earth we knew was but a layer of mud, littering upon a celestial orb.
	You said our different forms were not created so, we crawled, long before we learned to walk.
	You said the stars beyond skyveil are arks sailing through the stellar lane...
	The wonderous things you said... Kal'tsit, I remembered. I remembered them all.
	
	You once said, more than seeking sense in our action, you wanted to learn of the answer to yourself; and for so many times you asked, of those I have committed to this landship, of the reason I commit this very much into it.
	I feel the answer is very childlike, so I never directly responded to your question.
	...Kal'tsit, I sense your loneliness. Because you feel you have none of the same kind.
	
	Kal'tsit, you shall have my answer at very last: I hope the Rhodes can be a place you name home: an Island you may always return to.
	Once I thought too, to witness such future with my own eyes alongside you.
	But yet, there is no antidote to loneliness, there is no end to nomadic wandering, there is no cure to a terminal illness...
	I already did everything I could do. I won't harbor complaint for my own end.
	Babel's mission is concluded, and you and this landship have only just set sail.
	Now go, unto your initial grand quest. Through the grim perils of the longest night, Rhodes Island shall breach into the promised dawn.
	That future which sails on the tender earth, it belongs to you all.
	
	I am not a same kind as you, Kal'tsit. I cannot explain away your puzzlement.
	—But I have always been your companion. And still I will be.
	
	[Unsigned.]
	
	Her Majesty once said it was Dr. Kal'tsit who directed the main cabin's follow-up excavation.
	Nowadays, occasionally you'll see Kal'tsit hurrying past along the aisle, then stop out of nowhere, and trace her hand across the surface of the wall.
	I wonder just what this landship means to Kal'tsit?

	승진 자료 :
	    켈시에게.
	    네가 이 편지를 읽고 있다는 건, 분명 모든 게 정리가 됐을 때겠지.
	    나중에 이 편지를 네 사무실 책상에 숨겨둘 생각이야. 네가 조용히 앉아 추억을 떠올리는 게 아니라면 분명 발견하지 못하겠지.
	    이 편지에 쓰인 말은 바로 지금의 네게 하는 말이야.
	    ……내게 가르쳐줬던 그 학설들을 기억해? 나는 줄곧 기억하고 있어.
	    너는 이 세상이 무한하지 않은, 둥글게 쌓인 흙덩이에 불과하다고 했지.
	    또 우리의 몸은 처음부터 이렇게 태어난 게 아니라, 두 발로 걷기 전에 네 발로 기어 다닌 적도 있다고도 했어.
	    너는 저 하늘의 별들이 우리 발아래에 있는 이 땅과 같다고 했었지. 모두 하늘의 궤적을 따라 표류하는 뗏목이라고……
	    켈시, 나는 그 말을 모두 기억하고 있어.
	
	    너는 우리의 행위에서 의미를 찾는 것보다 자신의 답을 찾고 싶다고 했었지. 이 함선에 도대체 무엇을 바라기에, 어째서 이렇게 신경 쓰냐고 항상 묻곤 했잖아.
	    나는 그 답이 유치한 것 같았어. 그래서 여태까지 진지하게 답해준 적 없었지.
	……켈시, 너의 외로움이 느껴져. 너는 자신과 비슷한 사람이 없다고 생각했겠지.
	
	    켈시, 내 대답은 말야, 이 로도스 아일랜드라는 함선이 너의 집이 되었으면 좋겠다고 소원했기 때문이야.
	    나도 너와 함께 직접 그 미래를 보고 싶다고 생각했었어.
	    하지만 외로움에는 약이 없고, 유랑에는 끝이 없으며, 불치병에는 치료법이 없어……
	    나는 이미 내가 할 수 있는 최선을 다했어. 그러니 나의 결말을 원망하지 않을 거야.
	    바벨의 사명은 끝이 났지만, 너희와 이 함선은 이제 시작일 뿐이야.
	    지금, 네가 처음에 품었던 의문을 밝혀낼 때가 아닐까. 길고 긴 밤이 지나면, 로도스 아일랜드에도 분명, 여명이 찾아올 거야.
	    따스한 세상을 항해하는 그 미래는 너희 모두의 것이야.
	
	    나는 너의 동류가 아니야, 켈시. 나로서는 너의 궁금증을 풀어줄 방법이 없어.
	    ……하지만 나는 줄곧 너의 동료였어. 그건 이후에도 마찬가지야.
	
	[서명 없음.]
	
	    전하께서는 주요 선체의 후속 발굴 작업을 주관한 사람이 켈시 선생님이라 말씀하셨다.
	    요즘 들어, 켈시 선생님 혼자서 황급히 복도를 지나가다 갑자기 멈춰 서고는 벽을 쓰다듬는 모습을 간혹 볼 수 있다.
	    켈시 선생님께 이 함선은 어떤 의미일까.
