ID:
	char_449_glider
	    안타까운 점이 있다면 허니베리는 본래 이렇게 살 필요가 없었다는 것이다.
	    우리가 허니베리의 삶을 되돌아본 결과 아래의 인과 관계를 발견할 수 있었다. 허니베리가 로도스 아일랜드에 합류한 건 그녀가 뛰어난 심리학 기술과 약초학 지식을 보유하고 있기 때문이었다. 그리고 그녀가 두 방면에 열정과 에너지를 쏟은 이유는 그녀 어머니의 건강 문제를 해결하기 위해서였다. 또한 그녀의 어머니가 잔병치레가 잦았던 것은 외딴 숲에서 홀로 돈을 벌어 딸을 키워야 했기 때문이었다. 이 두 가지 사항의 근본적인 원인은 바로 허니베리의 아버지가 광석병 환자였다는 것이다.
	    허니베리의 아버지는 마을에서 처음 광석병에 감염된 사람이었으나, 오리지늄 결정이 복부에 나타났기 때문에 가족을 제외한 다른 사람은 알아볼 수가 없었다. 그는 아내의 만류에도 불구하고 마을에 대한 책임감 하나로 마을 사람들에게 감염 사실을 알렸으나 돌아온 것은 처자식과 함께 외딴 숲으로 추방당하는 것이었다.
	    훗날 자신의 죽음이 머지않았다는 것을 알게 된 그는 마을로 가서 적어도 감염되지 않은 아내와 딸만이라도 마을에서 살 수 있게 협상하려 하였으나, 지금 그의 가족이 광석병 환자는 아닐지라도 훗날 감염자가 될 수 있다는 이유로 단칼에 거절당했다. 절망에 빠진 남자는 돌아가 아내에게 이 사실을 알리고는 어두운 숲으로 사라져 다시는 돌아오지 않았다.
	    이런 상상을 해 볼 수 있을 것이다. 만약 허니베리의 아버지가 감염자가 아니었다면 허니베리는 그녀의 뛰어난 머리로 그녀의 어머니가 원래 그랬던 것처럼 광업 회사에 취직해 어느 해외 파견 부서에서 사무직을 맡으며 가족들과 함께 평화롭고 안정적인 삶을 살았을지도 모른다.
	    하지만 어쨌든 간에 현재 허니베리는 로도스 아일랜드에 왔으며, 이미 의료부에서 자신의 능력을 증명했고, 작은 담화실까지 '점령'한 데다 간혹 갑판 높은 곳에서 아래로 뛰어내려 사뿐히 동료 품에 안겨 착지하는 모습을 보여주곤 한다. 그리고 그 동료는 보통 오퍼레이터 민트이며, 간혹 박사일 때도 있다.

———————————————————————————————

	晋升资料 :
	在我很小很小的时候，我的理想是做一名矿业公司高管，让一家人每天都能吃最好吃的食物、穿最漂亮的衣服。
	后来，爸爸因为矿石病过世，我和妈妈被赶进了荒僻的森林......那时，我的理想是做一名伟大的医生，无论多严重的矿石病都能药到病除。
	再后来，妈妈既要养家糊口，又要照顾尚且年幼的我，还要面对“肮脏的感染者家属”这种毫无道理可讲的歧视，身体越来越差，我的理想也随之变得现实了一些：我想成为雷姆必拓最好的草药医生，让妈妈每天都健健康康的。
	等到我开始学习心理学，终于明白了妈妈的病是怎么来的，甚至通过心理咨询技术帮到了妈妈之后，我反而变得悲观了。
	如果妈妈不是感染者的家属，不必面对种种刁难与歧视，她也不会被生活压垮，不会像现在这样体弱多病。可是，究竟得是多么高明的咨询师，才能将人们心中的恐惧和偏见一扫而空呢？
	来到罗德岛后，我终于明白了，人心是不可能被几个小时的访谈改变的。但是，只要敢于迈出接近感染者的那一步，大多数偏见都能随着时间化解。
	而帮助人们鼓起勇气，迈出那至关重要的一步，就是我作为一名咨询师最重要的职责。
	——啊，博士，你可不要误会，无论有什么理由，都可以预约我的谈话室哦。不管是精神压力还是日常琐事，就算只是闲聊也可以！对了对了，我现在拿到了医疗部的资格认证，能处理的情况也更多了，如果博士需要帮助，可千万要告诉我呀！

	昇進資料 :
	うんと小さい頃、わたしの夢は鉱業会社で偉くなって、家族に毎日一番おいしいものを食べさせて、一番きれいな服を着てもらうことだったんです。
	そのあと、家族で遠くの森へと追いやられて、お父さんが鉱石病で亡くなってしまって……あの時、わたしの夢はすごいお医者さんになることでした。どんなにひどい鉱石病でも完治させるようなすごいお医者さんに、なりたかったんです。
	けど、お母さんは幼いわたしを育てながら、生活のために働いて、さらに「薄汚い感染者の家族」という根拠のない差別にも立ち向かわなければいけなかった。それでお母さんの体は、日に日に弱くなっていきました。それを目の当たりにして、わたしの理想もより現実的なものになっていったんです。レム・ビリトンの一番いい薬草医師になって、お母さんを毎日健康でいさせたい、そう思うようになったんです。
	それから心理学の勉強を始めて、お母さんの病気の原因をわかったんです。カウンセリングでお母さんの役に立ったのは嬉しいですが、同時にわたしは悲しくなってしまいました。
	もしお母さんが感染者の身内ではなくて、言いがかりや差別に遭うこともなければ、生活に押しつぶされて今のようにすぐ病気になることもなかったでしょう。でも、一体どんなにすごいカウンセラーなら、人々の恐怖と偏見を一掃できるんでしょう？
	ロドスにやってきてから、人の心はたかが数時間の会話で変わるものではないと、ようやく気づきました。でも、感染者に歩み寄る一歩を踏み出す勇気さえ持てば、ほとんどの偏見は時間とともに薄れていくはずです。
	そしてカウンセラーとして、わたしの一番大事な仕事は、人々が勇気を出して肝心な一歩を踏み出すことができるように、手助けすることなんです。
	――あっ、ドクター、誤解しないでくださいね。どんなことでも、わたしのカウンセリングを予約して大丈夫ですよ。精神的ストレスでも、日常的な細かいことでも、何なら雑談でも構いません！それとそれと、わたし今医療部の資格認定をもらえたんです。対応できる場面も増えたので、もし何かわたしにできることがあったら、絶対言ってくださいね！

	Promotion File :
	When I was very, very young, my dream was to be an executive in a mining firm, giving my family the tastiest food to eat every day, and the prettiest clothes to wear.
	Eventually, my dad passed away because of Oripathy, and my mum and I were shunted into a deserted forest... around that time, my dream was to be a huge doctor, with a cure for any Oripathy no matter how severe.
	Later than that, my mum was trying to make ends meet and care for me at the same time, while I was still young, and had to face all that completely unjustified discrimination... 'filthy Infected family' and the like—her health got worse, and my dream got a little more practical: I wanted to become the best herbalist doctor in Rim Billiton, and let my mother be healthy.
	Once I began studying psychology, I finally understood how my mum's illness came about. Even after psychological counseling techniques helped her, I just got more pessimistic.
	If only my mum wasn't the family of an Infected, we wouldn't have to face all this harassment and discrimination. She wouldn't be flattened by life, and she wouldn't be as frail as she is now. But, you know, how brilliant a counselor do you have to get, before you can sweep the fear and prejudice out of people's minds?
	After I came to Rhodes Island, I finally realized, people can't be changed by a couple hours of discussion. But the thing is, so long as you have the courage to take that first step towards somebody Infected, most prejudice can be resolved in time.
	And helping people pluck up that courage, take that vital first step, that's my most important duty as a counselor.
	—Oh, Doctor, don't get me wrong, no matter what the reason is, you can always book an appointment at my conversation room. No matter if it's mental pressure or everyday hassles, even if you just want to chat, you can come by! Right, and, I've gotten an approved qualification from the Medical Department, so there's even more I can handle! If you ever need help, Doctor, make sure you tell me!

	승진 자료 :
	    제가 아주아주 어렸을 때, 제 꿈은 광업 회사의 임원이 되어 가족들에게 가장 좋은 음식과 멋진 옷을 입을 수 있게 해주는 거였어요.
	    후에 아버지가 광석병으로 돌아가시고 저는 어머니와 함께 외딴 숲으로 쫓겨났어요…… 그때 제 꿈은 훌륭한 의사가 되어 아무리 심각한 광석병이라도 낫게 하는 거였어요.
	    더 시간이 지나 어머니께서는 생계를 책임지고, 어린 저를 돌봐야 했어요. 그리고 '더러운 감염자 가족'이라는 말도 안 되는 차별도 받으셔야 했죠. 그 바람에 어머니께선 갈수록 허약해지셨고 제 꿈도 더욱 현실적으로 변해야 했어요. 림 빌리턴 최고의 민간 의사가 되어 어머니를 건강하게 해드리고 싶었어요.
	    제가 심리학을 배우면서 어머니의 병이 어떻게 생겨났는지 알게 된 후엔 심리상담을 통해 어머니를 도와드렸지만, 오히려 저는 비관적으로 변해갔어요.
	    어머니께서 감염자의 가족이 아니었다면 그런 고통과 차별을 받지 않았을 거고, 생활고에 시달리며 지금처럼 허약해지지도 않으셨을 거예요. 대체 얼마나 훌륭한 상담사가 되어야만 사람들 마음속에 자리 잡은 공포와 편견을 없앨 수 있을까요?
	    로도스 아일랜드에 온 후에야 저는 사람의 마음이 몇 시간의 상담만으로는 바뀌지 않는다는 것을 깨달았어요. 하지만 용기를 내서 감염자에게 한 발자국 다가갈 수 있다면, 대부분의 편견은 시간이 흐름에 따라 사라질 수 있을 거예요.
	    그리고 그 사람들에게 용기를 북돋아 줘서 중요한 한 발자국을 내디딜 수 있게 해주는 게 상담사인 저의 가장 중요한 사명이에요.
	    아, 박사님, 오해하지 마세요. 어떤 이유든 상관없이 제 상담실을 예약해도 좋으니까요. 정신적인 스트레스나 일상의 사소한 일들, 단순한 잡담도 상관없어요! 참, 저도 의료부의 자격 인증을 받았어요. 그래서 처리할 수 있는 일들도 많아졌답니다. 만약 도움이 필요하시면 꼭 제게 말씀해주세요!
