ID:
	char_474_glady
	第四資料 :
	【あなたへの個人記録】
	アビサルハンターたちはこれからどうすればいいのか。
	グレイディーアがロドスの設備を借りて発信したシグナルは、いつまでも返答が返ってこない。海面の下にあるエーギルがどうなったのか、誰も知らない。他のアビサルハンターの生死などもってのほかだ。
	
	イベリアが受け入れたエーギルの民、即ち彼らが自称する「島の民」は、エーギルに事故が起こってから自らの国を離れた海中の住民だろう。私は断定できる。
	島の民は基本的に技術畑の人間だ。研究者は少ない。科学執政官に至っては、ふん、雄大で先進的な自分たちの住まいを離れるつもりはさらさらないのだろうな。
	イベリアは島の民が持つ技術、即ちエーギル技術のわずかばかりの零れ屑を使って、普通の強国から一躍して覇者争いに参加できる国の一つとなった……エーギルの国全体の力量と技術レベルは地上諸国が思いもつかないほどだからな。
	しかもほとんどの人間は海の存在などそもそも知りさえしていない。
	どれほどグレイディーアがこれらの情報を吐露することを拒んでも、今イベリアにいるエーギル人はずっと昔にイベリアに移住していたこと、そしてアビサルハンターが生み出されたことから、エーギルが見舞われた災難は普通ではないと推測できるだろう。
	アビサルハンターはエーギルの軍事技術のほんの一端に過ぎない。この主張を私は譲るつもりはない。彼らは決してエーギルの最後の防衛線ではない――むしろ先鋒であり、決死の士だ。エーギルによる、海中の怪物への手探りのようなものだ。
	グレイディーアは礼儀をもって傲慢を表すことを忌避していない。しかし、それでも彼女が傲慢をもって不安を覆い隠そうとしているという事実を隠し通せていない。
	彼女が我々に対して多くのことを保留していることは知っている。かなり多くのことを黙っているとさえ言えるだろう。
	なぜシーボーンがスカジを探しているのかも、君に伝えてはいないのだろう？
	ちなみに、シーボーンは海の怪物の中では最高位でも何でもない。ヤツらにはきっとより高位の生命形態が存在する。
	グレイディーアは自分の方法でアビサルハンターたちを守ろうとしている。彼女は、この先彼らを害しようとしているのは深海教会やシーボーンだけとは限らないのではと恐れている。グレイディーアが有する技術と情報は、彼女にとってはわずかばかりの交渉用のチップになる。
	彼女は我々を信用しようと試みている。だがまだ難しいようだ。もし我々全ての者に、海中から来る脅威に対抗できるよう手助けする気がなければ、今のようにあちこち走り回る必要などなかった。デッキ上で日光浴でもしていればいいからな。
	そして、もしスカジの体に制御不能の変化が現れるとすれば、アビサルハンターの先行者であり、最初のアビサルハンターの一人であるグレイディーアの未来も……おそらく、同じく険しいものだろう。
	少し時間を与えよう。グレイディーアが受けた訓練と、彼女の経験はきっと、彼女を正しい結論へと導くのだろう。
	今の彼女は未だにエーギル人だ。だが私たちは違う。私たちは、どこの国にも属していないのだから。
	エーギルは未だに沈黙している。
	
	――ケルシー

	Archive File 4 :
	[Private Log Transmitted To You]
	What should the Abyssal Hunters do from here on out?
	There has been no response to the transmissions that Gladiia made with Rhodes Island's equipment. No one knows what has become of Ægir beneath the ocean's surface, much less whether the other Abyssal Hunters are still alive.
	
	I am certain that the Ægirs that the Iberians took in, the 'Islanders,' that is, were citizens of the sea who left their homeland after the events that unfolded there.
	Most of the islanders are technological workers, with only a small amount of them scientific researchers. The science consuls? Leaving their magnificent, advanced homes behind was sacrilegious to them.
	Though they were mere fragments of Ægir's technological advances, using the Islanders' technology, the Iberians immediately propelled themselves from just another powerful nation into a dominating superpower... The whole of Ægir's might and technological prowess are things that the nations on land will never want to witness firsthand.
	And that's to say nothing of how the majority of those who live on land do not know that oceans existed in the first place.
	Although Gladiia remains unwilling to reveal this information, we know that the few Ægirs there are in Iberia had moved there years ago, and that's also how the Abyssal Hunters came to be. From this, we can already surmise that the events that transpired in Ægir are no mere disasters.
	The Abyssal Hunters are undoubtedly the tip of the iceberg when it comes to Ægir's military technologies. They definitely are not Ægir's last defense. They are its vanguards and its sacrifices, as though the Ægirs were trying to test the sea monsters.
	Gladiia is not one to shy away from conveying her pride using etiquettes, but she cannot hide the fact that she is also trying to conceal her anxiety.
	I can tell they have much to keep from me, and far too much. 
	She hasn't told you why the Seaborn was looking for Skadi, has she?
	Speaking of which, the Seaborns are far from the top of the hierarchy of those sea monsters. There must be even more advanced life deep under the sea.
	Gladiia tried to protect the Abyssal Hunters in her own way. She's afraid that the Church of the Deep and the Seaborns are far from the only ones who will try to do harm to the Abyssal Hunters. She believes the technology and information she holds are one of the few bargaining chips she still has left.
	She is trying to trust us, but she remains untrustful of others. If she didn't want to help all of us fend off these threats from the sea, then she would be sunbathing on the deck right about now instead of running all around the world.
	In addition, if an uncontrollable change is occurring to Skadi, then as one of the first Abyssal Hunters, the road Gladiia has ahead of her is just as bumpy.
	Give her a little time. The training and experience she has will lead her to make the right conclusion.
	She is still a citizen of Ægir, but we... we don't belong to any nation out there.
	Ægir is yet silent.
	
	—Kal'tsit.

	파일 자료 4 :
	    [당신에게 전달하는 개인 기록]
	    어비설 헌터스들은 이제 어떻게 해야 할까?
	    글래디아가 로도스 아일랜드의 설비를 이용하여 보내는 신호에는 아직 아무도 응답하지 않아. 바다 아래의 에기르가 어떻게 되었는지는 아무도 몰라. 그러니 다른 어비설 헌터스들의 생사는 말할 것도 없어.
	
	    나는 이베리아가 받아들인 에기르인들, 항상 스스로를 '섬사람'이라 부르던 그들이 바로 에기르에서 사고가 발생한 직후 자신들의 나라를 떠난 해저 주민이라 확신해.
	    섬사람의 대다수는 기술자 출신이야. 과학계열 인원은 매우 적어. 아마도 과학 집정관은 뭐, 자신들의 거대하고 진보된 거주지를 떠나야 한다는 생각조차 안 했겠지.
	    비록 에기르 기술의 잔재 수준이긴 하지만, 이베리아는 섬사람들의 기술을 받아들인 것만으로도 평범한 강국에서 패권 국가 중 하나로 빠르게 도약했어…… 정말 에기르의 전체 국력과 기술 수준은 지상의 어떤 국가도 쳐다볼 수 없을 정도라고 생각해.
	    게다가 애초에 대다수의 사람들은 바다의 존재조차 알지 못하고 말이야.
	    글래디아가 얼마나 정보 유출을 꺼리는지는 몰라도, 이베리아에 있는 소수의 에기르인은 아주 오래전에 이주했고, 어비설 헌터스 역시 그에 따라 생겨났을 것으로 추측돼. 우리는 에기르가 맞닥뜨린 것이 결코 평범한 재앙이 아니라고 추측하고 있어.
	    나는 에기르가 보유한 군사 기술에 비하면 어비설 헌터스는 빙산의 일각에 불과할 뿐이라는 입장을 견지하고 있어. 어비설 헌터스는 절대로 에기르 최후의 방어선 같은 게 아니야. 그보다는 선봉대이자 결사대, 혹은 바다 괴물에게 날리는 에기르의 잽 같은 거라고 생각해.
	    글래디아는 오만을 예절로 포장하는 걸 꺼리진 않지만, 그 오만함으로도 자신의 불안감을 다 가리진 못했어.
	    나는 글래디아가 아직 우리에게 알리지 않은 정보가 있다는 것을 알고 있어. 심지어 그게 매우 많다는 사실도.
	    글래디아가 당신에게 왜 시본이 스카디를 찾는 건지 얘기해 준 적 없지?
	    말이 나온 김에 알려주는데, 시본은 가장 고등한 바다 괴물이 아니야. 분명 그것들에게는 더 고등한 생명 형태가 있어.
	    글래디아는 자신만의 방식으로 어비설 헌터스들을 보호하려고 해. 그녀는 미래에 어비설 헌터스들을 위협하는 존재가 심해 교회와 시본 뿐만이 아니라는 것이 두려운 거야. 글래디아가 쥐고 있는 기술과 정보는 이른바 '그녀의 얼마 남지 않은 카드'인 거야.
	    글래디아도 우리를 믿어보려 하지만, 아직은 타인을 쉽게 믿기는 힘들 거야. 만약 그녀가 정말로 바닷속 위협에 맞서는 우리를 도우려 하지 않았다면 지금쯤 갑판 위에 누워 일광욕이나 하지, 지금처럼 저렇게 분주하게 돌아다니진 않을 거야.
	    그리고 만약 스카디의 신체에 걷잡을 수 없는 변화가 발생한다면, 최초의 어비설 헌터 중 하나이자 어비설 헌터의 선구자인 글래디아의 미래 또한…… 순탄치 못할 거야.
	    글래디아에게 시간을 좀 줘야 해. 그녀가 받은 훈련과 그녀의 경험이 스스로 올바른 답을 내릴 수 있게……
	    글래디아는 지금도 여전히 에기르인이야. 하지만 우리는 그 어떤 국가에도 속해있지 않아.
	    에기르는 여전히 침묵하고 있어.
	
	——켈시

———————————————————————————————

	晋升资料 :
	不要放弃生活。
	玛拉咽下了最后一口气。她一头淡金色的卷发自士兵臂弯滑落，士兵垂下他冷峻的面庞，拼命遮掩着他自眼角流下的泪水。掌声雷动，剧目结束，这时你应当起身欢呼。
	海嗣不能观赏一场演出。恐鱼不知道聆听音乐是什么感受。
	不要放弃生活，这是我们最后一道防线。
	为你们创造出的美多加喝彩，就当它是你们种群仅剩的财富。
	
	“认真地讲，你如果想看看她长什么模样，就该参加罗德岛的舞会。舞会啊，她只要在船上，就每次都会来。你也常能在酒吧看到她......虽然那时候她坐在角落，听着爵士乐，很难搭话。可舞会不一样。想与她共舞，她基本都会点头，即使她一言不发。你见过她独舞吗？你没见过？那你绝对要看看，狂风一样的旋步，头发像漩涡一样在舞台上划过......我连音乐停了都没意识到......我不是要说这个。她和你跳舞时候完全另外一个样，无论你行不行，她扶着你的手，拉着你的腰......让你觉得自己也真的能跳得那么好。不管你跳得多糟，她都绝对不会踩到你的裙摆裤脚。如果她不是那么见外，我真的......唉。真的很幸运，我还有舞可跳。”

	昇進資料 :
	ありふれた生の営みを諦めてはいけない。
	マーラは最後の息を引き取った。彼女の淡い金の巻き髪が兵士の腕からするりと落ちた。強ばった顔の兵士は頭を垂れ、目尻から溢れる涙を懸命に隠そうとした。拍手の音は雷のように轟き、劇は終了した。立ち上がって歓声をあげるべき場面だ。
	しかしシーボーンは舞台を鑑賞することはできない。恐魚は音楽を聞くということがどういうものかを知らない。
	暮らしを諦めてはいけない。それこそが我々の最後の防衛線なのだから。
	創造された美をもっと称えよう。種に残された最後の富として称えよう。
	
	「真面目な話、もし彼女がどんな姿なのかを知りたいのなら、ロドスのダンスパーティーに参加すべきだわ。ダンスパーティーよ。船にいる限り、彼女は絶対参加するもの。バーでもよく見かけるわ……そういう時は決まって隅っこに座ってジャズに耳を傾けているから、話しかけにくいけどね。ダンスパーティーなら違うわ。共に踊りたいと誘えば、彼女は基本的に受け入れてくれるの。例え一言も話さないとしてもね。彼女がひとり踊る姿を見たことある？ないんだ？じゃあ絶対一度は見てみるべきよ。嵐のようなスピンステップで、長い髪が渦巻きのように舞台に広がるの……音楽が止まるのさえ気付かなかったぐらいよ……いやその話じゃなくてね。彼女、踊ってくれる時はまるで別人なの。こっちが上手か下手か関係なく、手を取って、腰を抱いて……まるで自分まであんなにうまく踊れると勘違いしちゃうくらいにエスコートされるの。どれだけ下手でも、彼女は絶対にあなたのドレスやズボンの裾を踏んだりしないわ。もし彼女がああも遠慮深くなければ、私……はぁ、まだ踊れる私は、なんて幸運なの。」

	Promotion File :
	Never give up hope. You must live.
	Marah takes one last breath. Her light blond curls dangle on the soldier's arm. He hangs his head, a grim expression still on his face, as he tries his best to hide the tears dripping down his face. A round of applause. The show has reached its conclusion. This is where you stand up and join the ovation. 
	The Seaborns cannot enjoy theatrical performances, and the Sea Terrors don't know how it feels to enjoy music.
	Never give up hope. This is our last line of defense.
	Applaud these works of elegance. They may be the only assets our kind has left.
	
	'Now, seriously, if you want to know how she looks like, you should go to Rhodes Island's balls. She goes to those every time she's on the ship. You can usually find her in the bars, too... She usually sits in the corner and listens to jazz music, though, so it's not easy to strike up a conversation. Balls, though. If you ask her for a dance, she's usually going to nod and agree even if she doesn't say a peep. Have you seen her dance by herself? No? You gotta see it, then. Her turns are like the wind, and her hair flutters on the stage like a maelstrom... I was so captivated, I didn't even notice when the music stopped... That's not what I wanted to talk about. When she dances with someone, she's like a whole different person. It doesn't matter how good a dancer you are. When she takes your hand and holds your waist, she makes you feel like you can dance, too. Even if you're terrible at it, she will never let you step on her dress. If she weren't so formal around everyone, I might just have... *sigh*. I'm so lucky that I still got to dance with her.'

	승진 자료 :
	    삶을 포기하지 마.
	    마라는 마지막 숨을 삼켰다. 마라의 옅은 금빛 곱슬머리가 병사의 팔에서 미끄러져 내려갔고, 병사는 그의 창백한 얼굴을 떨군 채 눈가에서 흘러내리는 눈물을 애써 감추었다. 우레와 같은 박수갈채 소리가 울리며 연극이 막을 내렸다. 일어나 환호할 시간이다.
	    시본은 공연을 감상할 수 없다. 시테러는 음악을 듣는다는 게 어떤 느낌인지 모른다.
	    삶을 포기하지 마라. 이게 우리의 마지막 방어선이다.
	    너희가 만든 아름다움에 더 많은 갈채를 보내라. 너희 종족에 남은 마지막 재산이라 생각하면서.
	
	    “진지하게 말하는데, 혹시 그 여자가 어떻게 생겼는지 보고 싶다면 로도스 아일랜드의 무도회에 참석하도록 해. 그 여자는 배에 있을 때면 빠짐없이 매번 무도회에 참가하거든. 바에서도 종종 그 여자를 볼 수 있을 거야…… 보통은 구석에 앉아 재즈를 듣고 있어서 이야기를 하기는 힘들겠지만 무도회는 달라. 만약 네가 그 여자에게 함께 춤을 추고 싶다고 말을 건네면, 대꾸는 안 해도 고개를 끄덕여 승낙할 거야. 그 여자가 혼자 춤추는 걸 본 적 있어? 본 적 없다고? 그러면 꼭 봐야 해. 폭풍처럼 움직이는 스텝과 무대 위에서 소용돌이처럼 흩날리는 머리카락까지…… 나는 음악이 멈춘 줄도 몰랐다니까…… 아, 이걸 말하려던 게 아닌데. 그 여자, 너와 춤을 출 때는 완전히 다른 사람이 될 거야. 네 실력이 어쨌든 간에 그 여자는 네 손을 잡고, 네 허리를 당겨서…… 마치 네가 스스로 춤을 잘 추는 것 같다는 착각이 들게 하지. 네 춤 솜씨가 얼마나 엉망이든 상관없어. 그 여자가 네 치맛자락을 밟을 일은 절대 없으니까. 만약 그 여자가 내게 너무 예의 차리지만 않았더라면 난 정말…… 에휴, 그나마 같이 춤을 출 수 있다는 게 정말 다행이야.“
