ID:
	char_479_sleach
	    다만 오퍼레이터 백파이프와 다른 점이 있다면, 사일라흐는 그것을 의무라고 생각하지 않는다는 점이다. 그녀는 군대를 떠나기로 결심했을 때부터 더는 자신을 빅토리아 군인이라고 생각하지 않았다. 실제로 사일라흐는 로도스 아일랜드의 오퍼레이터라는 새로운 신분에 매우 잘 적응했고, 전투와 비전투 임무를 막론하고 온갖 임무에 적극적으로 참여했으며, 엘리트 오퍼레이터 아웃캐스트 씨가 자신에게 끼친 영향에 대해 여러 차례 언급했다. 빅토리아로 돌아가는 것은 사일라흐에게 있어 일종의 사명과 마찬가지다. 사일라흐는 마음속에 품은 정의를 믿고, 자신에게 비통한 기억을 안겨준 악행에 맞서 최선을 다하리라 결심했다.
	    얼마 후 백파이프 역시 로도스 아일랜드에 왔다는 것을 알게 된 사일라흐는 한달음에 백파이프를 찾아갔다. 두 사람은 밤새 이야기를 나누었고, 다음 날이 되자 사일라흐는 가까운 시일 내에 잠시 함선을 떠날 거라며  신청서를 제출했다. 사일라흐는 돌아갈 시기가 임박했다는 것을 깨달은 것이다.
	
	    “힐록 카운티 사건으로 드러난 정보로 보건대, 타라 지역의 현 정세가 일촉즉발의 상황이라는 것을 알 수 있습니다. 혹여 그들의 지도자가 드라코가 아니었다면 충돌 시점이 10년은 늦춰질지도 모르지만, 전체적인 상황은 변함없을 겁니다.
	    빅토리아가 수백 년에 걸쳐 타라인들에게 시행했던 여러 정책은 오늘날의 전쟁을 불가피하게 만들었습니다. 역사를 돌이켜보면, 본래 빅토리아 전역을 지배하던 드라코 왕실로서는 어쩔 수 없이 권력의 반을 아슬란에게 나누어준 후, 또 다른 동족이 국토 삼 분의 일을 안정적으로 통치하는 모습을 바라만 볼 수는 없었을 겁니다. 또한 신흥 귀족과 이득을 나누어야 했던 옛 귀족들로서는 타라 지역의 원주민을 핍박해 손실을 메울 기회를 놓칠 수 없었겠죠.
	    저는 이것이 단순한 지역 갈등이라 생각하지 않습니다. 어쩌면 이 전쟁으로 빅토리아라는 나라가 완전히 바뀌게 될지도 모릅니다. 그리고 이것이 우리가 향후 런디니움에서 실행할 작전에 어떤 이득이 될까요? 저야 당연히 모르죠. 잊지 마세요, 저는 단지 역사 선생일 뿐이라는 것을.”
	——어느 역사 수업 후 하이파티아 선생님의 질의응답 녹음

———————————————————————————————

	晋升资料 :
	早在小丘郡，琴柳小姐就常常活跃在罗德岛办事处，帮助处理了大量事务，宛如一名编外人员。把这段经历纳入考量之后，她的快速晋升并没有招致任何反对。
	作为一名生活在维多利亚的萨尔贡移民，又拥有着敏感细腻的天性，琴柳小姐从未真正忽视少数群体想要在这片大地上立足有多难。无论她自己有没有意识到，她一直以来对受压迫者的共情正来源于此。而在她对自身与这些人的差异有了更清醒的认知之后，她在任务中毫无顾忌地向流着鲜血的感染者孩童伸出的手，甚至更显得可贵。

	昇進資料 :
	ヒロック郡にいた頃から、サイラッハはよくロドスの事務所で活躍していた。まるで非正式メンバーのように、多くの事務処理を手伝っていた。その経歴も考慮に入れると、サイラッハの迅速な昇進に反対する者は誰もいなかった。
	ヴィクトリアに住むサルゴン移民の一人として、そして敏感で繊細な感性を生まれ持つ者として、サイラッハは少数者がこの大地で生きる難しさから目を逸らすことは一度もなかった。自覚があるか否かに関わらず、彼女が虐げられる者たちに持つ共感はそれを源としている。そして彼らと自分自身の違いをはっきりと認識してもなお、血を流す感染者の子供に躊躇なく手を差し伸べることができるのは、いっそう得難い行動と言えるだろう。

	Promotion File :
	Even as early as County Hillock, Saileach was lively at the Rhodes Island branch office, helping to handle a great deal of affairs, as if she were staff. Once this experience was given great consideration, her rapid promotion was met with no pushback at all.
	As an emigrant of Sargon living in Victoria, coupled with her sensitive nature, Saileach never forgets the challenges of minority communities struggling in the world. Whether she realizes it or not, this is where her longstanding empathy with the oppressed originates; and with her clearer grasp on the differences between herself and said people, it's only more commendable that on missions, without any qualms, she sees Infected children bleeding and offers a hand.

	승진 자료 :
	    일찍이 힐록 카운티에서 오퍼레이터 사일라흐는 자신이 마치 로도스 아일랜드 편제 외의 인원이라도 된 것처럼 사무소의 여러 일을 도와주었다. 이런 경력 덕에 사일라흐는 누구의 반대도 받지 않고 빠르게 승진할 수 있었다.
	    빅토리아에서 살아가는 사르곤 이민자로서, 예민하고 섬세한 성품을 가진 오퍼레이터 사일라흐는 소수 집단이 이 땅에 자리 잡는 것이 얼마나 어려운 일인지 잊은 적이 없다. 사일라흐 본인이 의식하는 것과는 별개로, 그녀가 언제나 품고 있는 핍박 받는 자에 대한 공감은 바로 거기서 비롯된 것이다. 때문에, 그녀가 자신과 그런 이들과의 차이점을 보다 명확하게 인지한 후에도 임무 중 거리낌 없이 피를 흘리는 감염자 아이에게 내민 그 손길이 더욱 고귀할 수밖에 없다.
