ID:
	char_159_peacok
	    "그래, 부끄러울 건 없지. 왜냐하면 내가 곧 널 단죄할 테니 말이다. 한 번으로 부족하면 두 번, 두 번으로 부족하면 될 때까지 단죄할 것이다. 네 그 어리석음이 더 강한지, 아니면 내 천지개벽의 단죄 아츠가 더 강한지, 어디 한번 봐야겠구나!"
	    "받아라! 단.죄.창.세.기!"

———————————————————————————————

	档案资料四 :
	【来源】
	米诺斯人文博物馆 资料库 [链接已失效]
	新文化周刊 1090年第3812期《杜林科技——隐藏的巨大帝国还是杜撰的经济大骗局？》 [链接已失效]
	
	“我查过了，博物馆里根本没有这些资料。从外网到内网，到学者档到核心库。只要米诺斯博物系统里有的资料我都能查。在此，我很负责地告诉您，她那些稀奇古怪的资料，一.个.字.都.不.能.信。”
	“新文化周刊不是千年整就休刊了吗？”

	第四資料 :
	【ソース】
	ミノス人文科学博物館 データベース [リンクの有効期限が切れています]
	週刊ニューカルチャー 1090年3812号 「ドゥリンテクノロジー――見えざる巨大帝国か、仕立てられたペテンか？」 [リンクの有効期限が切れています]
	
	「調べたところ、博物館にそんな資料はまったくありません。外部ネットワークから内部ネットワーク、学者専用データベースからコアライブラリーまで、ミノス博物館システムにある資料なら何でも調べられます。断言しよう、彼女が出した資料は、嘘でしかありません！」
	「週刊ニューカルチャーって、1000年でもう休刊したんじゃないの？」

	Archive File 4 :
	[Source]
	Minos Museum of the Humanities [Broken link]
	New Culture Weekly 1090, vol. 3812, 'Durin Technology - Hidden Empire, or Massive Scam?' [Broken link]
	
	'I've looked into this before, and the museum doesn't have any such material. I've searched both sides of the net, from the scholar files to the core library. As long as it's in the Minos Museum's system, I can find it. Therefore, it is my responsibility to warn you regarding those bizarre files of hers: Do. Not. Trust. A. Single. Word.'
	'Hasn't the New Culture Weekly been out of publication since the first Millennium?'

	파일 자료 4 :
	[출처]
	미노스 문명박물관 데이터베이스 [링크가 유효하지 않습니다]
	주간 신문화 1090년 제3812호 《두린의 과학기술 - 숨겨진 거대 제국인가, 날조된 경제 조작극인가?》
	
	    "찾아봤는데, 이런 자료는 처음부터 박물관에 없었어. 외부 네트워크에서 내부 인트라넷까지, 그리고 학자 파일에서 핵심 라이브러리까지 싹 다 찾아봤어. 미노스 박물관 시스템에 있는 자료라면 다 찾을 수 있는데도 못 찾았단 말이지. 그러니까 내가 책임지고 말하는데, 그 괴상망측한 자료들은 한.글.자.도.믿.지.마."
	    "주간 신문화? 그 잡지는 천 년 내내 휴간한 거 아니었어?"
