ID:
	char_486_takila
	However, we can rely on Ch'en's pieced-together account of the incident to understand some of Ernesto's thought process. Old Pancho's plan was very difficult to execute, and in order to enable him to smoothly coordinate with the available outside forces, Ernesto, who was in placed in charge of directing the operation, had to attract the attention of the Mayor as well as that of other unexpected players. He had to instigate a certain degree of panic within Dossoles, and also needed to apply sufficient psychological duress on Mayor Candela. To accomplish these ends, Ernesto commanded his subordinates to place a considerable amount of explosives in residential areas... Ch'en's views on these actions are as follows: At that time, the residential area had been temporarily expropriated due to the championship being held, and all residents had been evacuated before the games. In theory, that area would've been the least populated place in Dossoles during that time.
	Of course, this is not to say that Ernesto's guilt should be lessened in any capacity, nor is this to defend him. However, after taking stock of the situation after the fact, we can at least make a definite conclusion:
	Ernesto Salas was not interested in creating a moving heap of rubble. Nor did he want corpses strewn everywhere.
	Perhaps as a result of the wars he had seen in his youth and his knowledge of their cruelty, Ernesto did not want to become like the armies in his memories, treating corpses and destruction as trophies to be shown off.

	파일 자료 4 :
	[권한 기록]
	    오퍼레이터 첸은 보고서를 통해 이번 도솔레스 그랑프리 과정에서 발생한 사건의 원인과 결과를 자세하게 설명했으며, 테킬라와 라파엘라를 로도스 아일랜드에 추천하는 이유도 특별히 언급했다.
	    판초 살라스는 오랫동안 준비한 계획이 실패하였고, 기나긴 시간을 감옥에서 보내야 한다. 이 밖에도, 칸델라 산체스 시장은 그랑프리에 훌륭한 추가 프로그램을 제공했다는 이유로 판초 외의 공범들을 특별 사면했지만, 동시에 그들은 파면되어 국경 밖으로 쫓겨났다. 이 얼마나 아이러니한 일인가?
	    오퍼레이터 첸은 미래가 막막하게 느껴진 테킬라와 라 플루마 남매를 심사숙고 끝에 로도스 아일랜드에 추천하기로 했다. 오퍼레이터 첸은 자신이 아직 테킬라의 행실을 심판할 자격이 없다고 생각했고, 테킬라가 가진 스스로에 대한 고민을 느낀 첸은 에르네스토에게 도솔레스에 새로 세워진 로도스 아일랜드 사무소를 통한 로도스 아일랜드 입사 신청을 권유했다. 그리고 결국, 테킬라와 라 플루마는 함께 로도스 아일랜드로 왔다.
	    특별히 한 마디 덧붙이자면, 에르네스토가 목적을 위해 평민들의 목숨을 하찮게 여기는 사람이었다면, 로도스 아일랜드는 그를 받아들이지 않을 것이다.
	    하지만 우리는 첸에게 사건에 대해 듣고, 에르네스토의 생각을 조금은 이해할 수 있었다. 판초의 계획에는 어려움이 많았고, 판초가 몰래 외부에 있는 동원 가능한 세력에게 연락할 수 있도록, 지휘 작전을 담당하는 에르네스토는 반드시 시장과 나타날 수 있는 인물의 주의를 끌어야 했다. 그는 도솔레스 도시 내에서 어느 정도의 혼란을 야기하는 동시에 시장 칸델라에게도 일정 수준의 심리적 압박감을 줘야 했고, 에르네스토는 이를 위해 부하를 시켜 주민 구역 내에 꽤 많은 수의 폭탄을 설치했다…… 이 행동에 대해 첸의 보고서는 당시 주민 구역은 그랑프리 개최를 위해 임시로 징용되었고, 모든 주민은 그랑프리 전에 철거를 완료했다고 지적했다. 이론적으로 보면 그곳은 그 시간에 도솔레스에서 가장 사람이 없는 곳이었다.
	    물론 그렇다고 해서 에르네스토가 마땅히 책임져야 할 죄의 무게가 가벼워지는 것은 아니며, 첸 역시 테킬라를 위해 변호한 것도 아니다. 다만 사건의 경위를 알고 난 뒤, 우리는 적어도 한 가지 사실을 확신할 수 있었다.
	    그건 바로 에르네스토 살라스는 이동 가능한 폐허도, 곳곳에 깔린 시체도 원치 않았다는 것이다.
	    어쩌면 어렸을 때부터 전쟁을 목격했고, 또 그 잔혹함을 알고 있었기에, 에르네스토는 시체와 파괴를 영광으로 여기는 기억 속 군인들처럼 살고 싶지 않았는지도 모른다.

———————————————————————————————

	晋升资料 :
	我们看到的这个年轻人性格并不真的像他表现出的那样阳光爽朗，在他其实没有对我们过多遮掩的情况下，想要发现这一点并不是一件难事。
	干员龙舌兰对自身的经历和周遭人的经历都有所思考，能够保持思考是一件非常难得的事。很明显，埃内斯托对老潘乔的某些想法并不赞同。尽管如此，在这次多索雷斯的事件中，他还是选择了帮助自己的父亲。
	多索雷斯的动荡与最终老潘乔·萨拉斯的失败，对于埃内斯托·萨拉斯来说，是一个令他下定决心的重要事件。现在，年轻人已经确信自己甩脱了上一代的意志和掌控，决心要找到自己新的方向。
	这个方向或许会与上一代的选择截然不同。埃内斯托始终承认，他属于玻利瓦尔，未来他还会再回到玻利瓦尔。如果有更多像他这样的年轻人，玻利瓦尔的局势或许也会产生新的变化。
	这个年轻人始终在摸索属于自己的那条路。这令我们怀有期待。

	昇進資料 :
	我々の前にいるこの若者の性格は、彼が表向きに出している明るく爽やかな面だけで構成されているわけではない。彼もさほど強く隠そうとしていない状況において、それを察するのは難しいことではなかった。
	テキーラは、自身が経験した出来事に関しても、周囲の人々が経験したことに対しても、きちんと考えている。考え続けることができるというのは、非常に得がたく尊ぶべき資質である。そして明らかに、彼はパンチョの持つ思想の一部に否定的だ。それでも、ドッソレスの今回の事件において、彼は父に手を貸すことを選んだ。
	ドッソレスで起きた動乱とパンチョ・サラスの失敗は、エルネスト・サラスにとって決意をするきっかけとなる重要な出来事だった。この若者は、今や自身が前世代の意志と支配から脱したと確信し、新たな行き先を見つけようとしている。
	その行き先は、前世代の選択とは全く異なるのかもしれない。テキーラは、自身がいつまで経ってもボリバルの人間だと認めており、未来もこの国に戻るつもりでいる。彼のような若者がさらに増えれば、ボリバルの状況に新たな変化が生じるかもしれない。
	この若者は常に自らの道を模索している。その事実は、我々に彼への期待を抱かせるものだ。

	Promotion File :
	The personality that we observed in this young man is not quite as sunny and hearty as the side he displays. We were able to discover this without much difficulty when he didn't try to cover it up from us too much.
	Operator Tequila thinks about both his own experiences and also the experiences of the people around him to a great extent, and to be able to maintain this is rare indeed. Obviously, Ernesto disagrees with some of Old Pancho's ideas, but nevertheless, chose to aid his father throughout the Dossoles incident.
	As for Ernesto Salas, the turmoil of Dossoles and the failure of Pancho Salas was a turning point that helped him make up his mind. Now, the youth have convinced themselves that they've freed themselves from the will and control of the previous generation, and are determined to pave their own way.
	This way may branch off in a completely different direction than the last generation, but Ernesto has always admitted that he belongs to Bolívar and will likely return there in the future. If there are more young people like him, the situation in Bolívar may experience new change as well.
	This young man is trying to grasp his own destiny, and we are keenly interested in seeing where this leads him.

	승진 자료 :
	    우리가 본 이 젊은이의 성격은 그가 보여주는 것처럼 꼭 밝고 쾌활하지만은 않았다. 그가 우리에게 과도하게 숨기지 않는 상황에서 이 점을 발견하는 건 어려운 일이 아니었다.
	    오퍼레이터 테킬라는 자신과 주위 사람이 겪은 일에 대해 늘 생각하고 있었다. 생각을 계속한다는 건 몹시 어려운 일이다. 에르네스토가 판초의 일부 의견에 동의하지 않는다는 건 분명하다. 그럼에도 그는 이번 도솔레스 사건에서 자신의 아버지를 돕기로 했다.
	    도솔레스의 폭동과 결국 실패한 판초 살라스는 에르네스토 살라스의 결심을 굳힌 중요한 계기가 되었다. 젊은이는 이제서야 이전 세대의 의지와 통제에서 벗어났다는 것을 확신하며, 자신만의 새로운 방향을 찾기로 결심했다.
	    어쩌면 이전 세대의 선택과 전혀 다른 방향이 될 수도 있다. 에르네스토는 자신이 볼리바르에 속하며, 훗날 그곳으로 돌아갈 거라고 인정하고 있다. 에르네스토와 같은 젊은이가 더 많아지면, 볼리바르의 상황에 새로운 변화가 생길지도 모른다.
	    이 젊은이는 끊임없이 자신만의 길을 찾고 있다. 우리는 그 점이 기대된다.
