ID:
	char_437_mizuki
	    하지만 난? 훗, 나이가 들수록 흐리멍덩해져, 내가 하는 모든 것이 객관적으로 답에 가까워지는 데 도움이 되는지조차 알지 못한다. 심지어는 내가 처음 했던 일부 생각에도 의심이 들어 단언할 수 없게 되었다. 마음 편안하게 삶의 마지막을 마주하는 것과 어떤 대가를 치러서라도 삶을 연장하려는 것 중 어느 것이 진짜 강인한 걸까? 그래서 난 이베리아의 교회를 떠나 순례의 길에 올라 내가 만날, 선택을 할 수밖에 없는 사람에게 이 문제를 떠넘기기로 했다. 물론 사람은 본능 때문에 후자를 선택하는 경향이 있지만, 많은 표본을 보면, 대부분의 인간은 본능만으로는 진정한 강인함을 얻을 수 없다. 그들은 삶을 연장하기 위해 내가 건넨 상자에 든 물건을 삼키는 걸 선택했지만, 쉽게 무너지고 쓰러져 자신을 잃어갔다. 하지만 그들은 여전히 살아있다. 자원 소모는 더 적지만, 더 건강한 몸과 생명력을 갖게 되었다. 다만 이런 케이스는 나의 “이것이 과연 그들 '자신'을 더 좋게 만들었다고 볼 수 있을까?”라는 과제의 답으로는 충분하지 않다.
	    우연 중의 우연으로 이 아이와 같이 자신의 의지와 끈기로 이겨내고, 더 나은 '자신'이 되는 사람이 또 나타날 수도 있다. 나에게는 그들이 앞으로 어떻게 해야 미래가 더 좋아질지에 대해 가르칠 자격도 권력도 없지만, 선택을 경험한 적 있는 그들이라면 이미 나름대로의 답이 있을 것이다. 그러니 내가 해야 할 일은 조용히 떠나 그들의 미래를 지켜보는 것뿐이다.
	    어쩌면 난 진작에 처음 이 길에 들어서서부터 주교로 취임할 때까지 가지고 있었던 확고함과 강인함을 잃었을지도 모르며, 내가 과제를 탐구했던 방식은 어쩌면 교활하면서도 거부할 수 없는 기만과 이용이었을 수도 있다. 하지만 선함과 아름다움에 대한 답을 쫓는 일만은 결코 포기하지 않을 것이다.

———————————————————————————————

	晋升资料 :
	【一段加密的留言】
	当你看到这份资料的时候，说明你至少已经从模拟数据中意识到了该对象作为——让我们姑且不恰当地称其为雇佣兵——的战略价值，甚至可能在考虑将其列入标准战力了。
	是的，该对象的公开记录中有不少避重就轻，或是经过捏造的信息，这也是我们共同讨论后的处理结果。作为该对象负责人暨指挥官的你有需要、也有必要了解更多。
	
	实际上该对象综合体检测试的真实结果大多指标都已经达到甚至超越了优良的评价标准，仅源石技艺适应性例外，我想你也应该有所察觉。对，他那不愿披露过多的辅以作战的方式，那种对视觉、听觉、触觉造成扰乱甚至塑造幻觉的手段并不是源石技艺，而是更为生物性的手段，现阶段我们推测或许是种电信号或者信息素。此外，该对象在力量与体能等指标上的表现恐怕与受训相当一段时间的专业干员相比也毫不逊色，而这还只是仅靠他的身体自然机能达到的高度。
	也许现在你还并不真正理解这些测试结果的倾向性意味着什么，但我必须要提醒你的是，他并非我们的干员，也尚无法成为我们的干员。该对象目前只能秘密地作为罗德岛医疗部的合作观察对象存在，因为从各种意义上来讲，他都并不常规。而在我们已经掌握的信息中，恐怕至少还有二十余名偏执的研究者渗透在这片大地的各个角落，并孜孜不倦地出于相同的信仰与不尽相同的目的，有意无意地增加与该对象类似的案例。尽管应该鲜有案例在精神上强韧到和该名对象一样没有被过于庞大的生物信号压垮变成扑腾的恐鱼，不论支撑他的是单纯的求生本能还是别的什么。
	言归正传。矿石病问题是罗德岛的课题，但人类要面对的敌人却远不止这一种，许多威胁只是还没闯进人们的视野。因此我们要求干员能够保证，在将来面对共同的难题时，至少能够坚定地与我们同在，与人类同在。
	而该对象还有一些待解决的先置问题。他或许还有机会选择成为任何他想要成为的样子，帮助他想要帮助的一方，但他还没能做出自己的选择。这些并不简单，只因我们不总是能正确地认识自己。或许你会乐意为他提供一些启发，又或许你想把独立思考的自由交给他自己？
	在你们得出答案之前，不要让他受到多余的瞩目。这是为了保护他，也是为了保护我们。

	昇進資料 :
	【暗号化されたメッセージ】
	君がこの資料を目にしているということは、対象の模擬データから、彼の――妥当とは言えないが、一応の名目上では傭兵――としての戦略的価値を既に認識できているのだろう。あるいは、既に彼を一般戦力に加えることも考えているかもしれない。
	該当対象の公開記録が、多くの重点を避けている、あるいは捏造された情報を収録しているのは事実である。我々の共同会議による処置だ。だが、対象の責任者兼指揮官である君はそれ以上の情報を必要としているだろうし、知らなければならないのも事実だろう。
	
	実を言えば、対象の能力測定の結果では、ほぼすべての項目が「優秀」の基準を満たしているか、超えている。唯一の例外がアーツ適性だ。おそらく君も気づいているだろう。そう、彼が多くを見せない作戦の補助手段や、視覚・聴覚・触覚への干渉、そして幻覚を生み出す手段は、アーツによるものではない。より生物的なものなのだ。我々の現段階の推測では、ある種の電気信号またはフェロモンではないかと考えている。また、対象のパワーや身体能力などの項目におけるパフォーマンスは、相当の訓練を受けた専門オペレーターのそれと比べてもおそらく遜色ないだろう。しかもこれは彼自身の身体能力のみで至る範囲に過ぎないのだ。
	今の君はまだ、これらの測定結果の傾向性が何を意味しているのかを真に理解し得ないのかもしれない。しかし君に忠告しなければいけない。彼は我々のオペレーターではないし、なることも不可能というのが現状だ。現時点、彼はロドス医療部の非公開観測対象としてのみ存在できる。色んな意味で、彼は普通ではないからだ。そして我々が知る限りでは、最低は二十数名ほどの偏屈な研究者がこの大地の隅々まで浸透している可能性が高い。彼らは同じ信仰と異なる目的のために、意図的にしろそうでないにしろ、対象と同じような個体例を増やし続けている。単純な生存本能か何かによって強靭な精神力を持つ彼と同じように、あまりにも膨大な生物シグナルに押しつぶされず、恐魚にならずに済んだ個体例はおそらく非常に少ないと思われるが。
	本題に戻ろう。鉱石病問題はロドスの課題ではあるが、人類が相手せねばならない敵はその一つのみにはとどまらない。多くの脅威はただ人々に発見されていないだけだ。そのため我々はオペレーターに、来る日に共通の難題に立ち向かう時、強い意志をもって我々と、そして人類と共にあることを求めている。
	また対象には、解決すべき問題がいくつか残っている。彼にはまだ、自身がなりたい姿になるための選択の余地が残っている。彼自身が力になりたい側を選べる。しかし彼はまだその選択をできていない。人が必ずしも常に自らを正しく認識できるとは限らない以上、その選択は決して簡単なものとは言えない。君ならば、自ら彼に少しばかりのヒントを提示してあげるのではないだろうか。それとも、自分自身で考える自由を彼に委ねるのだろうか。
	いずれにせよ、君たちが答えを出すまでは、彼を余分な注目に晒さないことだ。これは彼を守るためであり、我々を守るためでもあるのだから。

	Promotion File :
	[Encrypted Message]
	If you're seeing this information, it proves that you've at least realized the strategic value of the object's behavior – let us use the unfitting term of mercenary for now — from the simulated data, and may even be planning to include him in your normal operational capabilities.
	Indeed, the information in the publicly available records surrounding this subject are largely vague or fabricated. This is also a result of the agreement we reached. As the guarantor and commander of this person, you are required to know more.
	
	In fact, most of the subject's actual results on our comprehensive examination reach or even exceed the excellent mark by the evaluation standards, with the exception of Originium Arts assimilation. You should already be aware of this — yes, of the supplementary combat methods which he is unwilling to disclose too much. The methods that disrupt vision, hearing, and tactile perception, or even cause hallucinations, are not Originium Arts, but perhaps more biological in nature. Currently, we suspect some form of electrical signal or pheromone. Furthermore, the subject's performance on indices such as physical strength and fitness are likely not inferior to those of professional Operators who've undergone lengthy training, and these lofty results are just what he can achieve with his body.
	Perhaps you might not thoroughly understand what the implications of these test results mean, but I must remind you: he is not one of our operators, nor can he become one of our operators. The subject can only secretly exist as the subject of Rhodes Island Medical Department's cooperative observation project, because in all senses of the word, he is an anomaly. And from the information we already have, I'm afraid that there are at least twenty paranoid researchers permeating all corners of this world, tirelessly working for the same beliefs yet different purposes, increasing the number of cases similar to our subject - intentionally or otherwise. Though there are a few cases in which the subject has enough mental fortitude to not be overwhelmed by an overly powerful biological signal and turned into a thrashing Sea Terror, it doesn't matter if he's supported by his pure survival instinct or something altogether different.
	Now to get back to the point. The Oripathy problem is the chief focus of Rhodes Island, but humanity faces far more threats than just this, many of which have not yet made themselves visible. Therefore, we must ensure that our operators firmly stand with us, and with humanity, in facing the common problems of the future.
	As for this subject, there are some prerequisite questions that must first be addressed. He may still have the opportunity to choose what he wishes to be, to help whoever he wishes to help, but he has not yet been able to make his own decisions. These are not simple matters, as we don't always understand ourselves correctly. Perhaps you'll be more than happy to provide him with some inspiration, or perhaps you'll want to give him the liberation of free thought?
	Before you've found the answers to those questions, don't let him draw needless attention. This is to protect him, but also us.

	승진 자료 :
	[암호화된 메모]
	    네가 이 자료를 보고 있다면, 적어도 네가 시뮬레이션 데이터를 통해, 부적절한 표현이긴 하지만 용병이라고 부르는 해당 대상의 전략적 가치를 깨달았다는 거겠지. 어쩌면 이미 해당 대상을 표준 전력으로 편성할지에 대해 고민하고 있을 수도 있겠지.
	    맞아, 해당 대상의 공개된 기록을 보면, 별로 중요하지 않거나 날조된 정보가 꽤 있을 거야. 이건 우리가 함께 토론을 거쳐 처리한 결과이기도 해. 넌 해당 대상의 책임자이자 지휘관으로서 더 많이 알아야 할 필요가 있어.
	
	    사실 해당 대상의 종합 검사 테스트 실제 결과는 대부분의 지표가 우수한 평가 기준을 달성하거나 초과하기까지 했어. 오리지늄 아츠 적응성 외에 너도 느낀 게 있겠지. 맞아, 그가 드러내지 않으려고 하는 보조 작전 방식인 시각, 청각, 촉각을 교란하거나 심지어 환각까지 만들어내는 수단은 오리지늄 아츠가 아니라, 생물학적인 수단이야. 현 단계에서 우리가 추측하는 건, 전자 신호 또는 페로몬이야. 이 밖에도, 해당 대상의 힘과 체력 등의 지표를 보면, 일정 기간 훈련받은 전문 오퍼레이터와 비교해도 전혀 손색이 없을 정도야. 게다가 이건 본래 몸의 기능으로만 달성한 거지.
	    이런 테스트 결과의 성향이 무엇을 의미하는지 넌 아마 제대로 이해하지 못했을 거야. 다만 한 가지 꼭 네게 상기시켜 주고 싶은 점은 그는 우리의 오퍼레이터가 아니라는 거야. 또한 우리의 오퍼레이터가 될 수도 없어. 해당 대상은 현재 로도스 아일랜드 의료부의 협력 관찰 대상으로만 비밀리에 존재하고 있어. 다양한 의미로 볼 때, 그는 일반적이지 않거든. 우리가 이미 파악한 정보 중에는 최소 20여 명의 편집증이라도 걸린 듯한 연구자들이 이 땅 곳곳에 스며들어, 같은 믿음과 다른 목적으로 무의식중에 꾸준히 해당 대상과 비슷한 케이스를 만들고 있어. 해당 대상처럼 과도한 생물 신호에 눌려 펄떡이는 시테러로 변하지 않을 정도로 강인한 정신을 가진 케이스는 아주 드물어. 그것이 단순히 살고 싶은 본능인지 아니면 다른 건지는 모르겠지만.
	    본론으로 돌아와서, 광석병 문제는 로도스 아일랜드의 숙제야. 하지만 인간이 마주해야 할 적은 하나가 아니야, 수많은 위협이 아직 인간의 시야에 들어오지 않았을 뿐이지. 그래서 우리는 오퍼레이터들에게 훗날 공통된 어려움을 마주하게 됐을 때, 적어도 확고하게 우리와, 그리고 인류 편에 선다는 보장을 요구하지.
	    하지만 해당 대상은 아직 해결되지 않은 문제가 있어. 그는 그가 원하는 어떤 모습으로든 돕고 싶은 쪽을 도우려고 하겠지만, 아직 선택을 하지 않았어. 이건 간단한 문제가 아니야. 우리가 늘 자신의 모습을 정확하게 알 수는 없거든. 어쩌면 너라면 흔쾌히 그를 일깨워주거나, 그에게 독립된 사고의 자유를 줄 수 있지 않을까?
	    너희가 답을 얻기 전에, 그가 너무 주목받게 하지는 마. 이건 그와 우리 모두를 보호하기 위한 거야.
