ID:
	char_496_wildmn
	对于野鬃来说，红松骑士团是自己的生存之所，对骑士团的成员有着无条件的信任。焰尾是骑士团的团长，是值得自己交付忠诚，为她奔走拼命的人。灰毫是野鬃的酒友，同时也是志同道合的对象。两个人互诉衷肠的过程，往往能让不喜欢思考的野鬃突然通透地理解许多被言语缠绕而无法察觉的道理和真相。大多时候，远牙是个安静的人，与野鬃的性格完全相反。她沉着冷静的性格正是野鬃所缺少的，和远牙进行搭档的过程会十分顺利。正义骑士号是野鬃的“宠物”，更是她的好搭档，在战场上曾不少次在关键时为她解围。现在的野鬃也在找寻着自己的道路，希望她在罗德岛所经历的新的生活能为她找到新的方向。野鬃，还有红松骑士团的其他成员，只要他们团结一致，一定还能够在这片大地上大有作为。
	现在的野鬃还是保持着往日作为“骑士”的生活作息，每日坚持训练，磨炼自己的技艺。自己的这份力量一定有朝一日还会为帮助人们、拯救生命而发挥作用，为了这样的未来，为了带给更多感染者希望，野鬃从不懈怠。
	当然还有一些私心，野鬃曾在见到耀骑士的第一面就提出了决斗的要求。尽管在别人看来只是有失礼仪的一次意外发言，但野鬃却十分认真地为此做着准备。等到足够强大，能够得到耀骑士的认可的那一天，野鬃一定十分期待邀约兑现的时刻吧。

	第四資料 :
	ワイルドメインにとって、レッドパイン騎士団は自分の生きる場所であり、団員には無条件で信頼を寄せている。団長のフレイムテイルは、自分が忠誠を向けるに値する存在である。彼女のためならば、どれほど走り回っても、命を預けても構わない。アッシュロックは酒飲み仲間であり、志を共にする者である。彼女と語り合うと、深く考えるのが嫌いなワイルドメインも、ふとした瞬間に、普段は言葉に飾り立てられて見逃しそうな真理や真実に気付くことができる。ファートゥースはほとんどの場合、騒々しさとは無縁でワイルドメインとは真逆な存在である。そういった冷静さはワイルドメインにとって足りないものであり、彼女とコンビを組めばいつもうまく行く。そしてジャスティスナイトは「ペット」かつ良き相棒であり、何度も戦場で危機一髪の時に助けてくれた。今のワイルドメインは変わらず自分自身の道を探しているが、ロドスで経験した新生活が、その新たに進む方向を見つけるための手助けになることを切に祈っている。彼女も、レッドパイン騎士団の他のメンバーたちも、一致団結していれば、必ずこの大地で大いに活躍するだろう。
	今のワイルドメインは、まだ「騎士」だった頃の生活リズムを保っている。毎日訓練を怠らず、自らの技を磨いている。自分のこの力は、きっといつかは人々を助け、命を救うために役立つと信じ、そんな未来のために、そしてより多くの感染者に希望をもたらすために、彼女は決して手を抜かない。
	とはいえもちろん、ちょっとした下心はある。ワイルドメインは、耀騎士に一目会ってすぐに決闘を申し込んだ。他者からすればだいぶ失礼で突飛もない挨拶にすぎないが、ワイルドメイン自身はそのために真面目に準備をしている。耀騎士に認められるほど強くなったその日を、決闘の申し込みを受けてもらえる瞬間を、彼女はきっと期待しているのだろう。

	Archive File 4 :
	To Wild Mane, Pinus Sylvestris Knightclub is where she exists, and she has unconditional faith in its members. Flametail is its leader, someone worth giving her own loyalty, worth running here and there to risk her life for. Ashlock is Wild Mane's drinking buddy, and a like-minded partner too. Through the two of them confiding in each other, Wild Mane, notorious non-fan of thinking, often hits lightbulb moments, understanding a hell of a lot of arguments and facts otherwise obscured by all the words in them. Most of the time, Fartooth's a quiet one, the total opposite of Wild Mane's personality. Her cool and collected nature is precisely what Wild Mane lacks, and any cooperation with her goes smooth as can be. 'Justice Knight' is Wild Mane's 'pet,' but more so her brilliant sidekick, with no shortage of times she's come through on the battlefield at just the right moment. Wild Mane at present is looking for her own way, too, hoping the new life she experiences at Rhodes Island will find her a fresh direction. Wild Mane and the other members of Pinus Sylvestris need only be together, and they'll surely be able to accomplish much in this world.
	Even now, Wild Mane still keeps up with her former schedule as a 'knight,' each day persistently training, honing her skills. There will come a day when her power can help people, can play a role in saving lives, and for the sake of this future, for bringing hope to more Infected, Wild Mane never misses a beat.
	There's some selfishness to it too, of course. The first time Wild Mane met the Radiant Knight, she promptly requested a duel. Even though to anyone else it was just an impolite slip of the tongue, Wild Mane was completely, sincerely prepared for it. Until the day her legs are mighty enough, sufficient to earn the Radiant Knight's approval, she'll look forward, eager, to the honoring of that appointed time.

	파일 자료 4 :
	    와일드메인에게 있어 피누스 실베스트리스 기사단은 자신이 살아가는 곳이고, 기사단 멤버는 무조건적인 신뢰의 대상이다. 또한 기사단의 단장인 플레임테일은 충성을 바칠만한, 그녀를 위해서라면 목숨을 걸 가치가 있는 사람이다. 애쉬록은 와일드메인의 술친구인 동시에 의기투합의 대상이다. 생각하는 것을 싫어하는 와일드메인은 때때로 서로 마음을 털어놓는 과정 속에서 언어에 얽혀 감춰진 많은 진실을 갑자기 깨닫곤 한다. 파투스는 와일드메인의 성격과는 완전히 정반대로 조용한 사람이다. 파투스의 차분한 성격이 와일드메인에게는 부족한 부분으로, 두 사람이 콤비를 이룬다면 전투에서 합이 좋을 것이다. 저스티스 나이트는 와일드메인의 '펫'이자 좋은 파트너로, 여러 차례 중요한 순간마다 전장에서 와일드메인을 구해주었다. 와일드메인이 자신의 길을 찾고 있는 지금, 로도스 아일랜드에서 겪는 새로운 삶을 통해 그녀 스스로 새로운 방향을 찾을 수 있길 바란다. 와일드메인과 피누스 실베스트리스 기사단의 다른 멤버들이 하나로 뭉친다면 분명 큰일을 해낼 수 있을 것이다.
	    지금도 와일드메인은 매일 훈련에 참가하고 자신의 기술을 갈고 닦는 등, 예전 '기사'의 생활 습관을 유지하고 있다. 그리고 그렇게 갈고닦은 자신의 힘이 언젠가는 분명 많은 사람들을 돕고 생명을 구할 수 있을 것이라 믿고 있다. 그런 미래를 위해, 보다 많은 감염자에게 희망을 주기 위해 와일드메인은 노력을 멈추지 않을 것이다.
	    물론 어느 정도 사심도 있다. 와일드메인은 처음 빛의 기사를 만났을 당시 결투를 신청한 적이 있다. 비록 다른 사람들이 보기에는 실례되는 뜻밖의 발언이었지만, 와일드메인은 이를 위해 진지하게 준비하고 있다. 그리고 와일드메인은 빛의 기사의 인정을 받을 만큼 충분히 강해지는 날, 약속이 현실로 되는 그 순간을 굉장히 기대하고 있다.

———————————————————————————————

	晋升资料 :
	野鬃的武器为单子母骑枪，拥有别致的一母一子式设计。外部玻璃钢材质母枪适于夹枪冲锋，运用得当将是最理想的使用骑枪冲刺技巧的武器。内胆子枪则适用于枪击剑式刺击，适合于战场上近距离的灵活作战。野鬃对自己的武器设计十分青睐，即便母枪在使用后需要耗费不少成本进行维护，她仍坚持使用这把独属于自己的骑枪，并进行了更加刻苦的练习，以便发挥其强大的冲击能力。

	昇進資料 :
	ワイルドメインの武器は長と短の二つに分解できる一本のコンパウンドランスである。外部のガラス繊維強化プラスチック製の長槍は突進攻撃に適し、うまく扱えば刺突武器としては理想的なものになる。内部に収納される短槍はフェンシングのように刺突攻撃に長け、戦場における近距離の機動作戦に適している。ワイルドメインは自らの武器のデザインを非常に評価しており、たとえ長槍は使用後のメンテナンスにかなりのコストがかかるとしても、自分だけのこのランスを愛用し続けている。そしてその強大な突撃能力を発揮するために、鍛錬によりいっそう力を入れている。

	Promotion File :
	Wild Mane's weapon is a shelled lance, with a unique major/minor-type design. The external fiberglass 'major' is suited for lance charges, the most ideal armament for lance-shock techniques when used appropriately. The interior 'minor' is used for thrusts and stabs in sparring form, suited for close-quarters active combat on the battlefield. Wild Mane duly favors her lance's design, and even though it costs a considerable amount to maintain the major lance after its use, she still insists on using this unique lance she can call her own, and has given nit more painstaking practice than anything else, so that she can show off its mighty ability to impact and batter.

	승진 자료 :
	    와일드메인의 무기는 한 쌍의 크고 작은 랜스로, 각각 메이저 랜스와 마이너 랜스로 디자인되었다. 외부가 유리강 재질인 메이저는 랜스 차징에 가장 이상적인 무기다. 그리고 안쪽의 마이너 랜스는 검처럼 창을 찌를 수 있어 전장에서 원활하게 근접전을 펼치는 데 적합하다. 와일드메인은 자신의 무기 디자인을 굉장히 좋아한다. 비록 메이저 랜스의 유지보수 비용이 적지 않게 들어감에도 그녀는 자신만의 랜스를 고집하며, 돌격 능력을 보다 강하게 하기 위해 각고의 연습을 하고 있다.
