ID:
	char_172_svrash
	    난 로도스 아일랜드와 카란 무역회사 간의 교류를 반대한다. 아니, 뭔가 구체적 정황을 포착했다거나, 유효한 증거를 찾은 건 아니지만… 단지, 다들 다시 한번 잘 생각을 해보라고 권하고 싶어. 지금 쉐라그가 필요로하는 건 뭘까? 지금 쉐라그 삼족 의회의 운명은 마치 바람 앞의 등불과도 같아, 쉐라그 보수파와 개혁파의 대립이 갈수록 심해지고 있어. 카란 무역회사는 겉으론 평범한 대외 무역 회사지만, 그 회사의 주인은 바로 그 삼족 의회에서, 보수파인 두 족장과 굉장히 사이가 좋지 않은 실버애쉬 가문의 족장, 엔시오데스 실버애쉬, 바로 로도스 아일랜드 오퍼레이터 클리프하트의 오빠인 실버애쉬란 말이지.
	    내가 장담하는데, 카란 무역회사는 쉐라그에 단 한 푼의 세금도 납부한 적이 없을 거야. 국영? 흥, 그 회사의 운영은 온전히 실버애쉬 자신에 의해 좌우된다고, 운영 목적도 당연히 마찬가지지. 현대 군사 장비는 레이시언 공업의 손을 거쳐, 카란 무역회사를 통해 쉐라그로 들어오고 있는데, 보수파들은 그 물건들의 행방조차 모르는 상황이지. 상업 루트는 이미 카란 성산 밑으로 이전되었는데, 만주원은 다른 두 부족의 뜻에 따라 성녀가 된 실버애쉬의 친여동생 프라마닉스를 압박하여, 실버애쉬 가문이 삼족 의회를 탈퇴해줄 것과 곡물 지대와 광산의 실제 관할권을 넘길 것을 요구하였어.
	    그리고 카란 무역회사가 훈련을 보낸 부대는 빅토리아 아스카라로 부터 이미 돌아왔는데, 이들은 지금 어디 있을까? 나태한 쉐라그 수비군은 아무것도 모르고 있어. 그러니까 지금의 쉐라그가 가장 필요한 게 뭘까? 압박감이 이미 포화상태에 다달았는데, 어떤게 필요할까? 외부의 힘. 아주 조금의 외력. 이렇게 살포시 밀기만 해도…… 
	    눈폭풍이 전체 쉐라그를 덮어 버릴꺼야, 그들이 숨겨왔던 음모와 발생했던 모든 사건들이 함께 말이지. 인정해, 어쩌면 카란 무역회사가 아무런 흑심도 품고 있지 않을 수도 있단걸. 하지만 그렇다 하더라도, 우리가 오퍼레이터 클리프하트가 받은 한 통의 비밀 서신을 진짜로 여기고, 그 위험을 감수할 필요가 있을까? 이정도의 위험이라면, 최소한 로도스 아일랜드 전체가 함께 부담하는 일은 피해야 할거야.
	
	——도베르만, 설산 사변이 발생하기 12일 전의 회의 중.

———————————————————————————————

	晋升记录 :
	【晋升资料】
	大家听到的那些故事，我觉得并没有那么可怕。许多人都有着自己的生活轨迹，因为遭遇种种事情而改变，真的再正常不过了。
	因此，我不希望大家把银灰先生当作一种威胁。
	想要在这片大地上生存下去，信任与合作是必要的。既然银灰先生现在将博士和罗德岛当作合作伙伴，那么，罗德岛即使是因为提防银灰先生，而不那么依赖喀兰贸易公司的援助......我们罗德岛也不应该将银灰先生当作敌人来看待。
	如果把别人当作敌人，下意识地就会去做一些我们面对敌人才会做的事情，双方不断疏远，即使是原本能成为朋友的人，也会成为敌人的。
	我知道凯尔希医生所说的，潜在的敌人......
	但我觉得，是否会成为敌人，这取决于博士和银灰先生间的交往，而不是银灰先生拥有的才能、实力，还有行为方式。
	交给博士吧。他才是银灰先生指定的对接人。
	决定，就由博士自己来做。
	
	——阿米娅

	昇進記録 :
	【昇進資料】
	皆さんが聞いたという例の話ですが、私はそんなに怖いとは思いません。誰にだって自身の生活があり、それが様々な事情で変わってしまうのは、とても自然なことだと思います。
	ですから、私は皆さんにシルバーアッシュさんを脅威だと考えてほしくありません。
	この大地で生きていくためには、信頼と協力が必要不可欠です。シルバーアッシュさんが現在ドクターに、そしてロドスに力を貸してくれている以上、ある程度警戒してカランド貿易とは深い関係を結ばないとしても……私たちロドスはシルバーアッシュさんを敵と見なすべきではありません。
	そうやって敵だと決めつけてしまえば、無意識のうちに敵対行動を取ってしまって、どんどん関係が疎遠になってしまうかもしれません。本来友人になれたはずの人まで、敵になってしまうということもあると思います。
	ケルシー先生の言う「潜在的な敵」という考え方も理解できますが……
	ですが、本当に敵になってしまうかどうかなんて、ドクターとシルバーアッシュさんの今後の関わり方次第だと思います。シルバーアッシュさんの才能や実力、考え方だけでそれが決まるなんてことは無いはずです。
	ドクターに任せしましょう。シルバーアッシュさんが指定した仲介人ですから。
	どうするかの決定は、ドクターに下してもらおうと思います。
	
	――アーミヤ

	Promotion Record :
	[Promotion Materials]
	I don't think the stories everyone's heard are so terrible. Everyone's life has a trajectory that wobbles as the world turns. It's normal.
	Therefore, I don't want anyone to think of Mr. SilverAsh as a threat.
	To survive in this land, you need to have trust and cooperation. Since Mr. SilverAsh now regards the Doctor and Rhodes Island as partners, even if Rhodes Island doesn't want to rely too much on the Karlan Trade Company's help because it is skeptical of Mr. SilverAsh, we should not regard him as an enemy.
	If you regard someone as an enemy, then subconsciously you will treat them like one. The two sides will drift apart, and even if they could have become friends, they will become enemies.
	I know what Dr. Kal'tsit said about hidden enemies...
	I just feel that whether or not SilverAsh will really become our enemy depends on the relationship between the Doctor and Mr. SilverAsh, and not on the abilities, strength, or behavior of Mr. SilverAsh alone.
	Let the Doctor take care of it, as Mr. SilverAsh's designated handler.
	And that's that. The Doctor will handle this situation.
	
	- Amiya

	승진 기록 :
	[승진 자료]
	 모두가 들으셨던 그 이야기들, 그렇게 무서운 건 아니라 생각해요. 사람들 모두 각자 자신의 삶의 궤도가 있는데, 이 궤도가 이런저런 일을 겪으며 변화하는 건, 매우 당연한 거라 생각해요. 그렇기에, 저는 여러분들이 실버애쉬 씨를 일종의 위협적 존재로 여기시지 않았으면 해요.
	 이 땅에서 살아가려면, 신뢰와 협력은 필수에요. 실버애쉬 씨가 박사님과 로도스 아일랜드를 협력 파트너로 정한 상황에서, 로도스 아일랜드가 실버애쉬 씨를 경계한다면, 저희는 카란 무역회사의 도움을 받아선 안된다고 생각해요…… 우리 로도스 아일랜드는 실버애쉬 씨를 적으로 대해선 안돼요.
	 만약 다른 사람을 적으로 여긴다면, 우리는 무의식적으로 적에게나 할 법한 행동을 그 사람에게 하게 될 테고, 두 세력 간의 사이는 점점 멀어지겠죠. 원래 친구가 될 수 있었던 사이라도 적이 되고 말 거예요. 켈시 선생님께서 말씀하신 것은 잘 알고 있어요… 잠재적 적…… 하지만 저는 정말 적이 될지 여부는 실버애쉬 씨가 가진 능력, 실력, 행동 방식에 달린 게 아니라, 박사님과 실버애쉬 씨 사이의 관계에 달려 있다고 생각해요.
	 박사님께 맡겨 보도록 하죠. 박사님은 실버애쉬 씨가 지정한 진정한 교섭인이니까요. 결정은, 박사님께서 하시는 걸로 해요.
	
	——아미야
