ID:
	char_484_robrta
	    비록 로베르타는 직접 밝히지는 않았지만, 우리는 로도스 아일랜드에 대한 그녀의 호감이 그녀가 목격한 컬럼비아의 현실과 적지 않은 관련이 있을 거라 생각한다.

———————————————————————————————

	晋升资料 :
	她说她是来这躲着当放假的？不，不会啊， 她对妆造技术的追求非常执着......你看过她工作室里那些用来妆造练习的3D模型吗？我认出了好几张熟悉的脸啊！好多甚至是录像里我们曾经遇到过并且干掉了的敌人......进门之后冷不丁看见，真的会吓一大跳！
	说到底，她这样的人，也挺适合罗德岛的嘛。毕竟，聚在这里的人各式各样，有很多人内心都怀揣着这样一把火。无论这把火因何而燃，都是支撑着大家不断前行，同时推动罗德岛持续航行的动力啊！

	昇進資料 :
	ここにはバカンスのつもりで逃げてきたって彼女が？そ、そんなまさか……だって彼女、メイク技術の向上にはものすごく執念があるんだ……彼女のスタジオにある練習用の3Dモデルを見たことある？見慣れた顔がいくつも並んでるんだよ！ビデオにあった、我々が一度出会って倒した敵のものすらある……スタジオに入る瞬間それが目に入ったら、本当にびっくりするんだから！
	結局、ああいう人は、ロドスには合ってるかもしれない。ここにはいろんな人が集まているし、みな似た感じで心の中で情熱を燃やしている。理由がなんであろうと、そういう情熱がみなの前進を支えていることに違いはないし、ロドスが進む推進力になっているのも事実だから！

	Promotion File :
	She said she's hiding away here on vacation? No, that's not right, she's super intense about pursuing her makeup skills... have you seen those 3D models in her workshop, for styling practice? I sure recognized a few familiar faces! Plenty of them are even from records of enemies we've faced... coming in and suddenly seeing them is a serious heart attack!
	In the end I think she's pretty suited to Rhodes Island. We do have all sorts here, after all, and so many have a fire in them. No matter what makes it burn, they keep us going. They're the force that pushes Rhodes Island to keep sailing on!

	승진 자료 :
	    로베르타가 휴가차 왔다고 했어? 아니, 그럴 리가 없지, 메이크업에 대한 로베르타의 집착이 얼마나 대단한데…… 그 작업실에 있는 메이크업 연습용 3D 모형을 본 적 있어? 굉장히 낯익은 몇몇 얼굴도 보이더라니까! 심지어 영상 기록에만 나올 법한 우리가 전에 쓰러뜨렸던 적까지 있더라니까…… 문 열고 들어갔더니 갑자기 보이길래 어찌나 놀랐던지!
	    결국 로베르타도 로도스 아일랜드에 어울리는 사람인 거야. 어쨌든 이곳에는 온갖 종류의 사람들이 모여있고, 마음속에 그런 불꽃을 품은 사람들도 가득하잖아. 불꽃이 타오르는 이유가 어쨌든 간에 그 불꽃은 모두가, 그리고 로도스 아일랜드가 계속해서 나아갈 수 있게 해주는 원동력이니까!
