晖洁：
フェイゼへ：
Hui-chieh:
훼이지에에게

雪没有化。春天没有来。
雪は未だ解けない。春は遠い。
The snow hasn't melted. And spring hasn't come.
눈은 녹지 않았어. 봄도 오지 않았고.

这个春天仿佛怎么都不会来。
まるで春が訪れることはないかのように。
It feels like this next spring is never going to arrive.
이번 봄은 아무래도 오지 않을 것 같아.

每当抬头看见烛火，就不禁伸出手把它掐灭，却又不得不在黑暗中重新点燃它。
ロウソクの灯火を目にする度に、思わず指で潰して消したくなる。しかし、この暗闇の中では再び火を灯さなければならない。
Each time I lift my head up to see the candlelight, I just cannot help but to reach my hand out to put it out, only to light it up anew in the darkness.
고개를 들고 촛불을 볼 때면 나도 모르게 손을 뻗어 불을 껐다가 어둠 속에서 또다시 불을 붙이곤 해.

快过去吧，冬天。再不过去，我们就都要被这场雪埋住了。
冬よ、早く過ぎ去れ。このままでは雪に潰されてしまいそうだ。
Please go away soon, winter. If you don't go away soon, we'll be buried by all this snow.
겨울이 어서 지나가야 할 텐데. 이대로 겨울이 끝나버리지 않으면, 우리 모두 이 눈에 묻혀버릴지도 몰라.

快点过去吧。
どうか、早く。
Please, I beg of you.
어서, 어서 지나가 주길……

2月21日
2月21日
February 21st
2월 21일

[name="感染者战士"]  塔露拉，你怎么了？
[name="盾兵"]  奴らはお前たちが想像しているような恐ろしい存在じゃない！　奴らだって肉体を持っている。いくら皇帝近衛兵であろうと俺たち盾兵で構成された何層にも連なる防壁を容易に破ることなどできん！
[name="Shieldguard"]  They are nowhere as terrifying as you think. They're still made of flesh and blood! Not even the Royal Guards can take down the Shieldguards' layers of defense without a tough fight...
[name="방패병"]  너희 생각처럼 그리 대단한 놈들이 아냐, 우리와 똑같은 몸뚱아리를 지녔을 뿐이지! 놈들도 방패병으로 세워진 우리 방어선을 쉽게 뚫지는 못할 거다……

[name="盾卫"]  ......但你们要是害怕了，你们就是他们的突破口，你们就是他们第一个下手的！
[name="盾兵"]  だが……お前たちが怯んで逃げ出せば、お前たちが奴らの突破口になる。一番初めに命を落とす羽目になるぞ！
[name="Shieldguard"]  ...But if you're scared, you will become their breakthrough. They'll start with you when the killing starts!
[name="방패병"]  ……하지만 너희들이 두려워하기 시작하는 순간, 너희는 놈들의 첫 제물이자, 희생양이 될 거다!

[name="皇帝内卫？"]  同作为乌萨斯的强大武力，盾卫却选择与我们对抗，与感染者为伍，愚昧至斯。
[name="皇帝近衛兵？"]  同じウルサスの強大な武力を代表する者だというのに、貴様ら盾兵は我々に敵対し、感染者と共に行く道を選ぶとは。何と愚かな……
[name="Royal Guard?"]  We're both among the strongest forces in Ursus, and yet the Shieldguards choose to oppose us and stand with the Infected. How foolish.
[name="황제의 근위병?"]  똑같은 우르수스의 무장 조직으로, 감염자와 한패가 되어 우리에게 맞서는 쪽을 선택하다니 어리석기 그지없군.

[name="皇帝内卫？"]  这个时代的确不幸。
[name="皇帝近衛兵？"]  この時代は不幸に満ちている――
[name="Royal Guard?"]  These are truly unfortunate times.
[name="황제의 근위병?"]  정말이지 불행하기 짝이 없는 시대라니까.

[name="盾卫"]  他要抽刀了！盾卫们，举盾！！架住！
[name="盾兵"]  奴らが抜くぞ！　盾兵、構えろ！！
[name="Shieldguard"]  He's unsheathing his blade! Shieldguards, shields up!! Hold!
[name="방패병"]  녀석이 검을 뽑는다! 방패병, 방패를 들고! 버텨라!

[name="皇帝内卫？"]  ......
[name="皇帝近衛兵？"]  ……
[name="Royal Guard?"]  ......
[name="황제의 근위병?"]  ……

[name="盾卫"]  ......
[name="盾兵"]  ……
[name="Shieldguard"]  ......
[name="방패병"]  ……

[name="皇帝内卫？"]  嘶......呼......
[name="皇帝近衛兵？"]  シュー……コホー……
[name="Royal Guard?"]  *Hiss*...
[name="황제의 근위병?"]  스으으…… 후우우……

[name="盾卫"]  ......他......没攻过来？
[name="盾兵"]  ……かかって……こない？
[name="Shieldguard"]  ...He... He's not attacking?
[name="방패병"]  ……공격을…… 하지 않는 건가?

[name="皇帝内卫？"]  ......焦灼的气味。
[name="皇帝近衛兵？"]  ……焦げ臭い。
[name="Royal Guard?"]  ...Something is burning. I can smell it.
[name="황제의 근위병?"]  ……타는 냄새가 나는군.

[name="感染者"]  啊......身体暖和起来了......？
[name="感染者"]  あ……体が暖まってきた……？
[name="Infected"]  Ahh... My body's starting to warm up...
[name="감염자"]  뭐지…… 몸이 따뜻해지고 있어……?

[name="感染者"]  ——难道，难道，是她来了！
[name="感染者"]  ――まさか、まさか彼女が！？
[name="Infected"]  —Could it be... she's here?!
[name="감염자"]  ……서, 설마, 그녀가 온 건가!

[name="感染者"]  她来了！来了！放轻松，她来了！就算是巫怪也会被她烧成灰！
[name="感染者"]  来たのか！　これで安心だ。デーモンだろうが何だろうが、彼女なら燃やし尽くしてくれる！
[name="Infected"]  She's here! She's here! Relax, everyone, she's here! Even the Liches are no match for her flames!
[name="감염자"]  왔다, 그녀가 왔어! 모두 안심해, 제아무리 데몬이라도 그녀의 불길 앞에서는 한 줌 잿더미가 될 뿐이니까!

[name="盾卫"]  ......别大意！皇帝内卫可不是......
[name="盾兵"]  ……気を抜くな！　皇帝近衛兵はそんな――
[name="Shieldguard"]  ...Don't let your guard down! The Royal Guards aren't...
[name="방패병"]  ……방심하지 마라! 황제의 근위병은 그렇게……

[name="？？？"]  你想带走谁的什么？！
[name="？？？"]  何をしに来た！？
[name="??? "]  You wanted to bring whose what back with you now?!
[name="???"]  누굴, 뭘 어쩌겠다는 거지?

[name="皇帝内卫？"]  呼......
[name="皇帝近衛兵？"]  コホー……
[name="Royal Guard?"]  *Huff*...
[name="황제의 근위병?"]  후우우우……

[name="？？？"]  你伤害了我们的同胞。你想用暴力解决问题，那我们也用暴力——
[name="？？？"]  お前は私たちの同胞を傷つけた。暴力で従わせようというのなら、私たちも――
[name="??? "]  You hurt my people. If you turn to violence, then we will return the favor—
[name="???"]  우리의 동료를 네가 해쳤다지? 폭력으로 문제를 해결하겠다면 우리도 똑같이 상대해 주마……

[name="塔露拉"]  用暴力——
[name="タルラ"]  暴力を――
[name="Talulah"]  With violence—
[name="탈룰라"]  폭력으로……

[name="塔露拉"]  ......
[name="タルラ"]  ……
[name="Talulah"]  ......
[name="탈룰라"]  ……

[name="皇帝内卫？"]  看见你了。
[name="皇帝近衛兵？"]  見つけたぞ。
[name="Royal Guard?"]  I see you.
[name="황제의 근위병?"]  찾았다.

[name="皇帝内卫？"]  3，7，22，36。 【密语】，【密语】。
[name="皇帝近衛兵？"]  3、7、22、36。【暗号】、【暗号】。
[name="Royal Guard?"]  3, 7, 22, 36. 【Code words】, 【Code words】.
[name="황제의 근위병?"]  3, 7, 22, 36. 【암호】, 【암호】.

[name="塔露拉"]  ......为什么乌萨斯的皇帝内卫......会在这里！
[name="タルラ"]  ……なぜ、ウルサスの皇帝近衛兵が……こんなところに！？
[name="Talulah"]  ...What are the Ursus Royal Guards... doing here?!
[name="탈룰라"]  ……우르수스 황제의 근위병이…… 왜 여기에 있는 거지!

[name="皇帝内卫？"]  呼......
[name="皇帝近衛兵？"]  コホー……
[name="Royal Guard?"]  *Huff*...
[name="황제의 근위병?"]  후우우우……

[name="盾卫"]  塔露拉......你不该先来。你该让大尉先赶过来......！
[name="盾兵"]  タルラ……大尉は呼んでいないのか……！？
[name="Shieldguard"]  Talulah... You shouldn't have come. You should've waited for the Captain...!
[name="방패병"]  탈룰라…… 이렇게 먼저 오면 어쩌잔 거야, 대위님을 먼저 모셔왔어야……!

[name="皇帝内卫？"]  你想知道我们出现在这的理由。
[name="皇帝近衛兵？"]  我々がここに現れた理由が知りたいのか。
[name="Royal Guard?"]  You want to know why we are here.
[name="황제의 근위병?"]  우리가 이곳에 나타난 이유가 궁금하겠지.

[name="皇帝内卫？"]  理由是，我们在找你，公爵的女儿。我们需要评估现状。
[name="皇帝近衛兵？"]  答えてやろう。我々はお前を探していた、公爵の娘よ。我々は現状を把握し、評定しなければならない。
[name="Royal Guard?"]  We are here because we are looking for the duke's daughter. In other words, you. We need to assess the situation.
[name="황제의 근위병?"]  그 이유는 너 때문이다, 공작의 딸. 널 찾고 있었지, 현황을 평가해야 하거든.

雪花落地的声音清晰可闻。
雪が地に落ちる音までが鮮明に聞こえる。
The sound of the snow falling to the ground is crisp and clear.
눈송이가 땅에 떨어지는 소리가 또렷하게 들려왔다.

[name="塔露拉"]  你说什么？
[name="タルラ"]  お前は何を言っている？
[name="Talulah"]  What did you just call me?
[name="탈룰라"]  뭐?

[name="皇帝内卫？"]  公爵的女儿。谨记，凭你的身份，你应以更文明的词汇称呼我们。
[name="皇帝近衛兵？"]  公爵の娘よ。思い出すがいい。お前の身分からすれば、より礼儀をわきまえた呼称で我々を呼ぶべきだということを。
[name="Royal Guard?"]  The duke's daughter, and bear this in mind. Given your social standing, surely there are more civilized vocabularies you could use to refer to us.
[name="황제의 근위병?"]  공작의 딸. 네 신분을 고려해 좀 더 문명화된 이름으로 우릴 불러주기 바란다.

[name="感染者"]  啊？
[name="感染者"]  なんだって？
[name="Infected"]  Huh?
[name="감염자"]  뭐, 뭐야?

[name="塔露拉"]  ......你说谁是谁的女儿？
[name="タルラ"]  ……誰が、誰の娘だって？
[name="Talulah"]  ...Whose daughter did you just call me?
[name="탈룰라"]  ……누가 누구의 딸이라는 거냐?

[name="皇帝内卫？"]  你有妄图否认的事实。
[name="皇帝近衛兵？"]  どうやら、事実を否認するつもりらしいな。
[name="Royal Guard?"]  You deny the truth, as you are wont to.
[name="황제의 근위병?"]  사실을 터무니없이 부인하려고 하는군.

[name="塔露拉"]  我怎么可能是条蛇的女儿？！
[name="タルラ"]  私があの蛇の娘だと！？　ふざけるな！
[name="Talulah"]  You think I'm the daughter of a snake?!
[name="탈룰라"]  내가 어떻게 그 뱀의 딸이라는 거지?!

[name="皇帝内卫？"]  愤怒。出自懊恼的愤怒......想要逃避事实。
[name="皇帝近衛兵？"]  憤怒。葛藤から生まれた怒り……それは事実から逃れるためか。
[name="Royal Guard?"]  Anger... and it stems from your irritation... You want to run away from the truth.
[name="황제의 근위병?"]  분노. 괴로움에서 나오는 분노…… 현실에서 도망치고 싶은 건가?

[name="塔露拉"]  “皇帝的利刃”......呸！你今天来这里是想要嘲弄我？还是想要杀掉我？！
[name="タルラ"]  「皇帝の利刃」……ハッ！　今日は私を嘲りに来たというのか？　それとも、ここで殺すつもりか！？
[name="Talulah"]  The "Emperors' Blade"...? *Spit*! You came all the way here today to mock me? Or are you here to kill me?!
[name="탈룰라"]  ……'황제의 칼날'…… 퉤! 네 녀석은 날 조롱하려고 온 것이냐? 아니면 날 죽이려는 것이냐?

[name="皇帝内卫？"]  嘶。
[name="皇帝近衛兵？"]  シュー……
[name="Royal Guard?"]  *Hiss*.
[name="황제의 근위병?"]  스으으으……

[name="盾卫"]  ——护卫塔露拉！
[name="盾兵"]  ――タルラを守れ！
[name="Shieldguard"]  —Protect Talulah!
[name="방패병"]  ……탈룰라를 호위해!

[name="盾卫"]  （兄弟们！内卫再厉害也只有一个，有塔露拉做主攻和指挥，我们扛住，只要你们支援上来，我们一定能......）
[name="盾兵"]  （全員、聞け！　近衛兵がどれだけ強かろうと、所詮は一人だ！　タルラが先陣を切りながら俺たちの指揮を執れば、あとはお前たちのサポート次第でなんとか――）
[name="Shieldguard"]  (My brothers! The Royal Guards may be fierce, but there's only one of them! We have Talulah leading the charge, and we'll hold the line! With the rest of you supporting us, we'll definitely...)
[name="방패병"]  (이봐, 모두 잘 들어! 황제의 근위병이 아무리 대단해도 혈혈단신일 뿐이다. 탈룰라가 공격과 지휘를 맡고 우리가 버티고 있으니 제때 지원 나오면 분명히……)

[name="盾卫"]  （......感染者兄弟？）
[name="盾兵"]  （……おい、どうした？）
[name="Shieldguard"]  (...My Infected brothers?)
[name="방패병"]  (……어이, 어떻게 된 거야?)

[name="感染者"]  ......
[name="感染者"]  ……
[name="Infected"]  ......
[name="감염자"]  ……

[name="感染者"]  （公爵的女儿是什么意思？）
[name="感染者"]  （公爵の娘って……どういうことだ？）
[name="Infected"]  (The duke's daughter? What is he talking about?)
[name="감염자"]  (공작의 딸이라니 그게 무슨 소리지?)

[name="“皇帝的利刃”"]  嘶。
[name="「皇帝の利刃」"]  シュー……
[name="“Emperors' Blade”"]  *Hiss*.
[name=" '황제의 칼날'"]  스으으으……

[name="“皇帝的利刃”"]  你没有向他们如实宣告你的真实身份。
[name="「皇帝の利刃」"]  まだ、彼らに自分の正体を教えていないのだな。
[name="“Emperors' Blade”"]  You didn't tell them who you really are.
[name=" '황제의 칼날'"]  그들에게 네 진짜 정체를 아직 사실대로 알리지 않았나 보군.

[name="“皇帝的利刃”"]  这也是你的计划？
[name="「皇帝の利刃」"]  これも計画の一環か？
[name="“Emperors' Blade”"]  Is this part of your plan?
[name=" '황제의 칼날'"]  이것도 네 계획인가?

[name="感染者"]  ......什么......计划？
[name="感染者"]  ……計画？　一体なんの話だ？
[name="Infected"]  ...Plan...? What plan?
[name="감염자"]  ……계획이라니?

[name="盾卫"]  你在污辱谁？！
[name="盾兵"]  貴様、俺たちを惑わす気か！？
[name="Shieldguard"]  How dare you mock her?!
[name="방패병"]  날 모욕하는 거냐?!

[name="塔露拉"]  挑拨也要看人，刽子手。所有人共同的事业和我的身份间没有任何关系。
[name="タルラ"]  仲間割れを狙っているようだが、相手を間違えたな、殺し屋。私の身分と、彼らと共に実現すべき理想とは無関係だ。
[name="Talulah"]  You better watch who you are talking to before you try to provoke someone and turn people against her, executioner. My identity has nothing to do with the goal we are working toward here.
[name="탈룰라"]  이간질을 하려면 사람 봐 가면서 해라 이 살인마야. 우리 모두의 일과 나의 신분은 아무런 관계가 없어.

[name="“皇帝的利刃”"]  挑拨这个行为只能用以针对信任。你与他们之间存在信任关系一事，存疑。
[name="「皇帝の利刃」"]  仲間割れ？　それは仲間同士でしか成立しない。お前と彼らとの間に信頼が存在するかどうか、それさえ疑わしい。
[name="“Emperors' Blade”"]  You can only turn one against another if there existed trust between them in the first place. I doubt there is any trust between you and the rest of them.
[name=" '황제의 칼날'"]  이간질이라는 것도 어느 정도 믿음이 있어야지, 저들과의 사이에 믿음이 존재하는지조차 의심스럽군.

[name="“皇帝的利刃”"]  我只能假设，假设......你认定，在他们知道你的身份后，依然会信任你。
[name="「皇帝の利刃」"]  今はっきりしているのは、そうだな……お前は、彼らがお前の正体を知ってもなお、お前を信じるはずだと思い込んでいる――ということぐらいか。
[name="“Emperors' Blade”"]  I can only surmise... You believe the trust they have for you will remain unscathed even after they come to know who you really are.
[name=" '황제의 칼날'"]  난 그저 궁금할 뿐이야…… 저들이 네 신분을 알게 된 뒤에도 널 계속 믿을 수 있을지 말이야.

[name="塔露拉"]  一个为乌萨斯帝国暗地里实施屠杀的蒙面恶棍？这里没人需要他来评判。
[name="タルラ"]  帝国のために陰で虐殺を繰り返してきた畜生以下の覆面殺人鬼のお前に、私のことについてどうこう言われる筋合いはない。
[name="Talulah"]  All that coming from a masked villain that carries out covert massacres at the Ursus Empire's behest? I'm afraid no one here needs to be criticized by your kind.
[name="탈룰라"]  우르수스 제국을 위해 보이지 않는 곳에서 살육을 일삼은, 정체불명의 악당을 과연 누가 믿으려 할까?

[name="“皇帝的利刃”"]  你的语言很激烈......也很自信。
[name="「皇帝の利刃」"]  粗野な言葉遣い……そして満ち溢れる自信。
[name="“Emperors' Blade”"]  Your words are strong... and confident.
[name=" '황제의 칼날'"]  말이 거칠군…… 자신감도 넘치는 것 같고.

[name="“皇帝的利刃”"]  如果这也符合你的安排......那么，我需要重估现下的局势。
[name="「皇帝の利刃」"]  これもお前の思惑通りなら……私は現状を再検証する必要がある。
[name="“Emperors' Blade”"]  If this is as you expected... Very well, I must reassess the situation.
[name=" '황제의 칼날'"]  만약 지금 상황도 네 계획대로인 거라면…… 현황을 재평가해야 할 것 같군.

[name="“皇帝的利刃”"]  就此告别。请记住，我们与他们有共同点。
[name="「皇帝の利刃」"]  今日はここで撤収する。しかし覚えておくがいい。私とお前の周りにいる者には共通点があるということを。
[name="“Emperors' Blade”"]  I bid you goodbye, then. Remember this well. There is one thing we share with the people standing around you.
[name=" '황제의 칼날'"]  여기서 그만 헤어지도록 하지. 명심해 둬라, 우리와 그들 사이에는 공통점이 있다는 걸.

[name="“皇帝的利刃”"]  对你抱着不信任的态度这点，是我与你身边人的共通处。即使是一小点我们的信任，你也应该用行为去争取。
[name="「皇帝の利刃」"]  それはお前に対して不信感を抱いているということだ。たとえ取るに足らない程度の信用でも、お前は行動によって勝ち取るべきだ。
[name="“Emperors' Blade”"]  We have no trust in you. You must take action to earn even the tiniest trickle of trust.
[name=" '황제의 칼날'"]  나와 네 곁에 있는 사람들 모두 널 믿지 않아. 우리로부터 일말의 신뢰라도 얻으려면 네 행동으로 증명해야 할 거다.

[name="塔露拉"]  ......
[name="タルラ"]  ……
[name="Talulah"]  ......
[name="탈룰라"]  ……

[name="塔露拉"]  停下。
[name="タルラ"]  待て。
[name="Talulah"]  Stop.
[name="탈룰라"]  멈춰.

[name="“皇帝的利刃”"]  嘶......你有疑问。
[name="「皇帝の利刃」"]  シュー……まだ何か質問が？
[name="“Emperors' Blade”"]  *Hiss*... You have a question?
[name=" '황제의 칼날'"]  스으으으…… 질문이라도 있나.

[name="塔露拉"]  你伤害了我的同胞。你知道我们在这里。
[name="タルラ"]  お前は私の同胞を傷つけた。そして、私たちの居場所も知った。
[name="Talulah"]  You attacked my people. You know we are here.
[name="탈룰라"]  넌 내 동료를 해쳤다. 우리가 이곳에 있는 것도 알고 있었지.

[name="“皇帝的利刃”"]  什么......我是否误解了你的表达。
[name="「皇帝の利刃」"]  ……何が言いたい？
[name="“Emperors' Blade”"]  Am I perhaps misunderstanding you?
[name=" '황제의 칼날'"]  그래서…… 무슨 말이 하고 싶은 거지?

[name="塔露拉"]  你想回去向谁告密？
[name="タルラ"]  この秘密を、帰って誰に報告するつもりだ？
[name="Talulah"]  Who are you trying to rat our secrets out to?
[name="탈룰라"]  돌아가서 누구에게 밀고할 셈인 거냐?

[name="“皇帝的利刃”"]  呼......
[name="「皇帝の利刃」"]  コホー……
[name="“Emperors' Blade”"]  *Huff*...
[name=" '황제의 칼날'"]  후우우우……

[name="“皇帝的利刃”"]  哪一个秘密？
[name="「皇帝の利刃」"]  秘密とは、何を指している？
[name="“Emperors' Blade”"]  Which secret?
[name=" '황제의 칼날'"]  밀고라…… 어떤 비밀을 말하는 거지?

[name="塔露拉"]  战士们，我们不能让他暴露我们的位置。
[name="タルラ"]  お前に私たちの居場所をバラされるわけにはいかない！
[name="Talulah"]  Soldiers, we can't let him give away our location!
[name="탈룰라"]  놈이 우리의 위치를 폭로하게 해선 안 돼.

[name="盾卫"]   (塔露拉，你有信心......打赢内卫吗？)
[name="盾兵"]   （タルラ……相手はウルサスの皇帝近衛兵だぞ……俺たちに勝ち目はあるのか？）
[name="Shieldguard"]   (Talulah, are you confident... you can defeat a Royal Guard?)
[name="방패병"]   (탈룰라, 너…… 근위병을 이길 자신이 있는 거냐?)

[name="塔露拉"]  (不这么做我们只可能损失更多......接连而来的纠察队甚至是帝国军人，只会让我们损失惨重！)
[name="タルラ"]  （やるしかない……監視隊や帝国軍までもが次々にやって来れば、その損失は計り知れない！）
[name="Talulah"]  (If we don't do this, we'll face even more losses down the line... We'll have the Patrol Unit and even the Ursus army hunting us down day and night!)
[name="탈룰라"]  (안 그러면 우리는 더 큰 피해를 입게 될 테니까 …… 감시팀에다 제국군까지 쳐들어오면 우리만 더 큰 피해를 입게 될 거다!)

[name="塔露拉"]  (皇帝内卫想要对我们的行动做出反应也是需要时间的。)
[name="タルラ"]  （いいか？　やつは今、我々の出方を待っている。）
[name="Talulah"]  (It takes the Royal Guards time to respond to our actions.)
[name="탈룰라"]  (황제의 근위병도 우리의 행동에 반응하려면 시간이 필요하겠지.)

[name="塔露拉"]  (只有迅速控制住面前的敌人，我们才能在撤退与深入两者间做出选择。想要有得选，就得当机立断！)
[name="タルラ"]  （敵の動きを止めて初めて、撤退か追撃かの選択肢が得られる……選ぶ権利が欲しければ、躊躇してる暇はない！）
[name="Talulah"]  (Only if we bring the enemy in front of us under control now will we have the choice between retreating or pressing forward later. If we want to be able to pick, we have to act now!)
[name="탈룰라"]  (눈앞의 상대를 재빨리 제압해야만 후퇴와 전진 중 하나를 선택할 수 있어. 선택할 때는 꾸물거려선 안 돼!)

[name="塔露拉"]  而且，尽管我们应当小心，我们却没理由畏惧他。他只是恐怖的代言人，而恐怖在对不公的愤怒面前不堪一击。
[name="タルラ"]  戦士たちよ！　必要以上に奴を恐れる必要はない！　相手は恐怖の化身かもしれないが、不平等に対する怒りに恐怖が敵うものか！
[name="Talulah"]  Besides, while we may need to raise our guards against him, we have no reason to fear him. He represents fear, but fear doesn't stand a chance against our anger for our unjust treatment.
[name="탈룰라"]  조심해서 나쁠 건 없지만 놈을 두려워할 이유는 없어. 놈은 공포의 대변인일 뿐이야, 불평등에 대한 분노 앞에서 공포는 쉽게 무너지지.

[name="盾卫"]  ——对，游击队没理由害怕这些帝国的杀手！
[name="盾兵"]  ――そうだ。遊撃隊が帝国の殺し屋を恐れる理由などない！
[name="Shieldguard"]  —She's right. The guerrillas have no reason to fear the empire's murderers.
[name="방패병"]  ……그래, 유격대는 저 제국의 살인마를 두려워할 이유가 없어!

[name="盾卫"]  畏畏缩缩的还算感染者的盾与枪吗？一个人再怎么样也不是团结起来的我们的对手！他只是一个刽子手而已！
[name="盾兵"]  ここで恐れるなど、それでも感染者の盾と槍を名乗る戦士か！？　近衛兵一人がいかに足掻こうが、団結した俺たちの相手ではない！　奴はただの人殺しだ！
[name="Shieldguard"]  How can we still call ourselves the Aegis of the Infected if we just tremble in fear? A lone man is no match for all of us, united! He's just a lone executioner, nothing more!
[name="방패병"]  감염자의 창과 방패가 되어서, 무섭다고 벌벌 떨 면 안 되지. 아무리 대단해도 혼자서는 하나로 똘똘 뭉친 우릴 상대할 수 없다. 놈은 일개 살인자일 뿐이다!

[name="“皇帝的利刃”"]  一个人......并不是。
[name="「皇帝の利刃」"]  一人？　……違うな。
[name="“Emperors' Blade”"]  You are mistaken about one thing... I am not here alone.
[name=" '황제의 칼날'"]  혼자라…… 그건 아니지.

[name="“皇帝的利刃”"]  你们身后还有一个。
[name="「皇帝の利刃」"]  お前たちの後ろに、もう一人。
[name="“Emperors' Blade”"]  There is one more of us behind you.
[name=" '황제의 칼날'"]  너희 뒤에 하나 더 있다.

[name="盾卫"]  ......
[name="盾兵"]  ……！
[name="Shieldguard"]  ......
[name="방패병"]  ……

塔露拉来时的道路上，现在也矗立着一个身穿大衣的“人”。
タルラの来た方角にはすでに、コートをまとった人影がもう一人、静かに佇んでいた。
A figure wearing a large overcoat stands solemnly on the path Talulah just took.
탈룰라가 지나온 길에, 외투를 걸친 '사람' 하나가 우두커니 서 있었다.

灰蒙天空坠下片片白色，沾上他的风衣的雪片忽然变成黑色，进而碎裂、散落在地，污浊如泥。
薄暗い空からはらはらと舞い落ちる雪が、そのコートにも降りる。しかしそれは瞬く間に黒く染まり、砕け散って地面へと落ちた……まるで泥のように濁った滴と化して。
Each and every flake of white snow, falling from the gray sky up above, abruptly turns black as it lands on his coat, before disintegrating and scattering across the ground as ashes.
잿빛 하늘에서 떨어지던 새하얀 눈송이는 그의 코트에 닿는 순간, 검게 변하더니 산산이 조각난 채 바닥을 더럽혔다.

[name="塔露拉"]  有两个......？！
[name="タルラ"]  二人……！？
[name="Talulah"]  There's two of them...?
[name="탈룰라"]  둘이라고……?!

[name="盾卫"]  这算什么？用两个人堵截我们几十个人？荒唐！
[name="盾兵"]  だからなんだ？　たった二人で我々数十人を包囲したつもりか？　思い上がるな！
[name="Shieldguard"]  So what? Just the two of you trying to cut off the dozens of us? Ridiculous!
[name="방패병"]  그래서 뭐 어쨌다는 거냐? 고작 둘이서 수십 명의 우리를 막겠다고? 터무니없는 소리!

[name="“皇帝的利刃”"]  科西切之女，我们假定你已经做出了这样一个判断：他们不会因为你的身份就质疑你。
[name="「皇帝の利刃」"]  コシチェイの娘よ。お前は「彼らは自分の正体を知っても、自分を疑わない」と判断した、そう仮定しよう。
[name="“Emperors' Blade”"]  Daughter of Kashchey, allow me to postulate that you've come to the following conclusion: Your peers will not be suspicious of you merely because of your identity.
[name=" '황제의 칼날'"]  카셰이의 딸, 네 신분 때문에 저들이 널 의심하지 않을 거라고 판단하는 건가?

[name="“皇帝的利刃”"]  我们可以验证一下结果。如果你的判断是错误的，你父亲给我们的承诺，全都就此作废。
[name="「皇帝の利刃」"]  ならば、その検証を行なっても構わないだろう？　だがお前の判断が誤りだった場合、お前の父親と我々の間で交わされた約束は、その場で全て無効と見なされる。
[name="“Emperors' Blade”"]  Then let us verify the results. If your judgment proves incorrect, then the promise your father made to us shall be considered void.
[name=" '황제의 칼날'"]  우리가 그 결과를 입증해 주지. 네 판단이 틀렸다면 네 아버지가 우리에게 했던 약속을 없던 일로 쳐주겠다.

[name="感染者"]  什么东西......？
[name="感染者"]  一体何の話なんだよ……？
[name="Infected"]  What is he talking about...?
[name="감염자"]  뭐야, 그건……?

[name="盾卫"]  ......
[name="盾兵"]  ……
[name="Shieldguard"]  ......
[name="방패병"]  ……

[name="盾卫"]  你还在胡思乱想什么！
[name="盾兵"]  何をくだらないことを考えている！？
[name="Shieldguard"]  What are you people daydreaming about?!
[name="방패병"]  대체 무슨 짓을 하려는 거야!

[name="盾卫"]  别发呆了！他们可不只是要塔露拉的命！
[name="盾兵"]  ボヤボヤするな！　奴らの狙いはタルラの命だけじゃないんだぞ！
[name="Shieldguard"]  Snap out of it! They're not just after Talulah!
[name="방패병"]  정신 바짝 차려, 놈들이 원하는 건 탈룰라의 목숨만이 아니야!

[name="感染者"]  ......啊？！
[name="感染者"]  ……あ！？
[name="Infected"]  ...What?!
[name="감염자"]  ……뭐?!

[name="盾卫"]  你以为在她死后，你们还能从这两个杀人狂手里活下来吗？
[name="盾兵"]  彼女が死ねば、この殺人鬼どもが俺たちのことを見逃してくれるとでも思ってるのか！？
[name="Shieldguard"]  Do you think these murderers will just let the rest of us go once she's dead?
[name="방패병"]  탈룰라가 죽은 뒤에 저놈들의 손에서 너희들이 무사할 것 같아?

[name="盾卫"]  保护塔露拉！
[name="盾兵"]  タルラを守れ！
[name="Shieldguard"]  Protect Talulah!
[name="방패병"]  탈룰라를 지켜야 해!

[name="塔露拉"]  不......保护战士们！
[name="タルラ"]  いや……戦士たちを守れ！
[name="Talulah"]  No... Protect the soldiers!
[name="탈룰라"]  아니…… 전사들을 지켜라!

[name="塔露拉"]  第一步，把他们逼退！第二步，确保撤退路线！第三步，保护好自己！
[name="タルラ"]  まずは奴らにプレッシャーをかけ、後退させるんだ！　撤退ルートを確保したら、最後は自分の身を守れ！
[name="Talulah"]  First, push them back! After that, secure a way out! Finally, protect yourselves!
[name="탈룰라"]  첫째, 놈들을 퇴각시킨다! 둘째, 퇴로를 확보한다! 셋째, 자신을 지킨다!

[name="塔露拉"]  现在这时候继续深入就不要想了！保存有生力量，保住自己的命！
[name="タルラ"]  無理に敵を仕留めることなど考えるな！　限りある力を温存し、死なないように己を守るんだ。いいな！
[name="Talulah"]  Don't think too hard about it all right now! Just do everything you can to stay alive!
[name="탈룰라"]  이제부터 전진 같은 건 잊어버려! 남은 체력을 유지해 살아남아라!

[name="塔露拉"]  因为......只有活着才能做些什么，要是死了就什么都没了！
[name="タルラ"]  生きてさえいれば……また始められる。しかし死んでしまったら、そこで全ておしまいだ！
[name="Talulah"]  After all... there is nothing we can do if we aren't alive. If they kill us here, it'll all be over!
