我们一生都在飞翔，有谁想过，自己最后会停在哪儿吗？
僕たちはみんな生涯飛び続け、自分が最後にどこで止まるかなんて考えたこともない。
We spend our entire lives flying. Has anyone ever stopped to wonder where we will end up?
한 평생을 날아다녔던 우리가, 어딘가에 멈춰설 거라고 누가 상상이나 했을까?

带着湿意的家乡的风，口中总有消散不去咸盐的滋味。
湿り気のある故郷の風はしょっぱくて、口の中にいつまでも残っている。
The humid breeze from back home, and the saline taste it leaves in the mouth.
습한 고향 땅의 바람… 입 안에는 항상 소금처럼 짠 맛이 감돈다.

刺疼人的烈日，难忍的高温，还有繁华留在皮肤上的印记和空旷城市中凝滞的气流。
突き刺さるほど強烈な陽射しと耐え難い高温、そして繁華が皮膚に刻み込んだ印と大都市に淀む空気。
The scorching sun, the unbearably high temperatures, the marks the hustle and bustle leave behind on the skin, and the air currents that gather in the open, spacious city.
따가울 정도로 강하게 내리쬐는 태양, 잔인하게 뜨거운 고온의 날씨, 피부에 선명하게 남아있는 각인과 광활한 도시의 정체된 기류.

我体验过，这些我都体验过。
僕はすべてを体験した。この身をもって。
I’ve experienced it. I’ve experienced it all.
경험해 보았었다. 전부 경험해 보았던 것들이다.

我想或许有一天，我终究会回到那个地方。
いつかまた、あの場所へ戻る日が来るのかもしれない。
Maybe someday I will make it back to that place.
어쩌면 언젠가는, 그곳에 돌아갈 수 있겠지.

10:10 A.M.  天气/晴
[name="Purestream"]  And now we’re so close that we go shopping together!
[name="퓨어스트림"]  근데 지금은 같이 쇼핑도 갈 정도로 친해졌다니까?!

[name="清流"]  啊，对对，还有惊蛰小姐也是，看着是有点凶，其实人超级好。
[name="セイリュウ"]  あとあと、レイズ姉さんも見た目は怖いけど、実はすっごくいい人なの。
[name="Purestream"]  Oh, right, and Miss Leizi too. She may look scary, but she’s actually a really nice person.
[name="퓨어스트림"]  아, 맞다 맞다, 레이즈 언니도 보기엔 좀 무서워 보여도, 사실 엄청 좋은 분이야.

[name="清流"]  你见过她怎么对付坏掉的录像机吗？就这么“啪”地一下，“咚”地锤上去，我还以为会被拍坏呢，没想到真的修好了！
[name="セイリュウ"]  こないだなんてビデオレコーダーをバシバシ叩いてて、壊そうとしてるのかと思ったら修理してるって言うからびっくりしちゃって。でも気付いたら直っちゃってたんだ！
[name="Purestream"]  Have you seen what she does to broken video monitors? She just whacks them like this. I thought that’d break them, but that’s how she fixes them!
[name="퓨어스트림"]  레이즈 언니가 고장난 카메라 수리하는 거 저번에 못 봤지? 그냥 망치로 이렇게 퍽! 하고 쿵! 하길래 고장낸 줄 알았는데, 진짜 고쳐졌더라고!

[name="苦艾"]  电器不是一直都这么修理的吗？接触不良的时候敲敲就好了。
[name="アブサント"]  電化製品の修理ってそういうものじゃない？　接触不良の時は、叩くと直ることが多いよ。
[name="Absinthe"]  Isn’t that how you fix electronics? You just need to hit them when they aren’t working well.
[name="압생트"]  가전제품은 다 그렇게 수리하는거 아닌가? 접촉 불량일 때는 때리면 다 고쳐지던데.

[name="清流"]  这么说也是，我老家大家也都这么干。蛮有效的。
[name="セイリュウ"]  確かに実家でもよくそうやってたっけ。あれすっごく効くよね。
[name="Purestream"]  That’s true. Everyone back home does that. It works like a charm.
[name="퓨어스트림"]  그건 그렇네… 하긴, 우리 고향 사람들도 그랬었어…

[name="苦艾"]  嗯。不行就多拍两下。
[name="アブサント"]  うん。叩いて直らなかったら、もう何回か叩いてみるんだ。
[name="Absinthe"]  Yep. If it doesn’t work, whack it a few more times.
[name="압생트"]  응. 그래도 안 되면 한 번 더 때려보면 돼.

[name="清流"]  没错没错！
[name="セイリュウ"]  うんうん！
[name="Purestream"]  Yep, exactly!
[name="퓨어스트림"]  응응!

[name="苦艾"]  这样啊，原来他们是同乡人......
[name="アブサント"]  それにしても、あの二人は同郷だったんだね……
[name="Absinthe"]  I see, so they are old friends back home.
[name="압생트"]  그렇구나, 두 분은 고향 친구……

[name="苦艾"]  ......
[name="アブサント"]  ……
[name="Absinthe"]  ......
[name="압생트"]  ……

[name="清流"]  哎，打起精神来，不要这副表情！
[name="セイリュウ"]  どうしたの？　元気出して。そんな浮かない顔しないでよ！
[name="Purestream"]  Oh, cheer up. Don’t look like that!
[name="퓨어스트림"]  잠깐 잠깐, 정신차려! 그런 표정 짓지 말라구!

[name="清流"]  我就知道，你还是在意凛冬同学她们几个人对不对？
[name="セイリュウ"]  もしかして、まだズィマーたちのこと気にしてるの？
[name="Purestream"]  I know, you’re thinking about Zima, Leto, and the others, right?
[name="퓨어스트림"]  너, 지금 또 지마랑 그 친구들 생각했지?

[name="清流"]  下次我陪你一起去，烈夏同学我还挺熟的，她很好说话的！不管有什么问题，大家都得先认识之后才好沟通嘛。
[name="セイリュウ"]  次はわたしもついてくからさ。リェータは気さくだし、わたしも仲いいから！　どんなことでも、まずはお互いを知らなきゃね。通じる話も通じなくなっちゃうよ。
[name="Purestream"]  I’ll come with you next time. I’m friends with Leto. You two will hit it off right away! Once you get to know each other, it’ll be much easier to talk to them.
[name="퓨어스트림"]  다음에 나랑 같이 가자, 레토랑은 꽤 친하거든, 말도 잘 통하고! 무슨 일이든 간에, 일단 서로 친해지고 난 뒤에는 말이 잘 통하는 법이잖아.

[name="苦艾"]  ......嗯。我也这么觉得。迟早要和她们聊一聊......
[name="アブサント"]  ……うん。私もそう思う。いつかしっかり話してみないと……
[name="Absinthe"]  ...Yeah. I hope so too. I’ll have to talk to them sooner or later...
[name="압생트"]  ……응, 나도 그렇게 생각해. 조만간 한번 얘기해 봐야겠어……

[name="苦艾"]  ......
[name="アブサント"]  ……
[name="Absinthe"]  ......
[name="압생트"]  ……

[name="苦艾"]  谢谢你，清流姐。
[name="アブサント"]  セイリュウさん、ありがとう。
[name="Absinthe"]  Thanks, Purestream.
[name="압생트"]  고마워, 퓨어스트림 씨.

[name="清流"]  哎......你别这样，这么正经地道谢，我反而会害羞啦。
[name="セイリュウ"]  ええー……そんなかしこまってお礼されたら、照れちゃうよ。
[name="Purestream"]  Oh... You don’t have to thank me. It makes me embarrassed.
[name="퓨어스트림"]  뭐 그런 걸 갖고… 그렇게 정중하게 고마워하면 쑥쓰러워지잖아.

[name="极境"]  嗯，真不错，友情耀眼啊，是不是？我就是喜欢看到这种场面。
[name="エリジウム"]  いやーいい、実にいいよ。眩しい友情ってやつだね。ああいうほっこりするやり取りってサイコーだよね。
[name="Elysium"]  Ah, what a wonderful display of friendship. Dazzling, don’t you agree? I love seeing these situations play out before my eyes.
[name="엘리시움"]  이야~ 좋아, 정말 좋아~ 우정이란 눈부신 것이지. 안 그래? 나는 이런 장면이 그렇게 좋더라고~

[name="极境"]  这让我能想起自己刚来罗德岛的时候，也是这么怕生害羞......
[name="エリジウム"]  ロドスに来たばかりの頃、僕も人見知りでシャイだったことを思い出すよ……
[name="Elysium"]  This reminds me of how shy I used to be when I first got here...
[name="엘리시움"]  내가 처음 로도스 아일랜드에 왔을 때가 생각 나네. 그땐 나도 저렇게 낯가리고 쑥스러워 했었는데……

[name="棘刺"]  你确定你有这种时候？
[name="ソーンズ"]  そんな時期があったか？
[name="Thorns"]  Are you sure you were ever shy?
[name="쏜즈"]  그런 적이 있었다고? 확실해?

[name="极境"]  当然有！你别总是拆我的台！
[name="エリジウム"]  あったでしょ！　何でもかんでも茶々入れないでよ！
[name="Elysium"]  Of course I was! Stop ruining my moment!
[name="엘리시움"]  아 쫌! 자꾸 옆에서 태클걸지 말라고!

[name="极境"]  就算是我也是需要适应期的，当时的情况和现在差得挺远，罗德岛还没有那么多人，大家也都比现在要严肃多了。
[name="エリジウム"]  僕にだって順応する期間が必要だったの。当時と今とじゃ状況がぜんぜん違ってて、ロドスはまだそんなに人がいなかったし、みんな今よりずっと厳しかったしね。
[name="Elysium"]  Even I need time to ease into things. Besides, Rhodes Island used to be a very different place. We didn’t have that many people on board, and everyone was a lot more serious than they are now.
[name="엘리시움"]  나도 적응기가 필요했지만, 그때 상황은 지금이랑은 완전히 달랐어. 로도스 아일랜드에는 지금처럼 사람도 많이 없었고, 다들 지금이랑은 달리 엄청 엄격했거든.

[name="清流"]  欸，是这样吗？凯尔希医生的话，感觉确实一直都会这么严肃，但是其他人也是吗？可露希尔小姐呢？还有阿米娅呢？
[name="セイリュウ"]  ええ、そうなの？　ケルシー先生は確かにずっとそんな感じだろうけど、ほかの人たちも？　クロージャさんとか、アーミヤも？
[name="Purestream"]  Eh, really? I can see Dr. Kal'tsit being strict. She still is. But how about everyone else? How was Miss Closure? And what about Amiya?
[name="퓨어스트림"]  와, 정말? 켈시 선생님이야 늘 엄격한 느낌이긴 하지만, 다른 사람들도 그랬다고? 클로저 씨나 아미야도?

[name="极境"]  凯尔希医生那当然啦！可露希尔小姐当时忙得整天见不到人，等到把舰内整得差不多了，才稍微闲下来，又开始捣鼓那些机械。
[name="エリジウム"]  ケルシー先生のことは言うまでもないでしょ！　クロージャさんは多忙で滅多に会えなかったし、艦内の整備がほぼ落ち着いて余裕ができたと思ったら、機械いじりを始めちゃったし。
[name="Elysium"]  Well, you know how Dr. Kal'tsit is. As for Miss Closure, since she was always busy, we rarely ever got a glimpse of her. She only slowed down a little after she got everything on the ship in order, before getting busy again with her robots.
[name="엘리시움"]  켈시 선생님이야 뭐 더 말할 것도 없겠지. 클로저 씨는 바빠서 코빼기도 보이지 않았었어. 함내가 좀 정리됐다 싶으면 들어가서 잠깐 쉬다가 또 기계들만 만지작거렸으니.

[name="极境"]  嗯......我想想，要说我刚来的时候，那都是两年前了。
[name="エリジウム"]  思い返せば、僕が来てからもう二年も経つんだね。
[name="Elysium"]  Hm... Let’s see. It was about two years ago when I first got here.
[name="엘리시움"]  음…… 가만보자…… 내가 처음 왔을 때라, 벌써 2년 전이네.

[name="极境"]  那个时候阿米娅都还是个小孩子呢，比现在还矮一点，小芽菜似的。
[name="エリジウム"]  あの頃、アーミヤはまだまだ子供でさ、今より背も低くて、もやしみたいだったなぁ。
[name="Elysium"]  Amiya was still a kid back then. She was a bit shorter, like a sprout.
[name="엘리시움"]  그때 아미야는 아직 꼬맹이였어. 지금보다 키가 좀 더 작았는데, 어린 새싹 같았지.

[name="极境"]  哈哈，虽然要我说，她现在也还算不上是大人，但是看她的表情，已经完全不一样了。
[name="エリジウム"]  ハハッ、僕からしたら彼女はまだ大人とは言えないけど、顔つきは今やまるで別人だよ。
[name="Elysium"]  Haha, I have to say. She still isn’t quite an adult, even though her expression is a lot different now.
[name="엘리시움"]  하하, 내가 보기엔 지금도 어른같아 보이진 않지만, 지금 아미야를 보면 표정이 달라진 게 확실히 눈에 보여.

[name="苦艾"]  两年多前，那时候博士是什么样的？
[name="アブサント"]  二年前……その頃のドクターはどんな感じだったの？
[name="Absinthe"]  What was the Doctor like two years ago?
[name="압생트"]  2년 전 이라면, 그럼 그때의 박사는 어땠나요?

[name="清流"]  欸，博士也在吗？
[name="セイリュウ"]  えっ、ドクターもいたの？
[name="Purestream"]  Eh, was the Doctor here too?
[name="엘리시움"]  어? 박사가 있었던가?

[name="棘刺"]  那个人没有比我们早来多久吧。
[name="ソーンズ"]  ああ、だがあの人は俺たちよりもずっと前からいたわけではないはずだ。
[name="Thorns"]  I believe the Doctor joined shortly before we did.
[name="쏜즈"]  그 사람은 우리보다 그렇게 일찍 오지는 않았을 텐데?

[name="苦艾"]  是这样吗，但是，我听说博士原本就是罗德岛的一员？
[name="アブサント"]  そうなんですか？　でもドクターはずいぶん昔からロドスの一員って話を聞いたんですが……
[name="Absinthe"]  Really? But I thought the Doctor was one of the founders of Rhodes Island?
[name="압생트"]  그렇군요, 하지만 박사는 원래부터 로도스 아일랜드의 일원이었다고 들었는데……

[name="极境"]  啊......这个问题啊，这个问题不太好回答。
[name="エリジウム"]  あーそれね……そのことは僕もなんて答えたらいいか……
[name="Elysium"]  Well... that’s a tough question to answer.
[name="엘리시움"]  아…… 그거 말이지… 그 문제는 대답하기 어려울 거 같은데……

[name="极境"]  说实话，我也搞不清之前到底发生了什么，好像是在我来之前曾经出过什么事，知情的人不多，队长也不和我提。
[name="エリジウム"]  と言うよりも、昔のことは僕もよく知らないんだ。僕が来る前に何かあったらしいけど、事情を知る人があんまりいなくてね。隊長も教えてくれないし。
[name="Elysium"]  To tell you the truth, I’m not entirely sure what happened myself. I think something happened to the Doctor before I got here, and not many people know about it. The captain wouldn’t tell me about it, either.
[name="엘리시움"]  전에 무슨 일이 일어났는지는 사실 나도 잘 몰라. 아마 내가 오기 전에 무슨 일이 있었던 것 같은데, 사정을 아는 사람이 그렇게 많지는 않나봐. 팀장도 말을 안 해주더라고.

[name="极境"]  总之在龙门那件事之前，我也从没见过博士啦。Ace大哥他们倒是偶尔会提起博士这么个人......
[name="エリジウム"]  とにかく龍門の件以前は、ドクターに会ったことはないよ。Aceさんたちがたまにドクターのことを話してたのは覚えてるけど……
[name="Elysium"]  Anyway, I never met the Doctor until everything that went down in Lungmen. Ace certainly did raise the topic from time to time, though.
[name="엘리시움"]  어쨌든 용문에서의 그 사건 전까지는 나도 박사를 만나본 적이 없어. 에이스 씨네 팀에서는 가끔 박사에 대해 이야기 하긴 하지만……

[name="极境"]  不管怎么说，现在不也挺好的？阿米娅，凯尔希医生，还有博士三个人相处得也不错，新干员也渐渐多起来，以后肯定会越来越热闹。
[name="エリジウム"]  何はともあれ、今のロドスもいい感じだと思うでしょ？　アーミヤにケルシー先生、それからドクターの三人も仲よくやってるしさ、新メンバーも増えてきたし、これからますます賑やかになるよ。
[name="Elysium"]  In any case, I’d say the way things are now isn’t too bad. Amiya, Dr. Kal'tsit, and the Doctor all get along with each other, and we’re bringing in more and more operators. Things are going to get even busier here.
[name="엘리시움"]  아무튼 지금은 괜찮잖아? 아미야, 켈시 선생님, 박사까지 이렇게 셋은 서로 잘 지내는 것 같고… 새로운 오퍼레이터도 점점 많아질 테니 앞으론 더욱 시끌벅적 해 지지 않을까?

[name="极境"]  这么一看，当初我决定留下果然是正确的，我已经受够压抑无聊的地方了。
[name="エリジウム"]  あの時ここに残るって決めて正解だったな。退屈な場所にいるなんてもううんざりだからさ。
[name="Elysium"]  From that point of view, I think I made the right decision when I decided to stay. I’ve had my fill of gloomy, boring places.
[name="엘리시움"]  이렇게 보면, 역시 그때 여기 남기로 결정하길 잘 했지. 난 이제 답답하고 따분한 곳은 질색이거든.

[name="极境"]  现在就算不做信使，也能有机会到处走走，看到很多不一样的风景，最后还有个能回的地方，嗯嗯，这样就足够了。
[name="エリジウム"]  ここじゃトランスポーターじゃなくても、あちこち出かけていろんな景色を見ることができるし、帰る場所だってある。もう、それで十分さ。
[name="Elysium"]  I may not be a Messenger, but I still get the chance to travel to different places, see different sights, and have a place to call home. That’s more than enough for me.
[name="엘리시움"]  지금은 전달자 일을 안 해도 여기저기 돌아다닐 수 있는 기회가 생겨. 덕분에 색다른 풍경도 많이 볼 수 있고, 일이 끝나고 돌아올 수 있는 곳도 있고… 음… 이 정도면 충분해.

[name="棘刺"]  说到这个，你离开后有没有回去过？
[name="ソーンズ"]  そういえば、お前は帰ったことはあるのか？
[name="Thorns"]  Speaking of which, have you been back since you left?
[name="쏜즈"]  말이 나와서 말인데 너, 떠난 이후로 돌아가 본 적 있나?

[name="极境"]  你说哪儿？
[name="エリジウム"]  帰るってどこに？
[name="Elysium"]  Where?
[name="엘리시움"]  돌아가다니, 어디로?

[name="棘刺"]  伊比利亚。
[name="ソーンズ"]  イベリア。
[name="Thorns"]  Iberia.
[name="쏜즈"]  이베리아.

[name="极境"]  完全没有！
[name="エリジウム"]  あるわけないでしょ！
[name="Elysium"]  Not even once!
[name="엘리시움"]  아니 전혀!

[name="极境"]  其他的先不说......那里现在根本回不去吧？
[name="エリジウム"]  ほかはともかく、あそこに今帰れるはずないでしょ？
[name="Elysium"]  Even if we wanted to go back... it’s not quite possible, is it?
[name="엘리시움"]  돌아가고 자시고…… 지금 거기는 애초에 못 돌아가잖아?

[name="清流"]  我记得，极境先生和棘刺先生的家乡都是伊比利亚？
[name="セイリュウ"]  イベリアの話ってほとんど聞かないけど、一体どんなところ？
[name="Purestream"]  Both of you are from Iberia, right?
[name="퓨어스트림"]  엘리시움 씨와 쏜즈 씨의 고향은 이베리아였지?

[name="清流"]  之前我都没怎么听说过那里，那是个什么样的地方呢？如果回不去的话，大家不会想家吗？
[name="セイリュウ"]  帰れないんだったらホームシックになっちゃうんじゃない？
[name="Purestream"]  I haven’t heard much about that place. What is it like? If you can’t go back, don’t you miss home?
[name="퓨어스트림"]  생각해 보니 이베리아에 대해선 들어 본 적이 없네. 거긴 어떤 곳이야? 돌아갈 수 없다면, 고향이 그립진 않아?

[name="棘刺"]  不会。
[name="ソーンズ"]  ならない。
[name="Thorns"]  Nope.
[name="쏜즈"]  아니.

[name="极境"]  呃，嗯，这个嘛，想还是会想的啦。
[name="エリジウム"]  うーん、それは……たまにはあるかもね。
[name="Elysium"]  Uh, well, I guess I do miss Iberia a little.
[name="엘리시움"]  어… 음… 그게 뭐랄까… 그립기는 한데…

[name="清流"]  啊，抱歉，我是不是问了什么不该问的？
[name="セイリュウ"]  あ、ごめん。訊いちゃいけなかった？
[name="Purestream"]  Oh, I’m sorry, I guess I shouldn’t have asked.
[name="퓨어스트림"]  아, 미안… 내가 괜한 걸 물어봤…

[name="极境"]  没关系，也没有那么夸张，只是该怎么说呢，嗯，仔细想想，好像也没有什么特别值得一提的东西。
[name="エリジウム"]  ああ大丈夫、そんな大層なことじゃないよ。ただ何ていうか……よく考えてみたら、特にこれってものがないというか。
[name="Elysium"]  No, it’s not really a big deal. It’s just, how should I say this? Yeah, there’s not really much worthy of mention there, now that I think about it.
[name="엘리시움"]  괜찮아, 그렇게 오버할 것도 없지 뭐. 단지 뭐랄까, 음, 아무리 생각해 봐도 특별히 말해줄 만한 게 없는 것 같아서.

[name="极境"]  啊，不要露出那种表情啦，我倒不是有什么惨痛回忆，只是......嗯，伊比利亚是个对我来说比较无聊的地方吧。
[name="エリジウム"]  いやいやそんな顔しないでよ。べつに悲惨な思い出があるとかじゃないよ。ただ……イベリアは僕にとっては退屈な場所ってだけ。
[name="Elysium"]  Oh, don’t look like that. It’s not as if I have any painful memories of the place, but... yeah, Iberia was pretty boring for me.
[name="엘리시움"]  그런 표정 짓지말라고. 나는 고통스러운 기억이 있는게 아니라, 단지…… 음, 내 생각에 이베리아는 비교적 따분한 곳이라서 말이야.

[name="清流"]  老家会很无聊......吗？
[name="セイリュウ"]  故郷が退屈……なの？
[name="Purestream"]  Even though it’s your homeland...?
[name="퓨어스트림"]  고향이 따분할 수…… 있나?

[name="极境"]  无聊。那里太压抑了，简直让人喘不过气。
[name="エリジウム"]  うん。すごく抑圧的で、息苦しいんだ。
[name="Elysium"]  Yeah, it’s boring. It’s depressing to no end.
[name="엘리시움"]  따분해. 거기는 너무 답답해서 숨도 못 쉴 정도라니까.

[name="极境"]  我没法在那里生活，所以就离开了，只是这样哦。其他的，那里也不算很差吧......
[name="エリジウム"]  僕はあそこでは暮らしていけないって思ったから離れたのさ。でもほかの人にとっては、そう悪くないのかもしれない。
[name="Elysium"]  I couldn’t live there, and so I left. That’s all there is to it. Aside from that, I guess it wasn’t so bad.
[name="엘리시움"]  나는 거기선 도저히 못 살겠다 싶어서 떠났지. 그냥 그랬어. 다른 점은 그곳도 그렇게 나쁘진 않아……

[name="棘刺"]  那只是你的想法。
[name="ソーンズ"]  それはあくまでお前の考えだ。
[name="Thorns"]  That’s what you think.
[name="쏜즈"]  그건 단지 네 생각일 뿐이고.

[name="棘刺"]  对阿戈尔人，伊比利亚没有那么友好。
[name="ソーンズ"]  エーギルにとって、イベリアはそれほど友好的なところじゃない。
[name="Thorns"]  To us Ægirians, Iberia isn’t a very friendly place.
[name="쏜즈"]  이베리아는 에기르에게 그렇게 우호적이지 않거든.

[name="极境"]  啊......好像确实有这么回事，我知道的不多，我生活的那座城里，阿戈尔人很少。
[name="エリジウム"]  ああ……そうみたいだね。詳しくは知らないけど、僕が暮らしてた街にエーギルはあんまりいなかった。
[name="Elysium"]  Oh... I’ve heard a little about that, but I don’t know much about it. There weren’t a lot of Ægirians where I lived, after all.
[name="엘리시움"]  아…… 확실히 그랬었던 것 같기도 하네. 난 잘은 모르는데, 내가 살던 그 성 안엔 에기르가 별로 없었어.

[name="棘刺"]  很多人只能在城市边缘游荡，或者坚持住在封锁线旁，被裁判所追逐。能安稳生活的才是少数。
[name="ソーンズ"]  ほとんどは辺境をさまようか、封鎖線近くに留まって裁判所に追い立てられる生活を強いられる。平穏に暮らせるやつは少ない。
[name="Thorns"]  Most Ægirians lived on the streets in the city outskirts or stuck it out near the blockade line until the Inquisition went after them. Very few of us were lucky enough to live a peaceful life.
[name="쏜즈"]  대부분의 사람들은 성 변두리에서 방황할 수 밖에 없었다. 아니면 봉쇄선 근처에서 법정의 추적을 피해 버티며 살던가.

[name="棘刺"]  他们抓很多人，许多对于他们来说，切实有威胁的人。
[name="ソーンズ"]  連中は自分たちの脅威になる者を、大勢捕らえていた。
[name="Thorns"]  The Inquisition rounded up a lot of people. People that they deemed threats, and rightfully so.
[name="쏜즈"]  많은 사람들이 그러다 잡혀갔다. 대부분은 확실히 그들에게 있어 위협이 되는 사람들이었으니까.

[name="极境"]  ......
[name="エリジウム"]  ……
[name="Elysium"]  ......
[name="엘리시움"]  ……

[name="清流"]  欸，是这样吗？
[name="セイリュウ"]  え、そうなの？
[name="Purestream"]  Um, are you sure?
[name="퓨어스트림"]  말도 안돼… 정말로?

[name="苦艾"]  听起来很可怕。我记得，清流姐也是阿戈尔人吧？
[name="アブサント"]  怖いですね……そういえば、セイリュウさんもエーギルだよね？
[name="Absinthe"]  That sounds kinda scary. If I remember correctly, you’re an Ægirian too, aren’t you, Purestream?
[name="압생트"]  엄청 무섭네요… 퓨어스트림 언니도 에기르였죠?

[name="清流"]  嗯......但是炎国什么人都有，好像不怎么在意这种事，也没听说阿戈尔就不能做官员，大家都一样嘛。
[name="セイリュウ"]  うん……でも炎国にはいろんな種族がいるから、そういうことはあんまり気にしないみたい。エーギルだと役人になれないとかは聞いたことないし、みんな同じ扱いだったよ。
[name="Purestream"]  Yeah, but there are people of all races in Yen, so no one seemed to mind. I haven’t heard of Ægirians being barred from any official positions, either. Everyone’s equal.
[name="퓨어스트림"]  응…… 그래도 염국엔 다양한 사람들이 있었거든, 그런 걸로 신경은 안 썼던 것 같아. 에기르라고 관직에 못 올라가고 그런 건 없었어, 모두가 평등했는데…

[name="清流"]  这么说来，罗德岛也不是很在意这些呢，我刚来的时候也很受大家照顾，第一次出外勤任务好像就是和极境先生一起的！
[name="セイリュウ"]  そういえば、ロドスもそんなこと気にしないよね。来たばかりの頃からみんなによくしてもらってるし。初めての外勤任務は確かエリジウムさんと一緒だったよね！
[name="Purestream"]  Now that I think about it, Rhodes Island doesn’t care much about races, either. When I first got here, everyone really took good care of me. Just like Mr. Elysium! He helped me out on my first field mission!
[name="퓨어스트림"]  그러고 보니, 로도스 아일랜드도 이런 쪽으론 신경쓰지 않지 않아? 내가 처음 왔을 때도 모두 나를 환영해주고, 처음 외부 임무를 나갈 때도 엘리시움 씨랑 함께였는걸!

[name="苦艾"]  我也是。上次任务时，我完全没有发现躲藏起来的敌人，多亏了极境先生......非常感谢。
[name="アブサント"]  私も。前回の任務の時は、隠れた敵に全然気付けなくて危なかったけど、エリジウムさんのおかげでなんとかなったし……あの時はどうもありがとう。
[name="Absinthe"]  Me too. On my last mission, some enemies got the drop on me. It’s all thanks to Mr. Elysium that I’m still here... Thank you very much.
[name="압생트"]  나도 그래. 저번 임무 때, 내가 숨어있는 적을 전혀 발견하지 못했었는데, 엘리시움 씨 덕분에…… 엘리시움 씨, 정말 고마웠어요.

[name="极境"]  啊，不用客气，因为我经常被调到不同的小队里嘛，大家都是队友，互相帮助是应该的。
[name="エリジウム"]  いやーいいのいいの。僕はしょっちゅういろんな小隊に編成されるから顔見知りばかりだし、みんな仲間ってわけ。助け合うのが当たり前さ。
[name="Elysium"]  Oh, no need to thank me. I get reassigned to different teams pretty often. We’re all teammates, so we should help each other out.
[name="엘리시움"]  뭐 그런 걸 가지고! 나는 자주 다른 팀에 배치되잖아, 동료들 사이에 당연히 서로 도와야지.

[name="苦艾"]  就算你这么说，对恩义还是应该好好道谢。
[name="アブサント"]  そう言われても、恩を受けたからにはきちんとお礼を言わないと。
[name="Absinthe"]  Even so, I must still thank you for your kindness.
[name="압생트"]  그렇긴 해도, 감사한 일은 감사한 일이니까요.

[name="极境"]  哎，小苦艾，在这种地方真的很顽固。我身边还真有不少这种人......
[name="エリジウム"]  アブサントちゃんって、そういうとこしっかりしてるっていうか頭が固いっていうか。僕の周りってそういうタイプが多いんだよね……
[name="Elysium"]  Absinthe, you’re always so stubborn when it comes to these things. I have way too many people around me like that...
[name="엘리시움"]  압생트는 이런 면으로는 은근히 고집이 세구나? 내 주변엔 이런 사람이 정말 많다니까……

[name="棘刺"]  比如你那个队长？
[name="ソーンズ"]  あの隊長もそうか？
[name="Thorns"]  Such as that captain of yours?
[name="쏜즈"]  예를 들면, 네 팀장 말인가?

[name="极境"]  虽然队长她也是，但你有没有意识到你自己也顽固得像臭石头？
[name="エリジウム"]  隊長もだけどさ……君もだよ。自覚ないの？
[name="Elysium"]  Yes, she’s one of those people, but have you ever noticed you’re very stubborn yourself?
[name="엘리시움"]  그렇지 우리 팀장도 그렇긴 한데…… 아니 잠깐, 이거 니 얘기라고! 넌 고집 안 센 줄 알아?

[name="清流"]  那位队长总是不说话，看起来就很酷呢......说出来不好意思，其实我有点点怕她。
[name="セイリュウ"]  あの隊長さん、無口でクールだよね……正直ちょっと近寄りがたくて怖いけど……
[name="Purestream"]  The captain doesn’t talk much, but she looks so cool... and I’m a little embarrassed to say this, but I’m actually a little scared of her.
[name="퓨어스트림"]  그 팀장님은 항상 말이 없으셔서 엄청 쿨해 보였는데…… 이렇게 말하면 좀 부끄럽지만, 사실 살짝 무섭기도 해.

[name="极境"]  我明白，我明白，这人看起来就很凶嘛。
[name="エリジウム"]  あーわかるわかる。見た目が怖いからね。
[name="Elysium"]  I get it, I get it. She does look very scary.
[name="엘리시움"]  아~ 뭔 말인지 알 거 같아. 확실히 무서워 보이긴 하지.

[name="极境"]  不过呢，其实队长只是长得凶，平常又没办法和大家交流，实际上她很好说话的。
[name="エリジウム"]  でもさ、怖いのはあの見た目だけだよ。みんなとはあんまりコミュニケーションとれてないけど、本当は話のわかる優しい人なんだ。
[name="Elysium"]  But, you know, she just looks scary and doesn’t try to talk to others much. She’s actually very easy to talk to.
[name="엘리시움"]  그렇지만 팀장은 그냥 겉보기에만 사나운 거고, 평소에 남들이랑 말 섞을 일이 별로 없어서 그래, 실제론 대화가 잘 통하는 사람이야.

[name="极境"]  下次遇见她的话，不如试试看和她打个招呼，那个人会很高兴哦，虽然可能看不出来，但是我可以担保！
[name="エリジウム"]  今度会ったら挨拶してみなよ。ぱっと見はわかんないだろうけど、すごく喜ぶから。僕が保証する！
[name="Elysium"]  The next time you see her, maybe you should try saying hi to her. She may not look it, but it’ll make her really happy. I guarantee it.
[name="엘리시움"]  다음에 만나면 인사 한번 해봐. 겉으로 티는 안 내도 분명 속으로는 엄청 기뻐할걸? 장담한다!

[name="苦艾"]  两位关系真的很好。
[name="アブサント"]  仲がいいんだね。
[name="Absinthe"]  It sounds like you two really get along.
[name="압생트"]  사이가 정말 좋나보네요.

[name="极境"]  算是吧......不管怎么说，毕竟我这条命都是队长救回来的嘛。
[name="エリジウム"]  まあそうかな。なんたって隊長は僕の命の恩人だからね。
[name="Elysium"]  Well, I guess we kind of do... After all, she was the one who saved my life.
