2:42 P.M.  天气/多云
[name="格雷伊"]  但毕竟很多听课的人其实自己就都......大概和我的爸爸妈妈一样，老师也不怎么愿意让还没有做好准备的人直面这些事......
[name="グレイ"]  授業を受けている多くの人が、実は感染者だから……きっと先生もぼくの両親と同じで、準備ができていない子に事実を直視させるのはまだ早いって思ってるんですよね……
[name="Greyy"]  I guess that's because a lot of us in class are Infected... and, maybe just like my parents, the teachers don't want to bring this up to the classmates who aren't prepared to face harsh truths like these.
[name="그레이"]  사실 수업을 듣는 사람들 대부분은 이미 감염자이기 때문에…… 아마 저희 부모님처럼, 선생님도 아직 마음의 준비가 되지 않은 사람들에게 이런 현실을 직면하게 하지 않으시려는 거겠죠……

[name="莱恩哈特"]  那倒确实是不方便大庭广众地揭人伤疤啊。
[name="レオンハルト"]  確かにみんながいる前で傷口をえぐるような真似はよくないよね。
[name="Leonhardt"]  Well, they probably don't want to rub their noses in it in front of everyone.
[name="레온하르트"]  하긴, 확실히 모두의 앞에서 대놓고 상처를 들춰낼 수는 없는 노릇이지.

[name="断崖"]  倒不仅如此。其实对许多人而言，所谓“感染者的处境”只靠授课这种途径是无法理解的。
[name="エアースカーペ"]  それだけじゃない。いわゆる「感染者の境遇」というものは、多くの場合、授業だけでは理解できやしないんだ。
[name="Ayerscarpe"]  I think there's more to it than that. You simply can't claim to understand the Infected's predicament just because you learn about it in class, and the teachers know that.
[name="에이어스카르페"]  그것뿐만이 아니다. 실제로 많은 사람에게 있어서 '감염자의 처지'란, 수업만으로는 온전히 이해할 수 없는 거지.

[name="断崖"]  那些有经济条件被送去医疗机构接受治疗的孩子，恐怕在成为感染者前，连什么是感染者都不得而知。
[name="エアースカーペ"]  経済的に余裕があって、医療機関で治療を受けられる子供たちは、恐らく感染者になる前は、感染者とは何かすら知ることがないだろう。
[name="Ayerscarpe"]  The children who come from families rich enough to have them treated at medical facilities probably don't even know what exactly the Infected are before they become one themselves.
[name="에이어스카르페"]  경제적인 여유가 있어 의료기구에 보내져 치료를 받은 아이들은, 감염자가 되기 전까진 감염자가 뭔지도 제대로 몰랐을걸.

[name="断崖"]  最多只会被家长警告不要和隔离区的“坏孩子”一起玩。
[name="エアースカーペ"]  せいぜい親に、隔離エリアの「悪い子」と一緒に遊んではいけないと注意されるくらいだ。
[name="Ayerscarpe"]  At most, they probably just know them as the 'bad kids' from the quarantine zone that their parents told them not to play with.
[name="에이어스카르페"]  기껏해야 부모님에게 격리구역에 있는 '나쁜 아이'와는 같이 놀지 말라는 얘기를 들은 정도겠지.

[name="断崖"]  甚至在富裕的城区会有生活优渥的批评家，把一些戏剧作品中难得出现的感染者的悲剧，嗤笑为是作者在无病呻吟，哼。
[name="エアースカーペ"]  裕福な街で豊かな生活をしている批評家の中には、感染者の悲劇を描いた数少ないドラマの脚本に対して、作者は大げさだと言ってあざ笑う奴さえいる……フンッ。
[name="Ayerscarpe"]  In the more affluent cities, there are even critics who complain about the tragedies Infected characters face in dramas and plays, writing them off as the exaggerations of the playwright.
[name="에이어스카르페"]  심지어 부유한 동네에서 풍족한 생활을 보내는 평론가들은, 일부 희극에 드물게 출현하는 감염자의 비극을 보며 작가들이 병에 걸리지도 않은 주제에 앓은 소리를 낸다며 비웃기도 해…… 쳇.

[name="断崖"]  剧院的常客们前脚还在为贵族千金为非感染者穷小子殉情的戏码落泪，后脚就能嘲笑起感染者花尽积蓄买了骗子的离奇药方把自己吃死的桥段老套。
[name="エアースカーペ"]  観客たちは、愛する貧乏な非感染者のために貴族の令嬢が命を絶つ場面には涙を流すくせに、感染者が有り金はたいて変な薬を買わされて死ぬようなくだりはバカにする。
[name="Ayerscarpe"]  The patrons who frequent the theaters always cry rivers when they see the noble and rich die for the non-Infected poor, but they laugh at cliches like the Infected getting swindled out of their savings for some miracle drug they ultimately overdose on.
[name="에이어스카르페"]  극장의 단골들은 귀족 나리가 비감염자 가난뱅이를 향한 연정에 목숨을 바치는 장면에서는 눈물을 흘리면서, 감염자가 지금까지 모은 돈을 몽땅 털어 사기꾼에게 수상한 약을 사 먹고 목숨을 잃는 진부한 장면에서는 오히려 비웃고는 하지.

[name="莱恩哈特"]  对他们来说，感染者似乎只是一群传闻居住在脏乱差环境中的恶棍，感染者的苦难就像精怪传说一样遥不可及，甚至是咎由自取吧。
[name="レオンハルト"]  彼らにとって感染者は、汚い環境の中に住んでいると噂の悪党と同じようなもんなんだよ。感染者の苦しみなんて妖怪の伝説くらいはるか遠くのもので、他人事だ。自業自得だと思ってさえいる……
[name="Leonhardt"]  To the rich, the Infected might as well be hooligans who supposedly live in disgusting places. The hardships the Infected face are like some exotic legends and fairy tales. They might even think the Infected only have themselves to blame for getting Infected.
[name="레온하르트"]  그들에게 있어서, 감염자란 그저 추잡한 환경에서 살아가는 소문 속의 불량배에 불과해. 감염자의 아픔은 마치 요괴 전설처럼 멀게만 느껴지고, 심지어는 자업자득이라고 여기기도 하고.

[name="莱恩哈特"]  没办法嘛，人都只知道自己知道的事。不知道的事情其实就和不存在于这片大地之上没什么两样。
[name="レオンハルト"]  ま、仕方ないって。人は自分が知ってることしか知らないんだよ。知らないことはこの大地に存在してないのと変わらないんだ。
[name="Leonhardt"]  And who can blame them? We all know only what we know. Anything we don't know might as well not exist in the whole world.
[name="레온하르트"]  어쩔 수 없어. 사람은 원래 자기 일밖에 모르는 법이니까. 알지 못하는 일은, 이 땅 위에 존재하지 않는 것과 다를 바가 없으니까.

[name="莱恩哈特"]  就好像有些人会疑惑为什么拉特兰人的铳发射的是实体源石制品而不是法术能量束，却不知道其实后者才是一种模仿。
[name="レオンハルト"]  ラテラーノ人の銃から発射されるのがアーツのエネルギービームではなく、源石製の弾丸であることを疑問に思う人がいるようにね……実はエネルギービームの方が模倣したものだってのに。
[name="Leonhardt"]  Just like how some people question why the Laterano guns shoot actual Originium instead of Arts energy beams, without even knowing guns that shoot the latter are just imitations.
[name="레온하르트"]  마치 일부 사람들이 라테라노의 총기에서 발사되는 것이 아츠 에너지가 아니라 실체 오리지늄 제품이라는 사실에 의혹을 품으면서, 사실은 전자야말로 모조품이라는 사실조차 모르는 것처럼 말이야.

[name="格雷伊"]  诶？原来会不知道的吗？
[name="グレイ"]  え？　知らない人がいるんですか？
[name="Greyy"]  Eh? There are people who don't know?
[name="그레이"]  엥? 그걸 모를 수도 있나요?

[name="莱恩哈特"]  哈哈哈，这就是知道的人没有办法理解不知道的人的实例了。毕竟格雷伊见过那些悠然自由到有点没边的拉特兰人和他们的铳嘛。
[name="レオンハルト"]  ハハッ、それだ。知ってる人が知らない人を理解できないといういい例だよ。グレイくんは、自由すぎるラテラーノ人と彼らの銃を見たことがあるからそう思うんだ。
[name="Leonhardt"]  Hahaha, this just shows how people in the know can't possibly understand those who don't know. I mean, you've met all those carefree Lateranos and seen their guns.
[name="레온하르트"]  하하하, 이게 바로 아는 사람은 모르는 사람을 이해할 수 없다는 좋은 예시야. 그레이는 자유분방하고 종잡을 수 없는 라테라노인과 그 사람들이 사용하는 총을 본 적이 있잖아.

[name="莱恩哈特"]  任何一名术师看了都能很快理解，仿造铳型的施术单元只学到了一个“型”，以折损输出效率作为代价，节省术师给法术定向和集束的功夫而已。
[name="レオンハルト"]  銃を模倣したアーツユニットは、ただ単に「型」をまねただけで、出力効率を犠牲にする代わりに、アーツの照準と集束テクニックを簡素化してるんだ。術師なら見ただけですぐにわかるよ。
[name="Leonhardt"]  Any caster should figure out right away the imitation Arts Units just take after the originals' shapes. They save their casters the trouble of having to aim and focus their Arts in exchange for a reduced output.
[name="레온하르트"]  어떤 캐스터라도 보면 한눈에 알 수 있을걸? 총을 모방한 아츠 유닛은 '형태'밖에 베끼지 못했을 뿐, 출력 효율의 손실을 대가로 캐스터가 아츠의 에임과 집속 테크닉을 간소화 했을 뿐이야.

[name="莱恩哈特"]  但拉特兰人的铳械恐怕正相反，要求的应该是施术者的精准控制而非输出足够高的能量。啊，虽然这些也只是我瞎猜——
[name="レオンハルト"]  でもラテラーノ人の銃はね、おそらく逆なんだ。要求されるのは使用者の正確なコントロールであって、十分なエネルギー出力ではない……あ、これはあくまで俺の推測――
[name="Leonhardt"]  The Laterano guns are probably the exact opposite, though. They want precision and control and not a high energy output. At the very least, that's my guess—
[name="레온하르트"]  하지만 라테라노인의 총기는 그것과는 정반대지. 요구되는 것은 아마도, 충분한 양의 에너지가 아니라 사용자의 정교한 컨트롤일 거야. 뭐, 이건 그냥 내 억측에 불과하지만……

[name="断崖"]  是你用法术试探了结构吧。
[name="エアースカーペ"]  ――というよりアンタがアーツで構造を探ったんだろ？
[name="Ayerscarpe"]  You used your Arts to analyze the structure, didn't you?
[name="에이어스카르페"]  네가 아츠를 써서 구조를 알아본 거지.

[name="莱恩哈特"]  嘘！这话可不能讲！
[name="レオンハルト"]  シーッ！　もう、それを言っちゃダメだよ……
[name="Leonhardt"]  Hey, stop ratting me out!
[name="레온하르트"]  쉿! 그건 말하면 안 돼!

[name="格雷伊"]  我明白的，术师都会对彼此的法术有些好奇心嘛。
[name="グレイ"]  わかりますよ。術師ならみんな、お互いのアーツに興味があるものですからね。
[name="Greyy"]  I think I can understand. We casters are always curious about each other's Arts.
[name="그레이"]  이해해요. 캐스터라면 다들 서로의 아츠에 호기심을 가지고 있으니까요.

[name="莱恩哈特"]  咳哼！打住，不聊这个啦！免得有人拿来当借口去好奇别人的电能法术。
[name="レオンハルト"]  ゴホンッ……やめた、この話はやめよう！　誰かさんが興味があるとか言って、他人の電気エネルギーアーツを根掘り葉掘り探ろうとするかもしれないからね。
[name="Leonhardt"]  Ahhem! Stop! Let's talk about something else! I don't want anyone getting curious about a certain someone's electrical Arts just because of this.
[name="레온하르트"]  크흠! 됐어, 이 이야기는 이제 끝! 그렇지 않으면 누군가 이걸 핑계로 다른 사람의 전기 아츠를 궁금해할 테니까 말이야.

[name="断崖"]  啧。
[name="エアースカーペ"]  チッ。
[name="Ayerscarpe"]  Tsk.
[name="에이어스카르페"]  쳇.

[name="格雷伊"]  诶嘿嘿。
[name="グレイ"]  フフッ。
[name="Greyy"]  Ehehe.
[name="그레이"]  에헤헤.

车窗外本就荒芜的景色，在经深色玻璃滤过后，蒙上了一层浑浊的灰暗。
車の外の荒れ果てた景色は、深い色味の窓ガラス越しに薄暗く濁って見えた。
Beyond the car's dark tinted windows, the desolate landscape appears to be nothing more than a murky cloud of darkness.
원래부터 황폐하던 창밖의 경치는, 짙은 색의 유리창 너머로 한층 더 어둑어둑하게 흐려 보였다.

时而能见到正在结队奔走迁徙中的零星野兽，对天灾更为敏感的它们或许又重新放大了小佩洛心中的些许不安。
時折、まばらな群れを成して移動する野獣が見える。人間より天災に敏感な野獣たちが、若いペッローの心にあるわずかな不安を今一度大きくしたのかもしれない。
Every now and then, a few wild beasts can be seen running across the field. A feeling of unease brews within the Perro; he knows the beasts are very sensitive to the Catastrophes.
이따금 밖에는 무리를 지어 이동하는 짐승들이 보였다. 재앙에 훨씬 민감한 짐승들의 움직임은, 다시금 어린 페로의 마음에 불안을 싹 틔웠다.

[name="格雷伊"]  唔......不过我，也不光是对不知道的事感到好奇......
[name="グレイ"]  うーん……でもぼくは、知らないことに対しての興味があるというだけではなくて……
[name="Greyy"]  Mmm... but I'm not always just curious about things that I don't know about...
[name="그레이"]  음…… 하지만 저는, 모르는 것에만 호기심을 가진 건 아니에요……

[name="格雷伊"]  我，我想要更加了解罗德岛的各位在为了什么而努力！
[name="グレイ"]  ぼくはロドスのみなさんが何のために頑張っているのか……それについてもっと知りたいんです！
[name="Greyy"]  I... I want to know more about what everyone at Rhodes Island is working for!
[name="그레이"]  저, 저는 로도스 아일랜드의 여러분이 무엇을 위해 그렇게 노력하고 계신지 알고 싶어요!

[name="格雷伊"]  呃，尽管干员手册和讲座也有很多文字和影像资料参考，但我还是想自己亲眼见一见，亲手去试试看！
[name="グレイ"]  えっと、オペレーター向けのマニュアルや講義で、テキストや映像資料はたくさん見られますが、そうじゃなくて自分の目で見て、自分で体験してみたいんです！
[name="Greyy"]  Uhh... there is a lot of text and video data I can reference in both the operator's manual and lectures, but I still want to take a good look myself. I want to try it out myself!
[name="그레이"]  음, 물론 오퍼레이터의 수첩이나 강의에도 참고가 되는 글이나 영상 자료들은 있지만, 그래도 역시 이 눈으로 직접 보고, 직접 가서 느껴보고 싶어요!

[name="断崖"]  所以你才坚持要来执行这次任务？
[name="エアースカーペ"]  だから今回の任務に無理やり参加したのか？
[name="Ayerscarpe"]  Is that why you insisted on going on this mission?
[name="에이어스카르페"]  그래서 이번 임무를 하겠다고 고집을 부린 거로군.

[name="莱恩哈特"]  你这个问法也太僵硬啦。
[name="レオンハルト"]  ちょっと、言い方がストレートすぎるってば。
[name="Leonhardt"]  Come on, Ayers. That's a little straight to the point, no?
[name="레온하르트"]  그렇게 물으면 너무 딱딱하잖냐.

[name="格雷伊"]  没事的！从最早被搜救队干员哥哥姐姐们带回来到现在，一直都感觉被各位过度保护了......
[name="グレイ"]  平気です！　おっしゃる通りですから。ぼく、救助隊に助けていただいてから、これまでずっとみなさんに過保護に扱われてると感じてきました。
[name="Greyy"]  It's no problem! Ever since I was brought here by the rescue operators, I've always felt like everyone's been a little overprotective of me...
[name="그레이"]  괜찮아요! 맨 처음 구조대의 오퍼레이터 형 누나들한테 구조되고 나서, 지금까지 줄곧 여러분에게 과보호 받고 있다고 느껴졌거든요……

[name="格雷伊"]  总感觉......舰船外的事情，故乡的事情，爸爸妈妈的事情......我都......
[name="グレイ"]  いつも考えてるんです……船の外のことや故郷のこと、両親のこと……ぼくはいつだって……
[name="Greyy"]  Whether it's what's going on outside the landship and back home... and also what's going on with my parents... I just...
[name="그레이"]  그래서 늘 생각하고 있어요…… 함선 밖의 일이나 고향의 일, 엄마 아빠의 일…… 그리고 저는……

[name="格雷伊"]  我也想能帮上各位的忙！
[name="グレイ"]  ぼくもみなさんの力になりたいんです！
[name="Greyy"]  I just want to be able to help everyone!
[name="그레이"]  저도 여러분께 도움이 되고 싶어요!

[name="莱恩哈特"]  嗯？格雷伊不是一直有在帮忙维护舰船的电力设备作为医疗费的抵扣吗？
[name="レオンハルト"]  ん？　グレイくんは医療費を控除してもらう代わりに艦船の電力設備をメンテナンスしてきたんじゃないの？
[name="Leonhardt"]  Hm? Haven't you been helping take care of the landship's power equipment to help pay for your medical fees?
[name="레온하르트"]  응? 너는 지금까지 함선의 전력 설비를 관리해서 의료비를 공제받았던 거 아니었어?

[name="格雷伊"]  是这样，是这样......但是......
[name="グレイ"]  はい、そうです……でも……
[name="Greyy"]  I've been doing that... but still...
[name="그레이"]  네, 그렇긴 한데요…… 하지만……

[name="格雷伊"]  我还想做更多事情！不管是为了报答收留我的罗德岛，还是为了多赚点钱，等找到爸爸妈妈就能......
[name="グレイ"]  ぼくはもっといろんなことをしたいんです！　ぼくを船に置いてくれるロドスへの恩返しのためにも、お金を多く稼ぐためにも。稼いでおけば、両親を見つけたら、そしたら……
[name="Greyy"]  I want to do much more! Not just as a way to give back to Rhodes Island for taking me in, but also because I want to make a little money, so that once I find my parents...
[name="그레이"]  더 많은 일을 하고 싶어요! 나를 거둬준 로도스 아일랜드에 보답하기 위해서도 그렇고, 돈을 많이 벌어서 나중에 아빠 엄마를 찾았을 때……

[name="格雷伊"]  但是......但是如果那时的内战继续......
[name="グレイ"]  でも……でももしあの内戦が続くのなら……
[name="Greyy"]  But... But if the civil war keeps going...
[name="그레이"]  하지만…… 혹시 그 내전이 계속된다면……

[name="格雷伊"]  ......
[name="グレイ"]  ……
[name="Greyy"]  ......
[name="그레이"]  ……

[name="莱恩哈特"]  ......
[name="レオンハルト"]  ……
[name="Leonhardt"]  ......
[name="레온하르트"]  ……

[name="莱恩哈特"]  （你说点什么呗，我最不擅长这个了，劝人看开点什么的。）
[name="レオンハルト"]  （何か言ってあげてよ、元気が出そうな言葉とかさ……俺はこういうのが一番苦手なんだ。）
[name="Leonhardt"]  (Hey, say something, will ya? I'm not good at talking my way out of this stuff, getting folks to look at the bright side and whatnot.)
[name="레온하르트"]  (뭐라고 말 좀 해봐. 난 이런 건 잘 못 한단 말이야. 쟤 기분 좀 풀어줘 봐.)

[name="断崖"]  做自己觉得好的事情就够了。
[name="エアースカーペ"]  自分が良いと思ったことをやれば十分だ。
[name="Ayerscarpe"]  You just need to do what you think is right.
[name="에이어스카르페"]  그냥 자신이 옳다고 생각하는 일을 해.

[name="断崖"]  我们都不是圣人，也非全能，这一点罗德岛也一样。它需要你做到的事，你都做到了，它也自然会为你提供医疗服务。
[name="エアースカーペ"]  俺たちは聖人じゃないし、全能でもない。それはロドスも一緒だ。ロドスが必要としていることをアンタが全うした、その対価としてロドスが医療サービスを提供するのは当然のことだ。
[name="Ayerscarpe"]  We aren't saints, and we aren't all-powerful. That goes for Rhodes Island too. You've done everything they need you to do, and so they're giving you medical treatment.
[name="에이어스카르페"]  우리는 성인군자도 아니고, 전지전능하지도 않아. 그리고 그건 로도스 아일랜드도 마찬가지다. 로도스 아일랜드가 원하는 일을 네가 해냈으니, 그쪽에서 네게 의료 서비스를 제공하는 것도 당연한 일이야.

[name="断崖"]  救死扶伤的医师固然是高尚的，但他们也没有办法在脱离物资支持的情况下救治病人。
[name="エアースカーペ"]  もちろん医者が命を救うのは高尚な仕事だ。だが彼らも物資の不足した状況下では病人を満足に治療できない。
[name="Ayerscarpe"]  Doctors who take care of the ill and wounded are of course noble, but they don't have the means to save their patients without supplies.
[name="에이어스카르페"]  생명을 구하는 의사는 물론 숭고하지만, 그들도 물자 지원 없이는 환자를 구할 수 없어.

[name="断崖"]  无论是他们赖以生存的薪资，还是治疗手段仰赖的仪器，这些都并非无偿。
[name="エアースカーペ"]  彼ら自身が生きるための給料も、治療に必要な機器も、すべて金がかかる。
[name="Ayerscarpe"]  Neither the paychecks they live on nor the equipment they rely on for procedures comes free.
[name="에이어스카르페"]  그들이 먹고살기 위한 급여도, 치료에 필요한 기구들도, 모두 공짜는 아니야.

[name="断崖"]  他们的高尚仅在于，他们将自己的生命和热情投入了一项为他人的幸福而奋斗的事业，这一点对你来说也是一样的。
[name="エアースカーペ"]  彼らが高尚なのは、他人の幸福のために自分たちの命や情熱を注ぎ込んでいるからだ。それに関してはアンタも同じだ。
[name="Ayerscarpe"]  Their integrity comes from how they're willing to pour their hearts into a line of work that brings happiness to others and making it their lives' work. I'm sure that goes for you as well.
[name="에이어스카르페"]  그들이 숭고한 이유는, 오직 타인의 행복을 위해 분투하는 사업에 자신의 생명과 열정을 쏟고 있기 때문이다. 이 점에서는 너도 마찬가지다.

[name="断崖"]  我认为重要的不在于你做到了什么、其成果伟大还是渺小，而是你在为了什么而努力，信念本身就是具有力量的。
[name="エアースカーペ"]  重要なのは、アンタが何をしたかでも、その成果の大小でもなく、アンタが何のために頑張っているのかだと俺は思う。その信念自体に力があるんだ。
[name="Ayerscarpe"]  I don't think it really matters what you've done and how great or insignificant the results turn out to be. The goal that you're giving your all for is the only thing that matters. There's strength in your beliefs.
[name="에이어스카르페"]  중요한 건 네가 무엇을 했고, 얼마나 위대한 성과를 냈는지가 아니라, 네가 무엇을 위해 노력했는지다. 그 신념 자체가 힘을 가지고 있는 거지.

[name="断崖"]  这一点也许你比我和莱特都强得多。我跟这家伙都是只知道自己手中所掌握的这种生存方式，而它又恰好能用以谋生，并没有想太多。
[name="エアースカーペ"]  その点でいえば、アンタは俺やこいつよりはよくやってるかもな。俺たちはただ、これまでに身につけた生き残る術の流用で生計を立ててるだけだ。それ以上の何かを考えてるわけじゃない。
[name="Ayerscarpe"]  In that respect, you might actually be much stronger than Leon or me. The two of us only know how to survive our way, and it so turns out we can make a living that way. We don't really think too much about it.
[name="에이어스카르페"]  그 점에서는, 네가 우리보다 우수할지도 모른다. 우리들은 단지 지금까지 몸에 익힌 생존 방법으로 생계를 이어가고 있을 뿐…… 그 이상의 뭔가를 생각하는 게 아니다.

[name="莱恩哈特"]  你怎么还替我断言啊！
[name="レオンハルト"]  なんで俺の代わりに勝手に断言してるんだよ！
[name="Leonhardt"]  What gives you the right to speak for me?!
[name="레온하르트"]  내 입장까지 그렇게 단언하기냐!

[name="莱恩哈特"]  虽然你也没说错。天灾信使对我而言与其说是对抗天灾的职责，倒不如说是种对胃口的生活方式。
[name="レオンハルト"]  まぁ確かにその通りだけどさ。天災トランスポーターって仕事は俺にとって、使命感にかられて就いた職業っていうより、自分に合った生き方なんだよね。
[name="Leonhardt"]  He's right, though. Being a Catastrophe Messenger is just a way of life that I enjoy instead of some kind of duty.
[name="레온하르트"]  뭐, 틀린 말은 아니지만. 나에게 있어서 재앙정보전달자란 사실 재앙에 맞서는 직책이라기보단, 취향에 맞는 생활방식에 더 가깝다고 볼 수 있지.

[name="莱恩哈特"]  是这种生活方式给我和艾尔斯带来了各式各样的见闻，好在枯燥和苦闷中抓住一些乐趣，可以嘻嘻哈哈谈天说地。
[name="レオンハルト"]  こんな生き方で、俺やエアースは見聞を広めることができるんだ。退屈と苦悩の中でも楽しみを見つけて、自由に喋ったり笑ったりできるしね。
[name="Leonhardt"]  Ayers and I got to experience all sort of things in life thanks to this lifestyle of ours. That's really expanded our horizons, and it adds that little bit of fun in our boring lives. Helps us always stay cheery and gives us things to talk about.
[name="레온하르트"]  이런 생활방식 속에서, 나와 에이어스는 여러 가지를 보고 들을 수 있었어. 다행히 이런 무미건조한 삶 속에서도 조금의 즐거움을 찾아 시시덕거릴 수 있는 거지.

[name="格雷伊"]  咦......我一直以为天灾信使都是因为想为了别人做点什么，责任感特别强，才会选择去对抗天灾的。
[name="グレイ"]  えっ……ぼく、天災トランスポーターはみんな、他人のためになることがしたいっていう責任感の強い人ばっかりだと思ってました。だから天災に立ち向かっていけるんだと……
[name="Greyy"]  Oh... and here I thought the Catastrophe Messengers choose to take on the Catastrophes because they want to do something for others... because of their sense of duty.
[name="그레이"]  아…… 저는 줄곧 재앙정보전달자는 타인을 위해 행동하려는 마음과 투철한 사명감을 가져서 재앙에 맞서는 줄만 알았어요.

[name="莱恩哈特"]  对抗天灾？这个就算啦。
[name="レオンハルト"]  天災に立ち向かうだって？　そんなの勘弁してよ。
[name="Leonhardt"]  Take on the Catastrophes? Forget it.
[name="레온하르트"]  재앙에 맞서? 그런 건 됐어.

[name="莱恩哈特"]  我跟那群认为“只要能够将天灾造成的危害和给人类带来的恐惧抹消，就算引发更糟糕的人祸都没关系”的天灾信使还是有点区别的。
[name="レオンハルト"]  俺はね、「天災が人々にもたらす危害と恐怖を取り除くことさえできれば、さらに酷い災いを招くことになっても構わない」って考えるような天災トランスポーターとは違うよ。
[name="Leonhardt"]  I'm a little different from those Catastrophe Messengers who are fine with causing even worse disasters just to prevent the destruction that the Catastrophes bring and to soothe the fears of those regular folks.
[name="레온하르트"]  나는 소위 “재앙이 일으키는 피해와 인류에게 가져오는 공포감을 없앨 수만 있다면, 더 끔찍한 인재가 벌어져도 상관없다”는 무리의 재앙정보전달자와는 조금 다르거든.

[name="格雷伊"]  咦？还有这么偏激的人......
[name="グレイ"]  え？　そんな過激な人がいるんですか……？
[name="Greyy"]  Huh? There are Messengers that extreme...?
[name="그레이"]  엥? 그렇게 과격한 사람들도 있나요……

[name="莱恩哈特"]  不如说他们那样的才能叫、才配叫“对抗”啦，我们这种单是获取和传递信息的才是小打小闹。
[name="レオンハルト"]  むしろそういう人にこそ「立ち向かう」って言葉が相応しいよね。俺たちなんて、ただ単に情報を得て伝えるだけのショボい連中さ。
[name="Leonhardt"]  Now those are the ones who are really 'taking on' the Catastrophes like you said. Messengers like me who just gather and deliver news are just small fry.
[name="레온하르트"]  어쩌면 '맞선다'는 표현은 그런 사람들에게야 말로 어울리는 표현일지도 몰라. 단순히 정보를 입수해 전달할 뿐인 우리들의 행동은 그에 비하면 사소하지.

[name="莱恩哈特"]  刚才也说过，天灾信使的职能虽然重要，但风险也不小。一般具备相关知识和能力的人大概还是会情愿去实验室或者什么机构泡着吧。
[name="レオンハルト"]  さっきも言った通り、天災トランスポーターの役割は重要だけど、リスクも大きい。普通、関連知識や能力を持つ優秀な人は、実験室へ行くかどっかの機関に入ろうとするもんだよ。
[name="Leonhardt"]  I said this earlier. The Catastrophe Messengers play an important role, but they take on a really big risk. Most people with this kind of knowledge and know-how choose to work at some kind of lab or organization instead.
[name="레온하르트"]  아까도 말했듯이, 재앙정보전달자의 기능은 확실히 중요하지만, 그만큼 위험도 적지 않아. 일반적으로 관련 지식이나 능력을 갖춘 사람들은 보통 실험실이나 기관 따위에 속하길 바라지.

[name="莱恩哈特"]  剩下胆大的来干这行的，要么是碰上了阔气的金主，要么是和我一样单纯没有去选择其他出路，要么就是信念强韧到了妄图挑战天灾的家伙。
[name="レオンハルト"]  そんで、残った命知らずだけがこの仕事をするんだよ。後ろに気前のいい雇い主がいるか、俺みたいにほかに選択肢がないか、信念が強すぎて天災に挑戦したいってイカれた願望を持っちゃった奴か。
[name="Leonhardt"]  Those of us who are ballsy enough to be doing this have either found a sugar daddy with deep pockets, have no other way out of the hole they're in like me, or are so firm in their beliefs that they're actually trying to take on the Catastrophes.
[name="레온하르트"]  이 일을 하는 나머지 간 큰 녀석들은, 씀씀이가 큰 고용주를 만났거나, 나처럼 단순히 다른 선택사항이 없었거나, 신념이 너무 강해서 재앙에 멋모르고 덤벼드는 녀석들뿐이야.

[name="莱恩哈特"]  而那些夸张的家伙里，有些已经上升到了近乎为人类牺牲自我的地步，而有些则是对天灾本身抱有仇恨，或者抱有某种促使他们想要发起挑战的情绪。
[name="レオンハルト"]  そういうヤバい連中の中には、人類のために自らを犠牲にできるって考えてる聖人みたいな奴もいれば、そもそも天災に恨みを抱いている奴もいる。あとは単に挑戦心をかき立てられるって奴も……
[name="Leonhardt"]  And out of those nut jobs, some of them are probably actually trying to give their lives for mankind, while others either have a grudge against the Catastrophes themselves or feel some sort of emotion in them that fuels their urge to take on the Catastrophes.
[name="레온하르트"]  그리고 그 오버하는 녀석들 중엔 인류를 위해 자기희생도 마다하지 않을 정도로 승화한 녀석도 있고, 재앙 자체에 원한을 품거나 도전심에 사로잡힌 녀석도 있지.

[name="莱恩哈特"]  从结果而言，他们可能选择以主动牺牲自己和他人为代价拯救更多的生命，甚至有可能为了抹消天灾的疤痕而放弃拯救生命。
[name="レオンハルト"]  なんにせよ、こういう天災トランスポーターは、自分や他人を犠牲にしてでも多くの命を救うことを選ぶ場合もあるし、もっと酷くなると天災の傷痕を消すために命を救うこと自体を放棄する。
[name="Leonhardt"]  In a nutshell, they're a bunch of guys who are more than ready to sacrifice their lives and the lives of those around them to save even more lives. Some of them might even give up on that whole saving people idea just to get rid of any traces of the Catastrophes having ever happened.
[name="레온하르트"]  결과만 놓고 보자면, 그들은 주동적으로 자신과 타인을 희생해 더 많은 생명을 구하고, 심지어는 재앙의 흉터를 없애고자 생명을 구하는 일마저 포기하기도 해.

[name="莱恩哈特"]  但我想，这应该不是你想要的那种，为他人做些什么的范畴吧？
[name="レオンハルト"]  でもそんなのは、君が言ってた「他人のために」っていうものとは違うでしょ？
[name="Leonhardt"]  My guess is that's probably not the kind of doing something for others ideal you have in mind, right?
[name="레온하르트"]  하지만 이건 분명 네가 생각한, 타인을 위하는 범주에는 속하지 않지?

[name="格雷伊"]  唔......但罗德岛好像也有受理和参与过类似的任务......？刚才也有提到，是叫，危机合约？
[name="グレイ"]  ええ……でもロドスも似たような任務を受けますよね？　さっきも話に出た、「危機契約」でしたっけ？
[name="Greyy"]  Hmm... but I heard Rhodes Island has taken on missions like that too... You brought it up just now, too. Something like... Contingency Contracts?
