二十二年前
二十二年前
22 Years Ago
22년 전

8:05 P.M.  天气/多云
[name="サルカズ傭兵"]  ほう……パーディシャーの存在を知っていながら、サルゴンの地で好き勝手に振る舞うとは大胆な……お前らクルビア人は何を考えているのか本当にわからねぇな。頭の中に源石でも詰まってんのか？
[name="Sarkaz Mercenary"]  Heh, you know about the padishah, and still you dare come to Sargon? I'll never know what's going on in you Columbians' heads. What, you got Originium in your brain?
[name="살카즈 용병"]  허, 파디샤의 존재를 알면서도 사르곤의 땅에서 함부로 군 거냐? 너희 컬럼비아 놈들은 무슨 생각 하는지 감도 안 온다니까. 머릿속에 오리지늄이 가득 찬 거냐?

[name="萨卡兹雇佣兵"]  穆拉帕夏只需要回收那个箱子。交出箱子，我想我们可以相安无事。
[name="サルカズ傭兵"]  パーディシャーはあの箱を回収したいだけだ。箱を渡せば、俺たちは仲良くできるはずだぜ。
[name="Sarkaz Mercenary"]  Padishah Murad wants just the box and nothing else. Give it to us, and all of us get to leave this place alive.
[name="살카즈 용병"]  무라드 파디샤께선 그 상자를 되찾고 싶어 하신다. 상자만 내놓으면 조용히 넘어가겠다.

[name="萨卡兹雇佣兵"]  你还没有销毁它，不是吗？
[name="サルカズ傭兵"]  お前はまだあれを処分しちゃいないだろ？
[name="Sarkaz Mercenary"]  You haven't destroyed it, have you?
[name="살카즈 용병"]  상자를 아직 처분하지 않았잖아, 그렇지?

[name="凯尔希"]  因为那不是我的东西。
[name="ケルシー"]  私のものではないからな。
[name="Kal'tsit"]  Only because it isn't mine.
[name="켈시"]  내 것이 아니니까.

[name="萨卡兹雇佣兵"]  哼......嘴硬。
[name="サルカズ傭兵"]  フンッ……減らず口を。
[name="Sarkaz Mercenary"]  Heh... You're a stubborn one.
[name="살카즈 용병"]  흥…… 입만 살아선……

[name="萨卡兹雇佣兵"]  伊巴特王酋自以为是的行为已经招致了帕夏的怒火，无论是被何方雇佣的，那些哥伦比亚佣兵已经全部失去了作战能力。
[name="サルカズ傭兵"]  イバト酋長はな、あまりに調子に乗りすぎたせいでパーディシャーの怒りを買った……雇い主が誰だろうと、あのクルビアの傭兵どもはもう戦闘力を失っている。
[name="Sarkaz Mercenary"]  The Ibuti Lord Ameer's self-righteousness earned him the padishah's anger. I have no idea who hired those Columbian mercenaries, but I can at least tell you they won't be putting up a fight anymore.
[name="살카즈 용병"]  이버트 아미르의 독단적인 행동이 파디샤의 분노를 샀다. 누구에게 고용됐든, 그 컬럼비아 용병들은 이미 작전 능력을 모두 잃었다.

[name="萨卡兹雇佣兵"]  这场无聊的争斗很快就会结束，而穆拉帕夏将终结这一切的执行权交给了我们。
[name="サルカズ傭兵"]  ムラドパーディシャーは、幕を引く役目を俺たちに任せた。このくだらねぇ争いはもうすぐ終わるんだ。
[name="Sarkaz Mercenary"]  This pointless war is coming to an end soon. Padishah Murad gave us the authority to bring all this to an end.
[name="살카즈 용병"]  따분한 싸움도 곧 끝날 거다. 그리고 무라드 파디샤께서 모든 것을 끝낼 집행권을 우리에게 넘겨주셨다.

[name="凯尔希"]  倘若真是如此，为什么高傲的萨尔贡帕夏要雇佣一群雇佣兵，而不是派他的亲卫荡平这里？
[name="ケルシー"]  それが本当だとして、なぜ傲慢なサルゴンのパーディシャーは、自らの兵を送り込むのではなく、傭兵を雇った？
[name="Kal'tsit"]  If that were the case, why would an almighty Sargon padishah hire mercenaries to do his bidding here, instead of sending his personal guards?
[name="켈시"]  그게 사실이라면 오만하기 짝이 없는 사르곤의 파샤께선 왜 이곳을 평정하고자 자신의 친위대가 아닌 일개 용병들을 고용하신 거지?

[name="萨卡兹雇佣兵"]  ......这毕竟牵扯到哥伦比亚的各种事情，但和现在的你无关，作出决定吧，行动顾问。
[name="サルカズ傭兵"]  ……この件はクルビア内のいろんな事情に関係しているからな。だが今のお前にゃ関係ねぇよ。ただ自分がこの砂漠で孤立無援だってことを知ってりゃそれでいいんだ。
[name="Sarkaz Mercenary"]  This has got way too much to do with Columbia, after all, but none of that matters to you and me right now. You got a decision to make here, Operations Adviser.
[name="살카즈 용병"]  ……이 일은 컬럼비아의 여러 상황과 관련된 거다. 지금의 너와는 상관없다. 결정해라, 작전 고문.

[name="萨卡兹雇佣兵"]  你只需知道，在这片沙漠中，如今你孤军无援。
[name="サルカズ傭兵"]  さぁ、箱を渡すか渡さねぇのか、とっとと決めろ、顧問！
[name="Sarkaz Mercenary"]  All you gotta know is that there's no one coming to save you in this desert.
[name="살카즈 용병"]  이 사막에는 널 도와줄 이가 없다는 걸 알아야 할 거다.

[name="Mon3tr"]  （轻轻舒展身体）
[name="Mon3tr"]  （軽く体を伸ばす）
[name="Mon3tr"]  (Lightly stretches body)
[name="Mon3tr"]  (가볍게 몸을 일으킨다)

[name="萨卡兹雇佣兵"]  ......（警惕那个生物，完全不透明，很棘手。）
[name="サルカズ傭兵"]  ……（あの生物を警戒しろ。全く予測がつかねぇ、手強いぞ。）
[name="Sarkaz Mercenary"]  (Watch out for that creature. No idea what it actually is, but it's gonna be tricky to take it down.)
[name="살카즈 용병"]  ……(저 녀석을 조심해야 해, 전혀 알려진 게 없으니…… 쉽지 않겠군.)

[name="凯尔希"]  （萨卡兹某部族语言）
[name="ケルシー"]  （サルカズのとある部族の言葉）
[name="Kal'tsit"]  (Sarkaz Tribal Dialect)
[name="켈시"]  (살카즈 모 부족 언어)

[name="萨卡兹雇佣兵"]  ——！
[name="サルカズ傭兵"]  ――！
[name="Sarkaz Mercenary"]  —!
[name="살카즈 용병"]  ……!!

[name="萨卡兹雇佣兵"]  你——
[name="サルカズ傭兵"]  お前――
[name="Sarkaz Mercenary"]  You—
[name="살카즈 용병"]  당신……!

[name="萨卡兹雇佣兵"]  ——不，不对，这不是简单的法术——
[name="サルカズ傭兵"]  ――くそっ！　これは単純なアーツなんかじゃねぇ――
[name="Sarkaz Mercenary"]  —No, it can't be! This isn't just normal Arts—
[name="살카즈 용병"]  ……윽, 아냐! 이건 단순한 아츠가 아니야!

[name="萨卡兹雇佣兵"]  你说的是魔族语！？你这哥伦比亚人是怎么——
[name="サルカズ傭兵"]  これは魔族の言葉か！？　クルビア人がなぜ――
[name="Sarkaz Mercenary"]  Devil speak? You're a Columbian! How—
[name="살카즈 용병"]  마족의 말을 하다니?! 컬럼비아인이 어떻게……

[name="萨卡兹雇佣兵"]  （萨尔贡语）够了！
[name="サルカズ傭兵"]  （サルゴン語）やめろ！
[name="Sarkaz Mercenary"]  (Sargonian) Enough!
[name="살카즈 용병"]  (사르곤어) 그만!

[name="萨卡兹雇佣兵"]  （萨尔贡语）用维多利亚语和萨尔贡语和我们交谈，否则我会直接开火！
[name="サルカズ傭兵"]  （サルゴン語）ヴィクトリア語かサルゴン語で話せ！　でなけりゃ総攻撃を仕掛けるぞ！
[name="Sarkaz Mercenary"]  (Sargonian) Talk to us in Victorian or Sargonian, or else we'll shoot!
[name="살카즈 용병"]  (사르곤어) 사르곤어나 빅토리아어로 이야기해라! 안 그러면 바로 발포하겠다!

[name="凯尔希"]  你们来自卡兹戴尔吗？
[name="ケルシー"]  お前たちはカズデルから来たのか？
[name="Kal'tsit"]  Are you from Kazdel?
[name="켈시"]  카즈델 출신인가?

[name="萨卡兹雇佣兵"]  ......卡兹戴尔？
[name="サルカズ傭兵"]  ……カズデル？
[name="Sarkaz Mercenary"]  Kazdel...?
[name="살카즈 용병"]  ……카즈델?

[name="萨卡兹雇佣兵"]  那种骗孩子的传说......虽然不知道你这术师和其他萨卡兹有什么牵连，但这显然和眼下的情形没有关系。
[name="サルカズ傭兵"]  ……お前みたいな術師が、サルカズとどういう関わりがあるのかは知らねぇが、そんな子供騙しの伝説が今のこの状況と関係ねぇのは確かだ。
[name="Sarkaz Mercenary"]  Just a bedtime story for kids. I have no idea what you have to do with Sarkaz, but this doesn't change anything about the situation we're in.
[name="살카즈 용병"]  너 같은 캐스터가 살카즈와 어떤 관련이 있는지는 모르겠지만…… 애들한테나 통할 법한 전설이 지금 상황이랑 상관있을 것 같아?

[name="萨卡兹雇佣兵"]  爽快点吧，你打不打算交出那个箱子？帕夏要的只是那份技术。
[name="サルカズ傭兵"]  ぐずぐずするな。箱を渡すつもりはあるのか？　パーディシャーが欲してるのはそれだけだ。
[name="Sarkaz Mercenary"]  Be quick with it and hand the box over. All the padishah wants is the tech.
[name="살카즈 용병"]  괜히 일 복잡하게 만들지 말자고. 상자를 내놔, 파디샤가 원하는 건 그것뿐이니까.

[name="凯尔希"]  它会掀起萨尔贡灭亡的开端，穆拉帕夏并不是科学家，他无法理解这其中的损害。
[name="ケルシー"]  あれはサルゴンを滅亡に導く引き金だ。ムラドパーディシャーは科学者でも何でもない、あれがもたらす損害を彼が理解することはできない。
[name="Kal'tsit"]  This will set off the beginning of Sargon's destruction. Padishah Murad is not a scientist. He doesn't understand the devastation it can cause.
[name="켈시"]  그건 사르곤을 멸망의 길로 몰아넣는 도화선이야. 무라드 파디샤는 과학자가 아냐. 그로 인한 피해는 알지도 못할 것이고.

[name="萨卡兹雇佣兵"]  他不需要理解，我们也是。
[name="サルカズ傭兵"]  パーディシャーが理解する必要はねぇ、俺たちもな。
[name="Sarkaz Mercenary"]  He doesn't need to understand, nor do we.
[name="살카즈 용병"]  굳이 알아야 하는 건가? 우리도 그런데.

[name="凯尔希"]  ......萨尔贡是你的故乡吗，萨卡兹？
[name="ケルシー"]  サルカズ……お前の故郷はサルゴンか？
[name="Kal'tsit"]  Is Sargon your homeland, Sarkaz?
[name="켈시"]  ……사르곤은 네 고향인가, 살카즈?

[name="萨卡兹雇佣兵"]  ......从我记事开始，我就生活在萨尔贡。
[name="サルカズ傭兵"]  ……ああ、物心ついた頃から、サルゴンで暮らしていた。
[name="Sarkaz Mercenary"]  I've lived in Sargon for as long as I can remember.
[name="살카즈 용병"]  ……내가 기억하기 시작할 때부터 사르곤에서 살았다.

[name="萨卡兹雇佣兵"]  我们在暗巷里逃窜，藏起角，生活在最肮脏的地方。
[name="サルカズ傭兵"]  俺たちは、角を隠して暗い路地の中を逃げ回り、一番汚ねぇ場所で生活した。
[name="Sarkaz Mercenary"]  We snuck around in the back alleys and hid our horns, and we lived in the filthiest of places.
[name="살카즈 용병"]  어두컴컴한 골목에 숨은 채, 뿔을 감추며 가장 더러운 곳에서 살아야 했지.

[name="萨卡兹雇佣兵"]  拿起武器是我们吃饱饭的途径，很简单，我们几乎是天生的感染者，不进则死，满怀斗志。
[name="サルカズ傭兵"]  なぁに簡単さ、俺たちは生まれつき感染者みてぇなもんだ。武器を振り回すことが飯の種。殺らなきゃ自分が殺られるだけだったよ。
[name="Sarkaz Mercenary"]  Picking up arms is the only way we get to eat. It's simple. All of us are practically natural-born Infected. It's do or die, and that's what drives us.
[name="살카즈 용병"]  간단해. 살기 위해 무기를 들었다. 우린 대부분 날 때부터 감염자였지. 나아가지 않으면 죽는다, 그러니 싸울 수밖에 없었고.

[name="萨卡兹雇佣兵"]  啧——所以你要说什么？
[name="サルカズ傭兵"]  チッ――で、お前は何が言いてぇんだ？
[name="Sarkaz Mercenary"]  Tsk—So what are you saying?
[name="살카즈 용병"]  칫…… 그래서 뭐, 어쩌자고?

[name="凯尔希"]  只有意志坚定的萨卡兹才能免于古老语言的暗示，语言本身即是萨卡兹巫术的一种，你的意志来源于什么？使命？或是贪婪？
[name="ケルシー"]  あの言語は、サルカズ呪術の一種だ。強固な意志を持ったサルカズだけが古代語の暗示から逃れられる……お前の意志はどこから来ているんだ？　使命か？　あるいは欲望か？
[name="Kal'tsit"]  Only Sarkaz with a firm will can escape the ancient language's influence. The language itself is a kind of Sarkaz witchery. What's the source of your conviction? Your mission, or your greed?
[name="켈시"]  강인한 의지를 지닌 살카즈만이 고대 언어의 암시에서 벗어날 수 있지. 언어는 살카즈 주술의 일종이니까. 네 의지의 기원은 무엇이지? 사명, 아니면 탐욕?

[name="萨卡兹雇佣兵"]  ......我得承认，也许你的暗示的确起效了，我到现在还没有下令开火，甚至在耐着性子和你交谈。
[name="サルカズ傭兵"]  ……お前の暗示は確かに効果があるようだ。その証拠に、俺は今もまだ攻撃命令を出していない上、怒りを抑えてお前と会話までしてるんだからな。
[name="Sarkaz Mercenary"]  Well, I gotta admit... Your mind trick might actually have worked. I still haven't ordered anyone to open fire. I'm still chitchatting with you with all the patience in the world, even.
[name="살카즈 용병"]  ……인정해, 네 암시가 확실히 먹히는 것 같군. 아직도 발포 명령을 내리지 않고, 참으면서 너와 이야기하는 걸 보면 말이야.

[name="凯尔希"]  我看到的只是一个努力活着的萨卡兹。用他自以为最简单的方式活着。
[name="ケルシー"]  私の目に映っているのはただ必死に生きているサルカズだ。自分が最も簡単だと思い込んでいる方法で、な。
[name="Kal'tsit"]  All I can see before me is a Sarkaz trying his best to survive using the simplest method he knows.
[name="켈시"]  내가 본 건, 그저 살기 위해 노력하는 살카즈야. 스스로가 가장 단순하다고 생각하는 방식으로 살아가는……

[name="Mon3tr"]  （警觉地环顾四周）
[name="Mon3tr"]  （警戒するように周囲を見渡す）
[name="Mon3tr"]  (Looks around on alert)
[name="Mon3tr"]  (주변을 경계하며 살핀다)

[name="萨卡兹雇佣兵"]  够了没，哥伦比亚的佣兵头子都这么优柔寡断吗？
[name="サルカズ傭兵"]  いい加減にしろ。クルビアの傭兵のリーダーは、全員お前みてぇに話が長いのか？
[name="Sarkaz Mercenary"]  Enough of this crap. I thought you were a Columbian mercenary leader. Stop pussyfooting around!
[name="살카즈 용병"]  이쯤 하지, 컬럼비아의 용병 단장은 모두 이렇게 우유부단한 건가?

[name="凯尔希"]  穆拉帕夏不会容忍萨卡兹人知晓他最肮脏的秘密。
[name="ケルシー"]  ムラドパーディシャーは、己の最も汚れた秘密がサルカズに知られることを許さないだろう。
[name="Kal'tsit"]  Padishah Murad won't allow any Sarkaz to know his dirtiest secrets.
[name="켈시"]  살카즈가 자신의 더러운 비밀을 알게 되는 걸 무라드 파디샤는 원치 않을 거야.

[name="凯尔希"]  你们堵截了所有参与争夺战的小队，这其中何尝没有各大王酋伪装成佣兵的部队？
[name="ケルシー"]  お前たちは、争奪戦に参加したすべての小隊を殲滅した。その中に傭兵を装った酋長たちの部隊がなかったはずはない。
[name="Kal'tsit"]  You fought off all the other squads vying for this trophy. Don't you suppose the lords ameer's men were not among them, masquerading as mercenaries?
[name="켈시"]  쟁탈전에 참가한 부대를 몽땅 차단했으니, 그중에 용병으로 위장한 아미르의 부대가 없을 리 없겠지.

[name="凯尔希"]  你觉得在巨额贡税和几个萨卡兹杀手的性命之间，穆拉帕夏会选择什么？
[name="ケルシー"]  莫大な貢ぎ物や税金と、サルカズの殺し屋数名の命、両者を秤にかけたときムラドパーディシャーはどちらを選ぶと思う？
[name="Kal'tsit"]  And between the exorbitant amounts in taxes and the lives of a few Sarkaz assassins, what do you think Padishah Murad's choice will be?
[name="켈시"]  거액의 세금과 공물, 그리고 몇몇 살카즈의 목숨 중에서 무라드 파디샤가 어느 쪽을 선택할 것 같아?

[name="萨卡兹雇佣兵"]  这点事我们当然清楚......那现在放你走，我们是能拿到更多的钱呢，还是可以立刻治好矿石病？
[name="サルカズ傭兵"]  そんなことはもちろん俺たちもわかっている……だったら今お前を見逃しゃ、俺たちはもっと多くの金を得られるのか？　それとも、すぐに鉱石病の治療が受けられるようになるのか？
[name="Sarkaz Mercenary"]  Of course we're aware of that, but if we let you go now, does that mean we'll be raking in even more dough, or our Oripathy will be cured right away?
[name="살카즈 용병"]  그 점은 우리도 잘 알고 있다…… 그래서 지금 널 풀어준다고 우리가 더 큰돈을 벌 수 있을까? 아니면 당장이라도 광석병을 치료할 수 있을까?

[name="萨卡兹雇佣兵"]  别搞错了，我们是活在帕夏眼皮下的魔族佬。我们没得选。
[name="サルカズ傭兵"]  勘違いするな、俺たちはパーディシャーの目の届く範囲でしか生きられねぇ魔族だ。選択肢などない。
[name="Sarkaz Mercenary"]  Don't get the wrong idea. We live at the padishah's mercy. We don't have a choice.
[name="살카즈 용병"]  착각하지 마. 파디샤에게 우린 그저 더러운 마족에 불과해. 우리에겐 선택권이 없어.

[name="凯尔希"]  也许我可以给你们选择。
[name="ケルシー"]  私なら、お前たちに選択肢を与えてやれるかもしれない。
[name="Kal'tsit"]  Perhaps I can give you a choice.
[name="켈시"]  나라면 너희에게 선택권을 줄 수도 있는데.

[name="凯尔希"]  （萨卡兹某部族语言）
[name="ケルシー"]  （サルカズのとある部族の言葉）
[name="Kal'tsit"]  (Sarkaz Tribal Dialect)
[name="켈시"]  (살카즈 모 부족 언어)

[name="萨卡兹雇佣兵"]  唔——你试图策反我们，然后呢，你要我们效忠——
[name="サルカズ傭兵"]  くっ――俺たちに、寝返って忠誠を尽くせってのか――
[name="Sarkaz Mercenary"]  Hmph—You want to turn us against him, and you want us to serve—
[name="살카즈 용병"]  훗…… 반란이라도 일으키라고 우릴 꼬드길 셈인 건가? 그런 뒤에는? 충성을 바치라고?

[name="萨卡兹雇佣兵"]  ——效忠一个我们连见都没见过的......卡兹戴尔？
[name="サルカズ傭兵"]  ――しかも見たことすらねぇ……カズデルに？
[name="Sarkaz Mercenary"]  —Serve Kazdel... a place we haven't so much as seen...?
[name="살카즈 용병"]  ……본 적도 없는…… 카즈델에게 충성을 바치라는 건가?

[name="萨卡兹雇佣兵"]  别开玩笑了，术师，萨卡兹的家园？那不过是一座座废墟，大地上有多少座“卡兹戴尔”？你这种读书人知道得应该更清楚！
[name="サルカズ傭兵"]  この術師め、ふざけんじゃねぇぞ！　サルカズの国だと？　そんなもん廃墟にすぎねぇ。つまりこの大地は「カズデル」だらけだ！　お前みてぇなインテリ野郎が誰よりも分かってるはずだろうが！
[name="Sarkaz Mercenary"]  Don't make me laugh, Caster! The Sarkaz homeland? There's nothing there but a bunch of ruins! You bookworm types should know better than any of us just how much is left of Kazdel!
[name="살카즈 용병"]  웃기지 마, 캐스터. 살카즈의 터전이라고? 그딴 건 폐허에 불과해. 대륙에 '카즈델'이 몇 개나 있을 것 같아? 너 같은 배운 놈들이라면 더 잘 알겠지.

[name="萨卡兹雇佣兵"]  （让术师准备好，集中火力对付那只怪物，你们两个，和我找机会做了那个女人。）
[name="サルカズ傭兵"]  （術師に準備させろ、あの化け物に集中砲火を浴びせてやるんだ。お前ら二人は、俺と一緒に隙を見てあの女をやるぞ。）
[name="Sarkaz Mercenary"]  (Get the Casters ready. Focus your fire on that monster. You two, we'll take the bitch down the first opportunity we got.)
[name="살카즈 용병"]  (캐스터, 준비해. 화력을 집중해서 괴물을 친다. 너희 둘은 나와 함께 기회를 봐서 저 여자를 친다.)

[name="凯尔希"]  很遗憾，看来交涉决裂了。
[name="ケルシー"]  残念だ、交渉決裂のようだな。
[name="Kal'tsit"]  Too bad. Looks like negotiation's not on the table anymore.
[name="켈시"]  아쉽게도 협상이 결렬된 것 같네.

[name="萨卡兹雇佣兵"]  这根本算不上交涉——嘁，你在怜悯我们？现在被包围的人是你！
[name="サルカズ傭兵"]  そもそも交渉にすらなってねぇんだよ――チッ、何だよその憐れむような目は？　今囲まれてるのはテメェの方だぜ！
[name="Sarkaz Mercenary"]  This isn't even negotiation—Tsk, what is this even, mercy? You're the one who's surrounded right now!
[name="살카즈 용병"]  이건 협상 따위가 아니야…… 설마, 우릴 동정하는 거냐? 포위당한 너 따위가!?

[name="萨卡兹雇佣兵"]  确实......你有很多值得忌惮的手段，但如果明天之前，我们没有给帕夏合理的答复，我们都难逃一死。
[name="サルカズ傭兵"]  確かに……お前は大層な手段を持っているかもしれねぇ。けど、明日までにパーディシャーが望む結果を出さなけりゃ、俺たちゃ全員死から逃れられねぇんだ。
[name="Sarkaz Mercenary"]  Yeah, you're right... You know how to strike fear, but if we don't give the padishah an answer he's satisfied with by tomorrow, we aren't going to escape death either.
[name="살카즈 용병"]  확실히…… 넌 위험해. 하지만 내일이 되기 전에 파디샤에게 제대로 된 답을 주지 못하면 우린 모두 죽게 될 거다.

[name="萨卡兹雇佣兵"]  就像我一早说过的，我们没得选择。
[name="サルカズ傭兵"]  さっきも言ったように、俺たちに選択肢はねぇのさ。
[name="Sarkaz Mercenary"]  Just like I told you, we don't have a choice.
[name="살카즈 용병"]  말했다시피 우리에겐 선택권이 없거든.

[name="萨卡兹雇佣兵"]  开火！
[name="サルカズ傭兵"]  撃て！
[name="Sarkaz Mercenary"]  Open fire!
[name="살카즈 용병"]  쏴!

[name="萨卡兹雇佣兵"]  烟雾里的......是那个怪物？
[name="サルカズ傭兵"]  煙の中にいるのは……あの化け物か？
[name="Sarkaz Mercenary"]  What's that behind the smoke...? Is that the monster?
[name="살카즈 용병"]  연기 속에 있는 것은…… 그 괴물인가?

[name="萨卡兹雇佣兵"]  ......竟然能毫发无损......？
[name="サルカズ傭兵"]  ……全くダメージがねぇだと……？
[name="Sarkaz Mercenary"]  Not even a scratch...?
[name="살카즈 용병"]  ……전혀 타격이 없다고……？

[name="萨卡兹雇佣兵"]  来自“卡兹戴尔”的术师，你又到底是什么呢？
[name="サルカズ傭兵"]  「カズデル」から来た術師……お前は一体何なんだ？
[name="Sarkaz Mercenary"]  You, 'Kazdel' Caster. What are you?
[name="살카즈 용병"]  '카즈델'의 캐스터, 넌 대체 정체가 뭐야?

[name="Mon3tr"]  ———
[name="Mon3tr"]  ――
[name="Mon3tr"]  —
[name="Mon3tr"]  ……

[name="凯尔希"]  你本可以不用沦为他人的工具。
[name="ケルシー"]  お前は本来、他人の道具などに落ちぶれなくとも済んだはずだ。
[name="Kal'tsit"]  You didn't have to be someone else's tool.
[name="켈시"]  다른 사람의 도구로 전락하지 않을 수도 있었는데……

[name="萨卡兹雇佣兵"]  我就想活着。
[name="サルカズ傭兵"]  俺はただ、生きたいだけだ。
[name="Sarkaz Mercenary"]  I want to live.
[name="살카즈 용병"]  살고 싶으니까.

[name="萨卡兹雇佣兵"]  而且一直如此，当一个萨卡兹可不该有什么远大理想。
[name="サルカズ傭兵"]  今までも、そしてこれからもずっとそうだ。サルカズが遠大な理想なんざ持つべきじゃねぇ。
[name="Sarkaz Mercenary"]  Besides, this is how it's always been. A Sarkaz has no right to dream about the future.
[name="살카즈 용병"]  게다가 살카즈는 어떤 꿈도 가져서는 안 돼. 지금까지도, 앞으로도.

[name="萨卡兹雇佣兵"]  拔剑，全队突击。
[name="サルカズ傭兵"]  剣を抜け、総員突撃だ！
[name="Sarkaz Mercenary"]  Draw your blades! Attack!
[name="살카즈 용병"]  검을 뽑아라, 전원 돌격!

