十七年前
十七年前
17 Years Ago
17년 전

1:37 P.M.  天气/晴
[name="릴리아"]  저는 세르게이를 용서할 수 없어요. 세르게이를 처음 알게 됐을 때 술에 취한 아스트로프가 흥분한 채 날 껴안더니, 어떻게 정직하고 뛰어난 동료를 얻게 됐는지 말해줬죠.

[name="莉莉娅"]  他曾经无比憧憬这份事业，我也支持他，尽我所能地支持他。
[name="リリア"]  アストロフは……自分の仕事にこれ以上ないほど期待し心血を注いでいました。私もそんな彼をできる限り支えていました。
[name="Lillia"]  He looked forward to this project like no one else, and I supported him. I supported him with all I could.
[name="릴리아"]  아스트로프는 자신의 계획을 더할 나위 없이 동경했어요. 저 역시 할 수 있는 최선을 다해 도왔죠.

[name="莉莉娅"]  直到现在都是。
[name="リリア"]  それが今になっても変わりません。
[name="Lillia"]  Even up to now.
[name="릴리아"]  지금도요.

[name="凯尔希"]  ......
[name="ケルシー"]  ……
[name="Kal'tsit"]  ......
[name="켈시"]  ……

[name="莉莉娅"]  凯尔希所长，你其实什么都知道。
[name="リリア"]  ケルシー所長、あなたは全てを知っているはずです。
[name="Lillia"]  Director Kal'tsit, you know everything, don't you?
[name="릴리아"]  소장님, 사실 다 알고 계시잖아요.

[name="莉莉娅"]  如果你不打算说，那么我会亲自回到切尔诺伯格，我要做个彻底的了断。
[name="リリア"]  ですが、もしあなたに事件の真相を告げるつもりがないのならば、私はチェルノボーグに戻り、徹底的に片をつけるつもりです。
[name="Lillia"]  If you won't speak up, I'll return to Chernobog. I'll settle things once and for all.
[name="릴리아"]  침묵하실 생각이라면, 제가 체르노보그로 돌아가서 모든 걸 확실히 정리할 거예요.

[name="莉莉娅"]  万比洛夫家为我们准备了一条逃向萨米的后路，但也许，我没有机会搭上那些信使的顺风车。而你......
[name="リリア"]  ヴァンピロフ家は、私たちのためにサーミ側への脱出ルートを用意してくれましたが、もしかしたら、私はあのトランスポーターたちの車に乗ることはないかもしれません。でもあなたは……
[name="Lillia"]  Vampilov's family have an escape route to Sami ready for me, but maybe, I wouldn't get the chance to hitchhike with any Messengers. And you...
[name="릴리아"]  밤펠로프 가문이 우리를 위해 사미로 달아날 퇴로를 준비해 줬어요. 어쩌면 저는 전달자들이 만들어 준 기회를 잡지 못할지도 모르죠. 하지만 당신이라면……

[name="凯尔希"]  我自有打算。
[name="ケルシー"]  気遣いは無用だ。脱出の算段はついている。
[name="Kal'tsit"]  I do plan to.
[name="켈시"]  나도 계획이 있어.

[name="莉莉娅"]  呵......当然。
[name="リリア"]  フッ……そうだろうと思いました。
[name="Lillia"]  Heh... of course.
[name="릴리아"]  흠…… 그렇겠죠.

[name="莉莉娅"]  我很清楚，我在引火上身。所以......凯尔希，无论你打不打算向我坦白所有真相，至少有一点，我想请你答应。
[name="リリア"]  私も自分から火中に飛び込んでいるのは承知の上です。ケルシー所長……真相を話す気がなかったとしても、せめて一つだけ、願いを聞き入れていただけませんか。
[name="Lillia"]  I'm very well aware, I'm setting myself alight. So... Kal'tsit, no matter whether you plan to confess all the facts to me or not, at the very least there's one tiny thing I want you to agree to.
[name="릴리아"]  제 손으로 무덤 파는 짓이라는 걸 저도 잘 알고 있어요. 그래서…… 제게 모든 진실을 알려주든 말든, 적어도 이거 하나만은 약속해 줬으면 해요.

[name="莉莉娅"]  我知道我在做一件很疯狂的事情，我也知道也许你说的才是对的。但我现在只有一个请求，照顾好我的女儿，照顾好路易莎。
[name="リリア"]  復讐は……あなたの言葉こそが正しいのだろうと思います。でも私は止まれない……だからお願いです。娘を、ルイーサの面倒を見てやってください。
[name="Lillia"]  I know I'm doing something insane right now, and I know maybe you're the one in the right. But right now, I only have one request. Look after my daughter. Look after Louisa.
[name="릴리아"]  제가 정신 나간 짓을 한다는 것도, 당신의 말이 맞는다는 것도 알고 있어요. 그래도 한 가지 부탁이 있어요. 부디 제 딸…… 루이자를 잘 보살펴 주세요.

[name="莉莉娅"]  下一代不需要承受仇恨的烦扰......哪怕最终谁都逃不出这个循环，但是答应我，凯尔希，照顾好她。如果可能的话，也请照顾好柳德米拉......
[name="リリア"]  事故の関係者が最終的に誰一人憎しみの連鎖から逃れられずとも、次の世代まで巻き込む必要はありません……お願いです、娘の面倒を見てやってください。もし可能ならリュドミラも一緒に……
[name="Lillia"]  The next generation doesn't need to inherit the hassle of hatred... Even if nobody can escape this cycle in the end, at least promise me, Kal'tsit. Look after her. If you can, please look after Lyudmila too...
[name="릴리아"]  다음 세대가 증오심에 더는 억눌리지 않게…… 그 연결 고리에서 누구도 벗어날 수 없다고 해도 루이자를 잘 돌봐주겠다고 약속해 주세요, 켈시 선생님. 가능하다면 류드밀라도 부탁드려요……

[name="护工的声音"]  路易莎医生？路易莎医生，你在哪里？
[name="介護士の声"]  ルイーサ先生？　ルイーサ先生、どこですか？
[name="Caretaker's Voice"]  Dr. Louisa? Dr. Louisa, where are you?
[name="간병인의 목소리"]  루이자 선생님? 루이자 선생님, 어디 계시나요?

[name="莉莉娅"]  这儿！请稍等！
[name="リリア"]  ここです！　少しお待ちください！
[name="Lillia"]  Here! Please wait one moment!
[name="릴리아"]  여기 있어요, 잠시만요!

[name="莉莉娅"]  凯尔希......我......
[name="リリア"]  ケルシー所長……私は……
[name="Lillia"]  Kal'tsit... I...
[name="릴리아"]  켈시 소장님…… 전……

[name="凯尔希"]  我答应你。
[name="ケルシー"]  わかった、約束しよう。
[name="Kal'tsit"]  I promise you.
[name="켈시"]  약속하지.

[name="凯尔希"]  这只是一个母亲最后的愿望。路易莎会成长起来的。
[name="ケルシー"]  一人の母親の最後の願いだ。ルイーサは無事に成長するだろう。
[name="Kal'tsit"]  This is simply a mother's final wish. I will see Louisa grow up.
[name="켈시"]  루이자…… 아이가 무사히 자라기를 바라는 것. 그게 어머니의 마지막 바람이니까.

[name="莉莉娅"]  ......谢谢。
[name="リリア"]  ……ありがとうございます。
[name="Lillia"]  Thank you.
[name="릴리아"]  ……고마워요.

[name="莉莉娅"]  阿斯特罗夫，他最后一次握着小路易莎的手的时候，半开玩笑地说过一席话。
[name="リリア"]  アストロフは、最後にルイーサの手を握った時、冗談交じりにこんな希望を口にしました。
[name="Lillia"]  Astrov—the last time he held little Louisa's hand, he told me something, half-jokingly.
[name="릴리아"]  아스트로프가 마지막 순간에 루이자의 손을 잡으며 반쯤 농담 삼아 이런저런 이야기를 하더군요.

[name="莉莉娅"]  他说，他希望小路易莎和我一样，成为一个医学研究者，等到路易莎上学的年纪，他希望凯尔希所长来当小路易莎的启蒙老师。
[name="リリア"]  「ルイーサ、君が勉学に励む歳になったら、私のように医学研究者を目指し、将来はケルシー所長に師事してくれないか？」と……
[name="Lillia"]  He said, he hoped little Louisa would become a medical researcher just like me, and when Louisa was old enough to go to school, he hoped you'd be her very first teacher.
[name="릴리아"]  루이자가 저처럼 의학 연구자가 됐으면 좋겠다고 했어요. 루이자가 학교에 갈 나이가 되면, 켈시 소장님이 루이자의 선생님이 되어줬으면 좋겠다며……

[name="凯尔希"]  是啊......
[name="ケルシー"]  ……
[name="Kal'tsit"]  I see...
[name="켈시"]  그런가……

[name="莉莉娅"]  这是他那晚突然启程去研究所之前，对他女儿说过的最后一席话。
[name="リリア"]  これがあの晩、研究所からの緊急招集を受け家を出る直前に、彼が娘にかけた最後の言葉です。
[name="Lillia"]  Those were the very last words he said to his daughter before he suddenly went to the Institute that night.
[name="릴리아"]  그날 밤, 갑자기 연구소로 떠나게 되었을 때 아이에게 들려줬던 마지막 말이에요.

[name="年迈的护工"]  哦，医生，您在这里！太好啦，你要是再迟点，护工长又要发飙咯。
[name="年取った介護士"]  あっ、先生、ここにいたんですか？　早く！　これ以上遅れたら、介護士長がまた怒り出しますよ。
[name="Elderly Caretaker"]  Oh, doctor, here you are! Perfect, if you were any later, the head caretaker would've gone ballistic.
[name="나이 지긋한 간병인"]  아, 선생님 여기 계셨군요! 서둘러 주세요, 안 그러면 간호부장이 또 난리를 칠 테니까요.

[name="年迈的护工"]  嗯？医生，您的眼睛怎么红了？发生什么事了？
[name="年取った介護士"]  ん？　先生、目が赤いですよ？　何かあったんですか？
[name="Elderly Caretaker"]  Hm? Doctor, what's got your eyes all red? Did something happen?
[name="나이 지긋한 간병인"]  어? 선생님 눈가가 왜 이렇게 빨갛습니까? 뭔 일 있었나요?

[name="莉莉娅"]  ......没事，怎么了吗？
[name="リリア"]  ……何でもありません、どうしましたか？
[name="Lillia"]  Nothing. What's the matter?
[name="릴리아"]  ……아무것도 아니에요. 그런데 무슨 일이죠?

[name="年迈的护工"]  到了巡房的时间啦。
[name="年取った介護士"]  巡回の時間ですよ。
[name="Elderly Caretaker"]  It's time to make rounds.
[name="나이 지긋한 간병인"]  회진 시간이에요.

[name="莉莉娅"]  我都没注意......好，我知道了。
[name="リリア"]  忘れてました……すぐに行きます。
[name="Lillia"]  I wasn't even paying attention... right, I understand.
[name="릴리아"]  아, 깜빡했네요…… 알겠어요, 금방 가죠.

[name="莉莉娅"]  那边似乎很热闹？
[name="リリア"]  あちらは賑やかですね？
[name="Lillia"]  Is there some kind of commotion over there?
[name="릴리아"]  저쪽이 왠지 좀 시끄러운데요?

[name="年迈的护工"]  是，好像有位贵族老爷从很远的地方来拜访，也不知道为了什么。
[name="年取った介護士"]  はい、遠方から貴族のお偉い方が訪ねてきたそうで。何の御用かは知りませんが。
[name="Elderly Caretaker"]  Yes, seems an old nobleman's come from far off. Don't know for what.
[name="나이 지긋한 간병인"]  네, 멀리서 어느 귀족 어르신이 병문안을 온 것 같다던데, 대체 무슨 일인지……

[name="年迈的护工"]  这日子平平稳稳就好咯。
[name="年取った介護士"]  何事もなければいいんですがね。
[name="Elderly Caretaker"]  As long as the days go by smooth, that's what matters.
[name="나이 지긋한 간병인"]  오늘은 좀 조용히 지나가면 좋겠는데……

[name="莉莉娅"]  您好——
[name="リリア"]  こんにちは――
[name="Lillia"]  Hello—
[name="릴리아"]  안녕하세요……

[name="莉莉娅"]  打扰了，现在是巡房的时间......预定的访客表上似乎没有安排，请问您是？
[name="リリア"]  失礼します、巡回の時間です……予定された訪問者リストに記載がないようですが、どちら様でしょうか？
[name="Lillia"]  Excuse me, we're currently making rounds... It seems you weren't on the list of scheduled visitors. Can I ask who you are?
[name="릴리아"]  실례합니다, 지금은 회진 시간이라서요…… 예약자 명단에서 이름을 못 뵌 것 같은데 혹시 성함이 어떻게 되시나요?

[name="？？？"]  一位心血来潮，来探望老朋友的乌萨斯公民而已，请继续吧，女士。
[name="？？？"]  ああ、気まぐれで旧友を訪ねてきた、ただのウルサスの公民です。どうぞ、続けてください。
[name="???"]  Just an Ursus citizen here on a whim, looking to meet an old friend. Do carry on, madam.
[name="???"]  옛 친구를 보고 싶은 마음에 달려온 우르수스의 평범한 국민일 뿐입니다. 하던 일 마저 하시죠.

[name="？？？"]  但愿我没有打搅各位的工作。
[name="？？？"]  お仕事の邪魔にはならないように致しますので。
[name="???"]  I hope I don't bother any of you in your work.
[name="???"]  방해가 되지 않았기를 바랍니다.

[name="老兵模样的人"]  维特，你要走了吗？
[name="老兵っぽい人"]  ヴィッテ、もう行くのか？
[name="Veteran-Like Person"]  Witte, are you off?
[name="노병처럼 보이는 인물"]  위트, 가려는 건가?

[name="？？？"]  不，老朋友，我一会再来找你。冬天到了，你该多注意保养，你哮喘的老毛病别又犯了。
[name="？？？"]  いいえ、また後で来ます。ここの冬は冷え込みますから、健康にはお気を付けください。持病の喘息を引き起こさないように。
[name="???"]  No, old friend, I'll see you again in a bit. You should be more mindful of your health, with winter here. Don't set off that asthma of yours.
[name="???"]  아닐세, 친구. 조금 있다가 다시 오지. 이제 곧 겨울이니 천식이 재발하지 않게 몸조심하게.

[name="？？？"]  请吧，女士，我在大厅等着。
[name="？？？"]  どうぞ、先生。私はホールで待つことにします。
[name="???"]  As you were, madam. I'll be waiting in the hall.
[name="???"]  자, 선생님. 저는 로비에서 기다리겠습니다.

[name="莉莉娅"]  （这个人......）
[name="リリア"]  （あの人……）
[name="Lillia"]  (He's...)
[name="릴리아"]  (이 사람은……)

[name="乌萨斯军官"]  维特大臣！
[name="ウルサス将校"]  おお！　ヴィッテ大臣！
[name="Ursus Officer"]  Minister Witte!
[name="우르수스 군관"]  위트 님!

[name="？？？"]  请注意安静。
[name="？？？"]  お静かに。
[name="???"]  Do watch out.
[name="???"]  조용히 하세요.

[name="乌萨斯军官"]  啊，不，抱歉......
[name="ウルサス将校"]  あっ、いや、申し訳ありません……
[name="Ursus Officer"]  Ah, I, sorry...
[name="우르수스 군관"]  앗! 죄, 죄송합니다……

[name="乌萨斯军官"]  大公不知道您的造访，这是我们的工作疏忽，为表歉意，大公邀您共进晚餐。
[name="ウルサス将校"]  大公があなた様のご来訪を存じ上げなかったのは、我々の落ち度であります。お詫びに、大公がご一緒に夕食でもと。
[name="Ursus Officer"]  The Grand Duke didn't know you were visiting. It's our negligence on the job to blame. As a token of apology, the Grand Duke would like you to have dinner with him.
[name="우르수스 군관"]  대공께서는 위트 님의 방문을 모르고 계셨습니다. 이건 저희 불찰입니다. 사과의 뜻으로 대공께서 만찬에 초대하셨습니다.

[name="乌萨斯军官"]  希望您理解，大公的身体抱恙，若非如此，他一定会亲自来见您......
[name="ウルサス将校"]  大公が病を患っていることをご理解いただければ幸いです。もしそうでなければ、必ず大公自らご挨拶に伺っておりました……
[name="Ursus Officer"]  We hope you understand, the Grand Duke is ill, and if not for that, he would've greeted you himself...
[name="우르수스 군관"]  대공께서 몸이 편치 않으시니 이해해주시면 감사하겠습니다…… 안 그랬다면 직접 맞이하러 오셨을 겁니다.

[name="莉莉娅"]  ......！
[name="リリア"]  ……！
[name="Lillia"]  ......!
[name="릴리아"]  ……!

[name="老兵模样的人"]  唔。
[name="老兵っぽい人"]  むっ。
[name="Veteran-Like Person"]  Huff.
[name="노병처럼 보이는 인물"]  윽.

[name="莉莉娅"]  啊，抱歉，十分抱歉......
[name="リリア"]  あっ、失礼しました。申し訳ありません……
[name="Lillia"]  Ah, I'm sorry, I'm greatly sorry...
[name="릴리아"]  앗, 죄송해요. 죄송합니다……

[name="乌萨斯军官"]  你怎么回事！怎么敢当着大臣的面——
[name="ウルサス将校"]  何をしている！　大臣がおられる前で――
[name="Ursus Officer"]  What's wrong with you! In the presence of the Minister—
[name="우르수스 군관"]  뭐 하는 거야! 위트 님이 계신 자리에서 이게 무슨……

[name="老兵模样的人"]  唔，没事，只是一些酒精洒在了床单上。
[name="老兵っぽい人"]  いや、大丈夫だ。アルコールが少しベッドにこぼれただけだ。
[name="Veteran-Like Person"]  Oh, nothing, just some alcohol spilled on the bedsheets.
[name="노병처럼 보이는 인물"]  괜찮아, 침대에 알코올이 쏟아진 것뿐이야.

[name="？？？"]  别激动，女士，怎么了？
[name="？？？"]  まぁそう焦らず……どうなさいましたか？
[name="???"]  Calm down. Madam, what happened?
[name="???"]  진정하세요, 어떻게 된 일입니까?

[name="莉莉娅"]  对不起，消毒酒精的拧口太紧，我用力过猛了......
[name="リリア"]  すみません、消毒液の蓋がとてもきつく閉められていて、少々力を入れ過ぎてしまいました……
[name="Lillia"]  I'm sorry, the cap on the isopropyl bottle was too tight, and I applied too much force...
[name="릴리아"]  죄송해요, 소독용 알코올을 담아둔 병뚜껑이 잘 열리지 않아서 힘을 주다가 그만……

[name="？？？"]  你本可以找别人帮忙的。
[name="？？？"]  どなたか、ほかの方に手伝ってもらえば良いのでは？
[name="???"]  You could've just asked someone else to help.
[name="???"]  다른 이에게 도움을 청하면 좋았을 텐데요.

[name="莉莉娅"]  抱歉，非常抱歉，我这就去取抹布来......
[name="リリア"]  大変申し訳ありません。すぐに雑巾を取ってきます……
[name="Lillia"]  Sorry, so sorry, I'll go and fetch a towel right now...
[name="릴리아"]  죄송해요, 정말 죄송해요. 지금 당장 시트를 치울……

[name="？？？"]  ......可怜的人。
[name="？？？"]  ……彼女の仕事も大変ですね。
[name="???"]  Poor her.
[name="???"]  ……안타깝군요.

[name="？？？"]  说回大公的邀请吧，很遗憾，信使还在等我，我可能等不到那个时候了。
[name="？？？"]  ああ、せっかくの大公のお誘いですが、残念ながら辞退致します。トランスポーターを待たせているので、長居はできません。
[name="???"]  As for the Grand Duke's invitation, I do regret that my Messenger is still waiting for me, and I can't stay so long.
[name="???"]  아쉽지만 참석할 수 없다고 대공께 전해 주십시오. 전달자가 날 기다리는 중이라 아무래도 그때까지는 기다릴 수 없을 것 같군요.

[name="？？？"]  请替我转告万尼亚，让他在这里安心休养。不过也请他记得，这里是陛下给予功勋者的恩赐之地，而非为贵族们提供的又一处社交场所。
[name="？？？"]  ワーニャにお伝えください。ここでゆっくり静養するように、と。それと、ここは陛下が功労者たちのためにお与えになった地です。貴族たちの社交場ではないとも。
[name="???"]  Do pass a message on to Vanya. Tell him to rest up with peace of mind here. Though he should remember, also, that this is a meritorious place for those Our Majesty gives favor, and not another social hub for the nobility to mingle in.
[name="???"]  바냐에게 안심하고 이곳에서 지내라는 안부 말고도 이 이야기를 꼭 전해 주세요. 여긴 폐하께서 공훈을 세운 자들을 위해 마련한 곳이지, 귀족들의 사교장이 아니라고 말입니다.

[name="乌萨斯军官"]  啊......好的，好的......如果您坚持的话......大公会非常遗憾。
[name="ウルサス将校"]  あ……はい、わかりました。しかし大公も大変残念がるでしょう。
[name="Ursus Officer"]  Ah... got it, got it... if you could just hold on... the Grand Duke will be very sad to hear.
[name="우르수스 군관"]  아…… 네, 알겠습니다…… 일정을 조정하실 수 없다니…… 대공께서 무척 아쉬워하실 겁니다.

[name="？？？"]  这是公务。如果一定要在陛下和大公之间选择一位，我只好委屈万尼亚大公了。
[name="？？？"]  これは公務です。陛下と大公のどちらかを選ばなければいけないというのであれば、私の選択は言うまでもないでしょう。
[name="???"]  This is official business. If I have to choose between Our Majesty and the Grand Duke, I'm forced to wrong the Grand Duke Vanya.
[name="???"]  이건 공무입니다. 폐하와 대공 중에서 한 사람을 선택하라고 한다면, 대공에게 사과를 해야 할 것 같군요.

[name="乌萨斯军官"]  呃......！您早说呀，若是如此，大公一定会体谅大臣您的。
[name="ウルサス将校"]  あっ……！　なるほど、そういうことでしたら、大公もきっとご理解くださるでしょう。
[name="Ursus Officer"]  Ergh...! You should've spoke sooner! If that's so, the Grand Duke will surely empathize with you.
[name="우르수스 군관"]  아…… 그, 그러시다면 대공께서도 분명 이해해주실 겁니다.

[name="乌萨斯军官"]  祝福您道路长青。
[name="ウルサス将校"]  大臣のご活躍をお祈りいたします。
[name="Ursus Officer"]  May your road be evergreen.
[name="우르수스 군관"]  조심히 돌아가십시오.

[name="？？？"]  代我向他问好。
[name="？？？"]  彼によろしくお伝えください。
[name="???"]  Send him my regards.
[name="???"]  대신 안부 전해 주세요.

[name="凯尔希"]  路易莎医生，您怎么了......？
[name="ケルシー"]  ルイーサ先生、どうなさいました……？
[name="Kal'tsit"]  Dr. Louisa, what's wrong...?
[name="켈시"]  루이자 선생님, 무슨 일이죠?

[name="莉莉娅"]  凯尔希，他是谁？
[name="リリア"]  ケルシー、彼は誰なんでしょう？
[name="Lillia"]  Kal'tsit, who is he?
[name="릴리아"]  켈시, 저 사람은 누구죠?

[name="凯尔希"]  伊斯拉姆·维特子爵。
[name="ケルシー"]  イスラーム・ヴィッテ子爵です。
[name="Kal'tsit"]  Viscount Islam Witte.
[name="켈시"]  이슬라므 위트 자작.

[name="莉莉娅"]  你认得他......？
[name="リリア"]  彼を知っているのですか……？
[name="Lillia"]  You recognize him...?
[name="릴리아"]  아는 사람인가요?

[name="凯尔希"]  乌萨斯新任财政大臣，深得皇恩青睐的新晋贵族。
[name="ケルシー"]  ウルサスの新しい財務大臣、陛下に重用されている新興貴族です。
[name="Kal'tsit"]  Ursus's new Minister of Finance, a fresh noble with deep favor from the Emperor.
[name="켈시"]  우르수스의 신임 재무대신, 황제의 총애를 받고 있는 신흥 귀족입니다.

[name="莉莉娅"]  他......
[name="リリア"]  彼は……
[name="Lillia"]  He...
[name="릴리아"]  저 사람……

[name="凯尔希"]  没事的，路易莎医生。
[name="ケルシー"]  大丈夫です、ルイーサ先生。
[name="Kal'tsit"]  It's alright, Dr. Louisa.
[name="켈시"]  괜찮아요, 루이자 선생님.

[name="凯尔希"]  我并不深刻了解他的为人，也不知道他具体的发迹缘由。但就我所知，他是当今的乌萨斯皇帝亲手扶持的栋梁。
[name="ケルシー"]  彼の人となりを深く理解しているわけではありませんし、具体的な来歴も知りません。しかし私の知る限り、彼は今のウルサス皇帝陛下が自らの支えとする重要人物です。
[name="Kal'tsit"]  I have only surface knowledge of his character, and don't know specifically how he made his fortune. But what I do know is, he's a present pillar who the Emperor of Ursus has personally assisted.
[name="켈시"]  저 사람의 성격이나 발탁된 이유 같은 건 잘 모르지만 제가 알기론, 저 사람은 현재 우르수스의 황제가 손수 키우고 있는 세력입니다.

[name="凯尔希"]  而这样的青年俊杰，目光只会放向整片乌萨斯浩大的土地。切尔诺伯格的风波对整个帝国所面临的风波而言，不过是浩大浪潮下些微的涟漪。
[name="ケルシー"]  彼ほどの有能な人物であれば、その視線はウルサスの広大な国土全てを俯瞰するものでしょう。チェルノボーグでの問題など、全帝国が直面しているものからすれば、巨大なうねりの中のさざ波です。
[name="Kal'tsit"]  And young elites like him can only have their sights set on the whole of Ursus. To the waves of crisis crashing against the Empire, the crises of Chernobog are mere tiny ripples.
[name="켈시"]  저런 인재의 시선은 우르수스 전역의 광활한 대지를 바라봅니다. 체르노보그가 겪은 풍파는 제국 전체가 직면한 시련에 비하면 새 발의 피에 불과하죠.

[name="凯尔希"]  就算是一位乌萨斯大公——
[name="ケルシー"]  たとえウルサスの一大公の身に起こるトラブルであろうと――
[name="Kal'tsit"]  Even a Grand Duke of Ursus—
[name="켈시"]  아무리 우르수스의 대공이라도 해도……

[name="凯尔希"]  ——慢着......慢着。
[name="ケルシー"]  ――いや……待て。
[name="Kal'tsit"]  —Hold on... hold on.
[name="켈시"]  ……자, 잠깐.

[name="凯尔希"]  财政大臣来到松心山谷，却仍旧没有任何武装随行吗？
[name="ケルシー"]  財務大臣がパインバレーまで来ているのに、いかなる武装部隊も同行していない？
[name="Kal'tsit"]  The Minister of Finance came to Pine Valley, yet has no armed entourage?
[name="켈시"]  재무대신이 파인 밸리까지 왔는데, 평소처럼 무장 호위 하나 없이 오다니……

[name="莉莉娅"]  唔......似乎没有。
[name="リリア"]  ええ……恐らく護衛はいないかと。
[name="Lillia"]  Oh... I don't think so.
[name="릴리아"]  으음…… 그런 것 같아요.

[name="凯尔希"]  ......
[name="ケルシー"]  ……
[name="Kal'tsit"]  ......
[name="켈시"]  ……

