龙门上城区  7：20 p.m.
[name="ケルシー"]  オークション会場でも貴族のサロンでもないそのパーティーに出席していたのは、それぞれ異なる思惑を持つ組織の代表たちでした。
[name="켈시"]  거긴 인신매매장도, 탐욕스러운 귀족들의 파티장도 아니었습니다. 그 파티에 참석한 사람들 모두 여러 세력을 대표하는 권력의 실체들이었죠.

[name="魏彦吾"]  ......
[name="ウェイ"]  …………
[name="웨이 옌우"]  ……

[name="魏彦吾"]  ......继续。
[name="ウェイ"]  ……続けて。
[name="웨이 옌우"]  ……계속하게.

[name="凯尔希"]  接下来的事情你应该已经有所预见，魏先生。那一次的晚会上，许多优秀的青年人凭他们的理论和构想，获得了他们应得的价码——
[name="ケルシー"]  それからのことはもう予想がつくでしょう、ミスター・ウェイ。あのパーティーで多くの優秀な若者が、自身の理論と構想でそれぞれにふさわしい地位を得ました。しかし――
[name="켈시"]  그 후의 일은 아마 웨이 장관님께서 어느 정도 알고 계실 겁니다. 그날 파티에서 여러 우수한 청년들이 자신의 이상과 이론을 펼치며, 합당한 자금을 받았지만……

[name="凯尔希"]  但塔露拉没有。也正是如此，我与我的同僚都没有想到，这个少女会成长为今天的整合运动领袖。
[name="ケルシー"]  タルラにそのようなことは起こりませんでした。だからこそ、私も同僚も、あの少女がレユニオンのリーダーとなる位に成長するとは思いもしなかったのです。
[name="켈시"]  탈룰라는 그러지 못했습니다. 그래서 더더욱, 저와 제 동료들은 이 소녀가 장차 리유니온의 리더가 될 거라고는 상상도 할 수 없었죠.

[name="凯尔希"]  事实上......我们早该想到，因为科西切公爵只在必要的场合出现，只做必要的事，除此之外，无声无息。
[name="ケルシー"]  ただ、今思えばあのコシチェイ公爵という人物は、必要な場にしか姿を現さず、必要なことしかしません。それ以外は決して表舞台に出てこない……
[name="켈시"]  사실…… 진작에 알아챘어야 했습니다. 카셰이 공작은 오직 필요한 장소에만 모습을 드러내고, 꼭 필요한 일만 하는 사람이고, 다른 일에서는 그림자조차 볼 수 없는 인물이란 것을요.

[name="凯尔希"]  科西切不会展示自身的力量换取协助，塔露拉也没有。之间的关联，魏先生比我们更清楚。
[name="ケルシー"]  彼は、力を誇示することで地位を築いてきたわけではありません。そしてタルラも同様でした。二人の関係にどんな意味があるのか、それは我々よりもそちらの方がお詳しいでしょう。
[name="켈시"]  카셰이 공작은 자신의 힘을 과시하며 협조를 얻어내는 사람이 아닙니다, 탈룰라도 그렇고요. 둘 사이의 관계는 장관님께서 저희보다 잘 아시겠죠.

[name="凯尔希"]  科西切公爵并没有把她当作奴隶或是人质。
[name="ケルシー"]  私が得た確証は一つだけ。コシチェイ公爵が彼女を奴隷、あるいは人質として扱っていたという噂は、事実ではないということです。
[name="켈시"]  카셰이 공작은 그녀를 노예나 인질 따위로 취급하지 않았습니다.

[name="魏彦吾"]  她是他的继承人。
[name="ウェイ"]  ……後継者か。
[name="웨이 옌우"]  그녀는 공작의 후계자네.

[name="文月"]  啊？
[name="フミヅキ"]  えっ？
[name="후미즈키"]  뭐라고요?

[name="魏彦吾"]  凯尔希医生，你的见闻佐证了我的想法。塔露拉是科西切的继承人。
[name="ウェイ"]  ケルシー君。君の話が私の推測を証明してくれたようだ。タルラはコシチェイの後継者だ。
[name="웨이 옌우"]  켈시 선생, 당신의 이야기를 들으니 더욱 확실해지는군. 탈룰라는 카셰이의 후계자다.

[name="凯尔希"]  没错，魏先生......
[name="ケルシー"]  その通りです。
[name="켈시"]  그렇습니다, 웨이 장관님……

[name="凯尔希"]  科西切公爵知道你有什么，也知道你能做什么。塔露拉也一样能。
[name="ケルシー"]  コシチェイ公爵はあなたが持っているもの、あなたに可能なこととそうでないことを詳細に把握しています。そしてそれは、タルラも同様です。
[name="켈시"]  카셰이 공작은 장관님이 무엇을 가졌으며, 무엇을 할 수 있는지 잘 알고 있습니다. 그건 탈룰라도 마찬가지고요.

[name="凯尔希"]  请将这件事交给我们，魏先生。我们是最适合去解决本次事件的人。
[name="ケルシー"]  ミスター・ウェイ、この件をどうかロドスに任せていただけませんでしょうか？　我々こそが今回の事件解決に最も適任のはずです。
[name="켈시"]  이번 일은 저희에게 맡겨주시죠, 웨이 장관님. 이번 일에 있어서는 저희가 가장 적합하다고 생각합니다.

[name="凯尔希"]  就像阿米娅之前说的那样，罗德岛与龙门间的正式合作已经结束了。
[name="ケルシー"]  アーミヤが言うように、龍門とロドスの正式協定は失効しました。
[name="켈시"]  아미야가 말씀드린 것처럼, 로도스 아일랜드와 용문 간의 정식 협약은 이미 끝났습니다.

[name="凯尔希"]  现在，罗德岛的舰船已经离开了龙门接舷区。罗德岛离开龙门之后发生的事，与龙门毫无关联。
[name="ケルシー"]  ロドス本艦は現在、既に龍門の接舷エリアから離脱をしています。これから起きることは、龍門とは一切関係ありません。
[name="켈시"]  그리고 지금, 로도스 아일랜드의 함선은 이미 용문 항구를 떠났습니다. 로도스 아일랜드가 용문을 떠난 후 발생하는 모든 일은, 용문과는 아무런 관계가 없죠.

[name="凯尔希"]  阿米娅，可以吗？
[name="ケルシー"]  アーミヤ、そうだろう？
[name="켈시"]  아미야, 괜찮겠지?

[name="阿米娅"]  ......没错。
[name="アーミヤ"]  ……はい！
[name="아미야"]  ……네.

[name="阿米娅"]  魏先生。我们......并不那么关心龙门城的未来和你的私事。
[name="アーミヤ"]  ウェイさん。私たちは、龍門の未来やあなた個人の抱える事情に、あまり深く立ち入るつもりはありません。
[name="아미야"]  웨이 장관님, 저희는…… 용문의 미래나 장관님의 사정에는 크게 관심이 없습니다.

[name="阿米娅"]  但阴谋家利用感染者引发的事件，它带来的那些后果是我们拼尽全力去避免的。
[name="アーミヤ"]  ですが誰かの陰謀が感染者を利用して起こした事件、それによってもたらされる悲劇を、私たちは全力で阻止したいのです。
[name="아미야"]  하지만 모종의 세력이 감염자들을 이용해 일을 벌인다면, 저희는 그 결과를 전력으로 막아낼 생각입니다.

[name="阿米娅"]  如果魏先生允许，并且能给出承诺，承诺你不会使用任何武力攻击我们的话——
[name="アーミヤ"]  もし可能ならば、ウェイさんに一つ約束をしていただきたいです。それさえ守っていただけるならば――
[name="아미야"]  만약 웨이 장관님께서 동의하시고, 저희에게 어떠한 공격도 가하지 않겠다고 약속해 주신다면……

[name="阿米娅"]  之后的战斗，就会是我们罗德岛的战斗。
[name="アーミヤ"]  ここから先は、私たちロドスの戦いになります。
[name="아미야"]  이후의 전투는, 저희 로도스 아일랜드의 싸움이 될 것입니다.

[name="魏彦吾"]  我不依靠感染者，也不相信感染者。你们与整合运动的区别，在我看来，只是你们还没与龙门敌对，仅此而已。
[name="ウェイ"]  私は感染者を信じたくはないし、頼りたくもない。私からすれば、君たちとレユニオンの違いは、まだ龍門と敵対していない、という一点だけだ。
[name="웨이 옌우"]  난 감염자들에게 의지할 생각도 없고, 감염자를 신용하지도 않는다네. 나에게 있어 로도스 아일랜드와 리유니온의 차이는, 로도스 아일랜드가 아직 용문에 적대적이지 않다는 점뿐.

[name="魏彦吾"]  整合运动之前又是怎么样的面貌？就算我们不记得，却有人记得。他们本不是现在这副模样。
[name="ウェイ"]  かつてのレユニオンがどんな姿をしていたか……私たちが忘れたとしても、誰かの記憶に残っているはずだ。彼らは決して今のような形をとるはずではなかった。
[name="웨이 옌우"]  과거의 리유니온은 어땠을 것 같나? 우리가 기억하지 못해도, 누군가는 기억할 것일세. 그들도 처음부터 지금 같은 모습은 아니었겠지.

[name="魏彦吾"]  言语可以修饰，意图可以伪装，整合运动再怎么吹嘘自己是改变感染者处境的力量，如今还是成了乌萨斯的炮灰。
[name="ウェイ"]  言葉は飾れる。意図は隠せる。レユニオンがあれほど感染者の運命を変える運動だと吹聴していたにもかかわらず、結局はウルサスの鉄砲玉と成り果ててしまった……
[name="웨이 옌우"]  말은 꾸며내면 그만이고, 의도는 위장하면 그만이네. 리유니온이 감염자의 처지를 바꿀 힘이 있다고 입이 닳도록 떠들어도, 오늘날엔 결국 우르수스의 총알받이 신세일뿐 아닌가.

[name="魏彦吾"]  此事之后，乌萨斯将会轻松地扑灭整合运动的火。
[name="ウェイ"]  この件が終われば、ウルサスは容赦無く、残ったレユニオンの火を消すつもりだろう。
[name="웨이 옌우"]  이 일이 끝나면, 우르수스는 아주 손쉽게 리유니온의 불꽃을 꺼트릴 걸세.

[name="魏彦吾"]  你们会不会是另一个整合运动？谁能证明，谁能证伪？你们会在什么时候背叛，又会在哪里对我们亮出獠牙？
[name="ウェイ"]  君たちが次のレユニオンにならないと、誰がそれを証明できる？　いつか私たちを裏切り、牙をむくのではないか？
[name="웨이 옌우"]  자네들이 또 다른 리유니온이 아니라는 증거가 있나? 누가 그걸 증명할 수 있지? 언제 우리를 배신하고, 어디에서 우리에게 송곳니를 드러낼지는 모르지 않나?

[name="魏彦吾"]  以及，我并不相信你们有解决科西切继承人的实力。
[name="ウェイ"]  そもそも、君たちにコシチェイの後継者を打ち破るほどの力があるとは思えない。
[name="웨이 옌우"]  게다가 난 자네들에게 카셰이의 후계자를 처리할 능력이 있다고는 믿지 않네.

[name="魏彦吾"]  那是科西切公爵......与他为敌且获胜的，这么多年来也只有龙门而已。
[name="ウェイ"]  相手はあの悪名高きコシチェイ公爵だ……彼に勝利を収めたのは、ここ数年で龍門以外には存在しない。
[name="웨이 옌우"]  상대는 카셰이 공작…… 오랜 세월 동안, 그에게 적대하여 승리한 건 용문이 유일했네.

[name="凯尔希"]  魏先生，你打算自己带领武装力量，袭击切尔诺伯格核心城，对吧？
[name="ケルシー"]  ミスター・ウェイ、あなたは自分で部隊を率いてチェルノボーグ中枢区画を襲撃するつもりですね？
[name="켈시"]  웨이 장관님, 당신은 직접 부대를 끌고 가 체르노보그 코어를 습격할 생각이군요, 그렇죠?

[name="魏彦吾"]  不要妄加猜测。
[name="ウェイ"]  勝手な憶測はよくないな。
[name="웨이 옌우"]  함부로 추측하지 말게나.

[name="凯尔希"]  方才，魏先生——你的观点已经透露了你更深层次的想法。你认为只有你自己能做到这件事。
[name="ケルシー"]  先ほどのミスター・ウェイの言葉に、あなた自身の意志が現れています。あなたは、それが自分以外には不可能だと思っていらっしゃる。
[name="켈시"]  방금 웨이 장관님께서…… 마음속의 본심을 털어놓으시지 않았습니까. 당신은, 오직 자신만이 이 일을 해결할 수 있다고 생각하시는군요.

[name="凯尔希"]  确实，龙门有这个实力，你也有战胜乌萨斯阴谋的经验。
[name="ケルシー"]  確かに龍門にはその力が有り、あなたにもウルサスの陰謀を退けた自信がお有りでしょう——
[name="켈시"]  확실히 용문은 그럴 만한 힘이 있습니다. 우르수스의 음모를 이겨낸 경험도 있으니까요.

[name="凯尔希"]  而且这一次，你还打算用自己的死来抵消龙门宣战的罪。
[name="ケルシー"]  しかも今回の戦い、あなたはご自身の死をもって幕を引くつもりでいらっしゃる。
[name="켈시"]  게다가 이번엔, 자신의 죽음으로 용문의 선전포고에 대한 죗값을 떠안을 작정이시죠.

[name="凯尔希"]  如文月小姐所说，你觉得自己做了许多违心的事，你打算用死亡一劳永逸的
[name="ケルシー"]  フミヅキさんの仰るように、あなたは龍門のために多くの不本意な采配をしてきた。そして極め付けが今回行おうという宣戦行為だ。それら一切合切を、ご自身の命で清算しようと考えておられる。
[name="켈시"]  후미즈키 씨의 말씀처럼, 당신은 자신이 지은 수많은 죄를 죽음으로 속죄하려 하시는군요.

[name="魏彦吾"]  我一生犯错无数，死亡并不足以偿还，也不知向谁偿还。
[name="ウェイ"]  ……私は今まで数え切れないほどの過ちを犯した。死などで償えるはずもなく、誰に償えばいいのかもわからないがそれでも——
[name="웨이 옌우"]  평생 무수히 많은 죄를 범했네. 이젠 죽음으로도 다 속죄할 수 없어. 누구에게 속죄해야 할지조차 모를 지경이야.

[name="凯尔希"]  即使如此，魏先生，你能保证在你死后，真的不会有人迁怒于你吗？
[name="ケルシー"]  それでも、あなたが亡くなった後、周りが本当に無事でいられると思いますか？
[name="켈시"]  웨이 장관님, 당신이 죽으면 정말로 아무도 당신을 책망하지 않을 거라 확신하십니까?

[name="魏彦吾"]  龙门是大炎要地，我既保下了它，它的繁荣就依然能延续。
[name="ウェイ"]  龍門は炎国の要。この街が無事であれば、繁栄は続くはずだ。
[name="웨이 옌우"]  용문은 염국의 요충지이니, 내가 용문을 지켜내기만 한다면, 용문의 번영은 계속될 테지.

[name="凯尔希"]  我说的是，文月夫人。
[name="ケルシー"]  いえ、私が言いたいのは、フミヅキさんのことです。
[name="켈시"]  제가 말하는 건 후미즈키 부인입니다.

[name="阿米娅"]  （凯尔希医生......好直白！）
[name="アーミヤ"]  （ケルシー先生……直球過ぎます！）
[name="아미야"]  (켈시 선생님…… 너무 직설적이세요!)

[name="文月"]  医生？！说什么呢！
[name="フミヅキ"]  先生！？　何を仰って……！
[name="후미즈키"]  선생님?! 무슨 말씀을 하시는 건가요!

[name="凯尔希"]  没错，魏先生。我害怕尊夫人会因为你而受到伤害。就算你死了，她也依然是你的遗孀。你知道的事，尊夫人基本上也都知道。
[name="ケルシー"]  奥様は、あなたのせいで苦難の道を歩む可能性があります。あなたが亡くなった後、全てを知るのは残された奥様だけなのですから。
[name="켈시"]  웨이 장관님, 저는 존경하는 부인이 당신으로 인해 상처받을까 두렵습니다. 당신이 죽어버리면 부인은 과부가 됩니다. 당신이 아는 일이라면, 후미즈키 씨도 거의 다 가늠하고 계시겠죠.

[name="凯尔希"]  既然有人能迫使你做出违背意愿的事情，我想，会做这样的事情......也很正常。
[name="ケルシー"]  あなたに不本意なことをさせるほどの人物です。奥様がどのような仕打ちを受けるかは想像に難くないと思いますが。
[name="켈시"]  당신에게 원하지 않는 일을 강요할 수 있는 사람이 있다면, 이런 일을 하는 것도 당연하다고 생각합니다만……

[name="凯尔希"]  似乎那位也不是个心思开阔豁达的人吧？
[name="ケルシー"]  確かあの方も、心の広い方ではないでしょう？
[name="켈시"]  그분도 마음이 그렇게 탁 트인 분은 아닌 것 같아서 말이죠.

[name="文月"]  够了，真的够了医生！你说的实在太过分了，我不要......
[name="フミヅキ"]  もう十分です、先生！　これ以上は……
[name="후미즈키"]  이제 됐어요, 그만하세요! 말씀이 지나치군요, 선생님. 저는……

[name="魏彦吾"]  所以，你认为即使我出手，也同样保不下文月。
[name="ウェイ"]  つまり君は、私が命を差し出したところで、フミヅキは守れないと言うのだな。
[name="웨이 옌우"]  그러니까, 자네는 내가 나선다 해도 후미즈키를 지킬 수 없다고 생각하는군.

[name="凯尔希"]  可能并不只是文月小姐。
[name="ケルシー"]  どうでしょう、フミヅキさんだけでは済まないかもしれません。
[name="켈시"]  어쩌면 후미즈키 씨뿐만이 아닐 수도 있습니다.

[name="文月"]  ......我大可一同去，不就是死......
[name="フミヅキ"]  ならば私も共に逝きます！　たかが死など——
[name="후미즈키"]  ……저도 곁에서 따르겠어요. 그래봤자 죽기밖에……

[name="魏彦吾"]  文月！！
[name="ウェイ"]  止さないかフミヅキ！！
[name="웨이 옌우"]  후미즈키!!

[name="文月"]  唉哟。
[name="フミヅキ"]  くっ……！
[name="후미즈키"]  ……

[name="魏彦吾"]  说吧，凯尔希医生。
[name="ウェイ"]  続けてくれ、ケルシー君。
[name="웨이 옌우"]  계속 얘기해 보게, 켈시 선생.

[name="凯尔希"]  为了你珍视的城市......以及真正珍视的人。
[name="ケルシー"]  あなたが大切に守ってきた都市……そして心から大切に思っている人のために――
[name="켈시"]  당신이 소중히 여기는 이 도시…… 그리고 소중한 사람들을 위해서라도,

[name="凯尔希"]  我恳求你，魏大人。把这件事情交给真正的专家。
[name="ケルシー"]  どうかお願いします。この件を専門家に任せてください。
[name="켈시"]  부탁드립니다, 웨이 장관님. 이번 일은 진짜 전문가에게 맡겨주시죠.

[name="凯尔希"]  也许和任何势力为敌我们都毫无胜算，但感染者，我们确实知根知底。
[name="ケルシー"]  どんな勢力が相手でも勝算があるとまでは言いませんが、感染者のことならば、我々が一番良く知っています。
[name="켈시"]  어느 세력을 적으로 두더라도 저희에게는 승산은 없을 겁니다. 하지만 감염자에 대해서라면, 저희는 누구보다도 자신 있습니다.

[name="凯尔希"]  我们知道他们想要什么，也知道他们不想要什么。
[name="ケルシー"]  彼らの望み、そして弱み、全てを識り尽くしています。
[name="켈시"]  저희는 감염자들이 무엇을 원하는지, 무엇을 원하지 않는지 너무나도 잘 알고 있습니다.

[name="凯尔希"]  只有感染者才能对抗感染者。
[name="ケルシー"]  感染者に対抗できるのは、感染者の専門家である我々だけです。
[name="켈시"]  감염자를 상대할 수 있는 건, 오직 감염자뿐입니다.

[name="魏彦吾"]  ——
[name="ウェイ"]  …………
[name="웨이 옌우"]  ……

[name="魏彦吾"]  那么，你想要什么？罗德岛的领袖，以及罗德岛的医生？
[name="ウェイ"]  望みは何だ？　ロドスのリーダーと医者のお二人さん。君たちとて慈善事業のためにここへ来たわけではなかろう……
[name="웨이 옌우"]  그렇다면, 자네들은 무엇을 원하나? 로도스 아일랜드의 리더, 그리고 의사 선생?

[name="魏彦吾"]  你们不是来这里做慈善的。进攻核心城不仅是以卵击石，它一定会令你们损失惨重，更可能是徒劳无功。
[name="ウェイ"]  ただ、言っておくがあの中枢区画に立ち向かったせいで、君たちは大きな損失を受けるだけでなく、これまでの全ての努力が無駄になる可能性だってある。そうなったところで自己責任だ。
[name="웨이 옌우"]  당신들도 자선 사업이나 벌이려고 온 것은 아닐 텐데? 코어를 공격하는 건 계란으로 바위를 치는 셈이야. 분명 막대한 피해를 입게 되겠지. 하물며 성공할 가능성도 희박하고.

[name="凯尔希"]  魏先生很清楚现状。
[name="ケルシー"]  さすがミスター・ウェイと言ったところでしょうか。厳しい現状を正確に認識していらっしゃる。
[name="켈시"]  정확히 알고 계시군요.

[name="魏彦吾"]  到了这一步，双方都说实话，会更符合我们的利益需求。
[name="ウェイ"]  ここまで来たら、本音を言った方がお互いのためだろうからな。
[name="웨이 옌우"]  이 지경까지 왔으면, 이젠 솔직히 털어놓는 게 서로의 이익을 위해서도 좋겠지.

[name="阿米娅"]  我们不仅需要魏先生同意我们的作战。我们还需要魏先生的承诺。
[name="アーミヤ"]  私たちの望みは、戦線への参加を認めていただくことだけでなく、あなたの約束が必要です、ウェイさん。今後龍門は、決してロドスに対し武力による攻撃をしないと誓ってください。
[name="아미야"]  웨이 장관님, 저희의 작전에 동의해 주시는 것 외에, 한 가지 약속을 해주셔야 합니다.

[name="阿米娅"]  即使在未来，魏先生你可能会变卦......我们也想要承诺。对现在的承诺。
[name="アーミヤ"]  たとえ将来的にそれが破られる可能性があるとしても……今のこの状況において、あなたの口から約束していただきたいんです。
[name="아미야"]  언젠가 웨이 장관님의 마음이 바뀌실 수도 있지만…… 지금은 저희와 약속해 주셨으면 해요.

[name="阿米娅"]  因为我相信龙门和您的家庭，以及陈长官，值得一个承诺。
[name="アーミヤ"]  龍門とあなたの家族……そしてチェンさんには、それを約束するだけの価値があると、私は信じていますから。
[name="아미야"]  용문과 장관님의 가족, 첸 경관님까지…… 약속할 가치는 충분하다고 생각해요.

[name="魏彦吾"]  ......
[name="ウェイ"]  …………
[name="웨이 옌우"]  ……

[name="阿米娅"]  文月小姐，我们不需要您支付金钱。因为您的善良，您对感染者的态度，值得我们去执行一次无需回报的公正任务。
[name="アーミヤ"]  フミヅキさん。あなたから金銭の報酬を受け取る気はありません。あなたの優しさや、感染者への善意の積み重ねは、私たちが無償で任務を請け負うのに充分なものですから。
[name="아미야"]  후미즈키 씨, 돈은 받지 않겠습니다. 후미즈키 씨의 친절함과 감염자에 대한 태도는, 임무에 있어 돈 이상의 충분한 보상이 되었어요.

[name="文月"]  （小兔子......）
[name="フミヅキ"]  アーミヤさん……
[name="후미즈키"]  (아미야 양……)

[name="阿米娅"]  欸？
[name="アーミヤ"]  はい？
[name="아미야"]  에?

[name="文月"]  （比大拇指）
[name="フミヅキ"]  （親指を立てるジェスチャー）
[name="후미즈키"]  (엄지손가락을 치켜세운다)

[name="阿米娅"]  ......？？
[name="アーミヤ"]  ……？？
[name="아미야"]  ……??

[name="魏彦吾"]  我同意。在龙门-切尔诺伯格事件结束之前，我们龙门绝不会再干涉任何罗德岛的事务。
[name="ウェイ"]  いいだろう。チェルノボーグの一件が収束するまで、龍門はロドスに一切干渉しないことを約束しよう。
[name="웨이 옌우"]  좋아. 용문과 체르노보그 간의 사건이 해결될 때까지, 우리 용문은 로도스 아일랜드의 행동을 절대 방해하지 않겠네.

[name="魏彦吾"]  以及，在我看来，医生似乎欲言又止。
[name="ウェイ"]  それから……ケルシー君、まだ何か私に言いたいことがあるように見えるが。
[name="웨이 옌우"]  그리고, 켈시 선생이 아직 할 말이 남은 것 같네만.

[name="魏彦吾"]  说吧。你说什么，我都暂时能够承受。毕竟我也想请罗德岛帮我救助一位感染者。
[name="ウェイ"]  こちらからお願いをしている立場だ、どんなことでも善処しよう。
[name="웨이 옌우"]  말해보게. 지금은 어떤 요구든 받아주지. 나도 로도스 아일랜드에게 감염자 하나를 구해달라고 부탁하는 입장이니 말이야.

[name="凯尔希"]  ......那么，我还有一个提议。
[name="ケルシー"]  ……では、もう一つ提案があるのですが。
[name="켈시"]  그럼…… 한 가지 부탁이 더 있습니다.

[name="魏彦吾"]  有什么价码，尽管开。
[name="ウェイ"]  何でも言ってくれて構わない。
[name="웨이 옌우"]  얼마든지.

[name="凯尔希"]  二十年前，爱德华·雅特利亚斯，也就是塔露拉·雅特利亚斯之父，死在了龙门。
[name="ケルシー"]  20年前に龍門で亡くなった、エドワード・アルトリウス——つまりタルラ・アルトリウスの父親の件です。
[name="켈시"]  20년 전, 애드워드 아르토리우스, 즉 탈룰라 아르토리우스의 아버지가 용문에서 사망했습니다.

[name="凯尔希"]  我希望魏先生能把他的遗物借给我们。
[name="ケルシー"]  ミスター・ウェイが預かっているはずの、彼の遺品をお借りしたいのですが。
[name="켈시"]  그의 유품을 저희에게 빌려주셨으면 합니다.

