古米是宿舍里第二个醒来的人，她有个习惯。
グムは、ズィマー、イースチナとの三人が暮らす宿舎で二番目に目覚める。彼女には習慣がある。
Gummy is the second one in her dorm to wake up every morning. And she has a habit.

一旦被真理叫醒，她就会握握真理的手，然后用同样的方法到隔壁去叫醒凛冬。
イースチナに起こされると、彼女の手を握り、同じ方法で隣のベッドのズィマーを起こすのだ。
As soon as Istina wakes her, they share a handshake. Gummy then goes next door to wake Zima in the same fashion.

至于凛冬握不握她的手，纯看“冬将军”醒来时的心情。
ただし、ズィマーが彼女の手を握るかどうかは、「冬将軍」が目覚めた時の機嫌次第ではあるが。
Whether "The General" decides to shake her hand or not depends entirely on her mood.

6:30 a.m.
6:30 a.m.
6:30 a.m.

罗德岛宿舍区  真理与古米的宿舍
[name="Dur-nar"]  Huh—? Well, that’s a bad habit if I ever saw one. Can we fix it?

[name="坚雷"]  战场上出现停顿可是会致命的。
[name="ジュナー"]  戦場で動きが止まっちゃうと命に関わるし――
[name="Dur-nar"]  Because stopping like that on the battlefield is gonna get you killed.

[name="坚雷"]  如果你能克服这个问题的话，下一届罗德岛切配大赛的冠军头衔说不定就是你的哦。
[name="ジュナー"]  もしそれが克服できれば、次のロドス包丁使い大会のチャンピオンの称号は、あなたに贈られるかもしれないわよ。
[name="Dur-nar"]  But if we can cure you, I’m sure you’ve got the next Rhodes Island Chopping Competition in the bag.

[name="古米"]  ......
[name="グム"]  ……
[name="Gummy"]  ......

[name="坚雷"]  不尝试一下吗？
[name="ジュナー"]  やってみない？
[name="Dur-nar"]  Give it a try?

[name="古米"]  ......
[name="グム"]  ……
[name="Gummy"]  ......

[name="古米"]  试试......看吧......
[name="グム"]  試して……みる……
[name="Gummy"]  Okay... I’ll try...

[name="坚雷"]  好，那下午重装干员培训结束以后我们试试看。
[name="ジュナー"]  よし、じゃあ午後の重装オペレーターの研修が終わった後に、挑戦しましょ。
[name="Dur-nar"]  Good. We’ll get to it after defender practice.

[name="坚雷"]  能不能矫正，有没有效果到时候再说。
[name="ジュナー"]  効果があるかないかはやってみてからね。
[name="Dur-nar"]  We won’t know if we can fix that habit until we try.

[name="坚雷"]  现在的话。
[name="ジュナー"]  今はとにかく――
[name="Dur-nar"]  But for now...

[name="坚雷"]  先填饱肚子。
[name="ジュナー"]  お腹を満たしましょう。
[name="Dur-nar"]  We gotta eat.

[name="古米"]  嗯。
[name="グム"]  うん。
[name="Gummy"]  Yeah.

3:00  p.m.
3:00  p.m.
3:00  p.m.

罗德岛训练中心   重装干员训练室
ロドス訓練センター 重装オペレーター訓練室
Rhode Island Training Center - Defender Training Room

[name="坚雷"]  这是今天最后的训练了，各位坚持一下。
[name="ジュナー"]  これが今日最後の訓練よ、みんな気合い入れて。
[name="Dur-nar"]  Last round of the day. Let’s power through.

[name="坚雷"]  平板支撑四组，计时——
[name="ジュナー"]  プランク四セット、用意――
[name="Dur-nar"]  I want four sets of planks, time—

[name="坚雷"]  开始！
[name="ジュナー"]  始め！
[name="Dur-nar"]  Start!

[name="坚雷"]  还有十秒！
[name="ジュナー"]  残り十秒！
[name="Dur-nar"]  Ten seconds!

[name="坚雷"]  三，二，一！
[name="ジュナー"]  三、ニ、一！
[name="Dur-nar"]  Three, two, one!

[name="坚雷"]  结束！
[name="ジュナー"]  そこまで！
[name="Dur-nar"]  Stop!

[name="坚雷"]  今天的训练到此全部完成，各位可以去休息了。
[name="ジュナー"]  今日はこれでおしまい！　みんなゆっくり休んでね。
[name="Dur-nar"]  Okay, we’re done. Go cool off.

[name="重装干员们"]  耶！！！！
[name="重装オペレーターたち"]  はい！！！！
[name="Defender Operators"]  Woo!

[name="坚雷"]  古米。
[name="ジュナー"]  グム。覚えてる？
[name="Dur-nar"]  Gummy.

[name="古米"]  在，教官！
[name="グム"]  覚えてるよ、教官。
[name="Gummy"]  Yes, ma’am!

[name="坚雷"]  有时间吗，我们试一下中午说的事吧。
[name="ジュナー"]  じゃあお昼に話したこと、試してみましょ。
[name="Dur-nar"]  You ready? What we talked about at lunch?

[name="古米"]  好的教官！
[name="グム"]  うん！
[name="Gummy"]  Yes, ma’am!

[name="坚雷"]  那我去拿训练盾，你用你趁手的武器就好。
[name="ジュナー"]  私は訓練用の盾を取ってくるわね。あなたは手頃な武器を使うといいわ。
[name="Dur-nar"]  I'll get the training shield, and you can use your weapon there.

[name="坚雷"]  放松些，这样能对你恢复有所帮助。
[name="ジュナー"]  リラックスするのよ。その方がうまくいきやすいと思うから。
[name="Dur-nar"]  Now relax. That’s gonna be an important part of your rehab.

[name="古米"]  好的！
[name="グム"]  わかった！
[name="Gummy"]  Right!

[name="坚雷"]  听好了古米，接下来你要试着用全力攻击我。
[name="ジュナー"]  いい？　グム。今から全力で、かつ連続で私に攻撃しなさい。
[name="Dur-nar"]  Okay, Gummy. I want you to hit me as hard as you can.

[name="坚雷"]  我知道刚刚训练完肯定很累，但就是这种时候才能对你有帮助。
[name="ジュナー"]  さっきの訓練でヘトヘトだろうけど、そんな状態だからこそ意味があるのよ。
[name="Dur-nar"]  I know you’re tired from afternoon training, but it’s actually the perfect time to work on this.

[name="坚雷"]  明白了吗。
[name="ジュナー"]  わかった？
[name="Dur-nar"]  You get me?

[name="古米"]  明白。
[name="グム"]  わかった。
[name="Gummy"]  I get you.

[name="坚雷"]  那好，来，把剩下的力气全用出来。
[name="ジュナー"]  よろしい。じゃあ残った力を全部ぶつけてきなさい。
[name="Dur-nar"]  Great. Now gimme whatever’s left in the tank.

[name="古米"]  嘿哈！
[name="グム"]  たあっ！
[name="Gummy"]  Hyah!

[name="坚雷"]  再来。
[name="ジュナー"]  もう一回。
[name="Dur-nar"]  Again.

[name="古米"]  哈呀！
[name="グム"]  はあっ！
[name="Gummy"]  Hyah!

[name="坚雷"]  再来。
[name="ジュナー"]  もう一回。
[name="Dur-nar"]  Again.

[name="古米"]  呀！
[name="グム"]  やあっ！
[name="Gummy"]  Nngh!

[name="坚雷"]  再来，不许停！
[name="ジュナー"]  もう一回、手を止めるな！
[name="Dur-nar"]  Again! Keep going!

[name="古米"]  哈！！
[name="グム"]  はっ！
[name="Gummy"]  Gah!!

[name="坚雷"]  再来！
[name="ジュナー"]  もう一回！
[name="Dur-nar"]  Again!

[name="坚雷"]  （如果是条件反射和肌肉控制刚刚那几下应该挥下来了。）
[name="ジュナー"]  （ここまで疲れていたら、意思の力だけで筋肉をコントロールするのは難しいわ。普通なら勢いで三発目を振り下ろしてしまうはず。それなのに……）
[name="Dur-nar"]  (If it’s a conditioned reflex, that should have shaken out some more swings.)

[name="坚雷"]  （自己无意识收住了？）
[name="ジュナー"]  （どうして三発目が出ないの？）
[name="Dur-nar"]  (Is she stopping herself involuntarily?)

[name="坚雷"]  （为什么？）
[name="ジュナー"]  （この子は、無意識に攻撃を止めてるってこと？）
[name="Dur-nar"]  (But why?)

[name="坚雷"]  古米，挥下来！
[name="ジュナー"]  グム、三発目を出しなさい！
[name="Dur-nar"]  Gummy, swing!

[name="古米"]  教官我做不到！
[name="グム"]  できないよ！
[name="Gummy"]  I can’t do it!

[name="坚雷"]  挥啊！
[name="ジュナー"]  やりなさい！
[name="Dur-nar"]  Swing!

[name="古米"]  我真的不行！
[name="グム"]  本当にできない！
[name="Gummy"]  I can’t!

[name="坚雷"]  这是命令！
[name="ジュナー"]  これは命令よ！
[name="Dur-nar"]  That’s an order!

[name="坚雷"]  古米！
[name="ジュナー"]  グム！
[name="Dur-nar"]  Gummy!

[name="坚雷"]  我命令你——
[name="ジュナー"]  命令よ、振り下ろ――
[name="Dur-nar"]  I order you to——

古米是个料理好手，她有个习惯。
料理人のグムには、習慣がある。
Gummy is a good cook, but she has a habit.

切东西时只切两下。如果第三刀切下去——
彼女は、ものを切る時は二回しか切らない。もし三回目を振り下ろせば――
She chops only twice. Should she ever chop a third time——

会把砧板连厨房桌面一起砍断。
まな板を、調理台ごと叩き切ってしまうからだ。
She’ll chop straight through the cutting board, right into the counter itself.

[name="坚雷"]  唔啊！
[name="ジュナー"]  うわっ！
[name="Dur-nar"]  Ngah!

[name="坚雷"]  唔，哈，哈......
[name="ジュナー"]  うっ、はぁっ、はぁっ……
[name="Dur-nar"]  Nng... Phew...

[name="古米"]  教官！
[name="グム"]  教官！
[name="Gummy"]  Instructor!

[name="坚雷"]  啊，没事没事，好久没有挨这么重的冲击了。
[name="ジュナー"]  うん、大丈夫。でもこんな重い衝撃は久々に味わったわ。
[name="Dur-nar"]  I’m fine, I’m fine. It’s just been a long time since I took a hit like that.

[name="坚雷"]  这也是你的习惯吗？
[name="ジュナー"]  これもあなたの習慣の一つ？
[name="Dur-nar"]  Is this another one of your "habits"?

[name="古米"]  对不起教官......
[name="グム"]  ごめんなさい教官……
[name="Gummy"]  Sorry, Instructor...

[name="坚雷"]  别怕，我一点事都没有。
[name="ジュナー"]  謝らないの！　私はピンピンしてるでしょ。
[name="Dur-nar"]  Relax. I told you, I’m fine.

[name="坚雷"]  只是你这个问题，好像还有点复杂。
[name="ジュナー"]  でもこの問題は、ちょっと複雑みたいね。
[name="Dur-nar"]  But it looks like this problem of yours is more complicated than I thought.

[name="坚雷"]  第三下挥击你会下意识用尽全力，对吧。
[name="ジュナー"]  あなたは連続して攻撃すると、手を止めない限り三発目に無意識で全力を出しちゃう、そうでしょ。
[name="Dur-nar"]  On your third swing, you subconsciously put your full strength into it. Is that right?

[name="古米"]  嗯......
[name="グム"]  うん……。
[name="Gummy"]  Yeah...

[name="坚雷"]  第四下应该也是挥不出来了。
[name="ジュナー"]  四発目もきっと振れないでしょうね。
[name="Dur-nar"]  And I’m guessing that takes a fourth swing off the table.

[name="坚雷"]  刚刚那一下要是在厨房，砧板可能都要被切成两段。
[name="ジュナー"]  さっきのをもしキッチンで出してたら、まな板は真っ二つだし……
[name="Dur-nar"]  If we were in the kitchen just now, you’d’ve chopped that cutting board into a nice, clean pair.

[name="坚雷"]  本来以为只是克服一个关卡的问题，这个......还真有点麻烦。
[name="ジュナー"]  ポイントだけ克服すればと思ってたけど、これはちょっと大変そうだわ。
[name="Dur-nar"]  Here I thought we just had to push you over the edge... Turns out there’s something else going on here.

[name="坚雷"]  看来是我太心急了，对不起，古米。
[name="ジュナー"]  私が急ぎすぎたのね。ごめんなさい、グム。
[name="Dur-nar"]  I jumped headfirst into this without really feeling it out. Sorry, Gummy.

[name="古米"]  没，没有的事。
[name="グム"]  だ、大丈夫だよ。
[name="Gummy"]  It’s... it’s fine.

[name="古米"]  是我给教官添麻烦了......
[name="グム"]  それにグムこそごめんなさい。教官に迷惑かけちゃって……
[name="Gummy"]  It’s my fault for being a lousy student.

[name="坚雷"]  解散吧，你可以回去好好休息了，后面的事情我再想想。
[name="ジュナー"]  それはいいって言ったでしょ？　じゃあ今日はここまでにしましょうか。戻ってゆっくり休んでね。私は今後、どうしていくか考えてみるわ。
[name="Dur-nar"]  Let’s call it for today. You go home and rest up. Give me some time to noodle on this.

[name="坚雷"]  如果还想尝试一下的话，可以随时来找我。
[name="ジュナー"]  もしまた試してみたくなったら、いつでも私に言ってちょうだい、グム。
[name="Dur-nar"]  But if you want to try again, you know where to find me.

[name="古米"]  那我先回去了。
[name="グム"]  うん……じゃあグム、先に戻るよ。
[name="Gummy"]  I could use a break.

[name="古米"]  再见教官。
[name="グム"]  またね、教官。
[name="Gummy"]  See you later, Instructor.

[name="坚雷"]  嗯，拜拜。
[name="ジュナー"]  ええ、じゃあね。
[name="Dur-nar"]  Bye-bye.

[name="坚雷"]  ......
[name="ジュナー"]  ……
[name="Dur-nar"]  ......

[name="坚雷"]  （好麻。）
[name="ジュナー"]  （腕がじんじんする。）
[name="Dur-nar"]  (I can’t feel my arm.)

[name="坚雷"]  （啊啊啊好麻好麻。）
[name="ジュナー"]  （ああ、肩まで痺れてるわ。）
[name="Dur-nar"]  (It’s totally numb.)

[name="坚雷"]  （乌萨斯童子军力气怎么那么大啊。）
[name="ジュナー"]  （ウルサスのボーイスカウトはなんであんなに力が強いのよ。）
[name="Dur-nar"]  (Those Ursus Youth Scouts are stupid strong.)

[name="坚雷"]  （该去医疗部和嘉维尔聊聊天了。）
[name="ジュナー"]  （医療部にガヴィルの顔を拝みに行く必要がありそうね。）
[name="Dur-nar"]  (I better pay Gavial a visit in Medical.)

[name="坚雷"]  （顺便带点吃的给她。）
[name="ジュナー"]  （ついでにおやつを持ってってあげるか。）
[name="Dur-nar"]  (I’ll grab her something to eat on the way.)

4:30 p.m.
4:30 p.m.
4:30 p.m.

罗德岛宿舍区   凛冬、真理与古米的宿舍
ロドス宿舎エリア ズィマー、イースチナ、グムの宿舎
Rhodes Island Dormitories - Zima, Istina, and Gummy’s Quarters

古米一个人回到了宿舍。
グムは一人で宿舎に戻った。
Gummy goes back home alone.

古米没有开灯。
グムは部屋の明かりを付けなかった。
She does not turn on the lights.

古米把“盾牌”支在墙角。
グムは「盾」を壁に立てかけ、
She hangs her "shield" in the corner,

古米钻了进去。
盾と壁の隙間に潜り込んだ。
And makes her way inside.

古米什么都没有做错。
グムはなにも間違ったことはしていない。
She did nothing wrong.

古米只是觉得难过。
でも、グムはただ悲しかった。
And yet she is sad.

古米想做得更好，大家也一直在帮助古米。
支えてくれるみんなの役に立ちたい、そう思うのに――
She wants to do better, for everyone who does so much to help her.

古米失败了。
グムは失敗した。
She failed.

自从来到罗德岛，古米多了很多“习惯”。
ロドスに来てから、グムにはたくさんの「習慣」が増えた。
Since coming to Rhodes Island, Gummy’s "habits" only bred more habits.

古米也知道其中一些可能会给别人带来困扰。
グムは一部の習慣が周りに迷惑をかけていることを知っている。
And she knows those habits bother the people around her.

但古米改变不了。
だがグムはそれを変えることはできない。
But she can’t change.

古米改变不了“古米”。
グムは「グム」を変えることができないのだ。
She can do nothing but keep on being "Gummy."

古米有个习惯。
グムには習慣がある。
And Gummy has a habit.

无论去哪里，她都会带上小金库门和平底锅。
それはどこへ行く時も絶対に、金庫の鉄扉で作った盾とフライパンを持っていくこと。
She carries a safe door and a frying pan with her everywhere she goes.

古米有个习惯。
グムには習慣がある。
Gummy has a habit.

牙膏用到最后一点，要用嘴吸出来涂在牙齿上。
それは歯磨き粉を限界まで使ったら、最後は直接口で吸って歯に塗りつけること。
She uses the entire tube of toothpaste, going so far as to suck out the last few drops.

古米有个习惯。
グムには習慣がある。
Gummy has a habit.

站在高处的时候，绝对要和边缘保持距离，即使那里有栏杆保护。
それは、高い所に立つ時に、絶対にふちから距離を取ること。たとえそこに落下防止用の柵があっても。
When up somewhere high, she keeps far away from the edge, even if there’s a guardrail.

[name="？？？"]  ......
[name="？？？"]  ……
[name="???"]  ......

古米有个习惯。
グムには習慣がある。
Gummy has a habit.

饿坏的时候，会控制不住地去咬最近的东西，如果没有，就......
それは飢餓状態になった時に、制御不能で、周りのものに齧り付くこと。もし周りに何もなければ……
When she’s famished, she has to fight the urge to devour the nearest object. Should she fail...

[name="？？？"]  ......？
[name="？？？"]  ……？
[name="???"]  ......?

古米有个习惯。
グムには習慣がある。
Gummy has a habit.

如果在黑漆漆的地方待久了......
それは真っ暗な場所に長くいた時……
If she finds herself in the dark too long...

[name="凛冬"]  哦？你已经回来了吗古米，怎么不开灯？
[name="ズィマー"]  なんだ、戻ってたのかグム。なんで明かりを付けないんだ？
[name="Zima"]  Oh, Gummy, you’re back? Why didn’t you turn on the lights?

......但是。
――だが。
However...

古米有个习惯。
――だが。
Gummy has a habit.

在看到凛冬和真理的时候，所有习惯都不再是习惯。
ズィマーとイースチナの前では、すべての習慣は習慣でなくなる。
All her myriad habits dissipate as soon as she sees Zima and Istina.

[name="古米"]  ？！
[name="グム"]  ！？
[name="Gummy"]  Ah?!

[name="真理"]  大概又碰到什么事情一个人窝在墙角哭鼻子。
[name="イースチナ"]  また何か嫌なことがあって、部屋の隅で泣いているんですね。
[name="Istina"]  No doubt she was sniveling alone in the corner after something shook her.

[name="古米"]  （哭腔）我没有！！
[name="グム"]  （泣き声）泣いてないよ！！
[name="Gummy"]  (Snivelingly) Was not!!

[name="真理"]  你看。
[name="イースチナ"]  泣いてるじゃないですか。
[name="Istina"]  See?

[name="凛冬"]  唉真是难办。
[name="ズィマー"]  ったくしょうがねーな。
[name="Zima"]  What am I gonna do with you?

[name="凛冬"]  古米，收拾一下，一会烈夏就要来了。
[name="ズィマー"]  ほら、片付けるぞ。そろそろリェータの奴が来るからな。
[name="Zima"]  Gummy, start cleaning. Leto is coming.

[name="古米"]  好的凛冬姐！
[name="グム"]  わかった、ズィマーお姉ちゃん。
[name="Gummy"]  You got it, Zima!

[name="真理"]  喏。
[name="イースチナ"]  ズィマー、これを。
[name="Istina"]  Hey.

[name="凛冬"]  啧。
[name="ズィマー"]  チッ。
[name="Zima"]  Hmph.

[name="凛冬"]  古米，过来一下。
[name="ズィマー"]  グム、ちょっと来い。
[name="Zima"]  Gummy, come here.

[name="古米"]  来了凛冬姐！
[name="グム"]  うう、ちょっと待って！
[name="Gummy"]  Yes, Zima?

[name="凛冬"]  过来。
[name="ズィマー"]  いいから来い。
[name="Zima"]  Come.

[name="古米"]  唔唔。
[name="グム"]  ううー。
[name="Gummy"]  Mmm.

[name="古米"]  凛冬姐古米会自己擦的......
[name="グム"]  ズィマーお姉ちゃん、グム、顔くらい自分で拭けるよ……
[name="Gummy"]  I can do it myself.

[name="凛冬"]  别动。
[name="ズィマー"]  動くな。
[name="Zima"]  Don’t move.

[name="古米"]  唔嗯......
[name="グム"]  ううん……
[name="Gummy"]  Mmmf...

[name="凛冬"]  好了，一会手帕洗干净还给真理，知道吗。
[name="ズィマー"]  これでよし。ハンカチは洗ってイースチナに返してやれ。
[name="Zima"]  There. Give Istina back her handkerchief after you wash it.

[name="古米"]  嗯嗯。
[name="グム"]  うん。
[name="Gummy"]  Okay.

[name="凛冬"]  说吧，怎么回事。
[name="ズィマー"]  まったく、今日はどうしたってんだ。言ってみろ。
[name="Zima"]  Now tell me what happened.

[name="古米"]  呃......
[name="グム"]  えっと……
[name="Gummy"]  Erm...

[name="真理"]  凛冬。
[name="イースチナ"]  ズィマー。
[name="Istina"]  Zima.

[name="凛冬"]  啊？
[name="ズィマー"]  ああ？
[name="Zima"]  What?

[name="真理"]  （嘘——）
[name="イースチナ"]  （シーッ――）
[name="Istina"]  (Shhh...)

[name="凛冬"]  也是，没什么问的必要。
[name="ズィマー"]  そうだな、聞く必要もねえか。
[name="Zima"]  Right. Forget it.

[name="凛冬"]  干活吧古米，东西买好了，剩下的就交给你们了。
[name="ズィマー"]  仕事だグム、買い出しは済んでるから、後はオマエたちに任せる。
[name="Zima"]  Get to work, Gummy. I did the shopping. The rest is up to you two.

[name="古米"]  嗯，今天是什么特别的日子吗？
[name="グム"]  あれ、今日は何か特別な日だっけ？
[name="Gummy"]  Okay. What’s so special about today anyway?

[name="真理"]  今天是我们来到罗德岛整一年的纪念日，凛冬也好不容易早起了，很难得。
[name="イースチナ"]  今日はロドスに来て一年の記念日です。ズィマーも珍しく早起きしたんですよ。明日は雨が降るかもしれませんね。
[name="Istina"]  It’s been exactly one year since we came to Rhodes Island. Zima even woke up early for the occasion. If you believe it.

[name="凛冬"]  啊——好累，我躺一会，人来了记得叫我。
[name="ズィマー"]  ってことでアタシは疲れた。横になってるから、あいつが来たら起こしてくれ。
[name="Zima"]  Phew— I’m beat. I’m gonna lay down for a bit. Call me when Leto gets here.

[name="真理"]  起来，还有很多事情要做。
[name="イースチナ"]  そんなこと言わないで動いてください。まだやることが山積みですから。
[name="Istina"]  Oh no you’re not. There’s too much to be done.

[name="凛冬"]  不，我累了。
[name="ズィマー"]  知るか。疲れてるって言っただろ。
[name="Zima"]  Nah. I’m tired.

[name="真理"]  古米，用一下那个吧。
[name="イースチナ"]  仕方ないですね……グム、例のやつをお願いします。
[name="Istina"]  Gummy, do the thing.

[name="古米"]  真的要用那个吗？
[name="グム"]  えっ、アレを？　本当にやるの？
[name="Gummy"]  Do I have to?

[name="真理"]  我先去分一下饮料和食品，把凛冬拖起来的任务就交给你了。
[name="イースチナ"]  私は飲み物と食べ物を分けるので、ズィマーを起こす任務は任せました。
[name="Istina"]  I’ll go prepare the refreshments. You’re responsible for getting Zima up.

[name="古米"]  好叻。
[name="グム"]  わかったー。
[name="Gummy"]  Okay.

[name="古米"]  哼哼。
[name="グム"]  ふふーん。
[name="Gummy"]  Hrm.

[name="古米"]  凛冬姐~
[name="グム"]  ズィマーお姉ちゃーん。
[name="Gummy"]  Ziiimaaaa...

[name="凛冬"]  干嘛。
[name="ズィマー"]  何だよ。
[name="Zima"]  What.

[name="古米"]  古米最——喜欢凛冬姐了~~
[name="グム"]  グムはズィマーお姉ちゃんのことがだーーーい好きだよ。
[name="Gummy"]  Gummy loooooooves yooou~

[name="凛冬"]  别说这些肉麻的，我要休息。
[name="ズィマー"]  気持ち悪いこと言うな、アタシは寝るから。
[name="Zima"]  Spare me the schmaltz. I’m sleepy.

[name="古米"]  凛冬姐~嘿嘿~
[name="グム"]  ズィマーお姉ちゃーん、えへへー。
[name="Gummy"]  Ziiimaaaa~ Hehe~

[name="凛冬"]  别压我身上啊。
[name="ズィマー"]  のしかかってくるな。
[name="Zima"]  Get off me!

[name="古米"]  挠挠。
[name="グム"]  こちょこちょー。
[name="Gummy"]  Tickle tickle.

[name="凛冬"]  好了，我起来，我起来！！
[name="ズィマー"]  おいっ！　あああわかった起きるよ、起きる！！
[name="Zima"]  Fine! I’m up! I’m up!

[name="古米"]  真理姐完工了！
[name="グム"]  イースチナお姉ちゃん、やったよ！
[name="Gummy"]  Job’s done, Istina!

[name="真理"]  好，让她来干活，我这儿东西还挺多的。
[name="イースチナ"]  ふむ、ではしっかり働いてもらいましょう。まだまだやることはたくさんありますからね。
[name="Istina"]  Good. Now put her to work. I have my hands full.

[name="凛冬"]  啧，为什么我又要提袋子又要工作。
[name="ズィマー"]  チッ、朝から散々荷物を持たされた挙げ句、なんでまだ働かなきゃいけないんだ。
[name="Zima"]  Ugh. I just carried all those bags. Why do I have to work more?

[name="真理"]  当领袖就是要多做事。
[name="イースチナ"]  リーダーになるということはそういうことですよ。
[name="Istina"]  Call it the burden of command.

[name="古米"]  是这样哦，嘿嘿。
[name="グム"]  そういうことだよ、へへーん。
[name="Gummy"]  Because you’re our leader! Hehe.

[name="凛冬"]  啊——麻烦。
[name="ズィマー"]  あーめんどくせ。
[name="Zima"]  Aahh... Damn it.

[name="凛冬"]  门开着，进来。
[name="ズィマー"]  開いてる、入れ。
[name="Zima"]  It’s open.

[name="凛冬"]  你来了啊，帮忙拿一下，东西有点多。
[name="ズィマー"]  お、もう来たのか。じゃあこいつを持っててくれ。物が多くてな。
[name="Zima"]  Come on in and give me a hand.

[name="凛冬"]  全部处理完就能好好庆祝一下了。
[name="ズィマー"]  お祝いするには、ちゃんと全部片付けねーとな。
[name="Zima"]  We’ll celebrate once everything’s done.

[name="烈夏"]  亏你还记得这个。
[name="リェータ"]  ここに来て一年か。お前ら、よくそんなこと覚えてたな。
[name="Leto"]  Can’t believe you remembered.

[name="烈夏"]  哦噢，这是？！
[name="リェータ"]  うわっ、これはっ！？
[name="Leto"]  Ooh, is that...?!

[name="烈夏"]  这不是我最喜欢吃的？！
[name="リェータ"]  私の大好物じゃねーか！？
[name="Leto"]  My favorite!

[name="烈夏"]  但我记得这不便宜吧。
[name="リェータ"]  でもこれ、安くはなかっただろ？
[name="Leto"]  That stuff isn’t cheap.

[name="凛冬"]  别管那么多，今天我请客。
[name="ズィマー"]  細かいことはいいんだよ、今日はアタシのおごりだ。
[name="Zima"]  My treat.

[name="烈夏"]  嘿嘿，多谢啦。
[name="リェータ"]  へへっ、いいとこあるねぇ。
[name="Leto"]  Hehe, thanks.

[name="凛冬"]  别傻站着，快来帮忙。
[name="ズィマー"]  ボーっと突っ立ってないで手伝ってくれ。
[name="Zima"]  What’re you standing around for? Get busy.

[name="烈夏"]  好好好，来了。
[name="リェータ"]  はいはい、任せとけって。
[name="Leto"]  All right, all right.

[name="烈夏"]  这个是放这里是吧。
[name="リェータ"]  これはここに置けばいいか？
[name="Leto"]  Can I put this here?

[name="凛冬"]  那是我刚拿过去的！
[name="ズィマー"]  それはアタシがさっき持ってったやつだろ！
[name="Zima"]  I just put that out!

[name="古米"]  哈哈哈哈哈。
[name="グム"]  あはははは。
[name="Gummy"]  Hahahahaha!

古米有个习惯。
グムには習慣がある。
Gummy has a habit.

开心，就会笑。
楽しい時は、笑う。
When she’s happy, she laughs.

发自内心的笑。
心の底から笑う。
It’s a laugh from the very depths of her soul.

古米希望大家都能这样。
グムは、みんながそうであってほしいと願っている。
And she wants everyone to share such a laugh.

[name="真理"]  弄完了。
[name="イースチナ"]  終わりました。
[name="Istina"]  Done.

[name="真理"]  凛冬，说些什么。
[name="イースチナ"]  ズィマー、何か挨拶を。
[name="Istina"]  Zima, say a few words.

[name="凛冬"]  什么什么，吃吧。
[name="ズィマー"]  そんなのいらねぇよ、食うぞ。
[name="Zima"]  "A few words." Eat up.

[name="凛冬"]  乌拉！
[name="ズィマー"]  ウラー！
[name="Zima"]  Ura!

[name="真理"]  乌拉。
[name="イースチナ"]  ウラー。
[name="Istina"]  Ura.

[name="烈夏"]  乌拉！！
[name="リェータ"]  ウラー！！
[name="Leto"]  Ura!!

[name="古米"]  乌拉！
[name="グム"]  ウラー！
[name="Gummy"]  Ura!

[name="古米"]  （大家好久没有一起聚了。）
[name="グム"]  （みんなで集まるのは久しぶりだなぁ。）
[name="Gummy"]  (It’s been a long time since we all got together.)

[name="古米"]  （......）
[name="グム"]  （……）
[name="Gummy"]  （......）

[name="古米"]  （希望下一次早露姐姐也能参加进来。）
[name="グム"]  （次はナターリアお姉ちゃんも来てくれるといいのに。）
[name="Gummy"]  (I hope Rosa can come next time.)

[name="凛冬"]  进来吧，门没关。
[name="ズィマー"]  入っていいぞ、開いてる。
[name="Zima"]  It’s open.

[name="刻俄柏"]  （探头张望）
[name="ケオベ"]  （キョロキョロ見渡す）
[name="Ceobe"]  (Ceobe pokes her head in)

[name="刻俄柏"]  小熊在吗？
[name="ケオベ"]  クマちゃん、いる？
[name="Ceobe"]  Is the Little Cub here?

[name="古米"]  ？
[name="グム"]  ケーちゃん！　どうしたの？
[name="Gummy"]  Hm?

[name="刻俄柏"]  小熊你在啊！
[name="ケオベ"]  いた！
[name="Ceobe"]  There you are!

[name="古米"]  唉？
[name="グム"]  えっ、グム？
[name="Gummy"]  Eh?

[name="刻俄柏"]  你好呀。
[name="ケオベ"]  あのね、クマちゃん。
[name="Ceobe"]  Hiya.

[name="刻俄柏"]  中午吃了你的饼干，现在来还你一块。
[name="ケオベ"]  お昼にクッキーを貰ったから、お返しに来たよ。
[name="Ceobe"]  I ate your cookie earlier, so I got you a new one.

[name="刻俄柏"]  火神大姐教我做的，刚刚做完就送过来了。
[name="ケオベ"]  ヴァルカンお姉ちゃんが作り方を教えてくれたの。ほら、できたてだよ！
[name="Ceobe"]  Vulcan taught me how to make it. It’s fresh outta the oven.

[name="古米"]  是不是......有点大？
[name="グム"]  うわあ、ありがとう！　でもちょっと……大きすぎるよね？
[name="Gummy"]  Isn't it... kinda big?

[name="刻俄柏"]  快吃吧，冷了就不好吃了。
[name="ケオベ"]  そうかな。早く食べてね！　冷めたら美味しくなくなっちゃう。
[name="Ceobe"]  Hurry up and eat it before it gets cold.

[name="刻俄柏"]  拜拜。
