3:21 A.M.    天气/晴
[name="엑시아"]   흠냐 흠냐……

[name="莫斯提马"]   喝醉了之后好好闹腾了一番呢。
[name="モスティマ"]   酔いが回ってから、結構騒ぎまくってたね。
[name="Mostima"]   She gets drunk and makes trouble.
[name="모스티마"]   술 취해선 또 한바탕 소란을 부렸더라고.

[name="莫斯提马"]   不过她安静下来还是很可爱的吧？毕竟是她引以为豪的妹妹嘛。
[name="モスティマ"]   でも静かになったら、やっぱり可愛いもんでしょ？　さすがあの子自慢の妹だね。
[name="Mostima"]   But she sure is cute when she's quiet, isn't she? A little sister to be proud of.
[name="모스티마"]   그래도 조용해지니까 꽤 귀엽지 않아? 그 여자가 자랑스러워하는 여동생이잖아.

[name="？？？"]   她和她的姐姐我都不关心，但是你有必要阻止她对那些事情的调查，否则她会招来不必要的麻烦。
[name="？？？"]   私は彼女にも彼女の姉にもは全く興味がない。けど、あなたが彼女の調査を阻止しないと、余計な面倒事を招いてしまう。
[name="???"]   I don't care about her or her sister, but you need to stop her from digging any deeper into that stuff. We don't need that trouble.
[name="???"]   두 사람 일은 내 관심 밖이지만, 이 여자가 그 일을 조사하는 건 반드시 막아야 해. 안 그러면 나중에 쓸데없이 귀찮은 일이 생길 테니.

[name="？？？"]   以及，最重要的是——
[name="？？？"]   そして何より——。
[name="???"]   Not to mention, the most important thing...
[name="???"]   그리고, 가장 중요한 건……

[name="？？？"]   你刚才，是不是拐弯抹角地骂了我一顿？
[name="？？？"]   あなたさっき、遠回しに私の悪口を言わなかった？
[name="???"]   Weren't you just telling me not to talk in such a roundabout way?
[name="???"]   너 아까, 은근슬쩍 나 욕했지?

[name="莫斯提马"]   哪里的话，你总是能听见我在说什么才更可怕一点吧？难道在哪里装了窃听器吗？
[name="モスティマ"]   まさか。それより、君が私の会話を把握している方が怖いな。どこかに盗聴器でも仕掛けているのかい？
[name="Mostima"]   What do you mean? Isn't it scarier how you can apparently hear everything I say all the time? Did you bug the place or something?
[name="모스티마"]   에이 설마. 그것보다, 내가 하는 말을 다 듣고 있다는 게 더 소름 돋거든? 어디 도청기라도 달아놨어?

[name="？？？"]   谁让我是你的监管人呢，你要时刻有这个自觉。
[name="？？？"]   私はあなたの監督官だから。その自覚を持ってなさい。
[name="???"]   You should always remember who made me your keeper.
[name="???"]   난 네 감독관이잖아. 너도 늘 자각하고 있으라고.

[name="莫斯提马"]   ......那么，“监管人”小姐，你现在叫什么呢？
[name="モスティマ"]   ……それで「監督官」さん、君の今の呼び名は何かな？
[name="Mostima"]   ...Okay then, Miss 'Keeper,' what are you calling yourself these days?
[name="모스티마"]   ……그럼 '감독관' 씨, 지금은 뭐라고 불러줘야 하나?

[name="？？？"]   ......为什么要问这个？
[name="？？？"]   ……なぜそんなことを聞くの？
[name="???"]   Why do you ask?
[name="???"]   ……그건 왜 물어?

[name="莫斯提马"]   今晚是例行汇报的时间吧，我都等了你一晚上了，上面的大人物没有一点新想法？
[name="モスティマ"]   今夜は定例報告でしょ。私は一晩待ったのに、上層部のお偉方は新しいアイデアが何もないのかい？
[name="Mostima"]   It's time for your routine report, isn't it? I've been waiting all night. The big shots up top don't have any new ideas?
[name="모스티마"]   오늘 밤은 정기 보고하는 시간이잖아, 저녁 내내 널 기다렸다고. 윗분들은 새로운 아이디어가 전혀 안 나오나봐?

[name="？？？"]   我干嘛要告诉你？
[name="？？？"]   なぜあなたに教えなきゃならないの？
[name="???"]   Why should I tell you?
[name="???"]   내가 그걸 왜 너에게 알려줘야 하지?

[name="莫斯提马"]   因为我有权知道，怎么说我们也是同事吧？
[name="モスティマ"]   私には知る権利があるし、それに私たちは同僚でしょう？
[name="Mostima"]   I have a right to know. We're colleagues, aren't we?
[name="모스티마"]   난 알 권리가 있으니까. 어쨌든 우리는 동료잖아?

[name="莫斯提马"]   还有，我个人确实对你每个月都会变更一次的职务深感兴趣。
[name="モスティマ"]   あとね、個人的に、君が月イチで職務を変えることがとても興味深くて。
[name="Mostima"]   And I'm personally very interested in the way you change your duties each month.
[name="모스티마"]   그리고, 난 매달 한 번씩 바뀌는 네 직책에 대해 개인적으로 아주 관심이 많거든.

[name="？？？"]   啧，好吧，如果遇到意外，我们的确需要代号来互相辨识。
[name="？？？"]   はぁ、分かったよ。いいでしょう。緊急事態に備えて、確かにお互いのコードネームを知る必要はあるし。
[name="???"]   Fine. I guess we would need codenames to refer to each other in case something happens.
[name="???"]   쳇, 알겠어. 무슨 일이라도 생기면, 서로를 알아볼 코드 정도는 필요하겠지.

[name="？？？"]   这次的职务被划分到公证所名下。老样子，独立特殊职务， 职务名、名称是......
[name="？？？"]   今回の職務は、公証人役場の区分に入ってるの。いつも通り、独立した特殊な職務よ。職務の、め、名称は……。
[name="???"]   I'm under the Notarial Hall this time. The usual. Independent special operations. Duty name... it's...
[name="???"]   이번 직책은 공증소 밑으로 배정됐어. 늘 그랬듯 독립된 특수 직책으로, 명칭은……

[name="莫斯提马"]   名称是？
[name="モスティマ"]   名称は？
[name="Mostima"]   What's the name?
[name="모스티마"]   명칭은?

[name="？？？"]   ......苦难陈述者。
[name="？？？"]   ……く、苦難陳述者。
[name="???"]   ...Suffering.
[name="???"]   ……고난의 진술자.

[name="莫斯提马"]   ......
[name="モスティマ"]   ……。
[name="Mostima"]   ......
[name="모스티마"]   ……

[name="？？？"]   ......
[name="？？？"]   ……。
[name="???"]   ......
[name="???"]   ……

[name="莫斯提马"]   呃，什么？为什么？
[name="モスティマ"]   えっ、なんて？　どういうこと？
[name="Mostima"]   Um. What? Why?
[name="모스티마"]   풉, 뭐라고? 왜?

[name="苦难陈述者？"]   我怎么知道！他们说看了一部棒呆了的杀手电影，然后不由分说就给我改成这个什么......
[name="苦難陳述者？"]   私だって知らないよ！　なんでもあの人たちが、最高に素晴らしい殺し屋映画を見たとかで、それから問答無用で名称をこんなのに変えて……。
[name="Suffering?"]   How should I know! They said they watched some slasher flick and then decided they were going to change it to this with no explanation...
[name="고난의 진술자?"]   나도 몰라! 무슨 킬러 영화를 재밌게 봤는지, 다짜고짜 이런 이름으로 바꿔버렸다고……

[name="莫斯提马"]   苦难陈述者？好吧，再怎么也比之前的神选监工正常一点......
[name="モスティマ"]   苦難陳述者？　まぁ、少なくともこの前の「神に選ばれし監督者」よりはマシかな……。
[name="Mostima"]   Suffering? All right. At least it's less cringey than last time's 'Chosen Overseer.'
[name="모스티마"]   고난의 진술자? 그래, 그래도 전에 부르던 '신에게 선택받은 감시자'보다는 좀 정상적이네……

[name="神选监工？"]   啧，天天拿别人的职务开玩笑，而且为什么公证所真的同意了？
[name="神に選ばれし監督者？"]   ったく、毎日毎日人の職務をオモチャにして、それにどうして公証人役場はそれを認めたわけ？
[name="Chosen Overseer?"]   Hmph. They're taking the piss out of someone else's job, and why did the Notarial Hall agree to it?
[name="신에게 선택받은 감시자?"]   쳇, 맨날 다른 사람 직책으로 장난이나 치고. 공증소는 대체 왜 그딴 걸 동의해주는 건데?

[name="神选监工？"]   他们就没有想过，如果我们真的见到了魏彦吾的话，我是要自报家门的吗！？
[name="神に選ばれし監督者？"]   彼らは考えたこともないの？　もし本当にウェイに会ったら、私は名乗りをあげなければいけないのよ！？
[name="Chosen Overseer?"]   Did they think for even a moment, what if I had to meet Wei Yenwu? How am I supposed to announce myself?!
[name="신에게 선택받은 감시자?"]   우리가 진짜로 웨이옌우를 만나면, 자연스럽게 자기소개를 하게 될 거란 생각이 안 드나?!

[name="莫斯提马"]   “您好，我是来自拉特兰公证所的苦难陈述者，很高兴见到你”？
[name="モスティマ"]   「はじめまして、私はラテラーノ公証人役場より参りました苦難陳述者です、お会いできて光栄です」みたいな？
[name="Mostima"]   'Hello. I'm Suffering from the Laterano Notarial Hall. It's a pleasure to meet you.'
[name="모스티마"]   "안녕하세요, 전 라테라노 공증소에서 온 고난의 진술자입니다. 만나서 반갑습니다"?

[name="苦难陈述者？"]   ......
[name="苦難陳述者？"]   ……。
[name="Suffering?"]   ......
[name="고난의 진술자 ?"]   ……

[name="莫斯提马"]   还是“坟墓骑士”更好吧？还是上个月的“黏性超人”？或者是最早的“秘藏守望者”？
[name="モスティマ"]   やっぱり「墓の騎士」の方がよくないかな？　それとも先月の「ベタベタマン」？　あるいは一番最初の「秘宝の番人」？
[name="Mostima"]   Was 'Tomb Knight' better? Or 'Super Sticky' from last month? Or 'Treasure Guardian' that came earlier than them?
[name="모스티마"]   아무래도 '무덤의 기사'가 더 낫지 않아? 지난달의 '끈적끈적맨'은? 아니면 가장 처음의 '숨겨진 보물의 파수꾼'?

[name="莫斯提马"]   你当初突然提出和我同行的时候，我还真以为拉特兰有个叫做秘藏守望者的组织......
[name="モスティマ"]   いやぁ、君がいきなり私と同行するって言ってきたとき、本気でラテラーノで「秘宝の番人」という組織があるのかと思ったよ……。
[name="Mostima"]   When you first volunteered to go with me, I really thought Laterano had an organization called the Treasure Guardians, you know...?
[name="모스티마"]   네가 처음에 나랑 동행한다고 했을 때까지만 해도, 난 라테라노에 숨겨진 보물의 파수꾼이라는 조직이 진짜 있는 줄 알았다니까……

[name="秘藏守望者？"]   够了！
[name="秘宝の番人？"]   もういいでしょこの話は！
[name="Treasure Guardian?"]   That's enough!
[name="숨겨진 보물의 파수꾼?"]   적당히 해!

[name="秘藏守望者？"]   ......我现在就去回信拉特兰，如果他们不给我一个正常点的职务，以后就别指望接到我的定期联络。
[name="秘宝の番人？"]   ……ラテラーノに返事を出してくる。もし私にもう少しまともな職務を与えてくれないなら、今後私からの定期連絡はナシ。
[name="Treasure Guardian?"]   ...I'm writing a letter to Laterano right now. If they don't give me a perfectly ordinary assignment, they better not expect to get regular correspondences from me anymore.
[name="숨겨진 보물의 파수꾼?"]   ……지금 당장 라테라노에 답장 보내놔야겠어. 나한테 좀 더 정상적인 직책을 주지 않으면, 정기적인 연락을 받을 생각은 꿈에도 말라고.

[name="莫斯提马"]   你也要理解他们的顾虑，毕竟不是所有人都会相信一个长了角的萨科塔人。
[name="モスティマ"]   君も彼らの懸念を理解しないと。誰にでも角を持つサンクタ人を信じられるわけじゃないからね。
[name="Mostima"]   You need to understand where they're coming from. It's not easy to trust a horned Sankta.
[name="모스티마"]   그 사람들이 걱정하는 것도 어느 정도는 이해해줘야지. 모든 사람이 뿔 달린 산크타를 믿는 건 아니잖아.

[name="秘藏守望者？"]   那就不能正常地给我分配一个职务吗！？
[name="秘宝の番人？"]   それで私に職務のひとつもまともに分配できないっていうの！？
[name="Treasure Guardian?"]   Can't they just give me a normal assignment?!
[name="숨겨진 보물의 파수꾼?"]   그럼 좀 더 정상적인 직책을 줄 수는 없는 거야?!

[name="莫斯提马"]   破例的升职会引起猜忌，总是这么心急会长皱纹的喔，苦难陈述者小姐。
[name="モスティマ"]   特例の昇進は、周囲の不信を招くんだ。いつもそんなにイライラしてると顔にシワができてしまうよ、苦難陳述者さん。
[name="Mostima"]   An exceptional promotion would be cause for suspicion. And being so frantic all the time will give you wrinkles, Miss Suffering.
[name="모스티마"]   원래 파격적으로 승진하면, 주위 사람들한테 시기 받는 건 당연한 거야. 계속 그렇게 짜증 내면 이마에 주름 생긴다? 고난의 진술자 씨.

[name="苦难陈述者？"]   ——
[name="苦難陳述者？"]   ——。
[name="Suffering?"]   ——
[name="고난의 진술자?"]   ……

[name="莫斯提马"]   哎，别这么当真，一言不合就拔枪可不是什么好习惯。
[name="モスティマ"]   あぁ、そんなに真に受けないでよ。ちょっとした冗談で武器に手をかけるのはいい癖とは言えないな。
[name="Mostima"]   Woah, don't take it so seriously. Drawing your gun at the first disagreement is a pretty bad habit.
[name="모스티마"]   뭐 너무 진지하게 굴지 마. 조금만 마음에 안 들어도 총부터 뽑아드는 건 좋은 습관이 아니라니까.

[name="苦难陈述者？"]   怎么样都好，看着你演了一晚上的戏，婆妈得要死。
[name="苦難陳述者？"]   そんなのどうでもいい。一晩中あなたの茶番を見ていたら、イライラしすぎてうんざりなの。
[name="Suffering?"]   Whatever. Watching your performance all night made me sick. You're such a ham.
[name="고난의 진술자?"]   그딴 건 내 알 바 아니야. 밤새 네 연극을 보고 있자니 짜증 나 죽겠으니까.

[name="莫斯提马"]   那么我们迟一点离开龙门？我陪你逛个街，就当我补偿你一下。
[name="モスティマ"]   ならちょっと龍門を離れる予定を遅らせようか？　一緒に街を見て回ろう。それをお詫びにさせてよ。
[name="Mostima"]   Then is it about time we leave Lungmen? I could take you shopping, as a way of making it up to you.
[name="모스티마"]   그럼 우리, 용문에 좀 있다가 떠날까? 거리 구경시켜줄게, 보상인 셈 치고.

[name="苦难陈述者？"]   ......嗯，这倒是个好主意。
[name="苦難陳述者？"]   ……ふむ、それは良い案かもね。
[name="Suffering?"]   ...Yeah, that's a good idea.
[name="고난의 진술자?"]   ……음, 그거 나쁘지 않은데.

[name="苦难陈述者？"]   而且，是呢，想必你这一次的酬劳不少吧？尽一份地主之谊如何？
[name="苦難陳述者？"]   それに、そうね、あなたは今回でかなりの額をもらってるよね？　地元のおもてなしってものを見せてよ。
[name="Suffering?"]   Which reminds me, you must've made a lot of money this time around? How about sending some my way? A little hospitality?
[name="고난의 진술자?"]   게다가, 그래… 이번에 보수 꽤 짭짤하게 받았잖아? 손님 대접 좀 제대로 해주는 게 어때?

[name="莫斯提马"]   我们都是拉特兰出身的吧，地主之谊是什么借口？
[name="モスティマ"]   私たち二人共ラテラーノ出身だよね。地元ってどういうことだい？
[name="Mostima"]   We're both from Laterano. Who's the host here?
[name="모스티마"]   같은 라테라노 출신이면서 갑자기 무슨 손님 대접을 해달란 거야?

[name="苦难陈述者？"]   你看着办。话说回来，这个天使的光环还真是晃眼。
[name="苦難陳述者？"]   それはあなたが考えるべきことよ。ところで、この天使のリングって本当に眩しいわね。
[name="Suffering?"]   Fine. By the way, this angel's halo is blindingly bright.
[name="고난의 진술자?"]   싫음 말고. 그나저나, 이 천사 아가씨 머리 위에 달린 광륜, 진짜 눈부시네.

[name="莫斯提马"]   光环偶尔还是会给日常生活带来点小麻烦的。
[name="モスティマ"]   リングのせいで、たまに日常生活でちょっとした面倒事が起こるけどね。
[name="Mostima"]   They get in the way sometimes.
[name="모스티마"]   가끔은 광륜 때문에 일상생활이 좀 불편하기도 해.

[name="苦难陈述者？"]   你就完全不存在这种问题，真是太好了，堕天使。
[name="苦難陳述者？"]   あなたにはこの手の問題は全然ないでしょ。本当に良かったね、堕天使さん。
[name="Suffering?"]   Lucky you don't have that problem, fallen angel.
[name="고난의 진술자?"]   넌 이런 문제가 전혀 없잖아, 잘됐네, 타천사.

[name="莫斯提马"]   你这是在嫉妒吗？要不要我去帮你买一盏头戴式日光灯？
[name="モスティマ"]   それって嫉妬かな？　頭に乗せるタイプの蛍光灯、買ってきてあげようか？
[name="Mostima"]   Are you jealous? I could buy you a fluorescent lamp to wear on your head.
[name="모스티마"]   지금 질투하는 거야? 머리에 쓰고 다닐 형광등이라도 하나 사줄까?

[name="苦难陈述者？"]   听上去就麻烦，你们到底是怎么习惯的？
[name="苦難陳述者？"]   聞くだけで面倒くさそうね。あなたたち、一体どうやってそれに慣れたの？
[name="Suffering?"]   Sounds like a pain. How do you deal with it?
[name="고난의 진술자?"]   듣기만 해도 귀찮을 것 같네. 너흰 대체 어떻게 적응하는 거야?

[name="莫斯提马"]   与生俱来。在我们拥抱语言的那一刻，光环就会显现。
[name="モスティマ"]   生まれつきだよ。言葉を覚えたその瞬間から、光のリングが現れるんだ。
[name="Mostima"]   Instinct. The moment we start using language, the halo appears.
[name="모스티마"]   선천적인 거니까. 우리가 언어를 습득하는 순간부터, 머리 위에 광륜이 나타나지.

[name="苦难陈述者？"]   第一次学会喊爸爸妈妈的时候吗？真是温馨的画面。
[name="苦難陳述者？"]   初めて「パパ、ママ」って言えるようになったときに？　それはそれは暖かなワンシーンね。
[name="Suffering?"]   Like the first time you blurt out 'mama' or 'dada?' What a beautiful image.
[name="고난의 진술자?"]   그럼 처음으로 엄마 아빠를 부를 때인가? 훈훈한 장면이네.

[name="莫斯提马"]   呵呵，能天使喊的是“姐姐”喔。就算没有血缘关系，她们也是——
[name="モスティマ"]   ふふ、エクシアが最初に話せたのは「ねぇね」だったね。たとえ血のつながりはなくても、彼女たちは——。
[name="Mostima"]   Haha. Exusiai's first word was 'sis.' Even though they're not blood related, they still...
[name="모스티마"]   후후, 엑시아는 '언니'라고 했어. 피가 섞이진 않았지만, 그 두 사람은……

[name="苦难陈述者？"]   停，不要再谈论她姐姐的事了，就算拉特兰不在意，那也不是可以当话题闲聊的小事。
[name="苦難陳述者？"]   もういい、これ以上彼女の姉のことは話さないで。ラテラーノでは問題がなくても、暇つぶしの話題にしていいような軽いことじゃない。
[name="Suffering?"]   Enough. Let's not talk about her sister. Even if Laterano doesn't care, it's not a topic for casual conversation.
[name="고난의 진술자?"]   잠깐, 이 여자 언니 얘기는 그만해. 라테라노가 신경 쓰지는 않는다고 해도, 가볍게 떠들 만한 사소한 일은 아냐.

[name="苦难陈述者？"]   就是因为你用这把守护铳对准了队长才沦落至此。
[name="苦難陳述者？"]   そもそも、あなたがこの守護銃を、隊長に突き付けたからここまで堕ちてきたというのに。
[name="Suffering?"]   It's because you leveled this precious gun at the captain that you fell.
[name="고난의 진술자?"]   애초에 다 네가 이 수호총으로 대장을 겨눠서 이렇게 타락한 거잖아.

[name="苦难陈述者？"]   还是说，你真打算有一天把所有的事情都告诉她？告诉你最好战友的妹妹？
[name="苦難陳述者？"]   それとも、いつか本当に彼女に全て話すつもり？　あなたの最高の戦友の妹に？
[name="Suffering?"]   Do you really plan to tell her the whole story someday? The little sister of your beloved battle-sister?
[name="고난의 진술자?"]   아니면, 정말 언젠가 모든 일을 이 여자한테 알려주기라도 할 셈이야? 너와 가장 가까운 전우의 여동생한테?

[name="莫斯提马"]   嗯......你跟着我这么久我都没告诉过你，莫非，同为我“最好战友”的你......闹小脾气了？
[name="モスティマ"]   うーん……そういえば、君は長いこと私に付いてきているのに、私は君に何も言ってなかったね。同じく私の「最高の戦友」である君が……まさか拗ねてる？
[name="Mostima"]   Hm... You've followed me this long and I still haven't told you. It might be that you, also my 'beloved battle-sister...' have a really bad temper?
[name="모스티마"]   음…… 이렇게 오랫동안 날 따라다닌 너한테도 안 알려줬잖아. 설마, 너도 '내 가장 가까운 전우'인데 안 알려줘서…… 삐진 거야?

[name="苦难陈述者？"]   我只是有义务提醒你，关于卡兹戴尔的任何事情，一个字都不要多说。
[name="苦難陳述者？"]   私はただあなたに忠告する義務があるだけ。カズデルのあらゆることについて、一字も話してはいけない。
[name="Suffering?"]   I'm only under obligation to remind you that you must not speak even one word of what happened at Kazdel.
[name="고난의 진술자?"]   난 너한테 충고할 의무가 있을 뿐이야. 카즈델에 관한 일은 입도 뻥긋하지 마.

[name="莫斯提马"]   可我打算写成游记来着？
[name="モスティマ"]   私、旅行記書くつもりだったのに？
[name="Mostima"]   But what about my travel memoir?
[name="모스티마"]   그래? 나중에 여행기를 쓸라 그랬는데.

[name="苦难陈述者？"]   哦，那可真棒。去找那个奇怪的家伙拿回你的法杖，否则算你违纪。
[name="苦難陳述者？"]   へぇ、それはすごいわ。さて、例の珍妙な奴のところに行ってアーツユニットを取り返してきて。じゃないと規律違反にするわよ。
[name="Suffering?"]   Sounds great. Hey, why don't you go get your staff back from that freaky guy before I write you up for it.
[name="고난의 진술자?"]   아 그러셔? 그 이상한 녀석에게 가서 네 아츠 스태프나 되찾아 와, 안 그러면 규율 위반으로 처리할 테니.

[name="苦难陈述者？"]   而且你的时间可没有那么充裕。
[name="苦難陳述者？"]   それに、あなたにそんな時間の余裕はないの。
[name="Suffering?"]   You're running out of time.
[name="고난의 진술자?"]   시간이 간당간당할 텐데?

[name="莫斯提马"]   嗯，说的也是，那就听苦难陈述者的吧。
[name="モスティマ"]   うん、それもそうだ。じゃあ苦難陳述者さんの命令に従おうか。
[name="Mostima"]   Yep. You're right. I'll do exactly as Suffering says.
[name="모스티마"]   음…… 암, 고난의 진술자 님께서 말씀하시는데 들어줘야지.

[name="苦难陈述者？"]   你——
[name="苦難陳述者？"]   あなたね——。
[name="Suffering?"]   You...
[name="고난의 진술자?"]   너……

[name="莫斯提马"]   ——老板，有下一份工作的安排吗？
[name="モスティマ"]   ——ボス、次の仕事って何かある？
[name="Mostima"]   ...Boss, is there more work to do?
[name="모스티마"]   ……보스, 다음 업무 또 뭐 없어?

[name="大帝"]   在你离开龙门之前，我会安排一份超棘手的工作的，放心好了。
[name="エンペラー"]   お前ぇがこの龍門を離れる前に、俺が超厄介な仕事を回してやるからよ。安心していいぜ。
[name="Emperor"]   Before you leave Lungmen, I'll have a real pain in the ass job for you, no doubt.
[name="엠퍼러"]   걱정 붙들어 매, 용문 떠나기 전에 빡센 놈으로 하나 골라줄게.

[name="苦难陈述者？"]   唔，你没死......？你听到了多少？
[name="苦難陳述者？"]   えっ、あんた死んでなかったの……？　というか、どこまで聞いてたの？
[name="Suffering?"]   Wait, you're not dead...? How much did you hear?
[name="고난의 진술자?"]   어, 안 죽었어……? 어디까지 들은 거지?

[name="大帝"]   偷听两个小女孩聊天可是完全没有绅士风度的行为。
[name="エンペラー"]   ガールズトークを盗み聞きするなんて、紳士のすることじゃねぇからな。
[name="Emperor"]   A gentleman don't eavesdrop on two ladies havin' a private conversation.
[name="엠퍼러"]   난 젠틀한 신사, 엿듣지 않아 숙녀분의 대화.

[name="大帝"]   重点是我不需要，因为我无所不知。
[name="エンペラー"]   そして何より、俺にはそんなことする必要はねぇ。なんせ、俺の知らねぇことはないからな。
[name="Emperor"]   Plus I don't need to. Bein' omniscient and all.
[name="엠퍼러"]   하지만 난 애초에 그럴 필요가 없지. 왜냐면 난 모르는 게 없으니.

[name="苦难陈述者？"]   ......全听见了是吧。
[name="苦難陳述者？"]   ……要は全て聞いていたのね。
[name="Suffering?"]   ...so you heard everything.
[name="고난의 진술자?"]   ……다 들었군.

[name="苦难陈述者？"]   算了，毕竟是那个大帝，应该没关系吧。
[name="苦難陳述者？"]   まぁいい。あのエンペラーのことなら、大丈夫なはずね。
[name="Suffering?"]   Whatever. You're Emperor. It's fine.
[name="고난의 진술자?"]   관두자. 엠퍼러니까, 아마 괜찮겠지.

[name="莫斯提马"]   你刚才是不是真的有一瞬间想要杀人灭口的......不愧是苦难陈述者......
[name="モスティマ"]   さっき一瞬、口封じに殺そうとしてたよね……さすがは苦難陳述者……。
[name="Mostima"]   Did you really feel like you wanted to kill him back there...? I guess that's our Suffering...
[name="모스티마"]   너 방금 잠깐 죽여서 입막음 할까 생각했지? ……역시 고난의 진술자……

[name="苦难陈述者？"]   住嘴，别把我说的像个不入流的反派。
[name="苦難陳述者？"]   黙りなさい！　私をモブの敵役みたいにしないで。
[name="Suffering?"]   Shove it. Don't talk about me like I'm some kind of villain.
[name="고난의 진술자?"]   입 다물어. 내가 무슨 격 떨어지는 악역인 줄 알아?

[name="莫斯提马"]   你要不要考虑也加入企鹅物流？如果在拉特兰之外的地方任职，就不用换这些奇怪的代号了吧。
[name="モスティマ"]   君もペンギン急便に入ったらどう？　ラテラーノ以外の場所で仕事をすれば、もうヘンテコなコードネームで呼ばれたりしないんじゃないかな。
[name="Mostima"]   Would you ever consider joining Penguin Logistics? You wouldn't have to keep swapping around these cringey codenames.
[name="모스티마"]   너도 그냥 펭귄 로지스틱스에 들어오면 어때? 라테라노 말고 다른 장소에서 일하면, 그런 이상한 이름으로 불리지 않아도 되잖아.

[name="苦难陈述者？"]   ......我必须以拉特兰人的身份监视你。
[name="苦難陳述者？"]   私はラテラーノ人として、あなたを監視しなければならないから。
[name="Suffering?"]   ...I must keep track of you, as a Laterano.
[name="고난의 진술자?"]   ……난 반드시 라테라노인의 신분으로 널 감시해야 해.

[name="莫斯提马"]   也是啦，我就是随口说说，毕竟一直不能使用本名也很辛苦。
[name="モスティマ"]   それもそうだね。思いつきで言ってみただけさ。ずっと本名を使えないのも辛いだろうと思って。
[name="Mostima"]   Right. It's just an idea I had. It's hard not to use your real name, you know.
[name="모스티마"]   하긴, 나도 그냥 해본 말이야. 어쨌든 계속 본명을 못 쓰는 것도 고생이잖아.

[name="大帝"]   好了，要走赶紧走，这儿可不是拉特兰大教堂，不接待苦难陈述者。
[name="エンペラー"]   さてお前たち、そろそろ行けよな。ここはラテラーノの大聖堂じゃない。苦難陳述者様がウロウロする場所じゃねぇからよ。
[name="Emperor"]   Aight, time for you to bounce. This ain't a Laterano cathedral. We don't welcome Suffering here.
[name="엠퍼러"]   오케이 그쯤하고, 갈라면 어서 가. 여긴 라테라노 대성당이 아니니까. 고난의 진술자는 받지 않아.

[name="苦难陈述者？"]   我......算了。
[name="苦難陳述者？"]   私は……もういいわ。
[name="Suffering?"]   I... whatever.
[name="고난의 진술자?"]   난... 됐다.

[name="苦难陈述者？"]   我先去向那几个老东西......拍一封信。
[name="苦難陳述者？"]   私は先にあの老いぼれどものところに……手紙を出しに行く。
[name="Suffering?"]   I'm going to go... send a letter.
[name="고난의 진술자?"]   일단 그 늙다리들한테… 편지를 보내야겠어.

[name="苦难陈述者？"]   ......该死。
[name="苦難陳述者？"]   ……まったくもうっ。
[name="Suffering?"]   ...Damn it.
[name="고난의 진술자?"]   ……젠장.

[name="大帝"]   嗯哼，每次例行汇报都帮你们挪个政府机构挂名做幌子？看来你在那边还是蛮受欢迎的嘛。
[name="エンペラー"]   なるほどねぇ。定期報告を利用して、コードネームを毎回変えることで、自分たちの機関の正体を隠しているわけだ。なるほどな、お前、なかなか可愛がられているようだな。
[name="Emperor"]   Uh huh. Every one of them reports gets some government office swappin' your name around, huh? Seems like you're real popular over there.
[name="엠퍼러"]   오호라, 정기 보고할 때마다 정부 기관 이름으로 정체를 감추는 건가? 그쪽에서 꽤나 환영받나 보구만.

[name="莫斯提马"]   可我觉得他们至少有一半心思是出于好玩才这么做的哦？
[name="モスティマ"]   私には彼らが面白半分でやってるように見えるけどね。
[name="Mostima"]   I think at least half the reason they do it is just because it's fun for them.
[name="모스티마"]   솔직히 반은 그냥 재미로 그러는 거 같던데?

[name="大帝"]   出于好玩？嗯，有道理，看来拉特兰的高层也有一些懂得如何生活的好伙计在。
[name="エンペラー"]   面白半分だと？　ふむ、それも一理あるな。ラテラーノの上層部の連中にも、どうやらロマンが分かる奴がいるようだな。
[name="Emperor"]   It's fun, huh? Mmm, makes sense. Sounds like at least a couple Laterano big shots know how to live.
[name="엠퍼러"]   재미? 음, 그럴 수도 있겠지. 라테라노의 고위층에도 있긴 한가 보지? 인생을 즐길 줄 아는 괜찮은 녀석이.

[name="大帝"]   ......等等，好玩......好玩的地方......
[name="エンペラー"]   ……待てよ、面白い……面白い場所……。
[name="Emperor"]   ...Hold up. Fun... someplace fun...
[name="엠퍼러"]   ……잠깐, 재미... 재미있는 곳이라……

[name="大帝"]   哼，我突然有个好主意，莫斯提马，这份工作你绝对不会失望的，不如说，绝对会超出你的期待，你就等着我的通知吧。
[name="エンペラー"]   おっと、良いこと思いついたぜ。モスティマ、この仕事は絶対お前を失望させない。むしろ、絶対お前の期待を上回るからよ。俺の連絡を待ってろ。
[name="Emperor"]   Aight, I got a idea. Mostima, you're gonna like this job. You know what? This job's gonna blow you away. You just wait 'til I hit you up.
[name="엠퍼러"]   훗, 갑자기 좋은 생각이 떠올랐다. 모스티마, 이번 일은 절대 널 실망시키지 않을 거다. 아니, 분명 네 기대를 뛰어넘을 거다, 가서 기다리고 있어 내 연락.

[name="莫斯提马"]   老板这么说还真是让人有点不安......不过已经快天亮了，我得去找她。
[name="モスティマ"]   ボスがそんなふうに言うのって、本当に人を不安にさせるよね……でももう空も明るくなるし、彼女を探しに行かないとね。
