6:44 P.M.    天气/晴
[name="黑帮"]   那家伙堵住了退路，只、只能动手了！
[name="マフィア"]   あの野郎退路をふさぎやがったな。や、やるしかねぇ！
[name="Mafioso"]   They blocked the only way out. We- we have to fight through!
[name="마피아"]   저 녀석이 퇴로를 막고 있다. 싸울 수밖에 없겠어!

[name="德克萨斯"]   都躺下，轮不到你们送死。
[name="テキサス"]   死に急ぐな。今はそこで大人しく寝ていろ。
[name="Texas"]   Get down on the ground. You don't have to die.
[name="텍사스"]   그냥 쓰러져 있어라, 진짜로 죽기 싫으면.

[name="黑帮"]   嘁！不要慌，只要拖到首领的支援——！
[name="マフィア"]   チッ！　慌てるな、ボスの支援が来るまで持ち堪えれば——！
[name="Mafioso"]   Woah! Settle down, we just have to hold out until the boss...!
[name="마피아"]   쳇! 당황하지 마라! 보스의 지원이 올 때까지 버티기만 하면……!

[name="大帝"]   拖？
[name="エンペラー"]   持ち堪えれば？
[name="Emperor"]   Hold out?
[name="엠퍼러"]   버틴다고?

[name="大帝"]   开灯，啊哈！
[name="エンペラー"]   ライト！　オン！
[name="Emperor"]   Hit the lights.
[name="엠퍼러"]   에이 요, 드뢉 더 스팟라이트!

[name="黑帮"]   好、好闪！哪儿来的聚光灯！？
[name="マフィア"]   まっ、眩しい！　何なんだこのスポットライトは！？
[name="Mafioso"]   Agh! It's so bright! Where'd that spotlight come from?!
[name="마피아"]   누, 눈부셔! 대체 어디서 비추는 거야?

[name="大帝"]   欢迎来到企鹅物流，小猫小狗们。
[name="エンペラー"]   ヘイ！　ようこそペンギン急便へ、子猫に子犬たち！
[name="Emperor"]   Welcome to Penguin Logistics, little doggies.
[name="엠퍼러"]   웰컴 투 펭귄 로지스틱스, 내 관광객들!

[name="大帝"]   你们已经出现在我的视线之内，而我视线之内就是企鹅帝国的国土。
[name="エンペラー"]   まず大切なコトを言っておくぜ。俺の視界ってやつこそが、俺たちペンギン帝国の領土なんだけどよ。お前ら、俺の視界にいるよな？
[name="Emperor"]   Now I can see you. And that means you're on land that belongs to the Penguin Empire.
[name="엠퍼러"]   너흰 이미 못 벗어나 내 포착망에서. 내 시야가 닿는 곳이 바로 펭귄 엠파이어.

[name="大帝"]   不好意思，请问你们的过境签证有带在身上吗？
[name="エンペラー"]   悪りぃけど、俺の帝国にいられるビザは持ってんの？
[name="Emperor"]   Now I hate to bother you, but I'm gonna have to see your landing visa. You got it on you?
[name="엠퍼러"]   익스큐즈 미, 너네 근데 받고 왔니 입국 비자?

[name="大帝"]   没有？
[name="エンペラー"]   まぁ、持ってねぇよな？
[name="Emperor"]   No?
[name="엠퍼러"]   없다고?

[name="大帝"]   那你们得准备好滚回娘家哭鼻子了。
[name="エンペラー"]   じゃあ仕方ねぇ、強制送還ってやつだな。ママのところに泣きながら逃げ帰る準備でもしてもらおうか。
[name="Emperor"]   Then I think we gotta send you crying home to your mamas.
[name="엠퍼러"]   불법 체류 걸렸다간 얄짤 없어 국외추방. 엄마한테 가서 일러 바쳐 때렸다고 내가.

