9:50 A.M.  天气/晴
[name="마터호른"]     위생적이지 못합니다! 그런 일은 용납할 수 없습니다!

[name="伊桑"]     ......啊？
[name="イーサン"]     ……ああ？
[name="Ethan"]     ........Huh?
[name="에단"]     ……엥?

[name="伊桑"]     你刚刚说在意的......就这事？
[name="イーサン"]     気にしてるって……そんな小せぇことか？
[name="Ethan"]     So that's... all you care about?
[name="에단"]     방금 신경 쓰인다 했던 게…… 그거야?

[name="角峰"]     注意卫生不是一件小事！对待食物要更加有诚心，特别是别人亲手制作的食物，每一份都是蕴含制作者的心意的！
[name="マッターホルン"]     衛生面を気にするのは小さいことではありません！　人が作った食べ物には敬意を払わないといけないんです。どんなものにも、料理人の心が詰まっているんですから！
[name="Matterhorn"]     Hygiene is no laughing matter! Show respect to your food, especially when it's handmade. Every serving of this dish contains a piece of my heart!
[name="마터호른"]     위생관리는 사소한 일이 아닙니다! 음식은 소중히 대해야 합니다. 특히 다른 사람이 만든 음식이라면, 그 하나하나에 만든 사람의 마음이 담겨있으니!

[name="角峰"]     等等，你的苹果不会也没洗吧？身为战士，对自己的身体健康要更加负责任才行！
[name="マッターホルン"]     いや、待ってください。まさかそのリンゴも洗ってないなんて言わないでしょうね？　戦士として、自分の身体の健康にはもっと責任を持たないといけませんよ！
[name="Matterhorn"]     Wait, you washed that apple first, didn't you? You need to take care of yourself, as a warrior!
[name="마터호른"]     잠깐, 그 사과도 안 씻은 거 아닙니까? 전사라면 자신의 건강에 책임을 져야 하거늘!

[name="伊桑"]     好、好，知道了知道了。
[name="イーサン"]     お、おう。わかったわかった。
[name="Ethan"]     All right, all right, I get it.
[name="에단"]     오오오 알았어 알았어! 알았다고!

[name="角峰"]     这种敷衍的态度......就是因为这样，杜宾小姐才会总是朝你发火。
[name="マッターホルン"]     そのいい加減な態度……そんな風だからいつもドーベルマンさんに怒られるんです。……あっ。
[name="Matterhorn"]     That's the same attitude Instructor Dobermann is always getting upset about.
[name="마터호른"]     바로 그렇게 뭐든 건성으로 하려는 태도 때문에… 도베르만 씨가 화를 내는 겁니다.

[name="角峰"]     ......算了，这的确不是我该多管的事。
[name="マッターホルン"]     ……やめておきましょう、これ以上は俺が言うべきことじゃありませんね。
[name="Matterhorn"]     ...Anyway, I shouldn't be butting my horns in there.
[name="마터호른"]     ……됐습니다. 제가 관여할 부분은 아닌 것 같군요.

[name="伊桑"]     别这样，我真的在反省啦。
[name="イーサン"]     そんな風に言うなって、俺はマジで反省してるぜ。
[name="Ethan"]     Come on, I'm really turning over a new leaf here.
[name="에단"]     너무 뭐라 하지 말라고, 진짜 반성하고 있다니까?

[name="伊桑"]     只是那什么，哎，有时候习惯这东西真不是那么好改的，从前我也没这么讲究过。
[name="イーサン"]     ただあれだ、クセってもんはなかなか変えられねぇんだよ。これまではマナーなんてもんは知らなかったからさ。
[name="Ethan"]     It's just that, hey, sometimes old habits die hard. And it's the kind of thing I never got to worry about.
[name="에단"]     그러니까 말이야, 어 뭐라고 해야 하나… 습관이라는 게 사실 쉽게 고쳐지는 게 아니잖아? 지금까지 신경도 안 쓰고 살다가 갑자기 주의하라 해봤자 금방 고쳐지는 게 아니라고.

[name="伊桑"]     不过你说错一点，这回我有记得洗手。
[name="イーサン"]     でもな、あんたは一つ間違ってる。今回俺は手を洗ったぞ。
[name="Ethan"]     But you got one thing wrong. I did remember to wash my hands this time.
[name="에단"]     그리고 한 가지는 틀렸어. 손은 씻었거든.

[name="角峰"]     只用水冲个一秒根本不算洗手。
[name="マッターホルン"]     水で一秒流しただけでは、手を洗ったとは言えません。
[name="Matterhorn"]     Just splashing water over them for a second doesn't count as washing your hands.
[name="마터호른"]     대충 물만 묻힌 건, 손을 씻은 것이라 할 수 없습니다.

[name="伊桑"]     你也太严格了吧老兄。
[name="イーサン"]     いや厳しすぎるだろ、あんた。
[name="Ethan"]     You're a real hardass, man.
[name="에단"]     형씨 너무 엄격한 거 아니야?

[name="伊桑"]     不说这个，不说这个，下次我一定记得行了吧？
[name="イーサン"]     あーもういいもういい。次は絶対忘れねぇ、それでいいだろ？
[name="Ethan"]     Okay, whatever, I'll remember next time.
[name="에단"]     아아~ 됐어 관두자고. 다음번에는 제대로 씻을게. 됐지?

[name="角峰"]     真是轻浮的家伙......
[name="マッターホルン"]     まったく締りのない……
[name="Matterhorn"]     Frivolous little...
[name="마터호른"]     경박하기 짝이 없군요……

[name="角峰"]     对了，刚刚你尝过那盘菜，感想如何？
[name="マッターホルン"]     そうだ、さっき食べたあの料理ですが、どうでしたか？
[name="Matterhorn"]     Oh, by the way, how did you find the dish you just tasted?
[name="마터호른"]     그래서, 방금 먹은 음식에 대한 감상은 어떻습니까?

[name="伊桑"]     感想？你说那个炒蔬菜？？
[name="イーサン"]     どうでしたかって、あの野菜炒めの感想か？
[name="Ethan"]     Dish? You mean the stir-fried greens?
[name="에단"]     감상? 아까 그 채소볶음?

[name="伊桑"]     那个叫古米的小姑娘不是夸过一遍了吗，还要我再说一遍？也行，好吃哦，味道超棒，真不愧是你耶！
[name="イーサン"]     グムって嬢ちゃんがすっげー褒めてただろ？　なのに俺にも言ってほしいのか？　まあいいけどよ。美味かった！　最高！　流石！
[name="Ethan"]     Didn't that Gummy girl already stroke your ego? Need a quick tug from me too? Sure, fine. It blew me away, incredible flavor. And your biceps are huge.
[name="에단"]     방금 나간 굼이라는 아가씨가 그렇게 칭찬을 했는데, 또 듣고 싶은 건가? 뭐, 맛있었어. 엄청 맛있었지. 역시 마터호른이라니까!

[name="角峰"]     你还有更敷衍一点的说辞吗？
[name="マッターホルン"]     これ以上ないほどいい加減な言い方ですね。
[name="Matterhorn"]     Any additional glib remarks?
[name="마터호른"]     좀 더 제대로 된 감상평은 없는 겁니까?

[name="伊桑"]     还真有。
[name="イーサン"]     じゃあこれ以上の言い方をしてやろうか。
[name="Ethan"]     Oh yeah, tons.
[name="에단"]     있지.

[name="角峰"]     别说出来，我怕我忍不住教训你。
[name="マッターホルン"]     いいえ、結構です。思わず「指導」をしてしまいたくなるかもしれないので。
[name="Matterhorn"]     Save them. I'm not sure how much longer I can hold myself back from educating you.
[name="마터호른"]     말하지 마십시오. 저도 모르게 또 짜증을 낼 것 같으니.

[name="伊桑"]     哈哈哈，说正经的，你真想听实话？
[name="イーサン"]     ハハハ、真面目な話、本当の感想を聞きたいか？
[name="Ethan"]     Hahaha. Seriously, do you really want to hear the truth?
[name="에단"]     하하하, 진짜 대답이 듣고 싶어?

[name="角峰"]     ......？
[name="マッターホルン"]     ……？
[name="Matterhorn"]     .......?
[name="마터호른"]     ……?

[name="伊桑"]     好吧，那我直说了，你做的菜虽然好吃，但怎么说呢，吃起来感觉很迷茫。
[name="イーサン"]     まあいい、遠慮なく言うぜ。あんたの料理は確かに美味かったが、何て言うかな、どこか迷いが伝わってきた。
[name="Ethan"]     All right. I'll give it to you straight. The dish is good, it's tasty. But, how do I put this? I get a confusing feeling when I eat it.
[name="에단"]     좋아. 그럼 솔직히 말할게. 맛은 있는데 뭐랄까, 먹을수록 정신이 아득해진달까?

[name="角峰"]     别说傻话，我做的菜还没到能吃出感情的地步。
[name="マッターホルン"]     またいい加減なことを。元から俺の料理は感情が伝わる程のレベルには達していませんよ。
[name="Matterhorn"]     Don't talk nonsense. My cooking isn't capable of sparking such feelings.
[name="마터호른"]     이상한 소리 하지 마십시오. 저는 아직 요리에 감정을 담아낼 정도는 아닙니다.

[name="伊桑"]     啧，你这人真没趣。
[name="イーサン"]     ちぇっ、つまんねー奴だな。
[name="Ethan"]     Gee, you're really no fun at all.
[name="에단"]     쳇, 싱겁기는.

[name="伊桑"]     行吧，实际上是我好几次看到你一边做菜一边叹气了。
[name="イーサン"]     わかったよ、本当に本当のことを言う。俺はあんたが何回もため息をつきながら料理してるのを見てたんだよ。
[name="Ethan"]     But sure. You know, I saw you sigh a few times while you' were cooking.
[name="에단"]     됐어. 아까 요리하면서 한숨 쉬는 거 몇 번이나 봤으니까.

[name="角峰"]     ......
[name="マッターホルン"]     ……
[name="Matterhorn"]     .......
[name="마터호른"]     ……

[name="伊桑"]     超明显的。又是发呆又是叹气，真难为你这种状态下还能把菜烧得这么好吃。
[name="イーサン"]     まぁー、そりゃあ分かりやすかったぜ。ボーっとしたかと思えば手を動かして、かと思えばため息ついて。あんな状態でよくこんな美味いメシを作れたもんだ。
[name="Ethan"]     Like full on. You were spacing out, and sighing to yourself. It's hard to imagine you put out food this good in a state like that.
[name="에단"]     티 엄청 났다고. 멍하니 있다가 또 한숨 쉬고… 그런 상태에서 이렇게 맛있게 만들기도 진짜 어렵다니까?

[name="角峰"]     我......
[name="マッターホルン"]     それは……
[name="Matterhorn"]     I....
[name="마터호른"]     실은……

[name="伊桑"]     停，停。
[name="イーサン"]     いや、ストップストップ。
[name="Ethan"]     Stop, stop.
[name="에단"]     워워 잠깐 거기까지.

[name="伊桑"]     算了呗，老兄，你不想说就别勉强，我一点也不在意的，真的。
[name="イーサン"]     やめよーぜ、大将。言いたくないことは無理して言わなくていい。俺はホントに何とも思ってないからよ。
[name="Ethan"]     Forget it, man, don't force it if you don't want to. I don't care at all, really.
[name="에단"]     됐어, 형씨. 말하기 싫으면 억지로 하지 마. 전혀 신경 안 쓰니까 진짜.

[name="伊桑"]     虽然不知道你在烦恼什么，但我劝你万事看开点，别和自己过不去。
[name="イーサン"]     ただ何に悩んでるかは知らねぇが、あんまり塞ぎ込んだりしない方がいいぜ。
[name="Ethan"]     I dunno what's bothering you. But just some advice from ol' Ethan, take a look at the big picture, and don't do this to yourself.
[name="에단"]     뭐가 그렇게 고민인지는 모르겠지만 마음을 좀 넓게 가지라고. 자기 자신한테 너무 박하게 굴면 쓰나.

[name="角峰"]     ......
[name="マッターホルン"]     ……
[name="Matterhorn"]     .......
[name="마터호른"]     ……

[name="伊桑"]     你看我，过去还是那个样子，看开了之后其实也没什么。反正看不开我也不能怎么样，还不如不想呢，罗德岛的日子挺好的。
[name="イーサン"]     俺を見てみろ、昔はヒデーもんだったけど、吹っ切れた今はなんてことねぇ。くよくよしてたって何にもならねぇからな、考えねぇ方が良いんだ。ロドスでの生活だって悪くねぇしな。
[name="Ethan"]     Look at me. There was me, back there, but I'm over that. Can't do anything about it anyway, might as well not think about it. Life at Rhodes Island is good.
[name="에단"]     날 보라고. 알지? 나 예전에 그거였던 거? 근데 지금은 아무렇지도 않아. 혼자 끙끙 앓아봤자 나아지는 건 아무것도 없어. 차라리 생각을 안 하는 게 낫지. 로도스 아일랜드 생활 솔직히 나쁘지 않잖아?

[name="伊桑"]     哎，换个话题，我刚刚就想问了，你那边锅里煮的什么呢，闻起来真香。
[name="イーサン"]     まぁ、話は変わるが、あの鍋で煮てるのは何だ？　いい香りが漂ってくるから、さっきから気になってるんだ。
[name="Ethan"]     Hey, changing the subject, I just wanna ask, what's cooking in your pot over there? Smells really good.
[name="에단"]     에휴, 다른 얘기나 하자고. 아까부터 묻고 싶었는데, 저긴 뭘 끓이고 있는 거야? 엄청 맛있는 냄새가 나던데.

[name="角峰"]     ......那是已经做好的烩兽肉，一会我还要撒点干酪上去。
[name="マッターホルン"]     ……あれは仕込みを終えた獣肉の煮込みです。最後にチーズをかけて完成です。
[name="Matterhorn"]     ........That's braised beastmeat. It's ready to go. I'm about to sprinkle some cheese on it.
[name="마터호른"]     ……고기찜입니다. 조금 있다 치즈를 뿌릴 생각이었습니다.

[name="角峰"]     这是谢拉格的乡土菜，雪境人从小都吃这个长大，我有稍微做一些改良，让这种兽肉吃起来更细嫩。
[name="マッターホルン"]     イェラグの郷土料理で、雪境人は皆、小さい頃からあれを食べて育ちます。それを元に俺が少しだけ改良を加えて、肉がよりきめ細かくなるようにしました。
[name="Matterhorn"]     It's a traditional Kjerag dish. Snowlanders all grow up eating it. I've made some slight adjustments to make the beastmeat more tender.
[name="마터호른"]     쉐라그 음식입니다. 히라인들이 어릴 때부터 먹고 자라는 음식이죠. 좀 더 부드러운 식감을 위해 조금 레시피를 바꾸긴 했습니다만.

[name="伊桑"]     哦！听起来很好啊！
[name="イーサン"]     おー！　聞いただけでもよだれが出てくるぜ！
[name="Ethan"]     Oh! That sounds awesome!
[name="에단"]     오! 맛있을 거 같은데?

[name="伊桑"]     这个也让我尝尝行不？
[name="イーサン"]     あれも食わせてくれよ、いいだろ？
[name="Ethan"]     Can I try this too?
[name="에단"]     이거 먹어봐도 되지?

[name="角峰"]     等等，这个不行，这个是——
[name="マッターホルン"]     待ってください、あれはダメです。あれは――
[name="Matterhorn"]     Wait, not that, that's——
[name="마터호른"]     잠시만, 안 됩니다. 이건……

[name="？？？"]     你在这里，角峰。
[name="？？？"]     ここにいたのか、ヤーカ。
[name="???"]     Here you are, Matterhorn.
[name="???"]     여기 있었군, 야카.

[name="角峰"]     老爷！您什么时候来的罗德岛，怎么也不通知属下一声？
[name="マッターホルン"]     旦那様！　いつロドスにいらっしゃったんですか。一言ご連絡をくださればよかったものを。
[name="Matterhorn"]     Master! When did you get to Rhodes Island? And why didn't you inform me you were coming?
[name="마터호른"]     도련님! 로도스 아일랜드에는 언제 오신 겁니까? 오실 때 연락 한번 주시지 그러셨습니까.

[name="角峰"]     请稍待，我去给您泡茶。
[name="マッターホルン"]     少々お待ちください。お茶を淹れてきますので。
[name="Matterhorn"]     Just a moment, I'll make you some tea.
[name="마터호른"]     잠시만 기다려주십시오. 차를 내려오겠습니다.

[name="银灰"]     不必，我只是路过。
[name="シルバーアッシュ"]     いや、必要ない。ただ通りがかっただけだ。
[name="SilverAsh"]     No need, I'm only passing through.
[name="실버애쉬"]     그럴 필요 없다. 지나가는 길이었을 뿐이니까.

[name="讯使"]     这次只是谢拉格那边的事情临时要找博士，所以来得很匆忙，事出突然，就没来得及告诉角峰大哥。
[name="クーリエ"]     今回はイェラグのことで、ドクターに急用があってロドスに来たんです。かなりバタバタしていたので、ヤーカ兄貴に伝える余裕もありませんでした。
[name="Courier"]     It's just a matter of talking to the Doctor about some Kjerag issues. It all came up pretty suddenly, so I didn't have time to tell you.
[name="쿠리어"]     쉐라그에서 일어난 일 때문에 박사님께 볼 일이 있어 급하게 온 거예요. 갑작스럽게 일어난 일이라 마터호른 형님께 알려 드리지도 못했네요.

[name="讯使"]     行程这么赶，老爷也太勉强自己了。
[name="クーリエ"]     かなり厳しいスケジュールで……まったく、ご無理をなさって。
[name="Courier"]     There is a lot of pressure. The Master is pushing himself too hard.
[name="쿠리어"]     그래도 이렇게까지 서두르시다니, 주인님도 무리하고 계신다니까요.

[name="角峰"]     原来如此......
[name="マッターホルン"]     そうだったんですか……
[name="Matterhorn"]     I see...
[name="마터호른"]     그렇습니까……

[name="银灰"]     比起这个，角峰，恩希亚最近怎么样了。
[name="シルバーアッシュ"]     それよりもヤーカ。最近エンシアはどうしている。
[name="SilverAsh"]     Setting that aside, Matterhorn, how is Ensia these days?
[name="실버애쉬"]     그것보다 야카, 엔시아는 요즘 어떻지?

[name="角峰"]     二小姐很有精神，病情已经得到了控制。
[name="マッターホルン"]     エンシアお嬢様はお元気ですよ。病状も安定しています。
[name="Matterhorn"]     The Young Lady is in good spirits and her condition is under control.
[name="마터호른"]     둘째 아가씨께선 잘 지내고 계십니다. 병세도 훨씬 좋아지셨습니다.

[name="角峰"]     按您吩咐的，小姐的身体状况我和讯使都有关注，以免小姐不适应罗德岛的饮食，稍后我会为二小姐单独送一份午餐。
[name="マッターホルン"]     旦那様のお申し付けの通り、お嬢様の身体状況は私もクーリエも気にかけています。ロドスの慣れない食事ばかりにならないように、お嬢様には後ほど、私が作った昼食をお出しする予定です。
[name="Matterhorn"]     As you instructed, Courier and I have been keeping an eye on the Lady's health. I prepare a separate lunch for her, to avoid any adverse reactions to Rhodes Island's food.
[name="마터호른"]     분부하신 대로, 아가씨의 상태는 저와 쿠리어가 확인하고 있습니다. 로도스 아일랜드의 음식이 입에 맞지 않을 수 있어, 조금 뒤 점심을 가져다 드리려고 했습니다.

[name="银灰"]     那就好。顺便再热一壶咸乳茶吧，恩希亚一向喜欢那个。
[name="シルバーアッシュ"]     そうか。ついでにバター茶も出してやってくれないか。エンシアの好物だ。
[name="SilverAsh"]     That's good. Heat up another pot of salted milk tea while you're at it, Ensia always liked that.
[name="실버애쉬"]     그럼 됐다. 가는 김에 수유차도 한 잔 가져가도록. 엔시아가 좋아하니까.

[name="讯使"]     口味一直都没变过呢，老爷和小姐都是。
[name="クーリエ"]     食の好みは昔と少しも変わっていませんね。旦那様もエンシアお嬢様も。
[name="Courier"]     Your tastes haven't changed, nor have hers, Master.
[name="쿠리어"]     주인님도 아가씨도, 입맛은 여전하시네요.

[name="角峰"]     是，一切听从您的吩咐。
[name="マッターホルン"]     はい、全て旦那様のお申し付け通りに。
[name="Matterhorn"]     As you wish, Master.
[name="마터호른"]     네, 분부대로 하겠습니다.

[name="银灰"]     嗯，那就这样。
[name="シルバーアッシュ"]     ああ、ではこれで。
[name="SilverAsh"]     Well, that's that.
[name="실버애쉬"]     그래, 그럼…

[name="银灰"]     有劳了。
[name="シルバーアッシュ"]     ご苦労だった。
[name="SilverAsh"]     Thank you.
[name="실버애쉬"]     수고해라.

[name="角峰"]     这是老爷吩咐过，专门给二小姐准备的，一会我就要给她送过去。如果你还饿着的话，我可以再重新给你做点什么。
[name="マッターホルン"]     この鍋物は我が主のお申し付けで、お嬢様にお出しするものです。もしまだ食べ足りないのなら、別に何か作りますよ。
[name="Matterhorn"]     I prepared that specially for the Young Lady, at the Master's command. I'll be bringing it to her later. If you're still hungry, I can prepare something else for you.
[name="마터호른"]     이건 주인님의 명으로 둘째 아가씨를 위해 준비한 음식입니다. 조금 있다 가져다 드릴 예정이었죠. 아직 배가 고프다면, 다른 것을 만들어 드리겠습니다.

[name="伊桑"]     是，是，那真是谢谢你。我也想吃那个什么很嫩的肉。
[name="イーサン"]     よしよし、そういうことなら感謝感激雨あられだ。俺もあの柔らかそうな肉が食いてぇ。
[name="Ethan"]     Yeah, that'd be great. I really wanna get some of that tender meat.
[name="에단"]     오~ 그래 그래 그래 주면 고맙지. 나도 그 부드러운 고기인가 뭔가가 좀 먹어보고 싶었거든.

[name="角峰"]     那是珍贵食材，还是拜托任务会路过那边据点的干员带回来的，总共也就这么一点。
[name="マッターホルン"]     あれは貴重な食材で、生産地付近の拠点を通るオペレーターにわざわざ持って来ていただいたものです。あの鍋のもので全てですよ。
[name="Matterhorn"]     It's very precious food. Specially requested from operators who were passing by that base. This is all we have.
[name="마터호른"]     그건 귀한 식재료다 보니, 그쪽 거점에 임무가 있는 오퍼레이터에게 부탁해야 합니다. 지금은 이게 전부죠.

[name="角峰"]     而且，烩肉做起来太费时间了，你就用普通的炒兽肉将就一下吧。
[name="マッターホルン"]     それに、煮込み料理は時間がかかりすぎますので、普通の獣肉炒めで我慢してください。
[name="Matterhorn"]     Not to mention, braised meat takes a tremendous amount of time. You'll just have to make do with regular fried beastmeat.
[name="마터호른"]     게다가 찜은 시간이 오래 걸리니, 이번엔 고기볶음으로 드시죠.

[name="伊桑"]     过分！区别待遇！
[name="イーサン"]     ひでぇ！　待遇格差だ！
[name="Ethan"]     This is discrimination!
[name="에단"]     너무하는구만! 차별 대우하는 거야 뭐야!

[name="角峰"]     不自己动手的人没资格抱怨！
[name="マッターホルン"]     自分の手を動かさない者に恨み言を言う資格はありませんよ！
[name="Matterhorn"]     Beggars can't be choosers!
[name="마터호른"]     스스로 만들지 않는 자에게 불평할 자격은 없습니다!

[name="伊桑"]     也对！那我还是赚了！
[name="イーサン"]     そうだな！　俺はタダで食べれて儲けもんってもんだ！
[name="Ethan"]     Fine! I'll earn it!
[name="에단"]     하긴 뭐, 난 어차피 공짜로 얻어먹는 처지니 할 말은 없겠네.

[name="伊桑"]     ......
[name="イーサン"]     ……
[name="Ethan"]     .......
[name="에단"]     ……

[name="伊桑"]     我说，你说的老爷，就是你们的老板吧。
[name="イーサン"]     あのよ、あんたの言う我が主って、あんたらのボスのことだろ。
[name="Ethan"]     That Master you're talking about, he's your boss, right?
[name="에단"]     그건 그렇고, 그쪽 주인님이라 해야 하나…? 너희 보스 말이야.

[name="伊桑"]     那位偶尔会突然露面，只和博士有话说的银灰老爷。
[name="イーサン"]     あのたまーに現れて、ドクターとしか話さねぇシルバーアッシュの旦那さんで間違いないか？
[name="Ethan"]     That's Master SilverAsh who pops up every now and then to chat up the Doctor?
[name="에단"]     박사랑 할 말 있다고 가끔 나타나는 그 사람이 바로 실버애쉬 나리지?

[name="角峰"]     没错。你见过老爷？
[name="マッターホルン"]     ええ。会ったことがあるんですか？
[name="Matterhorn"]     That's right. You've met the Master?
[name="마터호른"]     네. 주인님을 만난 적이 있습니까?

[name="角峰"]     不管见没见过，我劝你最好学会说话更尊敬点，这没坏处。
[name="マッターホルン"]     というか、会ったことがあろうがなかろうが、もう少し相手を尊敬した話し方を学ばれたらどうですか。悪いことは言いませんから。
[name="Matterhorn"]     Whether you have or not, I advise you to take a more respectful tone.
[name="마터호른"]     만약 만난 적이 없다 하더라도, 예의를 갖춰 말을 하는 편이 좋을 겁니다.

[name="伊桑"]     已经很尊敬了，这不是还带了敬称嘛。
[name="イーサン"]     尊敬だったらしてんだろうが、敬称をつけただろ。
[name="Ethan"]     I called him "Master," is that not respectful enough?
[name="에단"]     이미 존칭까지 쓰고 있잖아, 이 정도면 꽤 존중하는 거라고.

[name="伊桑"]     说正经的，你们老板，我记得好像听其他人说他有两个妹妹？
[name="イーサン"]     真面目な話、あんたらのボスにゃ妹が二人いるって噂だが本当か？
[name="Ethan"]     Anyway, that boss of yours, I heard he's got a couple of younger sisters?
[name="에단"]     그러고 보니 너희 보스, 여동생이 두 명 있지 않아?

[name="角峰"]     没错。怎么？
[name="マッターホルン"]     ええ。それがどうされましたか？
[name="Matterhorn"]     Yes. What of them?
[name="마터호른"]     네. 왜 그러십니까?

[name="伊桑"]     那，那个叫恩希亚的菲林女孩，就是你说的‘二小姐’吧？
[name="イーサン"]     あのエンシアってフェリーンの子が、あんたが言ってた「お嬢様」だろ？
[name="Ethan"]     That Feline girl named Ensia, she's your "Young Lady," isn't she?
[name="에단"]     그 엔시아라는 필라인 여자가 너희 '둘째 아가씨'지?

[name="伊桑"]     挺贴心的好哥哥嘛，还特地让你来做家乡菜，是怕妹妹吃得不习惯？
[name="イーサン"]     いい兄ちゃんだよな、ここのメシが食べ慣れないって心配して、わざわざあんたに郷土料理を作らせるなんて。
[name="Ethan"]     Real sweet of her brother to send you along to feed her home cooking. He worried the foreign stuff won't agree with her?
[name="에단"]     좋은 오빠네. 일부러 고향 음식까지 준비하는 건, 역시 음식이 입에 맞지 않을까 걱정해서지?

[name="伊桑"]     不过怎么都是送给二小姐的东西，那大小姐呢？
[name="イーサン"]     でもどうしてそっちの「お嬢様」にばかり気遣うんだ？　もう一人はどうした？
[name="Ethan"]     So that's the "Young Lady." Where's the "Old Lady?"
[name="에단"]     그런데 왜 둘째만 챙기는 거야? 첫째는?

[name="角峰"]     ......你到底想问什么。
[name="マッターホルン"]     ……何が言いたいんですか。
[name="Matterhorn"]     ...What exactly are you asking?
[name="마터호른"]     ……뭘 묻고 싶은 겁니까.

[name="角峰"]     关于两位小姐，这是老爷的家务事，我劝你最好不要多过问。
[name="マッターホルン"]     二人のお嬢様に関しては旦那様の家族の事情です。それ以上は聞かないほうがいい。
[name="Matterhorn"]     The matter of the Ladies is the Master's private affair. You'd best not ask such questions.
[name="마터호른"]     두 아가씨에 관한 것은 주인님의 집안 사정입니다. 더는 캐묻지 말아 주십시오.

[name="伊桑"]     你这表情怪可怕的，放心，我才懒得管有钱人的家务事，我又不傻。
[name="イーサン"]     なんて怖え顔してんだよ。安心しな、俺だって金持ちの家庭の事情に口を出すほど暇じゃねぇし、馬鹿でもねぇ。
[name="Ethan"]     Whew, that's a scary face. Chill, I'm not dumb enough to go sticking my nose into rich people business.
[name="에단"]     표정 무서운 거 봐~ 걱정 마. 내가 바보도 아니고, 뭐하러 부자들 집안 사정을 캐묻고 다니겠어?

[name="角峰"]     那你......
[name="マッターホルン"]     では……
[name="Matterhorn"]     So....?
[name="마터호른"]     그렇다면……

[name="角峰"]     啊，帮我递一下那边的调味瓶。
[name="マッターホルン"]     おっと、そこの調味料を取ってもらえますか。
[name="Matterhorn"]     Ah, pass that sauce bottle over there for me.
[name="마터호른"]     아, 저기 조미료병 좀 건네주십시오.

[name="伊桑"]     这个？给，接好。
[name="イーサン"]     これか？　ほらよっ。
[name="Ethan"]     This one? Here you go.
[name="에단"]     이거? 자, 여기.

[name="角峰"]     多谢。
[name="マッターホルン"]     感謝します。
[name="Matterhorn"]     Thanks.
[name="마터호른"]     고맙습니다.

[name="伊桑"]     不客气。哦，香味出来了香味出来了。
[name="イーサン"]     いいっていいって。おー、いい香りだな。
[name="Ethan"]     Welcome. Ooh, that's starting to smell good.
[name="에단"]     이 정도 가지고 뭘. 와~ 냄새 끝내주는구만.

[name="角峰"]     好了，虽然只是普通的炒兽肉，但我有调整过配料，味道应该不差。
[name="マッターホルン"]     普通の獣肉炒めとは言え、調味料は特製のものです。味は悪くないはずですよ。
[name="Matterhorn"]     And we're done. It's just plain fried beastmeat. But I made a few substitutions. It should taste all right.
[name="마터호른"]     평범한 고기볶음이지만 양념을 했으니, 맛은 괜찮을 겁니다.

[name="角峰"]     那边的篮子里有面包，旁边的锅里应该还有米饭，你自己爱吃什么就配什么，我先把菜给小姐送过去。
[name="マッターホルン"]     あちらのカゴにパンがあります。その隣の釜にはご飯も残っているはずなので、好きなように食べてください。俺はお嬢様に料理を届けてきますので。
[name="Matterhorn"]     There's bread in the basket over there, and there should be rice in the pot next to it. You can have whatever you like. I need to bring this to the Young Lady now.
[name="마터호른"]     빵이라면 저쪽 바구니에 있고, 밥은 냄비 안에 있으니 원하는 것으로 가져가십시오. 그럼 저는 아가씨에게 요리를 가져다 드리겠습니다.

[name="角峰"]     吃之前，记得先洗手。
[name="マッターホルン"]     そうだ、食べる前には必ず手を洗うように。
[name="Matterhorn"]     Remember to wash your hands before you eat.
[name="마터호른"]     ……먹기 전에 손 씻는 걸 잊지 마십시오.

[name="伊桑"]     快走吧你，你是我老妈吗？
[name="イーサン"]     わかったわかった。さっさと行けよ。あんたは俺のおふくろか？
[name="Ethan"]     Get outta here. Are you my mother?
[name="에단"]     얼른 가 얼른. 댁이 무슨 우리 엄마야?

[name="角峰"]     不是。幸好我不是。
[name="マッターホルン"]     そうでなくて幸いでしたね。では。
[name="Matterhorn"]     No. Thankfully, I'm not.
[name="마터호른"]     아닙니다. 다행히도 말이죠.

[name="伊桑"]     ......这就走了。
[name="イーサン"]     ……行っちまったよ。
[name="Ethan"]     ...Yeah, get going.
[name="에단"]     ……가버렸네.

[name="伊桑"]     唉，可惜，那个烩肉闻起来真的蛮香的。
[name="イーサン"]     あーあ、残念だったな。あの煮込みはマジでいい香りだったんだけどな。
[name="Ethan"]     *Sigh*. Too bad. That braised meat smelled amazing.
[name="에단"]     에이~ 아깝네. 그 찜 진짜 맛있어 보였는데.

[name="伊桑"]     ......
[name="イーサン"]     ……
[name="Ethan"]     .......
[name="에단"]     ……

[name="伊桑"]     那就洗个手吧。
[name="イーサン"]     手を洗うとするか。
[name="Ethan"]     Guess I'll wash my hands.
[name="에단"]     손부터 씻어볼까.

[name="伊桑"]     真是怪了，我干啥这么老实听话？
[name="イーサン"]     おかしなもんだぜ、この俺が真面目に従ってるとはな。
[name="Ethan"]     Weird. Since when am I such a good boy?
[name="에단"]     이상하네. 내가 왜 그 말을 듣고 있지?

[name="伊桑"]     好，还用了清洗液，每只手三十秒......三、二、一。这样就行了吧。
